sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1198,4,A,,State or Province,Name,0..1,,"State, province or region of the address.",gl-cor,0,Address,BU04d_09,/CO12a/CO03a/BU04d/BU04d_09,$.Accounting Entries.Entity Information.Address.State or Province,AccntnEntrs.EnttyInfrmt.Adr.SttOrPrvnc,州,住所の州や地方。
1199,4,A,,Zip or Postal Code,Char,0..1,,Zip or other postal code of the address.,gl-cor,0,Address,BU04d_10,/CO12a/CO03a/BU04d/BU04d_10,$.Accounting Entries.Entity Information.Address.Zip or Postal Code,AccntnEntrs.EnttyInfrmt.Adr.ZipOrPostlCod,郵便番号,住所の郵便番号。
1200,4,A,,Country,Char,0..1,,Country of the address.,gl-cor,0,Address,BU04d_11,/CO12a/CO03a/BU04d/BU04d_11,$.Accounting Entries.Entity Information.Address.Country,AccntnEntrs.EnttyInfrmt.Adr.Contr,国,住所の国。
1201,3,C,,Contact,,0..*,,Information about contacts.,gl-cor,0,Contact,BU06d,/CO12a/CO03a/BU06d,$.Accounting Entries.Entity Information.Contact,AccntnEntrs.EnttyInfrmt.Cnt,【担当者情報】,担当者に関する情報。
1202,4,A,,Prefix,Char,0..1,,"Prefix (e.g. Dr., Mr., Mrs.)",gl-cor,0,Contact,BU06d_01,/CO12a/CO03a/BU06d/BU06d_01,$.Accounting Entries.Entity Information.Contact.Prefix,AccntnEntrs.EnttyInfrmt.Cnt.Prfx,敬称,敬称(Dr.、Mr.、Mrs.など)
1203,4,A,,Last Name,Name,0..1,,Last or family name,gl-cor,0,Contact,BU06d_02,/CO12a/CO03a/BU06d/BU06d_02,$.Accounting Entries.Entity Information.Contact.Last Name,AccntnEntrs.EnttyInfrmt.Cnt.LastNam,姓,姓
1204,4,A,,First Name,Name,0..1,,First or given name,gl-cor,0,Contact,BU06d_03,/CO12a/CO03a/BU06d/BU06d_03,$.Accounting Entries.Entity Information.Contact.First Name,AccntnEntrs.EnttyInfrmt.Cnt.FirstNam,名,名、クリスチャンネーム
1205,4,A,,Suffix,Char,0..1,,"Suffix (e.g. MD, CPA, Jr.)",gl-cor,0,Contact,BU06d_04,/CO12a/CO03a/BU06d/BU06d_04,$.Accounting Entries.Entity Information.Contact.Suffix,AccntnEntrs.EnttyInfrmt.Cnt.Sffx,付加名称,付加名称(MD、CPA、Jr.など)
1206,4,A,,Attention Line,Name,0..1,,Attention Line,gl-cor,0,Contact,BU06d_05,/CO12a/CO03a/BU06d/BU06d_05,$.Accounting Entries.Entity Information.Contact.Attention Line,AccntnEntrs.EnttyInfrmt.Cnt.AttntnLin,アテンションライン,アテンションライン
1207,4,A,,Position/Role,Name,0..1,,Position or role,gl-cor,0,Contact,BU06d_06,/CO12a/CO03a/BU06d/BU06d_06,$.Accounting Entries.Entity Information.Contact.Position/Role,AccntnEntrs.EnttyInfrmt.Cnt.Postnr,地位/役職,地位や役職。
1208,4,A,,Role of Contact,Name,0..1,,"Role of contact. Examples include: Source Service, Sender, Recipient, Invoicer, Auditor, Accountant",gl-cor,0,Contact,BU06d_07,/CO12a/CO03a/BU06d/BU06d_07,$.Accounting Entries.Entity Information.Contact.Role of Contact,AccntnEntrs.EnttyInfrmt.Cnt.RolOfCnt,担当者役割,担当者の役割。例：ソースサービス、送付元、受取人、請求先、監査人、会計士。
1209,4,A,,Location ID cross reference,Name,0..1,,This code is used to associate the contact with a specific location for the Entity. Its value should be the same as that of the organizationAddressLocationIdentifier,gl-cor,0,Contact,BU06d_08,/CO12a/CO03a/BU06d/BU06d_08,$.Accounting Entries.Entity Information.Contact.Location ID cross reference,AccntnEntrs.EnttyInfrmt.Cnt.LctIdCrssRef,所在地相互参照情報,担当者と事業体の位置情報を関係付けるためのコード。organizationAddressLocationIdentifierと同じ値であるべき。
1210,4,C,,Phone Number,,0..*,,Primary phone number of the entity.,gl-cor,0,Phone Number,BU01f,/CO12a/CO03a/BU06d/BU01f,$.Accounting Entries.Entity Information.Contact.Phone Number,AccntnEntrs.EnttyInfrmt.Cnt.PhnNr,【事業体電話番号】,事業体の主要電話番号情報。
1211,5,A,,Description,Text,0..1,,"Entity Phone Number Description such as Main, Investor relations.",gl-cor,0,Phone Number,BU01f_01,/CO12a/CO03a/BU06d/BU01f/BU01f_01,$.Accounting Entries.Entity Information.Contact.Phone Number.Description,AccntnEntrs.EnttyInfrmt.Cnt.PhnNr.Dscr,事業体電話番号説明,"代表、IR用などの、事業体の電話番号の説明。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他) "
1212,5,A,,Number,Char,0..1,,Phone number referred to in 'phoneNumberDescription',gl-cor,0,Phone Number,BU01f_02,/CO12a/CO03a/BU06d/BU01f/BU01f_02,$.Accounting Entries.Entity Information.Contact.Phone Number.Number,AccntnEntrs.EnttyInfrmt.Cnt.PhnNr.Nr,事業体電話番号,phoneNumberDescriptionで示される電話番号。
1213,4,C,,Fax Number,,0..*,,Tuple for holding company fax information.,gl-cor,0,Fax Number,BU02f,/CO12a/CO03a/BU06d/BU02f,$.Accounting Entries.Entity Information.Contact.Fax Number,AccntnEntrs.EnttyInfrmt.Cnt.FaxNr,【事業体FAX番号】,事業体のFAX番号情報のタプル。
1214,5,A,,Usage,Text,0..1,,"Company fax number usage (e.g. orders, head office, IR)",gl-cor,0,Fax Number,BU02f_01,/CO12a/CO03a/BU06d/BU02f/BU02f_01,$.Accounting Entries.Entity Information.Contact.Fax Number.Usage,AccntnEntrs.EnttyInfrmt.Cnt.FaxNr.Usg,事業体FAX番号用途,事業体のFAX番号の用途。(注文、本社、IRなど)
1215,5,A,,Number,Char,0..1,,Company Fax Number,gl-cor,0,Fax Number,BU02f_02,/CO12a/CO03a/BU06d/BU02f/BU02f_02,$.Accounting Entries.Entity Information.Contact.Fax Number.Number,AccntnEntrs.EnttyInfrmt.Cnt.FaxNr.Nr,事業体FAX番号,事業体のFAX番号。
1216,4,C,,Email Address,,0..*,,Tuple for holding company email information.,gl-cor,0,Email Address,BU03f,/CO12a/CO03a/BU06d/BU03f,$.Accounting Entries.Entity Information.Contact.Email Address,AccntnEntrs.EnttyInfrmt.Cnt.EmlAdr,【事業体Eメールアドレス】,事業体のEメールアドレス情報のタプル。
1217,5,A,,Usage,Text,0..1,,"Company email address usage (e.g. orders, head office, IR)",gl-cor,0,Email Address,BU03f_01,/CO12a/CO03a/BU06d/BU03f/BU03f_01,$.Accounting Entries.Entity Information.Contact.Email Address.Usage,AccntnEntrs.EnttyInfrmt.Cnt.EmlAdr.Usg,事業体Eメールアドレス用途,事業体のEメールアドレスの用途。(注文、本社、IRなど)
1218,5,A,,Address,Char,0..1,,Company Email Address,gl-cor,0,Email Address,BU03f_02,/CO12a/CO03a/BU06d/BU03f/BU03f_02,$.Accounting Entries.Entity Information.Contact.Email Address.Address,AccntnEntrs.EnttyInfrmt.Cnt.EmlAdr.Adr,事業体Eメールアドレス,事業体のEメールアドレス。
1219,3,C,,Accounting Method,,0..*,,Section for identifying the methods of accounting used by the entity for different reporting purposes,gl-cor,0,Accounting Method,BU07b,/CO12a/CO03a/BU07b,$.Accounting Entries.Entity Information.Accounting Method,AccntnEntrs.EnttyInfrmt.AccntnMethd,【会計処理方法】,異なる報告目的に応じて事業体が使用する会計処理方法を識別するためのセクション。
1220,4,A,,Type,Name,0..1,,"For this entity, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",gl-cor,0,Accounting Method,BU07b_01,/CO12a/CO03a/BU07b/BU07b_01,$.Accounting Entries.Entity Information.Accounting Method.Type,AccntnEntrs.EnttyInfrmt.AccntnMethd.Typ,会計処理方法,"事業体の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)"
1221,4,A,,Description,Text,0..1,,Free format description of the accounting method,gl-cor,0,Accounting Method,BU07b_02,/CO12a/CO03a/BU07b/BU07b_02,$.Accounting Entries.Entity Information.Accounting Method.Description,AccntnEntrs.EnttyInfrmt.AccntnMethd.Dscr,会計処理方法説明,会計処理方法の説明。
1222,4,A,,Purpose,Name,0..1,,"For this entity, the reporting purpose represented - from book, tax, management, statutory, other",gl-cor,0,Accounting Method,BU07b_03,/CO12a/CO03a/BU07b/BU07b_03,$.Accounting Entries.Entity Information.Accounting Method.Purpose,AccntnEntrs.EnttyInfrmt.AccntnMethd.Purps,会計処理方法目的,"事業体の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)"
1223,4,A,,Purpose Description,Text,0..1,,Free format description of the accounting method purpose,gl-cor,0,Accounting Method,BU07b_04,/CO12a/CO03a/BU07b/BU07b_04,$.Accounting Entries.Entity Information.Accounting Method.Purpose Description,AccntnEntrs.EnttyInfrmt.AccntnMethd.PurpsDscr,会計処理方法目的説明,会計処理方法の目的の説明。
1224,4,A,,Start Date,Date,0..1,,Accounting Method Start Date,gl-cor,0,Accounting Method,BU07b_05,/CO12a/CO03a/BU07b/BU07b_05,$.Accounting Entries.Entity Information.Accounting Method.Start Date,AccntnEntrs.EnttyInfrmt.AccntnMethd.StrtDt,会計処理方法開始日付,会計処理方法の開始日。
1225,4,A,,End Date,Date,0..1,,Accounting Method End Date,gl-cor,0,Accounting Method,BU07b_06,/CO12a/CO03a/BU07b/BU07b_06,$.Accounting Entries.Entity Information.Accounting Method.End Date,AccntnEntrs.EnttyInfrmt.AccntnMethd.EndDt,会計処理方法終了日付,会計処理方法の終了日。
1226,2,C,,Entry Header,,0..*,,Parent for entry headers/journal entry headers.,gl-cor,0,Entry Header,CO11a,/CO12a/CO11a,$.Accounting Entries.Entry Header,AccntnEntrs.EntryHedr,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。
1227,3,A,PK,Entry Identifier,Identifier,0..1,,Identifier within source journal,gl-cor,0,Entry Header,CO11a_01,/CO12a/CO11a/CO11a_01,$.Accounting Entries.Entry Header.Entry Identifier,AccntnEntrs.EntryHedr.EntryId,仕訳識別子,元仕訳帳中の識別子。
1228,3,A,,Date Posted,Date,0..1,,Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.,gl-cor,0,Entry Header,CO11a_02,/CO12a/CO11a/CO11a_02,$.Accounting Entries.Entry Header.Date Posted,AccntnEntrs.EntryHedr.DtPostd,転記済日付,この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。
1229,3,A,,Entry Creator,Name,0..1,,Initials/name of operator originally entering.,gl-cor,0,Entry Header,CO11a_03,/CO12a/CO11a/CO11a_03,$.Accounting Entries.Entry Header.Entry Creator,AccntnEntrs.EntryHedr.EntryCrtr,仕訳作成者,最初に入力したオペレータのイニシャル/名前。
1230,3,A,,Entry Last Modifier,Name,0..1,,Identification for the last person modifying this entry before posting.,gl-cor,0,Entry Header,CO11a_BU11_04,/CO12a/CO11a/CO11a_BU11_04,$.Accounting Entries.Entry Header.Entry Last Modifier,AccntnEntrs.EntryHedr.EntryLastModfr,仕訳最終更新者,転記前に最後にこの仕訳を修正した者の識別子。
1231,3,A,,Entry Date,Date,0..1,,"Represents the actual date/time of entry into computer (automated from system date, often misrepresented by changing system clock). Posting dates are maintained separately.",gl-cor,0,Entry Header,CO11a_05,/CO12a/CO11a/CO11a_05,$.Accounting Entries.Entry Header.Entry Date,AccntnEntrs.EntryHedr.EntryDt,入力日付,コンピュータへ入力した実際の日付/時刻(システム日付から自動的に与えられ、システム時計の変更により、しばしば誤った値になる)を示す。 転記日付とは別に管理される。
1232,3,A,,Responsible Person,Name,0..1,,Identifier of person who created or originated or is otherwise responsible for the entry.,gl-cor,0,Entry Header,CO11a_BU11_06,/CO12a/CO11a/CO11a_BU11_06,$.Accounting Entries.Entry Header.Responsible Person,AccntnEntrs.EntryHedr.RespnsPersn,責任者,仕訳を作成したか、仕訳に責任を持つ者の識別子。
1233,3,A,,Source Journal,Char,0..1,,"Source journal. The code of the journal in which the entry is processed. The code must be a unique indication for a journal and is selected from the following enumerated list:\ncd      cash disbursements (sending cheques to vendors)\ncr      cash receipts (receiving cheques from others)\nfa      fixed assets\ngi      giro/other bank adjustments\ngj      general journal\nim      inventory management\njc      job cost\npj      purchase journal (liabilities from purchases)\npl      payroll journal\nsj      sales journal\nse      standard entries\nud      user defined\not      other sources of entries""",gl-cor,0,Entry Header,CO11a_07,/CO12a/CO11a/CO11a_07,$.Accounting Entries.Entry Header.Source Journal,AccntnEntrs.EntryHedr.SorcJrn,元仕訳帳種別,元仕訳帳。仕訳が処理される仕訳帳のコード。コードは仕訳帳に一意な指標であり、以下から選択する。\n出金(仕入先への小切手送付)、入金(他者からの小切手受領)、固定資産、振替、一般仕訳帳、在庫管理、個別原価、仕入帳(仕入による負債)、賃金台帳、売上台帳、通常仕訳、ユーザ定義、その他\n[設定値のリスト]\n(cd：出金)、(cr：入金)、(fa：固定資産)、(gi：振替)、(gj：一般仕訳帳)、(im：在庫管理)、(jc：個別原価)、(pj：仕入帳)、(pl：賃金台帳)、(sj：売上台帳)、(se：通常仕訳)、(ud：ユーザ定義)、(ot：その他)
1234,3,A,,Journal Description,Text,0..1,,"Source journal (full description of general journal, payroll journal, accountant entries). A more easily readable journal indication. The most common journals are: Purchases, Sales, Cash, and General Journal.",gl-cor,0,Entry Header,CO11a_BU11_08,/CO12a/CO11a/CO11a_BU11_08,$.Accounting Entries.Entry Header.Journal Description,AccntnEntrs.EntryHedr.JrnDscr,元仕訳帳説明,元仕訳帳(一般仕訳、給与台帳、会計士入力の完全な説明)。 よりわかりやすい仕訳帳の指標。 最も一般的な仕訳帳は、次の通り。 仕入、売上、現金、一般仕訳。
1235,3,A,,Type Identifier,Char,0..1,,"One of the following enumerated list: adjusting, budget, comparative, external-accountant, standard, passed-adjusting, eliminating, proposed, recurring, reclassifying, simulated, tax, other",gl-cor,0,Entry Header,CO11a_09,/CO12a/CO11a/CO11a_09,$.Accounting Entries.Entry Header.Type Identifier,AccntnEntrs.EntryHedr.TypId,種別識別子,以下の値のうちのひとつ。\n整理、予算、比較、外部会計士、通常、無視、消去、提案、反復、組替、シミュレーション、税、その他\n[設定値のリスト]\n(adjusting：整理)、(budget：予算)、(comparative：比較)、(external-accountant：外部会計士)、(standard：通常)、(passed-adjusting：無視)、(eliminating：消去)、(proposed：提案)、(recurring：反復)、(reclassifying：組替)、(simulated：シミュレーション)、(tax：税)、(other：その他)
1236,3,A,,Entry Origin,Char,0..1,,"Origin of entry: accrual, manual entry, imported entry, exchange gain or loss",gl-cor,0,Entry Header,CO11a_BU11_10,/CO12a/CO11a/CO11a_BU11_10,$.Accounting Entries.Entry Header.Entry Origin,AccntnEntrs.EntryHedr.EntryOrgn,仕訳起源,仕訳の起源。発生、手入力、インポート入力、為替換算による損益。
1237,3,A,,Entry Description,Char,0..1,,Description of entry described by this entry header (e.g. Opening Balance),gl-cor,0,Entry Header,CO11a_11,/CO12a/CO11a/CO11a_11,$.Accounting Entries.Entry Header.Entry Description,AccntnEntrs.EntryHedr.EntryDscr,仕訳説明,このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高)\n
1238,3,A,,Entry Qualifier,Char,0..1,,"Entry Qualifier - An enumerated field that qualifies the type of entry, specifically useful for general ledger and trial balance environments when it is important to state the values represented are summarized as of the reporting date - opening or closing balances. In accounting systems, this is often known as BBF (balance brought forward.) Permitted values are: standard, balance-brought-forward and other.",gl-cor,0,Entry Header,CO11a_12,/CO12a/CO11a/CO11a_12,$.Accounting Entries.Entry Header.Entry Qualifier,AccntnEntrs.EntryHedr.EntryQulfr,仕訳修飾子,仕訳の修飾子。総勘定元帳や試算表で、開始残高や決算残高のように、記された値が報告日で集約されていることを明示することが重要なときに有用な、仕訳の種別を修飾するもの。会計システムにおいて、BBF（繰越残高）として知られるもの。指定可能な値は以下。標準、繰越残高、その他\n[設定値のリスト]\n(standard：標準)、(balance-brought-forward：繰越残高)、(other：その他) 
1239,3,A,,Entry Qualifier Description,Char,0..1,,Free format description of the entry qualifier,gl-cor,0,Entry Header,CO11a_13,/CO12a/CO11a/CO11a_13,$.Accounting Entries.Entry Header.Entry Qualifier Description,AccntnEntrs.EntryHedr.EntryQulfrDscr,仕訳修飾子説明,仕訳の修飾子の説明。
1240,3,A,,Posting Code,Char,0..1,,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",gl-cor,0,Entry Header,CO11a_BU11_14,/CO12a/CO11a/CO11a_BU11_14,$.Accounting Entries.Entry Header.Posting Code,AccntnEntrs.EntryHedr.PostngCod,転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。
1241,3,A,,Batch ID for Entry Group,Char,0..1,,ID for a batch for this group of entries,gl-cor,0,Entry Header,CO11a_BU11_15,/CO12a/CO11a/CO11a_BU11_15,$.Accounting Entries.Entry Header.Batch ID for Entry Group,AccntnEntrs.EntryHedr.BatchIdForEntryGrp,仕訳グループ識別子,この仕訳の集合に付ける、束の識別子。
1242,3,A,,Batch Description,Char,0..1,,Description of this batch,gl-cor,0,Entry Header,CO11a_BU11_16,/CO12a/CO11a/CO11a_BU11_16,$.Accounting Entries.Entry Header.Batch Description,AccntnEntrs.EntryHedr.BatchDscr,仕訳グループ説明,この仕訳の束の説明。
1243,3,A,,Number of Entries,Char,0..1,,The total number of entries.,gl-cor,0,Entry Header,CO11a_BU11_17,/CO12a/CO11a/CO11a_BU11_17,$.Accounting Entries.Entry Header.Number of Entries,AccntnEntrs.EntryHedr.NrOfEntrs,仕訳総数,仕訳の総数。
1244,3,A,,Type of Difference Between Book and Tax,Char,0..1,,"Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""",gl-cor,0,Entry Header,CO11a_20,/CO12a/CO11a/CO11a_20,$.Accounting Entries.Entry Header.Type of Difference Between Book and Tax,AccntnEntrs.EntryHedr.TypOfDiffrnBetwnBokAndTx,帳簿価税務簿価差異種別,帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。\n[設定値のリスト]\n(permanent：永久)、(temporary：一時的)、(none：無し)
1245,3,A,,Elimination Code,Char,0..1,,Informs destination ledger this is an intracompany entry which eliminates in consolidation,gl-cor,0,Entry Header,CO11a_BU11_21,/CO12a/CO11a/CO11a_BU11_21,$.Accounting Entries.Entry Header.Elimination Code,AccntnEntrs.EntryHedr.ElmntnCod,相殺消去コード,連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。
1246,3,A,,Budget Scenario Period Start,Date,0..1,,Start of period covered by associated budgetScenario,gl-cor,0,Entry Header,CO11a_BU11_22,/CO12a/CO11a/CO11a_BU11_22,$.Accounting Entries.Entry Header.Budget Scenario Period Start,AccntnEntrs.EntryHedr.BudgtScnrPerStrt,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。
1247,3,A,,Budget Scenario Period End,Date,0..1,,End of period covered by associated budgetScenario,gl-cor,0,Entry Header,CO11a_BU11_23,/CO12a/CO11a/CO11a_BU11_23,$.Accounting Entries.Entry Header.Budget Scenario Period End,AccntnEntrs.EntryHedr.BudgtScnrPerEnd,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。
1248,3,A,,Scenario Description,Text,0..1,,Text related to budgetScenario,gl-cor,0,Entry Header,CO11a_BU11_24,/CO12a/CO11a/CO11a_BU11_24,$.Accounting Entries.Entry Header.Scenario Description,AccntnEntrs.EntryHedr.ScnrDscr,シナリオ説明,budgetScenarioに関する記述。
1249,3,A,,Scenario Code,Char,0..1,,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",gl-cor,0,Entry Header,CO11a_BU11_25,/CO12a/CO11a/CO11a_BU11_25,$.Accounting Entries.Entry Header.Scenario Code,AccntnEntrs.EntryHedr.ScnrCod,シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。
1250,3,A,,Budget Allocation Code,Char,0..1,,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",gl-cor,0,Entry Header,CO11a_BU11_26,/CO12a/CO11a/CO11a_BU11_26,$.Accounting Entries.Entry Header.Budget Allocation Code,AccntnEntrs.EntryHedr.BudgtAllocCod,予算配分コード,計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計\n[設定値のリスト]\n(D：期間数での分割)、(T：与えられた期間の合計) 
1251,3,A,,Recurring Standard Description,Text,0..1,,Description to accompany standard or recurring ID,gl-cor,0,Entry Header,CO11a_UK11_28,/CO12a/CO11a/CO11a_UK11_28,$.Accounting Entries.Entry Header.Recurring Standard Description,AccntnEntrs.EntryHedr.RecrrnStdDscr,反復通常仕訳説明,通常仕訳または反復仕訳のIDの説明。
1252,3,A,,Frequency Interval,Decimal,0..1,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.\n",gl-cor,0,Entry Header,CO11a_UK11_29,/CO12a/CO11a/CO11a_UK11_29,$.Accounting Entries.Entry Header.Frequency Interval,AccntnEntrs.EntryHedr.FrqncyIntrvl,頻度間隔,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。
1253,3,A,,Frequency Unit,Char,0..1,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.\n",gl-cor,0,Entry Header,CO11a_UK11_30,/CO12a/CO11a/CO11a_UK11_30,$.Accounting Entries.Entry Header.Frequency Unit,AccntnEntrs.EntryHedr.FrqncyUnt,頻度単位,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。
1254,3,A,,Repetitions Remaining,Decimal,0..1,,Number of times that the recurring entry will repeat,gl-cor,0,Entry Header,CO11a_UK11_31,/CO12a/CO11a/CO11a_UK11_31,$.Accounting Entries.Entry Header.Repetitions Remaining,AccntnEntrs.EntryHedr.RepttnRmng,反復残回数,反復仕訳の繰り返し予定数。
1255,3,A,,Next Date Repeat,Date,0..1,,Date next repeated or standard posted,gl-cor,0,Entry Header,CO11a_UK11_32,/CO12a/CO11a/CO11a_UK11_32,$.Accounting Entries.Entry Header.Next Date Repeat,AccntnEntrs.EntryHedr.NextDtRept,次回反復日付,次回の反復あるいは通常の転記日。
1256,3,A,,Last Date Repeat,Date,0..1,,Date last repeated or standard posted,gl-cor,0,Entry Header,CO11a_UK11_33,/CO12a/CO11a/CO11a_UK11_33,$.Accounting Entries.Entry Header.Last Date Repeat,AccntnEntrs.EntryHedr.LastDtRept,前回反復日付,前回の反復あるいは通常の転記日。
1257,3,A,,End Date of Repeating Entry,Date,0..1,,"For standard or recurring journals, stop date/time for repetitive entry.",gl-cor,0,Entry Header,CO11a_UK11_34,/CO12a/CO11a/CO11a_UK11_34,$.Accounting Entries.Entry Header.End Date of Repeating Entry,AccntnEntrs.EntryHedr.EndDtOfReptngEntry,反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。
1258,3,A,,Reverse,Boolean,0..1,,Should entry be reversed?,gl-cor,0,Entry Header,CO11a_UK11_35,/CO12a/CO11a/CO11a_UK11_35,$.Accounting Entries.Entry Header.Reverse,AccntnEntrs.EntryHedr.Revrs,反対仕訳要否,仕訳が取り消されるべきか。
1259,3,A,,Reversing Date,Date,0..1,,Date this entry should be reversed,gl-cor,0,Entry Header,CO11a_UK11_36,/CO12a/CO11a/CO11a_UK11_36,$.Accounting Entries.Entry Header.Reversing Date,AccntnEntrs.EntryHedr.RevrsnDt,反対仕訳日付,この仕訳が取り消されるべき日付。
1260,3,A,,Entry Number Counter,Char,0..1,,Unique reference for the entry - a numeric counter,gl-cor,0,Entry Header,CO11a_37,/CO12a/CO11a/CO11a_37,$.Accounting Entries.Entry Header.Entry Number Counter,AccntnEntrs.EntryHedr.EntryNrContr,仕訳番号カウンタ,仕訳の一意なリファレンス　　カウンタ
1261,3,R,,(Reversing ID) Entry Header,,0..1,,Parent for entry headers/journal entry headers.,gl-cor,0,(Reversing ID) Entry Header,CO11b,/CO12a/CO11a/CO11b,$.Accounting Entries.Entry Header.(Reversing ID) Entry Header,AccntnEntrs.EntryHedr.RevrsnIdEntryHedr,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。
1262,4,A,REF,Entry Identifier,Identifier,0..1,,Identifier within source journal,gl-cor,0,(Reversing ID) Entry Header,CO11b_01,/CO12a/CO11a/CO11b_01,$.Accounting Entries.Entry Header.(Reversing ID) Entry Header.Entry Identifier,AccntnEntrs.EntryHedr.RevrsnIdEntryHedr.EntryId,仕訳識別子,元仕訳帳中の識別子。
1263,3,C,,(Total Debits) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Total Debits) Amount,GE04a,/CO12a/CO11a/GE04a,$.Accounting Entries.Entry Header.(Total Debits) Amount,AccntnEntrs.EntryHedr.TotlDebtsAmt,【金額】,特定の通貨での金額を指定するクラス
1264,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Total Debits) Amount,GE04a_01,/CO12a/CO11a/GE04a_01,$.Accounting Entries.Entry Header.(Total Debits) Amount.Value,AccntnEntrs.EntryHedr.TotlDebtsAmt.Vl,値,金額を表す数値
1265,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05b,/CO12a/CO11a/GE05b,$.Accounting Entries.Entry Header.(Total Debits) Amount.Currency,AccntnEntrs.EntryHedr.TotlDebtsAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
1266,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05b_01,/CO12a/CO11a/GE05b_01,$.Accounting Entries.Entry Header.(Total Debits) Amount.Currency.Code,AccntnEntrs.EntryHedr.TotlDebtsAmt.Cur.Cd,コード,通貨の公式コード
1267,3,C,,(Total Credits) Amount,,0..1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Total Credits) Amount,GE04b,/CO12a/CO11a/GE04b,$.Accounting Entries.Entry Header.(Total Credits) Amount,AccntnEntrs.EntryHedr.TotlCrdtsAmt,【金額】,特定の通貨での金額を指定するクラス
1268,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Total Credits) Amount,GE04b_01,/CO12a/CO11a/GE04b_01,$.Accounting Entries.Entry Header.(Total Credits) Amount.Value,AccntnEntrs.EntryHedr.TotlCrdtsAmt.Vl,値,金額を表す数値
