Month,Ledger_Account_Number,Debit_Amount,Credit_Amount,Ledger_Account_Name,Beginning_Balance,Ending_Balance,eTax_Category
2021-12,10E200130,7040000,0,賞与,4042000,11082000,販売費及び一般管理費
2021-12,10E200140,847793,0,福利厚生費,3452674,4300467,販売費及び一般管理費
2021-12,10E200150,735269,0,交際費,2515574,3250843,販売費及び一般管理費
2021-12,10E200180,1151250,0,通信費,8778402,9929652,販売費及び一般管理費
2021-12,10E200200,457802,228901,消耗品費,2210874,2439775,販売費及び一般管理費
2021-12,10E200210,52000,0,租税公課,187000,239000,販売費及び一般管理費
2021-12,10E200240,318820,0,保険料,2550560,2869380,販売費及び一般管理費
2021-12,10E200370,4809624,0,給料及び手当,42249348,47058972,販売費及び一般管理費
2021-12,10E200520,423840,0,雑給,3366497,3790337,販売費及び一般管理費
2021-12,10E200540,763311,0,法定福利費,6245651,7008962,販売費及び一般管理費
2021-12,10E200600,139710,0,支払報酬,1117680,1257390,販売費及び一般管理費
2021-12,10E200690,12021,0,支払手数料,96749,108770,販売費及び一般管理費
2021-12,10E200720,3449000,0,地代家賃,27562000,31011000,販売費及び一般管理費
2021-12,10E200870,7311266,0,運賃,30054941,37366207,販売費及び一般管理費
2021-12,10E201040,738448,0,水道光熱費,4675489,5413937,販売費及び一般管理費
2021-12,10E201110,136561,0,事務用消耗品費,1010870,1147431,販売費及び一般管理費
2021-12,10E201120,650134,0,車両費,4966918,5617052,販売費及び一般管理費
2021-12,10E201130,24995,0,会議費,230439,255434,販売費及び一般管理費
2021-12,10E201140,116000,0,諸会費,928000,1044000,販売費及び一般管理費
2021-12,10E201160,24982,0,図書費,199856,224838,販売費及び一般管理費
2021-12,10E201230,1729153,0,旅費及び交通費,8166970,9896123,販売費及び一般管理費
2021-12,10E201270,504197,0,雑費,3838489,4342686,販売費及び一般管理費
2021-12,10E300020,79042,0,支払利息,971043,1050085,営業外費用
2022-01,10A100020,120382489,108892283,現金及び預金,80185520,91675726,流動資産
2022-01,10A100060,48543883,35387312,受取手形,97863364,111019935,流動資産
2022-01,10A100090,91476616,98313301,売掛金,8116085169,8109248484,流動資産
2022-01,10A100610,0,90000,短期貸付金,670000,580000,流動資産
2022-01,10A230570,125000,0,保険積立金,2653000,2778000,投資その他の資産
2022-01,10B100030,11210865,27368588,支払手形,36900985,53058708,流動負債
2022-01,10B100040,59337763,54296895,買掛金,278217645,273176777,流動負債
2022-01,10B100630,12442678,10119977,未払金,60864821,58542120,流動負債
2022-01,10B100690,2466437,1901781,預り金,6364278,5799622,流動負債
2022-01,10B100790,653500,0,短期借入金,1960500,1307000,流動負債
2022-01,10D100101,0,28505344,電子取引総売上高,179197171,207702515,売上高
2022-01,10D100102,0,62971272,電子取引以外総売上高,449720052,512691324,売上高
2022-01,10E100131,19274050,0,電子取引当期商品仕入高,131337416,150611466,売上原価
2022-01,10E100132,35022845,0,電子取引以外当期商品仕入高,243815339,278838184,売上原価
2022-01,10E200020,2509900,0,販売手数料,20000267,22510167,販売費及び一般管理費
2022-01,10E200050,191500,0,広告宣伝費,1604200,1795700,販売費及び一般管理費
2022-01,10E200090,1720000,0,役員報酬,15480000,17200000,販売費及び一般管理費
2022-01,10E200140,220092,0,福利厚生費,4300467,4520559,販売費及び一般管理費
2022-01,10E200150,391213,0,交際費,3250843,3642056,販売費及び一般管理費
2022-01,10E200180,1114572,0,通信費,9929652,11044224,販売費及び一般管理費
2022-01,10E200200,551936,275968,消耗品費,2439775,2715743,販売費及び一般管理費
2022-01,10E200210,4000,0,租税公課,239000,243000,販売費及び一般管理費
2022-01,10E200240,318820,0,保険料,2869380,3188200,販売費及び一般管理費
2022-01,10E200370,4813853,0,給料及び手当,47058972,51872825,販売費及び一般管理費
2022-01,10E200520,313425,0,雑給,3790337,4103762,販売費及び一般管理費
2022-01,10E200540,1591504,0,法定福利費,7008962,8600466,販売費及び一般管理費
2022-01,10E200600,139710,0,支払報酬,1257390,1397100,販売費及び一般管理費
2022-01,10E200690,12021,0,支払手数料,108770,120791,販売費及び一般管理費
2022-01,10E200720,3449000,0,地代家賃,31011000,34460000,販売費及び一般管理費
2022-01,10E200730,587700,0,借地借家料,2350800,2938500,販売費及び一般管理費
2022-01,10E200870,6260649,0,運賃,37366207,43626856,販売費及び一般管理費
2022-01,10E201040,560492,0,水道光熱費,5413937,5974429,販売費及び一般管理費
2022-01,10E201110,119083,0,事務用消耗品費,1147431,1266514,販売費及び一般管理費
2022-01,10E201120,631347,0,車両費,5617052,6248399,販売費及び一般管理費
2022-01,10E201130,24995,0,会議費,255434,280429,販売費及び一般管理費
2022-01,10E201140,116000,0,諸会費,1044000,1160000,販売費及び一般管理費
2022-01,10E201160,24982,0,図書費,224838,249820,販売費及び一般管理費
2022-01,10E201230,959678,0,旅費及び交通費,9896123,10855801,販売費及び一般管理費
2022-01,10E201270,473790,0,雑費,4342686,4816476,販売費及び一般管理費
2022-01,10E300020,86333,0,支払利息,1050085,1136418,営業外費用
2022-02,10A100020,101654742,87365578,現金及び預金,91675726,105964890,流動資産
2022-02,10A100060,40564498,26261958,受取手形,111019935,125322475,流動資産
2022-02,10A100090,57755820,92790604,売掛金,8109248484,8074213700,流動資産
2022-02,10A100610,0,90000,短期貸付金,580000,490000,流動資産
2022-02,10A230570,125000,0,保険積立金,2778000,2903000,投資その他の資産
2022-02,10B100030,11951863,32528767,支払手形,53058708,73635612,流動負債
2022-02,10B100040,58857401,36698676,買掛金,273176777,251018052,流動負債
2022-02,10B100630,10341593,6887180,未払金,58542120,55087707,流動負債
2022-02,10B100690,1424959,1929498,預り金,5799622,6304161,流動負債
2022-02,10B100790,653500,0,短期借入金,1307000,653500,流動負債
2022-02,10D100101,0,16938516,電子取引総売上高,207702515,224641031,売上高
2022-02,10D100102,0,40817304,電子取引以外総売上高,512691324,553508628,売上高
2022-02,10E100131,12396114,0,電子取引当期商品仕入高,150611466,163007580,売上原価
2022-02,10E100132,24302562,0,電子取引以外当期商品仕入高,278838184,303140746,売上原価
2022-02,10E200020,1548100,0,販売手数料,22510167,24058267,販売費及び一般管理費
2022-02,10E200050,191500,0,広告宣伝費,1795700,1987200,販売費及び一般管理費
2022-02,10E200090,1720000,0,役員報酬,17200000,18920000,販売費及び一般管理費
2022-02,10E200140,626457,0,福利厚生費,4520559,5147016,販売費及び一般管理費
2022-02,10E200150,351170,0,交際費,3642056,3993226,販売費及び一般管理費
2022-02,10E200180,1043223,0,通信費,11044224,12087447,販売費及び一般管理費
2022-02,10E200200,608814,304407,消耗品費,2715743,3020150,販売費及び一般管理費
2022-02,10E200240,318820,0,保険料,3188200,3507020,販売費及び一般管理費
2022-02,10E200370,5186684,0,給料及び手当,51872825,57059509,販売費及び一般管理費
2022-02,10E200520,210240,0,雑給,4103762,4314002,販売費及び一般管理費
2022-02,10E200540,754033,0,法定福利費,8600466,9354499,販売費及び一般管理費
2022-02,10E200600,139710,0,支払報酬,1397100,1536810,販売費及び一般管理費
2022-02,10E200690,12021,0,支払手数料,120791,132812,販売費及び一般管理費
2022-02,10E200720,3449000,0,地代家賃,34460000,37909000,販売費及び一般管理費
2022-02,10E200730,293850,0,借地借家料,2938500,3232350,販売費及び一般管理費
2022-02,10E200870,3540383,0,運賃,43626856,47167239,販売費及び一般管理費
2022-02,10E201000,17850,0,修繕維持費,301650,319500,販売費及び一般管理費
2022-02,10E201040,402972,0,水道光熱費,5974429,6377401,販売費及び一般管理費
2022-02,10E201110,110000,0,事務用消耗品費,1266514,1376514,販売費及び一般管理費
2022-02,10E201120,599608,0,車両費,6248399,6848007,販売費及び一般管理費
2022-02,10E201130,24995,0,会議費,280429,305424,販売費及び一般管理費
2022-02,10E201140,116000,0,諸会費,1160000,1276000,販売費及び一般管理費
2022-02,10E201160,24982,0,図書費,249820,274802,販売費及び一般管理費
2022-02,10E201230,804634,0,旅費及び交通費,10855801,11660435,販売費及び一般管理費
2022-02,10E201270,456715,0,雑費,4816476,5273191,販売費及び一般管理費
2022-02,10E300020,32675,0,支払利息,1136418,1169093,営業外費用
2022-03,10A100020,146113042,141986253,現金及び預金,105964890,110091679,流動資産
2022-03,10A100060,31338107,45169923,受取手形,125322475,111490659,流動資産
2022-03,10A100090,74446280,70676484,売掛金,8074213700,8077983496,流動資産
2022-03,10A100280,63025546,63013226,商品,63013226,63025546,流動資産
2022-03,10A100610,0,90000,短期貸付金,490000,400000,流動資産
2022-03,10A210130,0,328000,構築物,2001693400,2001365400,有形固定資産
2022-03,10A210410,0,1911924,工具、器具及び備品,953769200,951857276,有形固定資産
2022-03,10A230570,125000,0,保険積立金,2903000,3028000,投資その他の資産
2022-03,10B100030,13738257,8791534,支払手形,73635612,68688889,流動負債
2022-03,10B100040,42792807,47236121,買掛金,251018052,255461366,流動負債
2022-03,10B100630,7030303,8909403,未払金,55087707,56966807,流動負債
2022-03,10B100690,1880914,1933319,預り金,6304161,6356566,流動負債
2022-03,10B100790,653500,0,短期借入金,653500,0,流動負債
2022-03,10B200080,7000000,0,長期借入金,14000000,7000000,固定負債
2022-03,10D100101,0,25574300,電子取引総売上高,224641031,250215331,売上高
2022-03,10D100102,0,48871980,電子取引以外総売上高,553508628,602380608,売上高
2022-03,10E100100,63013226,0,商品期首たな卸高,0,63013226,売上原価
2022-03,10E100121,0,42840,電子取引仕入値引及び戻し高,271189,314029,売上原価
2022-03,10E100131,16335953,0,電子取引当期商品仕入高,163007580,179343533,売上原価
2022-03,10E100132,30900168,0,電子取引以外当期商品仕入高,303140746,334040914,売上原価
2022-03,10E100140,0,63025546,商品期末たな卸高,0,63025546,売上原価
2022-03,10E200020,3023000,0,販売手数料,24058267,27081267,販売費及び一般管理費
2022-03,10E200050,191500,0,広告宣伝費,1987200,2178700,販売費及び一般管理費
2022-03,10E200090,1720000,0,役員報酬,18920000,20640000,販売費及び一般管理費
2022-03,10E200140,438770,0,福利厚生費,5147016,5585786,販売費及び一般管理費
2022-03,10E200150,265118,0,交際費,3993226,4258344,販売費及び一般管理費
2022-03,10E200180,1173230,0,通信費,12087447,13260677,販売費及び一般管理費
2022-03,10E200200,695686,347843,消耗品費,3020150,3367993,販売費及び一般管理費
2022-03,10E200210,24000,0,租税公課,243000,267000,販売費及び一般管理費
2022-03,10E200220,2239924,0,減価償却費,0,2239924,販売費及び一般管理費
2022-03,10E200240,318820,0,保険料,3507020,3825840,販売費及び一般管理費
2022-03,10E200370,5176103,0,給料及び手当,57059509,62235612,販売費及び一般管理費
2022-03,10E200520,268960,0,雑給,4314002,4582962,販売費及び一般管理費
2022-03,10E200540,1820130,0,法定福利費,9354499,11174629,販売費及び一般管理費
2022-03,10E200600,139710,0,支払報酬,1536810,1676520,販売費及び一般管理費
2022-03,10E200690,12021,0,支払手数料,132812,144833,販売費及び一般管理費
2022-03,10E200720,3449000,0,地代家賃,37909000,41358000,販売費及び一般管理費
2022-03,10E200730,293850,0,借地借家料,3232350,3526200,販売費及び一般管理費
2022-03,10E200870,4229621,0,運賃,47167239,51396860,販売費及び一般管理費
2022-03,10E201000,17850,0,修繕維持費,319500,337350,販売費及び一般管理費
2022-03,10E201040,693596,0,水道光熱費,6377401,7070997,販売費及び一般管理費
2022-03,10E201110,152118,0,事務用消耗品費,1376514,1528632,販売費及び一般管理費
2022-03,10E201120,698921,0,車両費,6848007,7546928,販売費及び一般管理費
2022-03,10E201130,24995,0,会議費,305424,330419,販売費及び一般管理費
2022-03,10E201140,116000,0,諸会費,1276000,1392000,販売費及び一般管理費
2022-03,10E201160,24982,0,図書費,274802,299784,販売費及び一般管理費
2022-03,10E201230,1311541,0,旅費及び交通費,11660435,12971976,販売費及び一般管理費
2022-03,10E201270,473472,0,雑費,5273191,5746663,販売費及び一般管理費
2022-03,10E300020,522675,0,支払利息,1169093,1691768,営業外費用
