sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
89,5,A,,bus:Entity Party Accountant Contact Suffix,,0..1,,"Suffix (e.g. MD, CPA, Jr.)",bus,bus:Accountant_ Contact,BU08b_04,/CO17a/BU10a/BU08b/BU08b_04,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Entity Party Accountant Contact Suffix,CorcEnts.CornPart.BusnPartAcct.BuscCont.BusnPartAcctContSuff,付加名称,付加名称(MD、CPA、Jr.など),bus:entityPartyAccountantContactSuffix,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactSuffix
90,5,A,,bus:Entity Party Accountant Contact Attention Line,,0..1,,Attention Line,bus,bus:Accountant_ Contact,BU08b_05,/CO17a/BU10a/BU08b/BU08b_05,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Entity Party Accountant Contact Attention Line,CorcEnts.CornPart.BusnPartAcct.BuscCont.BusnPartAcctContAttnLin,アテンションライン,アテンションライン,bus:entityPartyAccountantContactAttentionLine,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactAttentionLine
91,5,A,,bus:Entity Party Accountant Contact Position Role,,0..1,,Position or role,bus,bus:Accountant_ Contact,BU08b_06,/CO17a/BU10a/BU08b/BU08b_06,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Entity Party Accountant Contact Position Role,CorcEnts.CornPart.BusnPartAcct.BuscCont.BusnPartAcctContPostRol,地位/役職,地位や役職。,bus:entityPartyAccountantContactPositionRole,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactPositionRole
92,5,A,,bus:Entity Party Accountant Contact Type,,0..1,,"Role of contact. Examples include: Source Service, Sender, Recipient, Invoicer, Auditor, Accountant",bus,bus:Accountant_ Contact,BU08b_07,/CO17a/BU10a/BU08b/BU08b_07,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Entity Party Accountant Contact Type,CorcEnts.CornPart.BusnPartAcct.BuscCont.BusnPartAcctContType,担当者役割,担当者の役割。例：ソースサービス、送付元、受取人、請求先、監査人、会計事務所。,bus:entityPartyAccountantContactType,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactType
93,5,A,,bus:Entity Party Accountant Contact Location ID cross reference,,0..1,,This code is used to associate the contact with a specific location for the Entity. Its value should be the same as that of the organizationAddressLocationIdentifier,bus,bus:Accountant_ Contact,BU08b_08,/CO17a/BU10a/BU08b/BU08b_08,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Entity Party Accountant Contact Location ID cross reference,CorcEnts.CornPart.BusnPartAcct.BuscCont.BusnPartAcctContLoctIdCrosRefr,所在地相互参照情報,担当者と事業体の位置情報を関係付けるためのコード。organizationAddressLocationIdentifierと同じ値であるべき。,bus:entityPartyAccountantContactLocationIdCrossReference,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactLocationIdCrossReference
94,5,A,,bus:Entity Party Accountant Contact Active,,0..1,,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",bus,bus:Accountant_ Contact,BU08b_09,/CO17a/BU10a/BU08b/BU08b_09,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Entity Party Accountant Contact Active,CorcEnts.CornPart.BusnPartAcct.BuscCont.BusnPartAcctContActv,担当者有効性,担当者が有効か無効かを示すブール値。,bus:entityPartyAccountantContactActive,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactActive
95,5,C,,bus:Entity Party Accountant Contact Phone,,0..*,,"Phone number information, as a specialisation of Communication.",bus,bus:Contact_ Phone,BU02b,/CO17a/BU10a/BU08b/BU02b,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Phone,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscPhon,【電話番号】,電話番号情報（通信手段の特化）。,bus:entityPartyAccountantContactPhone,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactPhone
96,6,A,,bus:Entity Party Accountant Contact Phone URI Identifier,,0..1,,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:Contact_ Phone,BU02b_01,/CO17a/BU10a/BU08b/BU02b/BU02b_01,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Phone.bus:Accountant Contact Phone URI Identifier,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscPhon.BuscContPhonUriIdnr,URI,メールアドレスやWebアドレス等のURI。,bus:entityPartyAccountantContactPhoneUriIdentifier,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactPhone/bus:entityPartyAccountantContactPhoneUriIdentifier
97,6,A,,bus:Entity Party Accountant Contact Phone Channel Code,,0..1,,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:Contact_ Phone,BU02b_02,/CO17a/BU10a/BU08b/BU02b/BU02b_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Phone.bus:Accountant Contact Phone Channel Code,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscPhon.BuscContPhonChanCod,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",bus:entityPartyAccountantContactPhoneChannelCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactPhone/bus:entityPartyAccountantContactPhoneChannelCode
98,6,A,,bus:Entity Party Accountant Contact Phone Complete Number,,0..1,,The text string of characters that make up the complete number for this communication.,bus,bus:Contact_ Phone,BU02b_03,/CO17a/BU10a/BU08b/BU02b/BU02b_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Phone.bus:Accountant Contact Phone Complete Number,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscPhon.BuscContPhonCompNumb,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,bus:entityPartyAccountantContactPhoneCompleteNumber,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactPhone/bus:entityPartyAccountantContactPhoneCompleteNumber
99,6,A,,bus:Entity Party Accountant Contact Phone Use Code,,0..1,,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:Contact_ Phone,BU02b_04,/CO17a/BU10a/BU08b/BU02b/BU02b_04,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Phone.bus:Accountant Contact Phone Use Code,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscPhon.BuscContPhonUseCod,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",bus:entityPartyAccountantContactPhoneUseCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactPhone/bus:entityPartyAccountantContactPhoneUseCode
100,5,C,,bus:Entity Party Accountant Contact Fax,,0..*,,Fax number information.,bus,bus:Contact_ Fax,BU03b,/CO17a/BU10a/BU08b/BU03b,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Fax,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscFax,【FAX番号】,FAX番号情報。,bus:entityPartyAccountantContactFax,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactFax
101,6,A,,bus:Entity Party Accountant Contact Fax URI Identifier,,0..1,,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:Contact_ Fax,BU03b_01,/CO17a/BU10a/BU08b/BU03b/BU03b_01,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Fax.bus:Accountant Contact Fax URI Identifier,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscFax.BuscContFaxUriIdnr,URI,メールアドレスやWebアドレス等のURI。,bus:entityPartyAccountantContactFaxUriIdentifier,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactFax/bus:entityPartyAccountantContactFaxUriIdentifier
102,6,A,,bus:Entity Party Accountant Contact Fax Channel Code,,0..1,,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:Contact_ Fax,BU03b_02,/CO17a/BU10a/BU08b/BU03b/BU03b_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Fax.bus:Accountant Contact Fax Channel Code,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscFax.BuscContFaxChanCod,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",bus:entityPartyAccountantContactFaxChannelCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactFax/bus:entityPartyAccountantContactFaxChannelCode
103,6,A,,bus:Entity Party Accountant Contact Fax Complete Number,,0..1,,The text string of characters that make up the complete number for this communication.,bus,bus:Contact_ Fax,BU03b_03,/CO17a/BU10a/BU08b/BU03b/BU03b_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Fax.bus:Accountant Contact Fax Complete Number,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscFax.BuscContFaxCompNumb,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,bus:entityPartyAccountantContactFaxCompleteNumber,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactFax/bus:entityPartyAccountantContactFaxCompleteNumber
104,6,A,,bus:Entity Party Accountant Contact Fax Use Code,,0..1,,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:Contact_ Fax,BU03b_04,/CO17a/BU10a/BU08b/BU03b/BU03b_04,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Fax.bus:Accountant Contact Fax Use Code,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscFax.BuscContFaxUseCod,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",bus:entityPartyAccountantContactFaxUseCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactFax/bus:entityPartyAccountantContactFaxUseCode
105,5,C,,bus:Entity Party Accountant Contact Email,,0..*,,Email address information.,bus,bus:Contact_ Email,BU04b,/CO17a/BU10a/BU08b/BU04b,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Email,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscEml,【Eメールアドレス】,Eメールアドレス情報。,bus:entityPartyAccountantContactEmail,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactEmail
106,6,A,,bus:Entity Party Accountant Contact Email URI Identifier,,0..1,,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:Contact_ Email,BU04b_01,/CO17a/BU10a/BU08b/BU04b/BU04b_01,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Email.bus:Accountant Contact Email URI Identifier,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscEml.BuscContEmlUriIdnr,URI,メールアドレスやWebアドレス等のURI。,bus:entityPartyAccountantContactEmailUriIdentifier,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactEmail/bus:entityPartyAccountantContactEmailUriIdentifier
107,6,A,,bus:Entity Party Accountant Contact Email Channel Code,,0..1,,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:Contact_ Email,BU04b_02,/CO17a/BU10a/BU08b/BU04b/BU04b_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Email.bus:Accountant Contact Email Channel Code,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscEml.BuscContEmlChanCod,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",bus:entityPartyAccountantContactEmailChannelCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactEmail/bus:entityPartyAccountantContactEmailChannelCode
108,6,A,,bus:Entity Party Accountant Contact Email Complete Number,,0..1,,The text string of characters that make up the complete number for this communication.,bus,bus:Contact_ Email,BU04b_03,/CO17a/BU10a/BU08b/BU04b/BU04b_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Email.bus:Accountant Contact Email Complete Number,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscEml.BuscContEmlCompNumb,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,bus:entityPartyAccountantContactEmailCompleteNumber,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactEmail/bus:entityPartyAccountantContactEmailCompleteNumber
109,6,A,,bus:Entity Party Accountant Contact Email Use Code,,0..1,,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:Contact_ Email,BU04b_04,/CO17a/BU10a/BU08b/BU04b/BU04b_04,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Accountant.bus:Accountant_ Contact.bus:Contact_ Email.bus:Accountant Contact Email Use Code,CorcEnts.CornPart.BusnPartAcct.BuscCont.BuscEml.BuscContEmlUseCod,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",bus:entityPartyAccountantContactEmailUseCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyAccountant/bus:entityPartyAccountantContact/bus:entityPartyAccountantContactEmail/bus:entityPartyAccountantContactEmailUseCode
110,3,C,,bus:Entity Party Reporting Calendar,,0..*,,A tool to collect the periods used to summarise results from transactions.,bus,bus:Entity Party_ Reporting Calendar,BU13a,/CO17a/BU13a,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar,CorcEnts.CornPart.BusnPartReprCaln,【報告カレンダー】,取引の結果をまとめるための期間を集めるもの。,bus:entityPartyReportingCalendar,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar
111,4,A,,bus:Entity Party Reporting Calendar Code,,0..1,,"The code used to identify this specific reporting calendar, unique across periods",bus,bus:Entity Party_ Reporting Calendar,BU13a_01,/CO17a/BU13a/BU13a_01,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Code,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnCod,報告カレンダーコード,この報告カレンダーを識別するコード。複数期間にわたって一意。,bus:entityPartyReportingCalendarCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarCode
112,4,A,,bus:Entity Party Reporting Calendar Description,,0..1,,A description of the reporting calendar (associated with the reportingCalendarCode given),bus,bus:Entity Party_ Reporting Calendar,BU13a_02,/CO17a/BU13a/BU13a_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Description,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnDesc,報告カレンダー説明,報告カレンダーの説明（reportingCalendarCodeと関係付けられる）。,bus:entityPartyReportingCalendarDescription,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarDescription
113,4,A,,bus:Entity Party Reporting Calendar Title,,0..1,,A description of the reporting period. The actual beginning and ending dates are found within the 'reportingCalendarPeriod' class,bus,bus:Entity Party_ Reporting Calendar,BU13a_03,/CO17a/BU13a/BU13a_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Title,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnTitl,報告カレンダータイトル,報告期間の説明。実際の開始日及び終了日はreportingCalendarPeriodに記述する。,bus:entityPartyReportingCalendarTitle,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarTitle
114,4,A,,bus:Entity Party Reporting Calendar Type Code,,0..1,,"A code for the type of period involved. Enumerated as: monthly, quarterly, semi-annually, 4-5-4, ad-hoc, other.",bus,bus:Entity Party_ Reporting Calendar,BU13a_04,/CO17a/BU13a/BU13a_04,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Type Code,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnTypeCod,期間種別コード,"報告期間の種別コード。月次、四半期ごと、半期ごと、4-5-4、随時、その他
[設定値のリスト]
(monthly：月次)、(quarterly：四半期ごと)、(semi-annually：半期ごと)、(4-5-4：4-5-4)、(ad-hoc：随時)、(other：その他)",bus:entityPartyReportingCalendarTypeCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarTypeCode
115,4,A,,bus:Entity Party Reporting Calendar Type Code Description,,0..1,,A description of the type of period involved.,bus,bus:Entity Party_ Reporting Calendar,BU13a_05,/CO17a/BU13a/BU13a_05,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Type Code Description,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnTypeCodDesc,期間種別説明,報告期間の種別の説明。,bus:entityPartyReportingCalendarTypeCodeDescription,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarTypeCodeDescription
116,4,A,,bus:Entity Party Reporting Calendar Closed Status,,0..1,,"An identifier on whether the reporting calendar is still open for activity. enumerated, ""open"", ""closed"", ""pending""",bus,bus:Entity Party_ Reporting Calendar,BU13a_06,/CO17a/BU13a/BU13a_06,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Closed Status,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnClosStat,締状態,"報告カレンダーがオープンかどうかを示す識別子。オープン、締切り済み、保留中
[設定値のリスト]
(open：オープン)、(closed：締切り済み)、(pending：保留中)",bus:entityPartyReportingCalendarClosedStatus,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarClosedStatus
117,4,A,,bus:Entity Party Reporting Calendar Purpose,,0..1,,A description of the accounting set of books involved. Uses enumeration from accounting method purpose.,bus,bus:Entity Party_ Reporting Calendar,BU13a_07,/CO17a/BU13a/BU13a_07,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Purpose,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnPurp,報告目的,"帳簿の集合の説明。会計処理方法の目的の列挙値を使用する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",bus:entityPartyReportingCalendarPurpose,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarPurpose
118,4,A,,bus:Entity Party Reporting Calendar Purpose Description,,0..1,,Free format description of the reporting purpose,bus,bus:Entity Party_ Reporting Calendar,BU13a_08,/CO17a/BU13a/BU13a_08,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Entity Party Reporting Calendar Purpose Description,CorcEnts.CornPart.BusnPartReprCaln.BusnPartReprCalnPurpDesc,報告目的説明,報告目的の説明。,bus:entityPartyReportingCalendarPurposeDescription,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarPurposeDescription
119,4,C,,bus:Entity Party Reporting Calendar Period,,0..*,,A tool to collect a specific set of periods used to summarize results from transactions.,bus,bus:Reporting Calendar_ Period,BU12a,/CO17a/BU13a/BU12a,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Reporting Calendar_ Period,CorcEnts.CornPart.BusnPartReprCaln.BusrCalnPerd,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。,bus:entityPartyReportingCalendarPeriod,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarPeriod
120,5,A,PK,bus:Entity Party Reporting Calendar Period ID,,0..1,,An identifier for this period in this calendar,bus,bus:Reporting Calendar_ Period,BU12a_01,/CO17a/BU13a/BU12a/BU12a_01,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Reporting Calendar_ Period.bus:Entity Party Reporting Calendar Period ID,CorcEnts.CornPart.BusnPartReprCaln.BusrCalnPerd.BusnPartReprCalnPerdId,報告期間識別子,このカレンダーにおけるこの期間の識別子。,bus:entityPartyReportingCalendarPeriodId,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarPeriod/bus:entityPartyReportingCalendarPeriodId
121,5,A,,bus:Entity Party Reporting Calendar Period Description,,0..1,,A description of this specific reporting period in this calendar.,bus,bus:Reporting Calendar_ Period,BU12a_02,/CO17a/BU13a/BU12a/BU12a_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Reporting Calendar_ Period.bus:Entity Party Reporting Calendar Period Description,CorcEnts.CornPart.BusnPartReprCaln.BusrCalnPerd.BusnPartReprCalnPerdDesc,期間説明,このカレンダーにおけるこの特定の期間の説明。,bus:entityPartyReportingCalendarPeriodDescription,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarPeriod/bus:entityPartyReportingCalendarPeriodDescription
122,5,A,,bus:Entity Party Reporting Calendar Period Start Date,,0..1,,The beginning date/time of a period,bus,bus:Reporting Calendar_ Period,BU12a_03,/CO17a/BU13a/BU12a/BU12a_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity Party_ Reporting Calendar.bus:Reporting Calendar_ Period.bus:Entity Party Reporting Calendar Period Start Date,CorcEnts.CornPart.BusnPartReprCaln.BusrCalnPerd.BusnPartReprCalnPerdStarDat,期間開始日付,期間の開始日付/時刻,bus:entityPartyReportingCalendarPeriodStartDate,/cor:accountingEntries/cor:entityParty/bus:entityPartyReportingCalendar/bus:entityPartyReportingCalendarPeriod/bus:entityPartyReportingCalendarPeriodStartDate
