sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,module,element,label_local,definition_local,id
88,2,Attribute,PK,bus:Period,bus:Period ID,String,,0..1,An identifier for this period in this calendar,bus,bus:periodId,報告期間識別子,このカレンダーにおけるこの期間の識別子。,BU11_01
89,2,Attribute,,bus:Period,bus:Period Description,String,,0..1,A description of this specific reporting period in this calendar.,bus,bus:periodDescription,期間説明,このカレンダーにおけるこの特定の期間の説明。,BU11_02
90,2,Attribute,,bus:Period,bus:Period Start Date,Date Time,,0..1,The beginning date/time of a period,bus,bus:periodStartDate,期間開始日付,期間の開始日付/時刻,BU11_03
91,2,Attribute,,bus:Period,bus:Period End Date,Date Time,,0..1,The ending date/time of a period,bus,bus:periodEndDate,期間終了日付,期間の終了日付/時刻,BU11_04
6,1,Class,,bus:Phone,,,,0..*,"Phone number information, as a specialisation of Communication.",bus,bus:phone,【電話番号】,電話番号情報（通信手段の特化）。,BU02
8,2,Attribute,,bus:Phone,bus:Phone URI Identifier,String,,0..1,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:phoneUriIdentifier,URI,メールアドレスやWebアドレス等のURI。,BU02_01
9,2,Attribute,,bus:Phone,bus:Phone Channel Code,String,,0..1,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:phoneChannelCode,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",BU02_02
10,2,Attribute,,bus:Phone,bus:Phone Complete Number,String,,0..1,The text string of characters that make up the complete number for this communication.,bus,bus:phoneCompleteNumber,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,BU02_03
11,2,Attribute,,bus:Phone,bus:Phone Use Code,String,,0..1,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:phoneUseCode,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",BU02_04
99,1,Class,,bus:Reporting Calendar,,,,0..*,A tool to collect the periods used to summarise results from transactions.,bus,bus:reportingCalendar,【報告カレンダー】,取引の結果をまとめるための期間を集めるもの。,BU13
100,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Code,String,,0..1,"The code used to identify this specific reporting calendar, unique across periods",bus,bus:reportingCalendarCode,報告カレンダーコード,この報告カレンダーを識別するコード。複数期間にわたって一意。,BU13_01
101,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Description,String,,0..1,A description of the reporting calendar (associated with the reportingCalendarCode given),bus,bus:reportingCalendarDescription,報告カレンダー説明,報告カレンダーの説明（reportingCalendarCodeと関係付けられる）。,BU13_02
102,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Title,String,,0..1,A description of the reporting period. The actual beginning and ending dates are found within the 'reportingCalendarPeriod' class,bus,bus:reportingCalendarTitle,報告カレンダータイトル,報告期間の説明。実際の開始日及び終了日はreportingCalendarPeriodに記述する。,BU13_03
103,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Type Code,Token,,0..1,"A code for the type of period involved. Enumerated as: monthly, quarterly, semi-annually, 4-5-4, ad-hoc, other.",bus,bus:reportingCalendarTypeCode,期間種別コード,"報告期間の種別コード。月次、四半期ごと、半期ごと、4-5-4、随時、その他
[設定値のリスト]
(monthly：月次)、(quarterly：四半期ごと)、(semi-annually：半期ごと)、(4-5-4：4-5-4)、(ad-hoc：随時)、(other：その他)",BU13_04
104,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Type Code Description,String,,0..1,A description of the type of period involved.,bus,bus:reportingCalendarTypeCodeDescription,期間種別説明,報告期間の種別の説明。,BU13_05
105,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Closed Status,Token,,0..1,"An identifier on whether the reporting calendar is still open for activity. enumerated, ""open"", ""closed"", ""pending""",bus,bus:reportingCalendarClosedStatus,締状態,"報告カレンダーがオープンかどうかを示す識別子。オープン、締切り済み、保留中
[設定値のリスト]
(open：オープン)、(closed：締切り済み)、(pending：保留中)",BU13_06
106,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Purpose,Token,,0..1,A description of the accounting set of books involved. Uses enumeration from accounting method purpose.,bus,bus:reportingCalendarPurpose,報告目的,"帳簿の集合の説明。会計処理方法の目的の列挙値を使用する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",BU13_07
107,2,Attribute,,bus:Reporting Calendar,bus:Reporting Calendar Purpose Description,String,,0..1,Free format description of the reporting purpose,bus,bus:reportingCalendarPurposeDescription,報告目的説明,報告目的の説明。,BU13_08
108,2,Composition,,bus:Reporting Calendar,,,bus:Reporting Calendar_ Period,0..*,A tool to collect a specific set of periods used to summarize results from transactions.,bus,bus:reportingCalendarPeriod,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。,BU13_09
92,1,Class,,bus:Reporting Calendar_ Period,,,,0..*,A tool to collect a specific set of periods used to summarize results from transactions.,bus,bus:reportingCalendarPeriod,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。,BU12
94,2,Attribute,PK,bus:Reporting Calendar_ Period,bus:Reporting Calendar_ Period ID,String,,0..1,An identifier for this period in this calendar,bus,bus:reportingCalendarPeriodId,報告期間識別子,このカレンダーにおけるこの期間の識別子。,BU12_01
95,2,Attribute,,bus:Reporting Calendar_ Period,bus:Reporting Calendar_ Period Description,String,,0..1,A description of this specific reporting period in this calendar.,bus,bus:reportingCalendarPeriodDescription,期間説明,このカレンダーにおけるこの特定の期間の説明。,BU12_02
96,2,Attribute,,bus:Reporting Calendar_ Period,bus:Reporting Calendar_ Period Start Date,Date Time,,0..1,The beginning date/time of a period,bus,bus:reportingCalendarPeriodStartDate,期間開始日付,期間の開始日付/時刻,BU12_03
97,2,Attribute,,bus:Reporting Calendar_ Period,bus:Reporting Calendar_ Period End Date,Date Time,,0..1,The ending date/time of a period,bus,bus:reportingCalendarPeriodEndDate,期間終了日付,期間の終了日付/時刻,BU12_04
98,2,Attribute,,bus:Reporting Calendar_ Period,bus:Reporting Calendar_ Period Closed Date,Date Time,,0..1,"The date/time a period has been closed for activity. If this is present with a nill value (xsi:nill=""true"") then the period is not closed.",bus,bus:reportingCalendarPeriodClosedDate,期間締日付,"この期間の活動が締め切られた日付/時刻。この値がニル値(xsi:nill=""true"")であれば、この期間は、締め切られていない。",BU12_05
24,1,Class,,bus:Web Site,,,,0..*,Web site information.,bus,bus:webSite,【Webサイト】,ウェブサイト情報。,BU05
26,2,Attribute,,bus:Web Site,bus:Web Site URI Identifier,String,,0..1,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:webSiteUriIdentifier,URI,メールアドレスやWebアドレス等のURI。,BU05_01
27,2,Attribute,,bus:Web Site,bus:Web Site Channel Code,String,,0..1,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:webSiteChannelCode,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",BU05_02
28,2,Attribute,,bus:Web Site,bus:Web Site Complete Number,String,,0..1,The text string of characters that make up the complete number for this communication.,bus,bus:webSiteCompleteNumber,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,BU05_03
29,2,Attribute,,bus:Web Site,bus:Web Site Use Code,String,,0..1,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:webSiteUseCode,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",BU05_04
588,1,Class,,cor:Accounting Entries,,,,1..*,Root for XBRL GL. No entry made here.,cor,cor:accountingEntries,【会計仕訳】,XBRL GLのルート要素。 この要素にはデータは登録されない。,CO17
589,2,Composition,,cor:Accounting Entries,,,bus:Document Information,1..1,Parent for descriptive information about the accountingEntries Class in which it is contained.,cor,bus:documentInformation,【文書情報】,この会計仕訳に関する情報の親タグ。,CO17_BU33_01
590,2,Composition,,cor:Accounting Entries,,,cor:Entity_ Party,0..1,Holder for entity information - information about the reporting organization.,cor,cor:entityParty,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。,CO17_CO33_02
591,2,Composition,,cor:Accounting Entries,,,cor:Entry_ Header,0..*,Parent for entry headers/journal entry headers.,cor,cor:entryHeader,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。,CO17_CO33_03
109,1,Class,,cor:Authority Registered Identifier,,,,0..*,Class representing an identifier that is registered with and issued or recognised by an external authority. It provides information about the authority responsible for the registration and verification of the identifier.,cor,cor:authorityRegisteredIdentifier,【外部機関登録識別子】,外部機関に登録され、当該機関によって発行または認証される識別子を表すクラス。識別子の登録・認証を行う外部機関に関する情報も提供する。,CO01
110,2,Attribute,PK,cor:Authority Registered Identifier,cor:Authority Registered ID,String,,0..1,"Identifier of the registered authority identifier record within this report, used to uniquely identify and reference the instance.",cor,cor:authorityRegisteredId,外部機関登録識別子ID,外部機関に登録識別子のレコードを一意に識別するためのID。,CO01_01
111,2,Attribute,,cor:Authority Registered Identifier,cor:Authority Registered Name,String,,0..1,Name or descriptive label of the identifier as registered with the authority.,cor,cor:authorityRegisteredName,外部機関登録識別子名称,外部機関登録識別子に識別するためのID。,CO01_02
112,2,Attribute,PK,cor:Authority Registered Identifier,cor:Authority Code,String,,0..1,Code identifying the external authority with which the identifier is registered.,cor,cor:authorityCode,外部機関コード,当該識別子が登録されている外部機関を識別するコード。（例：税務当局コード）。,CO01_03
113,2,Attribute,,cor:Authority Registered Identifier,cor:Authority Name,String,,0..1,Name of the external authority responsible for registering or verifying the identifier.,cor,cor:authorityName,外部機関名,識別子の登録または認証を行う外部機関の名称。（たとえば、税務署）,CO01_04
114,2,Attribute,,cor:Authority Registered Identifier,cor:Authority Verification Date,Date Time,,0..1,Date on which the external authority last verified or confirmed the registered identifier.,cor,cor:authorityVerificationDate,外部機関認証日付,外部機関が当該登録識別子を最後に認証または確認した日付。,CO01_05
203,1,Class,,cor:Detail_ Account Identifier,,,,0..*,"Class: parent container for account numbers and identifiers applied at the transaction detail (line) level. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so: 

/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",cor,cor:detailAccountIdentifier,【行科目識別子】,"クラス。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",CO09
205,2,Attribute,PK,cor:Detail_ Account Identifier,cor:Detail_ Account Number,String,,0..1,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",cor,cor:detailAccountNumber,主勘定科目コード,"主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。
部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。",CO09_01
206,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Account Description,String,,0..1,Description of accountMainID - the human readable describer that accompanies the code used in accountMainID,cor,cor:detailAccountDescription,主勘定科目説明,主勘定科目コードの説明。主勘定科目コードとして使用されるコードについての、人が読める記述。,CO09_02
207,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Account Classification,Token,,0..1,"Account type - FASB Concepts 6 and similar international designs. When xbrlInfo is used to associated other XBRL reporting items, this field is more suited to representing existing systems (audit) than data interchange. Enumerated as: asset, liability, equity, income, gain, expense, loss, contr-to-equity, distr-from-equity, comprehensive-income, other.",cor,cor:detailAccountClassification,主勘定科目区分,"主勘定科目の種別。FASB Concepts 6および、同様の国際的な様式。xbrlInfoが他のXBRL項目と関係付けられる場合、データ交換より現存システム(audit)を示すべき。
[設定値のリスト]
(asset：資産)、(liability：負債)、(equity：資本)、(income：収益)、(gain：利得)、(expense：費用)、(loss：損失)、(contr-to-equity：資本増加)、(distr-from-equity：資本減少)、(comprehensive-income：包括利益)、(other：その他)",CO09_03
208,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Account Classification Description,String,,0..1,Free format description of the account classification,cor,cor:detailAccountClassificationDescription,主勘定科目区分説明,主勘定科目の区分の説明。,CO09_04
209,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Parent Account Number,String,,0..1,Roll up item from child natural account to parent natural account.,cor,cor:detailParentAccountNumber,親勘定科目コード,子勘定科目から親勘定科目に包み込む科目。,CO09_05
210,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Purpose of Account,Token,,0..1,"Code related to usage for account aggregate - Consolidating, European, IFRS, Offsetting, Primary, Tax, USGAAP, Japanese, Other. Japanese companies will use this for the tax required offsetting entry. If left blank, assumes default accounting method for company.",cor,cor:detailPurposeOfAccount,勘定科目目的,"勘定科目群の使用法を示すコード。連結、European, IFRS, 見返、プライマリ, 税, USGAAP, Japanese,その他。日本企業では、見返仕訳で要求される税務処理に利用するかもしれない。空白の場合、企業の既定の勘定方法とみなす。
[設定値のリスト]
(consolidating：連結)、(european：ヨーロッパ)、(ifrs：IFRS)、(offsetting：見返)、(primary：プライマリ)、(tax：税)、(usgaap：US GAAP)、(japanese：日本)、(other：その他)",CO09_06
211,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Purpose of Account Description,String,,0..1,Description of usage for aggregate account,cor,cor:detailPurposeOfAccountDescription,勘定科目目的説明,勘定科目群の使用法の説明。,CO09_07
212,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Account Type,Token,,0..1,"Type of account. Enumerated as: account, bank, employee, customer, job, vendor, measurable, statistical, other.",cor,cor:detailAccountType,科目種別,"科目の種別。
[設定値のリスト]
(account：勘定科目)、(bank：銀行)、(employee：従業員)、(customer：顧客)、(job：ジョブ)、(vendor：仕入先)、(measurable：計測可能物)、(statistical：統計)、(other：その他)",CO09_08
213,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Account Type Description,String,,0..1,Free format description of the account type,cor,cor:detailAccountTypeDescription,科目種別説明,科目の種別の説明。,CO09_09
214,2,Attribute,,cor:Detail_ Account Identifier,bus:Detail_ Accounting Method,Token,,0..1,"For this entry, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",cor,bus:detailAccountingMethod,仕訳会計処理方法,"この仕訳の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)",CO09_BU19_10
215,2,Attribute,,cor:Detail_ Account Identifier,bus:Detail_ Accounting Method Description,String,,0..1,Free format description of the entry accounting method,cor,bus:detailAccountingMethodDescription,仕訳会計処理方法説明,仕訳の会計処理方法の説明。,CO09_BU19_11
216,2,Attribute,,cor:Detail_ Account Identifier,bus:Detail_ Accounting Method Purpose,Token,,0..1,"For this entry, the reporting purpose represented - from book, tax, management, statutory, other",cor,bus:detailAccountingMethodPurpose,仕訳会計処理方法目的,"仕訳の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",CO09_BU19_12
217,2,Attribute,,cor:Detail_ Account Identifier,bus:Detail_ Accounting Method Purpose Description,String,,0..1,Free format description of the entry accounting method purpose,cor,bus:detailAccountingMethodPurposeDescription,仕訳会計処理方法目的説明,仕訳の会計処理方法の目的の説明。,CO09_BU19_13
218,2,Attribute,,cor:Detail_ Account Identifier,cor:Detail_ Account Active,Boolean,,0..1,"Boolean to indicate whether the account is active (=""true"") or inactive (=""false"")",cor,cor:detailAccountActive,科目有効性,科目が有効か無効かを示すブール値。,CO09_CO19_14
219,2,Reference Association,,cor:Detail_ Account Identifier,cor:Detail,,cor:Subaccount,0..*,Class to hold multiple accountSubIDs and Descriptions,cor,cor:detailSubaccount,【サブ科目情報】,複数のaccountSubIDと説明文を含むクラス。,CO09_CO19_15
130,1,Class,,cor:Detail_ Identifier Reference,,,,0..*,"Identification for customer, vendor, or employee applied at the transaction detail (line) level.",cor,cor:detailIdentifierReference,【行CVE情報】,顧客、仕入先、従業員のための識別子。,CO03
132,2,Attribute,PK,cor:Detail_ Identifier Reference,cor:Detail_ Identifier Type,Token,,0..1,"Entity type (enumerated): C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",cor,cor:detailIdentifierType,CVE種別,"実体の種別。 [設定値のリスト] (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者)",CO03_01
133,2,Attribute,PK,cor:Detail_ Identifier Reference,cor:Detail_ Identifier Code,String,,0..1,Internal ID Number associated with identifierReference,cor,cor:detailIdentifierCode,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,CO03_02
134,2,Attribute,,cor:Detail_ Identifier Reference,cor:Detail_ Identifier Organization Type,Token,,0..1,"Identifier Organization Type. Enumerated as: individual, organization, other.",cor,cor:detailIdentifierOrganizationType,CVE組織種別,"CVE識別子の組織種別。
[設定値のリスト]
(individual：個人)、(organization：組織)、(other：その他)",CO03_03
135,2,Attribute,,cor:Detail_ Identifier Reference,cor:Detail_ Identifier Organization Type Description,String,,0..1,Free format description of the identifier organization type,cor,cor:detailIdentifierOrganizationTypeDescription,CVE組織種別説明,CVE識別子の組織種別の説明。,CO03_04
136,2,Attribute,,cor:Detail_ Identifier Reference,bus:Detail_ Identifier Purpose,String,,0..1,"Freeform for codes like purchasing, billing, manufacturing at identifier level.",cor,bus:detailIdentifierPurpose,CVE目的,購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。,CO03_BU15_05
137,2,Attribute,,cor:Detail_ Identifier Reference,cor:Detail_ Identifier Description,String,,0..1,Textual description of identifierReference.,cor,cor:detailIdentifierDescription,CVE説明,identifierReferenceの説明。,CO03_CO15_06
138,2,Attribute,,cor:Detail_ Identifier Reference,cor:Detail_ Identifier Category,String,,0..1,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",cor,cor:detailIdentifierCategory,CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。,CO03_CO15_07
139,2,Attribute,,cor:Detail_ Identifier Reference,cor:Detail_ Identifier Active,Boolean,,0..1,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",cor,cor:detailIdentifierActive,CVE有効性,CVE識別子が有効か無効かを示すブール値。,CO03_CO15_08
140,2,Reference Association,,cor:Detail_ Identifier Reference,cor:Detail_ Identifier,,cor:Authority Registered Identifier,0..1,Class representing an identifier that is registered with and issued or recognised by an external authority. It provides information about the authority responsible for the registration and verification of the identifier.,cor,cor:detailIdentifierAuthorityRegisteredIdentifier,【外部機関登録識別子】,外部機関に登録され、当該機関によって発行または認証される識別子を表すクラス。識別子の登録・認証を行う外部機関に関する情報も提供する。,CO03_CO15_09
145,2,Composition,,cor:Detail_ Identifier Reference,bus:Detail_ Identifier,,bus:Contact,0..*,Identifier Contact Information Class,cor,bus:detailIdentifierContact,【CVE担当者情報】,CVE識別子の担当者情報のクラス。,CO03_BU15_14
406,1,Class,,cor:Detail_ Tax,,,,0..*,Class for holding tax related information applied at the transaction detail (line) level.,cor,cor:detailTax,【行税情報】,税関連の情報のクラス。,CO12
408,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Tax Authority,String,,0..1,Name of the relevant tax authority,cor,cor:detailTaxAuthority,課税庁,関係する課税庁の名前。,CO12_CO03_01
409,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Tax Table Code,String,,0..1,Tax table code used by the relevant tax authority,cor,cor:detailTaxTableCode,税率表コード,関係する課税庁で使用される税率表のコード。,CO12_CO03_02
410,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Tax Description,String,,0..1,Description of tax authority,cor,cor:detailTaxDescription,課税庁説明,課税庁の説明。,CO12_CO03_03
411,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Amount of Tax,Monetary,,0..1,Amount of taxes,cor,cor:detailAmountOfTax,税額,税額。,CO12_CO03_04
412,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Basis for Taxation,Monetary,,0..1,Basis for taxation,cor,cor:detailBasisForTaxation,課税基準,課税基準。,CO12_CO03_05
413,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Tax Percentage Rate,Pure,,0..1,Percent rate for VAT or other taxes normally a number between 0 and 1.0 - e.g. 50% is represented as 0.5,cor,cor:detailTaxPercentageRate,税率,"VAT(物品税)またはその他の税のパーセント比率。
0から1.0の間の値。たとえば50%は0.5とあらわす。",CO12_CO03_06
414,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Tax Category,String,,0..1,A class or category of taxes,cor,cor:detailTaxCategory,税区分,税のクラス又はカテゴリ。,CO12_CO03_07
415,2,Attribute,,cor:Detail_ Tax,btx:Detail_ Tax Category Code,Code,,0..1,"UNTDED 5153 Duty or tax or fee category code. Code specifying the category of duty, tax, or fee.",cor,btx:detailTaxCategoryCode,税・関税・手数料区分コード,税・関税・手数料の区分を指定するコード（UNTDED 5153）。,CO12_BT02_08
416,2,Attribute,,cor:Detail_ Tax,cor:Detail_ Tax Comment/Exemption Reason,String,,0..1,Additional text/code for exemption reasons or other comments.,cor,cor:detailTaxCommentExemptionReason,税コメント/免税理由,免税理由やその他のコメントのための、追加の文またはコード。,CO12_CO02_09
417,2,Composition,,cor:Detail_ Tax,taf:Detail,,taf:Tax_ Multicurrency,0..1,Class to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This class allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This class may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.,cor,taf:detailTaxMulticurrency,【多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のクラス。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",CO12_TA03_10
264,1,Class,,cor:Detail_ XBRL,,,,0..*,This will roll up to XBRL reporting information - this is a parent - repeatable so that the same item can be reported through many taxonomies. Care should be taken to consider what happens if people post to the same account but different XBRL elements.,cor,cor:detailXbrl,【行XBRL情報】,XBRLレポート情報へのロールアップ情報。親タグであり、同じ項目が複数のタクソノミを通じて報告されうるように繰り返し可能。同一の勘定科目を異なるXBRL要素に転記した場合にどうなるか、注意深く考慮すべきである。,CO11
266,2,Attribute,,cor:Detail_ XBRL,cor:Detail_ XBRL Allocation,Token,,0..1,"Indicates that the information being given is beginning_balance, ending_balance, period_change.",cor,cor:detailXbrlAllocation,XBRL割当,"与えられた情報が、期首残高、期末残高、期中増減のいずれであるかを示す。
[設定値のリスト]
(beginning_balance：期首残高)、(ending_balance：期末残高)、(period_change：期中増減)",CO11_01
267,2,Attribute,,cor:Detail_ XBRL,cor:Detail_ XBRL Summary Reporting Element,QName,,0..1,Associated XBRL element or XML element within an XML taxonomy - mapping to an XBRL concept.,cor,cor:detailXbrlSummaryReportingElement,集約報告エレメント,関係付けられた、XMLタクソノミ中のXBRL要素または、XML要素。XBRLコンセプトへのマッピング。,CO11_02
268,2,Attribute,,cor:Detail_ XBRL,cor:Detail_ XBRL Detail Matching Element,QName,,0..1,Associated XBRL element in XBRL-GL instance.,cor,cor:detailXbrlDetailMatchingElement,明細対応エレメント,関係付けられた、XBRL-GLインスタンス中のXBRL要素。,CO11_03
269,2,Attribute,,cor:Detail_ XBRL,lnk:Detail_ XBRL Summary Tuple Path,String,,0..1,Specific filter for parent class class. This value must be valid XPath. And the result of the XPath must be resolved to a node.,cor,lnk:detailXbrlSummaryTuplePath,集約タプルパス,親タグ構造を特定するフィルタ。妥当なXPath記述でなければならない。XPathの結果はノードでなければならない。,CO11_LK03_04
