sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,module,element,label_local,definition_local,id
329,2,Attribute,,btx:Transaction_ Detail,bus:Memo Line,Boolean,,0..1,A boolean like entry that indicates whether an entryDetail line has been provided solely to provide additional details and that tools should not consider the amount in postings.,btx,bus:memoLine,メモ行フラグ,明細行が単に追加の詳細を与えるものであり、転記金額に含めるべきでないことを示すブール値。,BT32_BU41_04
330,2,Attribute,,btx:Transaction_ Detail,cor:Document Type,Token,,0..1,"An enumerated field describing the original source document, with check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",btx,cor:documentType,元文書種別,"小切手、借方メモ、貸方メモ、財務費用、顧客への請求書、顧客オーダー、仕入先オーダー、その他支払い、督促状、手形、ベンダからの請求書、出荷票、受領票、手修正、その他の列挙値による、元文書の説明。[設定値のリスト]
 (check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他)",BT32_CO29_05
331,2,Attribute,,btx:Transaction_ Detail,cor:Document Type Description,String,,0..1,Free format description of the document type,btx,cor:documentTypeDescription,元文書種別説明,元文書の種別の説明。,BT32_CO29_06
332,2,Attribute,,btx:Transaction_ Detail,cor:Document Number,String,,0..1,"Invoice, check, voucher, or other source document identifier",btx,cor:documentNumber,元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,BT32_CO29_07
333,2,Attribute,,btx:Transaction_ Detail,cor:Apply To Number,String,,0..1,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",btx,cor:applyToNumber,適用先番号,"支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。
未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。",BT32_CO29_08
334,2,Attribute,,btx:Transaction_ Detail,cor:Document Reference,String,,0..1,Internal reference for the document above; number assigned internally to track the document,btx,cor:documentReference,元文書参照情報,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。,BT32_CO29_09
335,2,Attribute,,btx:Transaction_ Detail,cor:Document Date,Date Time,,0..1,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",btx,cor:documentDate,元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。,BT32_CO29_10
336,2,Attribute,,btx:Transaction_ Detail,bus:Received Date,Date Time,,0..1,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,btx,bus:receivedDate,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。,BT32_BU41_11
337,2,Attribute,,btx:Transaction_ Detail,bus:Document Location,String,,0..1,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",btx,bus:documentLocation,元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,BT32_BU41_12
338,2,Attribute,,btx:Transaction_ Detail,cor:Posting Status,Token,,0..1,"deferred: although entered, it cannot be posted until a later time
posted: already posted
proposed: a proposed item that must be approved
simulated: a simulated item, for what-if
tax: a tax-specific entry
unposted:entered but not yet posted or validated
cancelled:entered and later cancelled
other:other status - should be described in postingStatusDescription",btx,cor:postingStatus,転記状態,"据置：入力されたが、まだ転記できない。
転記済：転記済み。
提案済：検証が必要な項目。
シミュレーション：仮定のためにシミュレートされた項目。
税：税項目。
未転記：入力されたが、まだ検証も転記もされていない。
取消済：入力されたが、取り消された。
その他：その他の状態。postingStatusDescriptionで説明されるべき。
[設定値のリスト]
(deferred：据置)、(posted：転記済)、(proposed：提案済)、(simulated：シミュレーション)、(tax：税)、(unposted：未転記)、(cancelled：取消済)、(other：その他)",BT32_CO29_13
339,2,Attribute,,btx:Transaction_ Detail,cor:Posting Status Description,String,,0..1,Free format description of the posting status,btx,cor:postingStatusDescription,転記状態説明,転記状態の説明。,BT32_CO29_14
340,2,Attribute,,btx:Transaction_ Detail,cor:Description,String,,0..1,Description of this line of detail only,btx,cor:description,説明,この明細行のみに対する説明。,BT32_CO29_15
341,2,Attribute,,btx:Transaction_ Detail,cor:Acknowledgement Date,Date Time,,0..1,Date of acknowledgement of goods/services shipped/received.,btx,cor:acknowledgementDate,承認日付,出荷/受領済みの物品/サービスを承認した日付。,BT32_CO29_16
342,2,Attribute,,btx:Transaction_ Detail,cor:Confirmation Date,Date Time,,0..1,Date of confirmation of shipment/receipt.,btx,cor:confirmationDate,確認日付,出荷/受領を確認した日付。,BT32_CO29_17
343,2,Attribute,,btx:Transaction_ Detail,btx:Measurable Class Identifier,Token,,0..1,"An enumerated code to identify the inventory, fixed asset or other measurable class. Enumerated as: raw material, work-in-process, finished goods, assemblies, supplies, land, building, machinery, furniture, vehicles, other.",btx,btx:measurableClassIdentifier,測定可能分類コード,在庫、固定資産、その他の測定可能な分類を識別するための列挙コード。列挙例：原材料、仕掛品、製品、組立品、備品、土地、建物、機械、家具、車両、その他。,BT32_BT29_18
344,2,Attribute,,btx:Transaction_ Detail,ehm:Measurable Class Description,String,,0..1,Free format description associated with gl-ehm:measurableClassID to provide specialization or clarification for the enumerated value of other.,btx,ehm:measurableClassDescription,測定可能分類の説明,「その他」の列挙値を補足・特定するための自由記述形式の説明。,BT32_EH05_19
345,2,Attribute,,btx:Transaction_ Detail,ehm:Geospatial Coordinate,String,,0..1,"Enter a relevant location for this item. Format can be either:
- Degrees, minutes, and seconds (DMS): 41°24'12.2""N 2°10'26.5""E
- Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418
- Decimal degrees (DD): 41.40338, 2.17403",btx,ehm:geospatialCoordinate,地理座標,"本項目の関連位置を入力。形式は以下のいずれか：
・度分秒 (DMS): 41°24'12.2""N 2°10'26.5""E
・度と小数分 (DMM): 41 24.2028, 2 10.4418
・10進度 (DD): 41.40338, 2.17403",BT32_EH05_20
346,2,Reference Association,,btx:Transaction_ Detail,,,cor:Detail_ Account Identifier,0..*,"Class: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so: 

/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",btx,cor:detailAccountIdentifier,【行科目識別子】,"タプル。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",BT32_CO29_21
347,2,Composition,,btx:Transaction_ Detail,,,btx:Detail_ Amount,0..*,"Structure representing monetary amounts and currency information applicable to an individual line, such as line-level net amounts, tax calculation bases, allowances, or charges.",btx,btx:detailAmount,【行金額構造】,個々の明細行に適用される金額や通貨情報（行レベルの正味金額、税計算基礎額、値引または追加請求など）を表現する構造。,BT32_BT29_22
348,2,Composition,,btx:Transaction_ Detail,,,muc:Detail_ Multicurrency,0..*,Class to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This class allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This class may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.,btx,muc:detailMulticurrency,【行多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",BT32_MC07_23
349,2,Composition,,btx:Transaction_ Detail,,,cor:Detail_ Tax,0..*,Class for holding tax related information,btx,cor:detailTax,【行税情報】,税関連の情報のタプル。,BT32_CO29_24
350,2,Composition,,btx:Transaction_ Detail,,,btx:Detail_ Withholding_ Tax,0..*,Tax withheld by the payer at the time of payment and remitted to a tax authority on behalf of the payee applied at the transaction detail (line) level.,btx,btx:detailWithholdingTax,【行源泉徴収税】,支払時に支払者が受取人に代わって控除し、税務当局へ納付する税を表す抽象クラス。,BT32_BT29_25
351,2,Composition,,btx:Transaction_ Detail,,,btx:Detail_ Adjustment,0..*,"Class representing an adjustment applied at the transaction detail (line) level. It is used to record corrections or modifications specific to a line item or detail record, including the adjustment direction (addition/subtraction), reason information, actual values (amount, quantity, and date/time), and references to related parties, invoices, and taxes.",btx,btx:detailAdjustment,【行明細調整】,文書または取引のヘッダレベルで適用される調整を表すクラス。文書全体または取引全体に適用される補正または修正を、加算／減算区分、理由情報、実績値（金額・数量・日時）、および関連当事者・請求書参照・税参照とともに記録するために使用される。,BT32_BT29_26
352,2,Composition,,btx:Transaction_ Detail,,,taf:Detail_ Originating_ Document,0..*,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive class of related documents.",btx,taf:detailOriginatingDocument,【行発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,BT32_TA19_27
353,2,Composition,,btx:Transaction_ Detail,,,cor:Detail_ Identifier Reference,0..*,"Identification for customer, vendor, or employee.",btx,cor:detailIdentifierReference,【行CVE情報】,顧客、仕入先、従業員のための識別子。,BT32_CO29_28
354,2,Composition,,btx:Transaction_ Detail,,,cor:Detail_ XBRL,0..*,This will roll up to XBRL reporting information - this is a parent - repeatable so that the same item can be reported through many taxonomies. Care should be taken to consider what happens if people post to the same account but different XBRL elements.,btx,cor:detailXbrl,【行XBRL情報】,XBRLレポート情報へのロールアップ情報。親タグであり、同じ項目が複数のタクソノミを通じて報告されうるように繰り返し可能。同一の勘定科目を異なるXBRL要素に転記した場合にどうなるか、注意深く考慮すべきである。,BT32_CO29_29
355,2,Composition,,btx:Transaction_ Detail,,,bus:Detail_ Measurable,0..*,"Parent for information regarding measurable items associated with the enclosing entryDetail line. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",btx,bus:detailMeasurable,【行計測可能物情報】,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。,BT32_BU41_30
356,2,Composition,,btx:Transaction_ Detail,,,bus:Detail_ Job,0..*,"Class for holding job related information, separate from jobs represented in account identifier. Would probably only have one jobinfo class for each entry line, but there may be a need to express more than one.",btx,bus:detailJob,【行ジョブ情報】,科目識別子で表現されるジョブとは別の、ジョブに関係する情報のタプル。個々の明細行に対してひとつだけ存在すると思われるが、複数必要かもしれない。,BT32_BU41_31
357,2,Composition,,btx:Transaction_ Detail,,,bus:Detail_ Depreciation Mortgage,0..*,"Parent for information related to depreciation, mortgages, etc.",btx,bus:detailDepreciationMortgage,【行減価償却/抵当債務情報】,減価償却、抵当債務等に関連する情報の親タグ。,BT32_BU41_32
358,2,Composition,,btx:Transaction_ Detail,,,ehm:Detail_ Serial or Lot,0..*,"Class for holding information about serial numbers or lots (batches). As a class, this permits multiple serial numbers or multiple lot number batches within a single gl-cor:measurable class.",btx,ehm:detailSerialOrLot,【行シリアル番号・ロット情報】,シリアル番号やロット（バッチ）に関する情報を保持するタプル。単一の構造内に複数のシリアル番号やロット情報を保持可能。,BT32_EH05_33
359,2,Composition,,btx:Transaction_ Detail,,,lnk:Detail_ Rich Text Comment,0..*,"Accepts text in rich text format, including XHTML. It can be used for different purposes, such as to create footnotes in XBRL instances or to create a comment for a document or an entry.",btx,lnk:detailRichTextComment,【行リッチテキストコメント】,XHTMLを含む、リッチテキスト形式のテキストを受け入れる。XBRLインスタンスのフットノートの生成や、文書や伝票のコメントの生成などの、さまざまな目的で利用可能。,BT32_LK20_34
279,1,Class,,btx:Transaction_ Header,,,,0..*,Parent class grouping transaction document header records.,btx,btx:transactionHeader,【取引ヘッダ】,取引文書のヘッダ・レコードをまとめて保持する親クラス。,BT31
281,2,Attribute,PK,btx:Transaction_ Header,btx:Entry Number Counter,Decimal,,0..1,Unique reference for the entry - a numeric counter,btx,btx:entryNumberCounter,文書番号カウンタ,文書の一意なリファレンス　　カウンタ,BT31_BT28_01
282,2,Attribute,,btx:Transaction_ Header,cor:Date Posted,Date Time,,0..1,Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.,btx,cor:datePosted,転記済日付,この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。,BT31_CO28_02
283,2,Attribute,,btx:Transaction_ Header,cor:Entry Creator,String,,0..1,Initials/name of operator originally entering.,btx,cor:entryCreator,仕訳作成者,最初に入力したオペレータのイニシャル/名前。,BT31_CO28_03
284,2,Attribute,,btx:Transaction_ Header,bus:Entry Last Modifier,String,,0..1,Identification for the last person modifying this entry before posting.,btx,bus:entryLastModifier,仕訳最終更新者,転記前に最後にこの仕訳を修正した者の識別子。,BT31_BU40_04
285,2,Attribute,,btx:Transaction_ Header,cor:Entry Date,Date Time,,0..1,"Represents the actual date/time of entry into computer (automated from system date, often misrepresented by changing system clock). Posting dates are maintained separately.",btx,cor:entryDate,入力日付,コンピュータへ入力した実際の日付/時刻(システム日付から自動的に与えられ、システム時計の変更により、しばしば誤った値になる)を示す。 転記日付とは別に管理される。,BT31_CO28_05
286,2,Attribute,,btx:Transaction_ Header,bus:Responsible Person,String,,0..1,Identifier of person who created or originated or is otherwise responsible for the entry.,btx,bus:responsiblePerson,責任者,仕訳を作成したか、仕訳に責任を持つ者の識別子。,BT31_BU40_06
288,2,Attribute,,btx:Transaction_ Header,bus:Posting Code,String,,0..1,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",btx,bus:postingCode,転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。,BT31_BU40_08
289,2,Attribute,,btx:Transaction_ Header,bus:Number of Entries,Integer,,0..1,The total number of entries.,btx,bus:numberOfEntries,仕訳総数,仕訳の総数。,BT31_BU40_09
290,2,Attribute,,btx:Transaction_ Header,cor:Comment,String,,0..1,Comment of the entry,btx,cor:comment,仕訳摘要,仕訳の摘要,BT31_CO28_10
291,2,Attribute,,btx:Transaction_ Header,btx:Document Name Code,Code,,0..1,UNTDED 1001 Document name code. Code specifying the document name.,btx,btx:documentNameCode,文書名コード,文書の名称を指定するコード（UNTDED 1001）。,BT31_BT28_11
292,2,Attribute,,btx:Transaction_ Header,btx:Message Function Code,Code,,0..1,"UNTDED 1225 Message function code. Code specifying the function of the message (e.g., original, cancellation, replacement).",btx,btx:messageFunctionCode,メッセージ機能コード,メッセージの機能（原本、取消、置換など）を指定するコード（UNTDED 1225）。,BT31_BT28_12
293,2,Attribute,,btx:Transaction_ Header,btx:Response Type Code,Code,,0..1,UNTDED 4343 Response type code. Code specifying the type of response requested or provided.,btx,btx:responseTypeCode,応答種別コード,要求または提供される応答の種別を指定するコード（UNTDED 4343）。,BT31_BT28_13
294,2,Attribute,,btx:Transaction_ Header,btx:Type Identifier,Token,,0..1,"One of the following enumerated list: adjusting, budget, comparative, external-accountant, standard, passed-adjusting, eliminating, proposed, recurring, reclassifying, simulated, tax, other",btx,btx:typeIdentifier,種別識別子,以下の値のうちのひとつ。\n整理、予算、比較、外部会計士、通常、無視、消去、提案、反復、組替、シミュレーション、税、その他\n[設定値のリスト]\n(adjusting：整理)、(budget：予算)、(comparative：比較)、(external-accountant：外部会計士)、(standard：通常)、(passed-adjusting：無視)、(eliminating：消去)、(proposed：提案)、(recurring：反復)、(reclassifying：組替)、(simulated：シミュレーション)、(tax：税)、(other：その他),BT31_BT28_14
295,2,Attribute,,btx:Transaction_ Header,btx:Document Type,Token,,0..1,"An enumerated field describing the original source document, with invoice, voucher, check and other enumerated entries",btx,btx:documentType,元文書種別,顧客への請求書、ベンダからの請求書、小切手、その他の列挙値による、元文書の説明。\n[設定値のリスト]\n(check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他),BT31_BT28_15
296,2,Attribute,,btx:Transaction_ Header,btx:Document Type Description,String,,0..1,Free format description of the document type,btx,btx:documentTypeDescription,元文書種別説明,元文書の種別の説明。,BT31_BT28_16
297,2,Attribute,,btx:Transaction_ Header,btx:Invoice Type,Token,,0..1,"Invoice Type  (self-billed, ePoS enumerated values)",btx,btx:invoiceType,請求書種別,請求書の種別。(self-billed、ePoS)\n[設定値のリスト]\n(ePos：POSシステムからの発行)、(self-billed：手動発行),BT31_BT28_17
298,2,Attribute,,btx:Transaction_ Header,btx:Document Number,String,,0..1,"Invoice, check, voucher, or other source document identifier",btx,btx:documentNumber,元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,BT31_BT28_18
299,2,Attribute,,btx:Transaction_ Header,btx:Apply To Number,String,,0..1,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",btx,btx:applyToNumber,適用先番号,支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。,BT31_BT28_19
300,2,Attribute,,btx:Transaction_ Header,btx:Document Reference,String,,0..1,Internal reference for the document above; number assigned internally to track the document,btx,btx:documentReference,元文書参照情報,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。,BT31_BT28_20
301,2,Attribute,,btx:Transaction_ Header,btx:Document Date,Date Time,,0..1,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",btx,btx:documentDate,元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。,BT31_BT28_21
302,2,Attribute,,btx:Transaction_ Header,btx:Received Date,Date Time,,0..1,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,btx,btx:receivedDate,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。,BT31_BT28_22
303,2,Attribute,,btx:Transaction_ Header,btx:Document Location,String,,0..1,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",btx,btx:documentLocation,元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,BT31_BT28_23
304,2,Attribute,,btx:Transaction_ Header,btx:Payment Method,String,,0..1,Method used or to be used to make the payment,btx,btx:paymentMethod,支払方法,支払いのために使用された、または使用される方法。,BT31_BT28_24
305,2,Attribute,,btx:Transaction_ Header,btx:Posting Status,Token,,0..1,"deferred: although entered, it cannot be posted until a later time\nposted: already posted\nproposed: a proposed item that must be approved\nsimulated: a simulated item, for what-if\ntax: a tax-specific entry\nunposted:entered but not yet posted or validated\ncancelled:entered and later cancelled\nother:other status - should be described in postingStatusDescription",btx,btx:postingStatus,転記状態,・据置：入力されたが、まだ転記できない。\n・転記済：転記済み。\n・提案済：検証が必要な項目。\n・シミュレーション：仮定のためにシミュレートされた項目。\n・税：税項目。\n・未転記：入力されたが、まだ検証も転記もされていない。\n・取消済：入力されたが、取り消された。\n・その他：その他の状態。postingStatusDescriptionで説明されるべき。\n[設定値のリスト]\n(deferred：据置)、(posted：転記済)、(proposed：提案済)、(simulated：シミュレーション)、(tax：税)、(unposted：未転記)、(cancelled：取消済)、(other：その他),BT31_BT28_25
306,2,Attribute,,btx:Transaction_ Header,btx:Posting Status Description,String,,0..1,Free format description of the posting status,btx,btx:postingStatusDescription,転記状態説明,転記状態の説明。,BT31_BT28_26
307,2,Attribute,,btx:Transaction_ Header,btx:Acknowledgement Date,Date Time,,0..1,Date of acknowledgement of goods/services shipped/received.,btx,btx:acknowledgementDate,承認日付,出荷/受領済みの物品/サービスを承認した日付。,BT31_BT28_27
308,2,Attribute,,btx:Transaction_ Header,btx:Confirmation Date,Date Time,,0..1,Date of confirmation of shipment/receipt.,btx,btx:confirmationDate,確認日付,出荷/受領を確認した日付。,BT31_BT28_28
309,2,Attribute,,btx:Transaction_ Header,btx:Ship From,String,,0..1,References Organization Address Location Identifier where used. Otherwise free form.,btx,btx:shipFrom,出荷元,使用されていれば住所識別子の参照情報。または自由記述。,BT31_BT28_29
310,2,Attribute,,btx:Transaction_ Header,btx:Date Shipped/Received,Date Time,,0..1,Date goods/services are shipped/received.,btx,btx:dateShippedReceived,出荷/受領日付,物品/サービスを出荷/受領した日付。,BT31_BT28_30
311,2,Attribute,,btx:Transaction_ Header,btx:Maturity Date or Date Due,Date Time,,0..1,Due date or other maturity date.,btx,btx:maturityDateOrDateDue,支払期日,支払期日やその他の期日。,BT31_BT28_31
312,2,Attribute,,btx:Transaction_ Header,btx:Payment Terms,String,,0..1,Discount/payment terms.,btx,btx:paymentTerms,支払条件,割引/支払い条件。,BT31_BT28_32
313,2,Attribute,,btx:Transaction_ Header,btx:Payment Terms Type Code Qualifier,Code,,0..1,UNTDED 4279 Payment terms type code qualifier. Qualifier identifying the type of payment terms.,btx,btx:paymentTermsTypeCodeQualifier,支払条件種別コード修飾子,支払条件の種別を識別する修飾子（UNTDED 4279）。,BT31_BT28_33
314,2,Attribute,,btx:Transaction_ Header,btx:Payment Means Code,Code,,0..1,UNTDED 4461 Payment means code. Code specifying the means of payment.,btx,btx:paymentMeansCode,支払手段コード,支払手段を指定するコード（UNTDED 4461）。,BT31_BT28_34
315,2,Reference Association,,btx:Transaction_ Header,,,btx:Header_ Account Identifier,0..*,"Class: parent container for account numbers and identifiers applied at the document level. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so: 

/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",btx,btx:headerAccountIdentifier,【ヘッダ科目識別子】,"クラス。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",BT31_BT28_35
316,2,Composition,,btx:Transaction_ Header,,,btx:Header_ Amount,0..*,"Structure representing monetary amounts and currency information applicable to the document as a whole, such as document-level totals or aggregated tax amounts.",btx,btx:headerAmount,【ヘッダー金額構造】,文書全体に適用される金額や通貨情報（文書レベルの合計額や集計された税額など）を表現する構造。,BT31_BT28_36
317,2,Composition,,btx:Transaction_ Header,,,btx:Header_ Multicurrency,0..*,Class to provide additional information related to home currencies that differ from original currencies applicable to the document as a whole and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This class allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This class may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.,btx,btx:headerMulticurrency,【ヘッダ多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のクラス。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",BT31_BT28_37
318,2,Composition,,btx:Transaction_ Header,,,btx:Header_ Tax,0..*,Class for holding tax related information,btx,btx:headerTax,【ヘッダ税情報】,税関連の情報のタプル。,BT31_BT28_38
319,2,Composition,,btx:Transaction_ Header,,,btx:Header_ Withholding_ Tax,0..*,Tax withheld by the payer at the time of payment and remitted to a tax authority on behalf of the payee applied at the document or transaction header level.,btx,btx:headerWithholdingTax,【ヘッダ源泉徴収税】,支払時に支払者が受取人に代わって控除し、税務当局へ納付する税を表す抽象クラス。,BT31_BT28_39
320,2,Composition,,btx:Transaction_ Header,,,btx:Header_ Adjustment,0..*,"Class representing an adjustment applied at the document or transaction header level. It is used to record corrections or modifications that apply to the entire document or transaction, including the adjustment direction (addition/subtraction), reason information, actual values (amount, quantity, and date/time), and references to related parties, invoices, and taxes.",btx,btx:headerAdjustment,【ヘッダ調整】,文書または取引のヘッダレベルで適用される調整を表すクラス。文書全体または取引全体に適用される補正または修正を、加算／減算区分、理由情報、実績値（金額・数量・日時）、および関連当事者・請求書参照・税参照とともに記録するために使用される。,BT31_BT28_40
321,2,Composition,,btx:Transaction_ Header,,,btx:Header_ Originating_ Document,0..*,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive class of related documents.",btx,btx:headerOriginatingDocument,【ヘッダ発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,BT31_BT28_41
322,2,Composition,,btx:Transaction_ Header,,,btx:Header_ Identifier Reference,0..*,"Identification for customer, vendor, or employee.",btx,btx:headerIdentifierReference,【ヘッダ文書CVE情報】,顧客、仕入先、従業員のための識別子。,BT31_BT28_42
323,2,Composition,,btx:Transaction_ Header,,,btx:Transaction_ Detail,0..*,Parent for document line,btx,btx:transactionDetail,【ヘッダ文書明細】,文書明細の親タグ。,BT31_BT28_43
