name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,element_name,English_Label
　　　　　役員賞与引当金繰入額,0,販売費及び一般管理費(売上原価),,役員賞与引当金繰入額,,1,5,10E110300,OtherCostCOSExpOA,Provision for bonuses for directors (and other officers)
　　　　　退職給付費用,0,販売費及び一般管理費(売上原価),,退職給付費用,,1,5,10E110310,OtherCostCOSExpOA,Retirement benefit expenses
　　　　　研究開発費,0,販売費及び一般管理費(売上原価),,研究開発費,,1,5,10E110320,OtherCostCOSExpOA,Research and development expenses
　　　　　販売費,0,販売費及び一般管理費(売上原価),,販売費,,1,5,10E110330,OtherCostCOSExpOA,Selling expenses
　　　　　一般管理費,,販売費及び一般管理費(売上原価),,一般管理費,,T,5,10E110340,OperatingCostAbstract,General and administrative expenses
　　　　　　一般管理費,0,販売費及び一般管理費(売上原価),,一般管理費,,1,6,10E110350,OperatingExpenses,General and administrative expenses
　　　　　人件費,0,販売費及び一般管理費(売上原価),,人件費,,1,5,10E110360,OperatingExpenses,Personnel expenses
　　　　　給料及び手当,0,販売費及び一般管理費(売上原価),,給料及び手当,,1,5,10E110370,OperatingExpenses,Salaries and allowances
　　　　　給料及び賞与,0,販売費及び一般管理費(売上原価),,給料及び賞与,,1,5,10E110380,OperatingExpenses,Salaries and bonuses
　　　　　給料手当及び賞与,0,販売費及び一般管理費(売上原価),,給料手当及び賞与,,1,5,10E110390,OperatingExpenses,"Salaries, allowances and bonuses"
　　　　　給料手当及び福利費,0,販売費及び一般管理費(売上原価),,給料手当及び福利費,,1,5,10E110400,OperatingExpenses,Salaries and allowances and welfare expenses
　　　　　給料及び賃金,0,販売費及び一般管理費(売上原価),,給料及び賃金,,1,5,10E110410,OperatingExpenses,Salaries and wages
　　　　　賞与及び手当,0,販売費及び一般管理費(売上原価),,賞与及び手当,,1,5,10E110420,OperatingExpenses,Bonuses and allowance
　　　　　従業員給料,0,販売費及び一般管理費(売上原価),,従業員給料,,1,5,10E110430,OperatingExpenses,Employees' salaries
　　　　　従業員賞与,0,販売費及び一般管理費(売上原価),,従業員賞与,,1,5,10E110440,OperatingExpenses,Employees' bonuses
　　　　　従業員給料及び賞与,0,販売費及び一般管理費(売上原価),,従業員給料及び賞与,,1,5,10E110450,OperatingExpenses,Employees' salaries and bonuses
　　　　　従業員給料及び手当,0,販売費及び一般管理費(売上原価),,従業員給料及び手当,,1,5,10E110460,OperatingExpenses,Employees' salaries and allowances
　　　　　報酬及び給料手当,0,販売費及び一般管理費(売上原価),,報酬及び給料手当,,1,5,10E110470,OperatingExpenses,"Remuneration, salaries and allowances"
　　　　　役員報酬及び給料手当,0,販売費及び一般管理費(売上原価),,役員報酬及び給料手当,,1,5,10E110480,OperatingExpenses,"Remuneration, salaries and allowances for directors (and other officers)"
　　　　　退職金,0,販売費及び一般管理費(売上原価),,退職金,,1,5,10E110490,OperatingExpenses,Retirement payments
　　　　　退職給付引当金繰入額,0,販売費及び一般管理費(売上原価),,退職給付引当金繰入額,,1,5,10E110500,OperatingExpenses,Provision for retirement benefits
　　　　　役員退職慰労金,0,販売費及び一般管理費(売上原価),,役員退職慰労金,,1,5,10E110510,OperatingExpenses,Retirement benefits for directors (and other officers)
　　　　　雑給,0,販売費及び一般管理費(売上原価),,雑給,,1,5,10E110520,OperatingExpenses,Other salaries
　　　　　法定福利及び厚生費,0,販売費及び一般管理費(売上原価),,法定福利及び厚生費,,1,5,10E110530,OperatingExpenses,Legal and other welfare expenses
　　　　　法定福利費,0,販売費及び一般管理費(売上原価),,法定福利費,,1,5,10E110540,OperatingExpenses,Legal welfare expenses
　　　　　株式報酬費用,0,販売費及び一般管理費(売上原価),,株式報酬費用,,1,5,10E110550,OperatingExpenses,Share-based remuneration expenses
　　　　　のれん償却額,0,販売費及び一般管理費(売上原価),,のれん償却額,,1,5,10E110560,OperatingExpenses,Amortization of goodwill
　　　　　株式交付費,0,販売費及び一般管理費(売上原価),,株式交付費,,1,5,10E110570,OperatingExpenses,Share issuance cost
　　　　　開業費償却,0,販売費及び一般管理費(売上原価),,開業費償却,,1,5,10E110580,OperatingExpenses,Amortization of business commencement expenses
　　　　　開発費償却,0,販売費及び一般管理費(売上原価),,開発費償却,,1,5,10E110590,OperatingExpenses,Amortization of development expenses
　　　　　支払報酬,0,販売費及び一般管理費(売上原価),,支払報酬,,1,5,10E110600,OperatingExpenses,Fee expenses
　　　　　顧問料,0,販売費及び一般管理費(売上原価),,顧問料,,1,5,10E110610,OperatingExpenses,Consulting expenses
　　　　　教育研修費,0,販売費及び一般管理費(売上原価),,教育研修費,,1,5,10E110620,OperatingExpenses,Education and training expenses
　　　　　研修費,0,販売費及び一般管理費(売上原価),,研修費,,1,5,10E110630,OperatingExpenses,Training expenses
　　　　　採用費,0,販売費及び一般管理費(売上原価),,採用費,,1,5,10E110640,OperatingExpenses,Recruiting expenses
　　　　　募集費,0,販売費及び一般管理費(売上原価),,募集費,,1,5,10E110650,OperatingExpenses,Offering expenses
　　　　　外注費,0,販売費及び一般管理費(売上原価),,外注費,,1,5,10E110660,CostSalesOutsideOrderExpense,Outsourcing expenses
　　　　　事務委託費,0,販売費及び一般管理費(売上原価),,事務委託費,,1,5,10E110670,OperatingExpenses,Administrative outsourcing expenses
　　　　　業務委託費,0,販売費及び一般管理費(売上原価),,業務委託費,,1,5,10E110680,OperatingExpenses,Outsourcing expenses
　　　　　支払手数料,0,販売費及び一般管理費(売上原価),,支払手数料,,1,5,10E110690,OperatingExpenses,Commission expenses
　　　　　賃借料,0,販売費及び一般管理費(売上原価),,賃借料,,1,5,10E110700,OperatingExpenses,Rent expenses
　　　　　施設使用料,0,販売費及び一般管理費(売上原価),,施設使用料,,1,5,10E110710,OperatingExpenses,Facility expenses
　　　　　地代家賃,0,販売費及び一般管理費(売上原価),,地代家賃,,1,5,10E110720,OperatingExpenses,Rent expenses on land and buildings
　　　　　借地借家料,0,販売費及び一般管理費(売上原価),,借地借家料,,1,5,10E110730,OperatingExpenses,Rent expenses on land and buildings
　　　　　販売促進費,0,販売費及び一般管理費(売上原価),,販売促進費,,1,5,10E110740,OperatingExpenses,Promotion expenses
　　　　　広告宣伝費及び販売促進費,0,販売費及び一般管理費(売上原価),,広告宣伝費及び販売促進費,,1,5,10E110750,OperatingExpenses,Advertising and promotion expenses
　　　　　事業宣伝費,0,販売費及び一般管理費(売上原価),,事業宣伝費,,1,5,10E110760,OperatingExpenses,Business advertising expenses
　　　　　代理店手数料,0,販売費及び一般管理費(売上原価),,代理店手数料,,1,5,10E110770,OperatingExpenses,Agent fee
　　　　　製品保証引当金繰入額,0,販売費及び一般管理費(売上原価),,製品保証引当金繰入額,,1,5,10E110780,OperatingExpenses,Provision for product warranties
　　　　　完成工事補償引当金繰入額,0,販売費及び一般管理費(売上原価),,完成工事補償引当金繰入額,,1,5,10E110790,OperatingExpenses,Provision for warranties for completed construction
　　　　　特別修繕引当金繰入額,0,販売費及び一般管理費(売上原価),,特別修繕引当金繰入額,,1,5,10E110800,OperatingExpenses,Provision for special repairs
　　　　　ポイント引当金繰入額,0,販売費及び一般管理費(売上原価),,ポイント引当金繰入額,,1,5,10E110810,OperatingExpenses,Provision for point card certificates
　　　　　利息返還損失引当金繰入額,0,販売費及び一般管理費(売上原価),,利息返還損失引当金繰入額,,1,5,10E110820,OperatingExpenses,Provision for loss on interest repayment
　　　　　株式給付引当金繰入額,0,販売費及び一般管理費(売上原価),,株式給付引当金繰入額,,1,5,10E110830,OperatingExpenses,Provision for share-based remuneration
　　　　　役員株式給付引当金繰入額,0,販売費及び一般管理費(売上原価),,役員株式給付引当金繰入額,,1,5,10E110840,OperatingExpenses,Provision for share-based remuneration for directors (and other officers)
　　　　　株主優待引当金繰入額,0,販売費及び一般管理費(売上原価),,株主優待引当金繰入額,,1,5,10E110850,OperatingExpenses,Provision for shareholder benefit program
　　　　　運送費及び保管費,0,販売費及び一般管理費(売上原価),,運送費及び保管費,,1,5,10E110860,OperatingExpenses,Transportation and storage costs
　　　　　運賃,0,販売費及び一般管理費(売上原価),,運賃,,1,5,10E110870,OperatingExpenses,Freight costs
　　　　　運賃及び荷造費,0,販売費及び一般管理費(売上原価),,運賃及び荷造費,,1,5,10E110880,OperatingExpenses,Freight and packing costs
　　　　　運賃諸掛,0,販売費及び一般管理費(売上原価),,運賃諸掛,,1,5,10E110890,OperatingExpenses,Freight and incidental costs
　　　　　荷造運搬費,0,販売費及び一般管理費(売上原価),,荷造運搬費,,1,5,10E110900,OperatingExpenses,Packing and transportation costs
　　　　　荷造及び発送費,0,販売費及び一般管理費(売上原価),,荷造及び発送費,,1,5,10E110910,OperatingExpenses,Packing and delivery expenses
　　　　　販売運賃,0,販売費及び一般管理費(売上原価),,販売運賃,,1,5,10E110920,OperatingExpenses,Freight-out
　　　　　発送運賃,0,販売費及び一般管理費(売上原価),,発送運賃,,1,5,10E110930,OperatingExpenses,Freight-out
　　　　　配送費,0,販売費及び一般管理費(売上原価),,配送費,,1,5,10E110940,OperatingExpenses,Distribution expenses
　　　　　発送費,0,販売費及び一般管理費(売上原価),,発送費,,1,5,10E110950,OperatingExpenses,Shipment expenses
　　　　　試験研究費,0,販売費及び一般管理費(売上原価),,試験研究費,,1,5,10E110960,OperatingExpenses,Experimentation and research expenses
　　　　　開発研究費,0,販売費及び一般管理費(売上原価),,開発研究費,,1,5,10E110970,OperatingExpenses,Development and research expenses
　　　　　技術研究費,0,販売費及び一般管理費(売上原価),,技術研究費,,1,5,10E110980,OperatingExpenses,Technical research expenses
　　　　　研究費,0,販売費及び一般管理費(売上原価),,研究費,,1,5,10E110990,OperatingExpenses,Research expenses
　　　　　修繕維持費,0,販売費及び一般管理費(売上原価),,修繕維持費,,1,5,10E111000,OperatingExpenses,Repair and maintenance expenses
　　　　　寄付金,0,販売費及び一般管理費(売上原価),,寄付金,,1,5,10E111010,OperatingExpenses,Donations
　　　　　特許権使用料,0,販売費及び一般管理費(売上原価),,特許権使用料,,1,5,10E111020,OperatingExpenses,License fee
　　　　　長期前払費用償却,0,販売費及び一般管理費(売上原価),,長期前払費用償却,,1,5,10E111030,OperatingExpenses,Amortization of long-term prepaid expenses
　　　　　水道光熱費,0,販売費及び一般管理費(売上原価),,水道光熱費,,1,5,10E111040,OperatingExpenses,Utilities expenses
　　　　　動力用水光熱費,0,販売費及び一般管理費(売上原価),,動力用水光熱費,,1,5,10E111050,OperatingExpenses,Power utilities expenses
　　　　　衛生費,0,販売費及び一般管理費(売上原価),,衛生費,,1,5,10E111060,OperatingExpenses,Medical expenses
　　　　　事業所税,0,販売費及び一般管理費(売上原価),,事業所税,,1,5,10E111070,OperatingExpenses,Business office tax
　　　　　事業税,0,販売費及び一般管理費(売上原価),,事業税,,1,5,10E111080,OperatingExpenses,Enterprise tax
　　　　　事務費,0,販売費及び一般管理費(売上原価),,事務費,,1,5,10E111090,OperatingExpenses,Office cost
　　　　　事務用品費,0,販売費及び一般管理費(売上原価),,事務用品費,,1,5,10E111100,OperatingExpenses,Stationery expenses
　　　　　事務用消耗品費,0,販売費及び一般管理費(売上原価),,事務用消耗品費,,1,5,10E111110,OperatingExpenses,Office supplies expenses
　　　　　車両費,0,販売費及び一般管理費(売上原価),,車両費,,1,5,10E111120,OperatingExpenses,Vehicle expenses
　　　　　会議費,0,販売費及び一般管理費(売上原価),,会議費,,1,5,10E111130,OperatingExpenses,Meeting expenses
　　　　　諸会費,0,販売費及び一般管理費(売上原価),,諸会費,,1,5,10E111140,OperatingExpenses,Membership fee
　　　　　諸経費,0,販売費及び一般管理費(売上原価),,諸経費,,1,5,10E111150,OperatingExpenses,Sundry expenses
　　　　　図書費,0,販売費及び一般管理費(売上原価),,図書費,,1,5,10E111160,OperatingExpenses,Book expenses
　　　　　印刷費,0,販売費及び一般管理費(売上原価),,印刷費,,1,5,10E111170,OperatingExpenses,Print expenses
　　　　　図書印刷費,0,販売費及び一般管理費(売上原価),,図書印刷費,,1,5,10E111180,OperatingExpenses,Book and printing expenses
　　　　　調査研究費,0,販売費及び一般管理費(売上原価),,調査研究費,,1,5,10E111190,OperatingExpenses,Research study expenses
　　　　　調査費,0,販売費及び一般管理費(売上原価),,調査費,,1,5,10E111200,OperatingExpenses,Investigation expenses
　　　　　旅費交通費及び通信費,0,販売費及び一般管理費(売上原価),,旅費交通費及び通信費,,1,5,10E111210,OperatingExpenses,"Travel, transportation and communication expenses"
　　　　　旅費及び通信費,0,販売費及び一般管理費(売上原価),,旅費及び通信費,,1,5,10E111220,OperatingExpenses,Travel and communication expenses
　　　　　旅費及び交通費,0,販売費及び一般管理費(売上原価),,旅費及び交通費,,1,5,10E111230,OperatingExpenses,Travel and transportation expenses
　　　　　通信交通費,0,販売費及び一般管理費(売上原価),,通信交通費,,1,5,10E111240,OperatingExpenses,Communication and transportation expenses
　　　　　取引関連費,0,販売費及び一般管理費(売上原価),,取引関連費,,1,5,10E111250,OperatingExpenses,Trading related expenses
　　　　　不動産関連費,0,販売費及び一般管理費(売上原価),,不動産関連費,,1,5,10E111260,OperatingExpenses,Real estate related expenses
　　　　　雑費,0,販売費及び一般管理費(売上原価),,雑費,,1,5,10E111270,OperatingExpenses,Miscellaneous expenses
　　　　　その他の販売費,0,販売費及び一般管理費(売上原価),,その他の販売費,,1,5,10E111280,OperatingExpenses,Other selling expenses
　　　　　その他の一般管理費,0,販売費及び一般管理費(売上原価),,その他の一般管理費,,1,5,10E111290,OperatingExpenses,Other general and administrative expenses
　　　　　その他の経費,0,販売費及び一般管理費(売上原価),,その他の経費,,1,5,10E111300,OperatingExpenses,Other expenses
　　　　　その他の人件費,0,販売費及び一般管理費(売上原価),,その他の人件費,,1,5,10E111310,OperatingExpenses,Other personnel expenses
　　　　　その他,0,販売費及び一般管理費(売上原価),,その他,,1,5,10E111320,OperatingExpenses,Other
　　　　　販売費及び一般管理費,0,販売費及び一般管理費(売上原価),,販売費及び一般管理費,,1,5,10E111330,OperatingExpenses,"Selling, general and administrative expenses"
　　売上総利益又は売上総損失（△）,0,損益,,売上総利益又は売上総損失（△）,,1,2,10F000010,GrossProfit,Gross profit (loss)
　　　差引売上総利益又は差引売上総損失（△）,0,損益,,差引売上総利益又は差引売上総損失（△）,,1,3,10F000020,GrossProfitNetGP,Gross profit (loss) - net
　　　　割賦販売未実現利益繰入額,0,その他,,割賦販売未実現利益繰入額,,1,4,10F100010,ProvisionOfUnrealizedIncomeOnInstallmentSalesGP,Provision of unrealized income on installment sales
　　　　割賦販売未実現利益戻入額,0,その他,,割賦販売未実現利益戻入額,,1,4,10F100020,ReversalOfUnrealizedIncomeOnInstallmentSalesGP,Reversal of unrealized income on installment sales
　　　　返品調整引当金繰入額,0,その他,,返品調整引当金繰入額,,1,4,10F100030,ProvisionForSalesReturnsGP,Provision for sales returns
　　　　返品調整引当金戻入額,0,その他,,返品調整引当金戻入額,,1,4,10F100040,ReversalOfProvisionForSalesReturnsGP,Reversal of provision for sales returns
　　　商品売上総利益又は商品売上総損失（△）,0,損益,,商品売上総利益又は商品売上総損失（△）,,1,3,10F000030,GrossProfitMerchandiseGP,Gross profit (loss) - merchandise
　　　製品売上総利益又は製品売上総損失（△）,0,損益,,製品売上総利益又は製品売上総損失（△）,,1,3,10F000040,GrossProfitFinishedGoodsGP,Gross profit (loss) - finished goods
　　　不動産売上総利益又は不動産売上総損失（△）,0,損益,,不動産売上総利益又は不動産売上総損失（△）,,1,3,10F000050,GrossProfitRealEstateSalesGP,Gross profit (loss) - real estate sales
　　　不動産事業総利益又は不動産事業総損失（△）,0,損益,,不動産事業総利益又は不動産事業総損失（△）,,1,3,10F000060,GrossProfitRealEstateBusinessGP,Gross profit (loss) - real estate business
　　　開発事業総利益又は開発事業総損失（△）,0,損益,,開発事業総利益又は開発事業総損失（△）,,1,3,10F000070,GrossProfitDevelopingBusinessGP,Gross profit (loss) - development business
　　　その他の事業総利益又はその他の事業総損失（△）,0,損益,,その他の事業総利益又はその他の事業総損失（△）,,1,3,10F000080,GrossProfitOtherBusinessGP,Gross profit (loss) - other business
　　　その他の売上総利益又はその他の売上総損失（△）,0,損益,,その他の売上総利益又はその他の売上総損失（△）,,1,3,10F000090,GrossProfitOtherGP,Gross profit (loss) - other
　　営業総利益又は営業総損失（△）,0,損益,,営業総利益又は営業総損失（△）,,1,2,10F000100,OperatingGrossProfit,Operating gross profit (loss)
　　販売費及び一般管理費,,販売費及び一般管理費,,販売費及び一般管理費,,T,2,10E200010,SellingGeneralAndAdministrativeExpensesAbstract,"Selling, general and administrative expenses"
　　　販売手数料,0,販売費及び一般管理費,,販売手数料,,1,3,10E200020,SalesCommissionSGA,Sales commission
　　　荷造費,0,販売費及び一般管理費,,荷造費,,1,3,10E200030,PackingExpensesSGA,Packing expenses
　　　運搬費,0,販売費及び一般管理費,,運搬費,,1,3,10E200040,HaulageExpensesSGA,Transportation costs
　　　広告宣伝費,0,販売費及び一般管理費,,広告宣伝費,,1,3,10E200050,AdvertisingExpensesSGA,Advertising expenses
　　　見本費,0,販売費及び一般管理費,,見本費,,1,3,10E200060,SampleExpensesSGA,Sample expenses
　　　保管費,0,販売費及び一般管理費,,保管費,,1,3,10E200070,WarehousingExpensesSGA,Storage costs
　　　納入試験費,0,販売費及び一般管理費,,納入試験費,,1,3,10E200080,DeliveryExaminationExpensesSGA,Delivery examination expenses
　　　役員報酬,0,販売費及び一般管理費,,役員報酬,,1,3,10E200090,DirectorsCompensationsSGA,Remuneration for directors (and other officers)
　　　給料,0,販売費及び一般管理費,,給料,,1,3,10E200100,SalariesSGA,Salaries
　　　賃金,0,販売費及び一般管理費,,賃金,,1,3,10E200110,WagesSGA,Wages
　　　手当,0,販売費及び一般管理費,,手当,,1,3,10E200120,AllowanceSGA,Allowance
　　　賞与,0,販売費及び一般管理費,,賞与,,1,3,10E200130,BonusesSGA,Bonuses
　　　福利厚生費,0,販売費及び一般管理費,,福利厚生費,,1,3,10E200140,WelfareExpensesSGA,Welfare expenses
　　　交際費,0,販売費及び一般管理費,,交際費,,1,3,10E200150,EntertainmentExpensesSGA,Entertainment expenses
　　　旅費,0,販売費及び一般管理費,,旅費,,1,3,10E200160,TravelingExpensesSGA,Travel expenses
　　　交通費,0,販売費及び一般管理費,,交通費,,1,3,10E200170,TransportationExpensesSGA,Transportation expenses
　　　通信費,0,販売費及び一般管理費,,通信費,,1,3,10E200180,CommunicationExpensesSGA,Communication expenses
　　　光熱費,0,販売費及び一般管理費,,光熱費,,1,3,10E200190,HeatingAndLightingExpensesSGA,Heating and lighting expenses
　　　消耗品費,0,販売費及び一般管理費,,消耗品費,,1,3,10E200200,SuppliesExpensesSGA,Supplies expenses
　　　租税公課,0,販売費及び一般管理費,,租税公課,,1,3,10E200210,TaxesAndDuesSGA,Taxes and dues
　　　減価償却費,0,販売費及び一般管理費,,減価償却費,,1,3,10E200220,DepreciationSGA,Depreciation
　　　修繕費,0,販売費及び一般管理費,,修繕費,,1,3,10E200230,RepairExpensesSGA,Repair expenses
　　　保険料,0,販売費及び一般管理費,,保険料,,1,3,10E200240,InsuranceExpensesSGA,Insurance expenses
　　　不動産賃借料,0,販売費及び一般管理費,,不動産賃借料,,1,3,10E200250,RentExpensesOnRealEstatesSGA,Rent expenses on real estate
　　　貸倒引当金繰入額,0,販売費及び一般管理費,,貸倒引当金繰入額,,1,3,10E200260,ProvisionOfAllowanceForDoubtfulAccountsSGA,Provision of allowance for doubtful accounts
　　　貸倒損失,0,販売費及び一般管理費,,貸倒損失,,1,3,10E200270,BadDebtsExpensesSGA,Bad debts expenses
　　　賞与引当金繰入額,0,販売費及び一般管理費,,賞与引当金繰入額,,1,3,10E200280,ProvisionForBonusesSGA,Provision for bonuses
　　　役員退職慰労引当金繰入額,0,販売費及び一般管理費,,役員退職慰労引当金繰入額,,1,3,10E200290,ProvisionForDirectorsRetirementBenefitsSGA,Provision for retirement benefits for directors (and other officers)
　　　役員賞与引当金繰入額,0,販売費及び一般管理費,,役員賞与引当金繰入額,,1,3,10E200300,ProvisionForDirectorsBonusesSGA,Provision for bonuses for directors (and other officers)
　　　退職給付費用,0,販売費及び一般管理費,,退職給付費用,,1,3,10E200310,RetirementBenefitExpensesSGA,Retirement benefit expenses
　　　研究開発費,0,販売費及び一般管理費,,研究開発費,,1,3,10E200320,ResearchAndDevelopmentExpensesSGA,Research and development expenses
　　　販売費,0,販売費及び一般管理費,,販売費,,1,3,10E200330,SellingExpensesSGA,Selling expenses
　　　一般管理費,,販売費及び一般管理費,,一般管理費,,T,3,10E200340,GeneralAndAdministrativeExpensesSGAAbstract,General and administrative expenses
　　　　一般管理費,0,販売費及び一般管理費,,一般管理費,,1,4,10E200350,GeneralAndAdministrativeExpensesSGA,General and administrative expenses
　　　人件費,0,販売費及び一般管理費,,人件費,,1,3,10E200360,SalariesSGA,Personnel expenses
　　　給料及び手当,0,販売費及び一般管理費,,給料及び手当,,1,3,10E200370,SalariesAndAllowancesSGA,Salaries and allowances
　　　給料及び賞与,0,販売費及び一般管理費,,給料及び賞与,,1,3,10E200380,SalariesAndBonusesSGA,Salaries and bonuses
　　　給料手当及び賞与,0,販売費及び一般管理費,,給料手当及び賞与,,1,3,10E200390,SalariesAllowancesAndBonusesSGA,"Salaries, allowances and bonuses"
　　　給料手当及び福利費,0,販売費及び一般管理費,,給料手当及び福利費,,1,3,10E200400,SalariesAndAllowancesAndWelfareExpensesSGA,Salaries and allowances and welfare expenses
　　　給料及び賃金,0,販売費及び一般管理費,,給料及び賃金,,1,3,10E200410,SalariesAndWagesSGA,Salaries and wages
　　　賞与及び手当,0,販売費及び一般管理費,,賞与及び手当,,1,3,10E200420,BonusesAndAllowanceSGA,Bonuses and allowance
　　　従業員給料,0,販売費及び一般管理費,,従業員給料,,1,3,10E200430,EmployeesSalariesSGA,Employees' salaries
　　　従業員賞与,0,販売費及び一般管理費,,従業員賞与,,1,3,10E200440,EmployeesBonusesSGA,Employees' bonuses
　　　従業員給料及び賞与,0,販売費及び一般管理費,,従業員給料及び賞与,,1,3,10E200450,EmployeesSalariesAndBonusesSGA,Employees' salaries and bonuses
　　　従業員給料及び手当,0,販売費及び一般管理費,,従業員給料及び手当,,1,3,10E200460,EmployeesSalariesAndAllowancesSGA,Employees' salaries and allowances
　　　報酬及び給料手当,0,販売費及び一般管理費,,報酬及び給料手当,,1,3,10E200470,CompensationsSalariesAndAllowancesSGA,"Remuneration, salaries and allowances"
　　　役員報酬及び給料手当,0,販売費及び一般管理費,,役員報酬及び給料手当,,1,3,10E200480,DirectorsCompensationsSalariesAndAllowancesSGA,"Remuneration, salaries and allowances for directors (and other officers)"
　　　退職金,0,販売費及び一般管理費,,退職金,,1,3,10E200490,RetirementPaymentsSGA,Retirement payments
　　　退職給付引当金繰入額,0,販売費及び一般管理費,,退職給付引当金繰入額,,1,3,10E200500,ProvisionForRetirementBenefitsSGA,Provision for retirement benefits
　　　役員退職慰労金,0,販売費及び一般管理費,,役員退職慰労金,,1,3,10E200510,DirectorsRetirementBenefitsSGA,Retirement benefits for directors (and other officers)
　　　雑給,0,販売費及び一般管理費,,雑給,,1,3,10E200520,OtherSalariesSGA,Other salaries
　　　法定福利及び厚生費,0,販売費及び一般管理費,,法定福利及び厚生費,,1,3,10E200530,LegalAndEmployeeBenefitsExpensesSGA,Legal and other welfare expenses
　　　法定福利費,0,販売費及び一般管理費,,法定福利費,,1,3,10E200540,LegalWelfareExpensesSGA,Legal welfare expenses
　　　株式報酬費用,0,販売費及び一般管理費,,株式報酬費用,,1,3,10E200550,ShareBasedCompensationExpensesSGA,Share-based remuneration expenses
　　　のれん償却額,0,販売費及び一般管理費,,のれん償却額,,1,3,10E200560,AmortizationOfGoodwillSGA,Amortization of goodwill
　　　株式交付費,0,販売費及び一般管理費,,株式交付費,,1,3,10E200570,StockIssuanceCostSGA,Share issuance cost
　　　開業費償却,0,販売費及び一般管理費,,開業費償却,,1,3,10E200580,AmortizationOfBusinessCommencementExpensesSGA,Amortization of business commencement expenses
　　　開発費償却,0,販売費及び一般管理費,,開発費償却,,1,3,10E200590,AmortizationOfDevelopmentExpensesSGA,Amortization of development expenses
　　　支払報酬,0,販売費及び一般管理費,,支払報酬,,1,3,10E200600,CompensationsSGA,Fee expenses
　　　顧問料,0,販売費及び一般管理費,,顧問料,,1,3,10E200610,ConsultingExpensesSGA,Consulting expenses
　　　教育研修費,0,販売費及び一般管理費,,教育研修費,,1,3,10E200620,EducationAndTrainingExpensesSGA,Education and training expenses
　　　研修費,0,販売費及び一般管理費,,研修費,,1,3,10E200630,TrainingExpensesSGA,Training expenses
　　　採用費,0,販売費及び一般管理費,,採用費,,1,3,10E200640,RecruitingExpensesSGA,Recruiting expenses
　　　募集費,0,販売費及び一般管理費,,募集費,,1,3,10E200650,OfferingExpensesSGA,Offering expenses
　　　外注費,0,販売費及び一般管理費,,外注費,,1,3,10E200660,SubcontractExpensesSGA,Outsourcing expenses
　　　事務委託費,0,販売費及び一般管理費,,事務委託費,,1,3,10E200670,OperationsConsignmentExpensesSGA,Administrative outsourcing expenses
　　　業務委託費,0,販売費及び一般管理費,,業務委託費,,1,3,10E200680,BusinessConsignmentExpensesSGA,Outsourcing expenses
　　　支払手数料,0,販売費及び一般管理費,,支払手数料,,1,3,10E200690,CommissionFeeSGA,Commission expenses
　　　賃借料,0,販売費及び一般管理費,,賃借料,,1,3,10E200700,RentExpensesSGA,Rent expenses
　　　施設使用料,0,販売費及び一般管理費,,施設使用料,,1,3,10E200710,FacilityExpensesSGA,Facility expenses
　　　地代家賃,0,販売費及び一般管理費,,地代家賃,,1,3,10E200720,RentsSGA,Rent expenses on land and buildings
　　　借地借家料,0,販売費及び一般管理費,,借地借家料,,1,3,10E200730,LeaseholdAndOfficeRentsSGA,Rent expenses on land and buildings
　　　販売促進費,0,販売費及び一般管理費,,販売促進費,,1,3,10E200740,PromotionExpensesSGA,Promotion expenses
　　　広告宣伝費及び販売促進費,0,販売費及び一般管理費,,広告宣伝費及び販売促進費,,1,3,10E200750,AdvertisingAndPromotionExpensesSGA,Advertising and promotion expenses
　　　事業宣伝費,0,販売費及び一般管理費,,事業宣伝費,,1,3,10E200760,BusinessAdvertisingExpensesSGA,Business advertising expenses
　　　代理店手数料,0,販売費及び一般管理費,,代理店手数料,,1,3,10E200770,AgentFeeSGA,Agent fee
　　　製品保証引当金繰入額,0,販売費及び一般管理費,,製品保証引当金繰入額,,1,3,10E200780,ProvisionForProductWarrantiesSGA,Provision for product warranties
　　　完成工事補償引当金繰入額,0,販売費及び一般管理費,,完成工事補償引当金繰入額,,1,3,10E200790,ProvisionForWarrantiesForCompletedConstructionSGA,Provision for warranties for completed construction
　　　特別修繕引当金繰入額,0,販売費及び一般管理費,,特別修繕引当金繰入額,,1,3,10E200800,ProvisionForSpecialRepairsSGA,Provision for special repairs
　　　ポイント引当金繰入額,0,販売費及び一般管理費,,ポイント引当金繰入額,,1,3,10E200810,ProvisionForPointCardCertificatesSGA,Provision for point card certificates
　　　利息返還損失引当金繰入額,0,販売費及び一般管理費,,利息返還損失引当金繰入額,,1,3,10E200820,ProvisionForLossOnInterestRepaymentSGA,Provision for loss on interest repayment
　　　株式給付引当金繰入額,0,販売費及び一般管理費,,株式給付引当金繰入額,,1,3,10E200830,GeneralAndAdministrativeExpensesSGAAbstract,Provision for share-based remuneration
　　　役員株式給付引当金繰入額,0,販売費及び一般管理費,,役員株式給付引当金繰入額,,1,3,10E200840,ProvisionForDirectorsBonusesSGA,Provision for share-based remuneration for directors (and other officers)
　　　株主優待引当金繰入額,0,販売費及び一般管理費,,株主優待引当金繰入額,,1,3,10E200850,GeneralAndAdministrativeExpensesSGAAbstract,Provision for shareholder benefit program
