伝票日付,借方部門コード,借方部門名,借方科目コード,借方科目名,借方補助コード,借方補助名,借方税区分名,借方金額,借方消費税額,貸方部門名,貸方科目コード,貸方科目名,貸方補助コード,貸方補助名,貸方税区分コード,貸方税区分名,貸方金額,貸方消費税額,摘要文,取引先
20210930,020,東京支店,541,商品仕入高,,,仕入10%,5934799,539527,共通部門,312,買掛金,1,㈱Y2,00,対象外,5934799,,9月1日～9月30日分仕入,㈱Y2
20210930,040,大阪支店,541,商品仕入高,,,仕入10%,944145,85831,共通部門,312,買掛金,4,㈱ｱﾀｯﾁ,00,対象外,944145,,9月1日～9月30日分仕入,㈱ｱﾀｯﾁ
20210930,030,名古屋支店,541,商品仕入高,,,仕入10%,3447035,313366,共通部門,312,買掛金,7,㈱ｻﾝｾｯﾄ,00,対象外,3447035,,9月1日～9月30日分仕入,㈱ｻﾝｾｯﾄ
20210930,020,東京支店,541,商品仕入高,,,仕入10%,3153847,286713,共通部門,312,買掛金,3,㈱ﾁｪｯｸ,00,対象外,3153847,,9月1日～9月30日分仕入,㈱ﾁｪｯｸ
20210930,040,大阪支店,541,商品仕入高,,,仕入10%,3484984,316816,共通部門,312,買掛金,6,㈱ﾊﾅﾀﾞ,00,対象外,3484984,,9月1日～9月30日分仕入,㈱ﾊﾅﾀﾞ
20210930,030,名古屋支店,541,商品仕入高,,,仕入10%,1178376,107125,共通部門,312,買掛金,15,㈱はなまる商事,00,対象外,1178376,,9月1日～9月30日分仕入,㈱はなまる商事
20210930,020,東京支店,541,商品仕入高,,,仕入10%,4284585,389507,共通部門,312,買掛金,11,㈱まつむら,00,対象外,4284585,,9月1日～9月30日分仕入,㈱まつむら
20210930,020,東京支店,541,商品仕入高,,,仕入10%,316108,28737,共通部門,312,買掛金,8,㈱山下,00,対象外,316108,,9月1日～9月30日分仕入,㈱山下
20210930,030,名古屋支店,541,商品仕入高,,,仕入10%,74088,6735,共通部門,312,買掛金,8,㈱山下,00,対象外,74088,,9月1日～9月30日分仕入,㈱山下
20210930,040,大阪支店,541,商品仕入高,,,仕入10%,24696,2245,共通部門,312,買掛金,8,㈱山下,00,対象外,24696,,9月1日～9月30日分仕入,㈱山下
20210930,020,東京支店,541,商品仕入高,,,仕入10%,316537,28776,共通部門,312,買掛金,12,㈱有江,00,対象外,316537,,9月1日～9月30日分仕入,㈱有江
20210930,040,大阪支店,541,商品仕入高,,,仕入10%,3730512,339137,共通部門,312,買掛金,5,小藤丸㈱,00,対象外,3730512,,9月1日～9月30日分仕入,小藤丸㈱
20210930,030,名古屋支店,541,商品仕入高,,,仕入10%,1819272,165388,共通部門,312,買掛金,9,斉藤産業㈱,00,対象外,1819272,,9月1日～9月30日分仕入,斉藤産業㈱
20210930,040,大阪支店,541,商品仕入高,,,仕入10%,3051222,277383,共通部門,312,買掛金,10,鈴木販売㈱,00,対象外,3051222,,9月1日～9月30日分仕入,鈴木販売㈱
20211031,020,東京支店,541,商品仕入高,,,仕入10%,3016650,274240,共通部門,312,買掛金,14,(同)ｳｪｽﾄ,00,対象外,3016650,,10月1日～10月31日分仕入,(同)ｳｪｽﾄ
20211031,020,東京支店,541,商品仕入高,,,仕入10%,1345680,122334,共通部門,312,買掛金,13,ﾅｶﾑﾗ産業㈱,00,対象外,1345680,,10月1日～10月31日分仕入,ﾅｶﾑﾗ産業㈱
20211031,020,東京支店,541,商品仕入高,,,仕入10%,912870,82988,共通部門,312,買掛金,2,㈱Pole,00,対象外,912870,,10月1日～10月31日分仕入,㈱Pole
20211031,030,名古屋支店,541,商品仕入高,,,仕入10%,158760,14432,共通部門,312,買掛金,2,㈱Pole,00,対象外,158760,,10月1日～10月31日分仕入,㈱Pole
20211031,040,大阪支店,541,商品仕入高,,,仕入10%,79380,7216,共通部門,312,買掛金,2,㈱Pole,00,対象外,79380,,10月1日～10月31日分仕入,㈱Pole
20211031,050,九州営業所,541,商品仕入高,,,仕入10%,79380,7216,共通部門,312,買掛金,2,㈱Pole,00,対象外,79380,,10月1日～10月31日分仕入,㈱Pole
20211031,010,札幌営業所,541,商品仕入高,,,仕入10%,119070,10824,共通部門,312,買掛金,2,㈱Pole,00,対象外,119070,,10月1日～10月31日分仕入,㈱Pole
20211031,020,東京支店,541,商品仕入高,,,仕入10%,6139437,558130,共通部門,312,買掛金,1,㈱Y2,00,対象外,6139437,,10月1日～10月31日分仕入,㈱Y2
20211031,040,大阪支店,541,商品仕入高,,,仕入10%,964740,87703,共通部門,312,買掛金,4,㈱ｱﾀｯﾁ,00,対象外,964740,,10月1日～10月31日分仕入,㈱ｱﾀｯﾁ
20211031,030,名古屋支店,541,商品仕入高,,,仕入10%,3715740,337794,共通部門,312,買掛金,7,㈱ｻﾝｾｯﾄ,00,対象外,3715740,,10月1日～10月31日分仕入,㈱ｻﾝｾｯﾄ
20211031,020,東京支店,541,商品仕入高,,,仕入10%,3323313,302119,共通部門,312,買掛金,3,㈱ﾁｪｯｸ,00,対象外,3323313,,10月1日～10月31日分仕入,㈱ﾁｪｯｸ
20211031,040,大阪支店,541,商品仕入高,,,仕入10%,3677354,334304,共通部門,312,買掛金,6,㈱ﾊﾅﾀﾞ,00,対象外,3677354,,10月1日～10月31日分仕入,㈱ﾊﾅﾀﾞ
20211031,030,名古屋支店,541,商品仕入高,,,仕入10%,1204980,109543,共通部門,312,買掛金,15,㈱はなまる商事,00,対象外,1204980,,10月1日～10月31日分仕入,㈱はなまる商事
20211031,020,東京支店,541,商品仕入高,,,仕入10%,4492889,408444,共通部門,312,買掛金,11,㈱まつむら,00,対象外,4492889,,10月1日～10月31日分仕入,㈱まつむら
20211031,010,札幌営業所,541,商品仕入高,,,仕入10%,50400,4581,共通部門,312,買掛金,8,㈱山下,00,対象外,50400,,10月1日～10月31日分仕入,㈱山下
20211031,020,東京支店,541,商品仕入高,,,仕入10%,226800,20618,共通部門,312,買掛金,8,㈱山下,00,対象外,226800,,10月1日～10月31日分仕入,㈱山下
20211031,040,大阪支店,541,商品仕入高,,,仕入10%,126000,11454,共通部門,312,買掛金,8,㈱山下,00,対象外,126000,,10月1日～10月31日分仕入,㈱山下
20211031,050,九州営業所,541,商品仕入高,,,仕入10%,20160,1832,共通部門,312,買掛金,8,㈱山下,00,対象外,20160,,10月1日～10月31日分仕入,㈱山下
20211031,020,東京支店,541,商品仕入高,,,仕入10%,343980,31270,共通部門,312,買掛金,12,㈱有江,00,対象外,343980,,10月1日～10月31日分仕入,㈱有江
20211031,040,大阪支店,541,商品仕入高,,,仕入10%,3923430,356675,共通部門,312,買掛金,5,小藤丸㈱,00,対象外,3923430,,10月1日～10月31日分仕入,小藤丸㈱
20211031,030,名古屋支店,541,商品仕入高,,,仕入10%,1859340,169030,共通部門,312,買掛金,9,斉藤産業㈱,00,対象外,1859340,,10月1日～10月31日分仕入,斉藤産業㈱
20211031,040,大阪支店,541,商品仕入高,,,仕入10%,3215415,292310,共通部門,312,買掛金,10,鈴木販売㈱,00,対象外,3215415,,10月1日～10月31日分仕入,鈴木販売㈱
20211130,020,東京支店,541,商品仕入高,,,仕入10%,3875434,352312,共通部門,312,買掛金,14,(同)ｳｪｽﾄ,00,対象外,3875434,,11月1日～11月30日分仕入,(同)ｳｪｽﾄ
20211130,020,東京支店,541,商品仕入高,,,仕入10%,1802651,163877,共通部門,312,買掛金,13,ﾅｶﾑﾗ産業㈱,00,対象外,1802651,,11月1日～11月30日分仕入,ﾅｶﾑﾗ産業㈱
20211130,050,九州営業所,541,商品仕入高,,,仕入10%,202050,18368,共通部門,312,買掛金,2,㈱Pole,00,対象外,202050,,11月1日～11月30日分仕入,㈱Pole
20211130,010,札幌営業所,541,商品仕入高,,,仕入10%,183908,16718,共通部門,312,買掛金,2,㈱Pole,00,対象外,183908,,11月1日～11月30日分仕入,㈱Pole
20211130,020,東京支店,541,商品仕入高,,,仕入10%,322960,29360,共通部門,312,買掛金,2,㈱Pole,00,対象外,322960,,11月1日～11月30日分仕入,㈱Pole
20211130,030,名古屋支店,541,商品仕入高,,,仕入10%,103168,9378,共通部門,312,買掛金,2,㈱Pole,00,対象外,103168,,11月1日～11月30日分仕入,㈱Pole
20211130,040,大阪支店,541,商品仕入高,,,仕入10%,502382,45671,共通部門,312,買掛金,2,㈱Pole,00,対象外,502382,,11月1日～11月30日分仕入,㈱Pole
20211130,020,東京支店,541,商品仕入高,,,仕入10%,7285614,662328,共通部門,312,買掛金,1,㈱Y2,00,対象外,7285614,,11月1日～11月30日分仕入,㈱Y2
20211130,040,大阪支店,541,商品仕入高,,,仕入10%,1155555,105050,共通部門,312,買掛金,4,㈱ｱﾀｯﾁ,00,対象外,1155555,,11月1日～11月30日分仕入,㈱ｱﾀｯﾁ
20211130,030,名古屋支店,541,商品仕入高,,,仕入10%,4597303,417936,共通部門,312,買掛金,7,㈱ｻﾝｾｯﾄ,00,対象外,4597303,,11月1日～11月30日分仕入,㈱ｻﾝｾｯﾄ
20211130,020,東京支店,541,商品仕入高,,,仕入10%,4077586,370689,共通部門,312,買掛金,3,㈱ﾁｪｯｸ,00,対象外,4077586,,11月1日～11月30日分仕入,㈱ﾁｪｯｸ
20211130,040,大阪支店,541,商品仕入高,,,仕入10%,4043244,367567,共通部門,312,買掛金,6,㈱ﾊﾅﾀﾞ,00,対象外,4043244,,11月1日～11月30日分仕入,㈱ﾊﾅﾀﾞ
20211130,030,名古屋支店,541,商品仕入高,,,仕入10%,1543059,140278,共通部門,312,買掛金,15,㈱はなまる商事,00,対象外,1543059,,11月1日～11月30日分仕入,㈱はなまる商事
20211130,020,東京支店,541,商品仕入高,,,仕入10%,5286009,480546,共通部門,312,買掛金,11,㈱まつむら,00,対象外,5286009,,11月1日～11月30日分仕入,㈱まつむら
20211130,010,札幌営業所,541,商品仕入高,,,仕入10%,25704,2336,共通部門,312,買掛金,8,㈱山下,00,対象外,25704,,11月1日～11月30日分仕入,㈱山下
20211130,020,東京支店,541,商品仕入高,,,仕入10%,179928,16357,共通部門,312,買掛金,8,㈱山下,00,対象外,179928,,11月1日～11月30日分仕入,㈱山下
20211130,030,名古屋支店,541,商品仕入高,,,仕入10%,51408,4673,共通部門,312,買掛金,8,㈱山下,00,対象外,51408,,11月1日～11月30日分仕入,㈱山下
20211130,040,大阪支店,541,商品仕入高,,,仕入10%,102816,9346,共通部門,312,買掛金,8,㈱山下,00,対象外,102816,,11月1日～11月30日分仕入,㈱山下
20211130,050,九州営業所,541,商品仕入高,,,仕入10%,46267,4206,共通部門,312,買掛金,8,㈱山下,00,対象外,46267,,11月1日～11月30日分仕入,㈱山下
20211130,020,東京支店,541,商品仕入高,,,仕入10%,433742,39431,共通部門,312,買掛金,12,㈱有江,00,対象外,433742,,11月1日～11月30日分仕入,㈱有江
20211130,040,大阪支店,541,商品仕入高,,,仕入10%,4897778,445252,共通部門,312,買掛金,5,小藤丸㈱,00,対象外,4897778,,11月1日～11月30日分仕入,小藤丸㈱
20211130,030,名古屋支店,541,商品仕入高,,,仕入10%,2224739,202249,共通部門,312,買掛金,9,斉藤産業㈱,00,対象外,2224739,,11月1日～11月30日分仕入,斉藤産業㈱
20211130,040,大阪支店,541,商品仕入高,,,仕入10%,3791833,344712,共通部門,312,買掛金,10,鈴木販売㈱,00,対象外,3791833,,11月1日～11月30日分仕入,鈴木販売㈱
20211231,020,東京支店,541,商品仕入高,,,仕入10%,4570569,415506,共通部門,312,買掛金,14,(同)ｳｪｽﾄ,00,対象外,4570569,,12月1日～12月31日分仕入,(同)ｳｪｽﾄ
20211231,020,東京支店,541,商品仕入高,,,仕入10%,2069835,188166,共通部門,312,買掛金,13,ﾅｶﾑﾗ産業㈱,00,対象外,2069835,,12月1日～12月31日分仕入,ﾅｶﾑﾗ産業㈱
20211231,010,札幌営業所,541,商品仕入高,,,仕入10%,363331,33030,共通部門,312,買掛金,2,㈱Pole,00,対象外,363331,,12月1日～12月31日分仕入,㈱Pole
20211231,020,東京支店,541,商品仕入高,,,仕入10%,1085505,98682,共通部門,312,買掛金,2,㈱Pole,00,対象外,1085505,,12月1日～12月31日分仕入,㈱Pole
20211231,030,名古屋支店,541,商品仕入高,,,仕入10%,183908,16718,共通部門,312,買掛金,2,㈱Pole,00,対象外,183908,,12月1日～12月31日分仕入,㈱Pole
20211231,040,大阪支店,541,商品仕入高,,,仕入10%,183908,16718,共通部門,312,買掛金,2,㈱Pole,00,対象外,183908,,12月1日～12月31日分仕入,㈱Pole
20211231,050,九州営業所,541,商品仕入高,,,仕入10%,80740,7340,共通部門,312,買掛金,2,㈱Pole,00,対象外,80740,,12月1日～12月31日分仕入,㈱Pole
20211231,020,東京支店,541,商品仕入高,,,仕入10%,10823612,983964,共通部門,312,買掛金,1,㈱Y2,00,対象外,10823612,,12月1日～12月31日分仕入,㈱Y2
20211231,040,大阪支店,541,商品仕入高,,,仕入10%,1503036,136639,共通部門,312,買掛金,4,㈱ｱﾀｯﾁ,00,対象外,1503036,,12月1日～12月31日分仕入,㈱ｱﾀｯﾁ
20211231,030,名古屋支店,541,商品仕入高,,,仕入10%,6922413,629310,共通部門,312,買掛金,7,㈱ｻﾝｾｯﾄ,00,対象外,6922413,,12月1日～12月31日分仕入,㈱ｻﾝｾｯﾄ
20211231,020,東京支店,541,商品仕入高,,,仕入10%,5031519,457410,共通部門,312,買掛金,3,㈱ﾁｪｯｸ,00,対象外,5031519,,12月1日～12月31日分仕入,㈱ﾁｪｯｸ
20211231,040,大阪支店,541,商品仕入高,,,仕入10%,6893004,626636,共通部門,312,買掛金,6,㈱ﾊﾅﾀﾞ,00,対象外,6893004,,12月1日～12月31日分仕入,㈱ﾊﾅﾀﾞ
20211231,030,名古屋支店,541,商品仕入高,,,仕入10%,1840617,167328,共通部門,312,買掛金,15,㈱はなまる商事,00,対象外,1840617,,12月1日～12月31日分仕入,㈱はなまる商事
20211231,020,東京支店,541,商品仕入高,,,仕入10%,8378109,761646,共通部門,312,買掛金,11,㈱まつむら,00,対象外,8378109,,12月1日～12月31日分仕入,㈱まつむら
20211231,010,札幌営業所,541,商品仕入高,,,仕入10%,102816,9346,共通部門,312,買掛金,8,㈱山下,00,対象外,102816,,12月1日～12月31日分仕入,㈱山下
20211231,020,東京支店,541,商品仕入高,,,仕入10%,251899,22899,共通部門,312,買掛金,8,㈱山下,00,対象外,251899,,12月1日～12月31日分仕入,㈱山下
20211231,030,名古屋支店,541,商品仕入高,,,仕入10%,25704,2336,共通部門,312,買掛金,8,㈱山下,00,対象外,25704,,12月1日～12月31日分仕入,㈱山下
20211231,040,大阪支店,541,商品仕入高,,,仕入10%,102816,9346,共通部門,312,買掛金,8,㈱山下,00,対象外,102816,,12月1日～12月31日分仕入,㈱山下
20211231,050,九州営業所,541,商品仕入高,,,仕入10%,77112,7010,共通部門,312,買掛金,8,㈱山下,00,対象外,77112,,12月1日～12月31日分仕入,㈱山下
20211231,020,東京支店,541,商品仕入高,,,仕入10%,658954,59904,共通部門,312,買掛金,12,㈱有江,00,対象外,658954,,12月1日～12月31日分仕入,㈱有江
20211231,040,大阪支店,541,商品仕入高,,,仕入10%,6301802,572891,共通部門,312,買掛金,5,小藤丸㈱,00,対象外,6301802,,12月1日～12月31日分仕入,小藤丸㈱
20211231,030,名古屋支店,541,商品仕入高,,,仕入10%,2897127,263375,共通部門,312,買掛金,9,斉藤産業㈱,00,対象外,2897127,,12月1日～12月31日分仕入,斉藤産業㈱
20211231,040,大阪支店,541,商品仕入高,,,仕入10%,5798593,527144,共通部門,312,買掛金,10,鈴木販売㈱,00,対象外,5798593,,12月1日～12月31日分仕入,鈴木販売㈱
20220131,020,東京支店,541,商品仕入高,,,仕入10%,4344303,394936,共通部門,312,買掛金,14,(同)ｳｪｽﾄ,00,対象外,4344303,,1月1日～1月31日分仕入,(同)ｳｪｽﾄ
20220131,020,東京支店,541,商品仕入高,,,仕入10%,1909347,173577,共通部門,312,買掛金,13,ﾅｶﾑﾗ産業㈱,00,対象外,1909347,,1月1日～1月31日分仕入,ﾅｶﾑﾗ産業㈱
20220131,010,札幌営業所,541,商品仕入高,,,仕入10%,17942,1631,共通部門,312,買掛金,2,㈱Pole,00,対象外,17942,,1月1日～1月31日分仕入,㈱Pole
20220131,020,東京支店,541,商品仕入高,,,仕入10%,1072048,97458,共通部門,312,買掛金,2,㈱Pole,00,対象外,1072048,,1月1日～1月31日分仕入,㈱Pole
20220131,040,大阪支店,541,商品仕入高,,,仕入10%,269134,24466,共通部門,312,買掛金,2,㈱Pole,00,対象外,269134,,1月1日～1月31日分仕入,㈱Pole
20220131,050,九州営業所,541,商品仕入高,,,仕入10%,17942,1631,共通部門,312,買掛金,2,㈱Pole,00,対象外,17942,,1月1日～1月31日分仕入,㈱Pole
20220131,020,東京支店,541,商品仕入高,,,仕入10%,8427411,766128,共通部門,312,買掛金,1,㈱Y2,00,対象外,8427411,,1月1日～1月31日分仕入,㈱Y2
20220131,040,大阪支店,541,商品仕入高,,,仕入10%,1466688,133335,共通部門,312,買掛金,4,㈱ｱﾀｯﾁ,00,対象外,1466688,,1月1日～1月31日分仕入,㈱ｱﾀｯﾁ
20220131,030,名古屋支店,541,商品仕入高,,,仕入10%,5256041,477821,共通部門,312,買掛金,7,㈱ｻﾝｾｯﾄ,00,対象外,5256041,,1月1日～1月31日分仕入,㈱ｻﾝｾｯﾄ
20220131,020,東京支店,541,商品仕入高,,,仕入10%,4775976,434179,共通部門,312,買掛金,3,㈱ﾁｪｯｸ,00,対象外,4775976,,1月1日～1月31日分仕入,㈱ﾁｪｯｸ
20220131,040,大阪支店,541,商品仕入高,,,仕入10%,5017707,456155,共通部門,312,買掛金,6,㈱ﾊﾅﾀﾞ,00,対象外,5017707,,1月1日～1月31日分仕入,㈱ﾊﾅﾀﾞ
20220131,030,名古屋支店,541,商品仕入高,,,仕入10%,1692895,153899,共通部門,312,買掛金,15,㈱はなまる商事,00,対象外,1692895,,1月1日～1月31日分仕入,㈱はなまる商事
20220131,020,東京支店,541,商品仕入高,,,仕入10%,6049943,549994,共通部門,312,買掛金,11,㈱まつむら,00,対象外,6049943,,1月1日～1月31日分仕入,㈱まつむら
20220131,030,名古屋支店,541,商品仕入高,,,仕入10%,77112,7010,共通部門,312,買掛金,8,㈱山下,00,対象外,77112,,1月1日～1月31日分仕入,㈱山下
20220131,040,大阪支店,541,商品仕入高,,,仕入10%,123379,11216,共通部門,312,買掛金,8,㈱山下,00,対象外,123379,,1月1日～1月31日分仕入,㈱山下
20220131,050,九州営業所,541,商品仕入高,,,仕入10%,25704,2336,共通部門,312,買掛金,8,㈱山下,00,対象外,25704,,1月1日～1月31日分仕入,㈱山下
20220131,010,札幌営業所,541,商品仕入高,,,仕入10%,77112,7010,共通部門,312,買掛金,8,㈱山下,00,対象外,77112,,1月1日～1月31日分仕入,㈱山下
20220131,020,東京支店,541,商品仕入高,,,仕入10%,128520,11683,共通部門,312,買掛金,8,㈱山下,00,対象外,128520,,1月1日～1月31日分仕入,㈱山下
20220131,020,東京支店,541,商品仕入高,,,仕入10%,517154,47014,共通部門,312,買掛金,12,㈱有江,00,対象外,517154,,1月1日～1月31日分仕入,㈱有江
20220131,040,大阪支店,541,商品仕入高,,,仕入10%,5649316,513574,共通部門,312,買掛金,5,小藤丸㈱,00,対象外,5649316,,1月1日～1月31日分仕入,小藤丸㈱
20220131,030,名古屋支店,541,商品仕入高,,,仕入10%,2620813,238255,共通部門,312,買掛金,9,斉藤産業㈱,00,対象外,2620813,,1月1日～1月31日分仕入,斉藤産業㈱
20220131,040,大阪支店,541,商品仕入高,,,仕入10%,4760408,432764,共通部門,312,買掛金,10,鈴木販売㈱,00,対象外,4760408,,1月1日～1月31日分仕入,鈴木販売㈱
20220228,020,東京支店,541,商品仕入高,,,仕入10%,3385746,307795,共通部門,312,買掛金,14,(同)ｳｪｽﾄ,00,対象外,3385746,,2月1日～2月28日分仕入,(同)ｳｪｽﾄ
20220228,020,東京支店,541,商品仕入高,,,仕入10%,1292036,117457,共通部門,312,買掛金,13,ﾅｶﾑﾗ産業㈱,00,対象外,1292036,,2月1日～2月28日分仕入,ﾅｶﾑﾗ産業㈱
20220228,010,札幌営業所,541,商品仕入高,,,仕入10%,224733,20430,共通部門,312,買掛金,2,㈱Pole,00,対象外,224733,,2月1日～2月28日分仕入,㈱Pole
20220228,020,東京支店,541,商品仕入高,,,仕入10%,554953,50450,共通部門,312,買掛金,2,㈱Pole,00,対象外,554953,,2月1日～2月28日分仕入,㈱Pole
20220228,030,名古屋支店,541,商品仕入高,,,仕入10%,105486,9589,共通部門,312,買掛金,2,㈱Pole,00,対象外,105486,,2月1日～2月28日分仕入,㈱Pole
20220228,040,大阪支店,541,商品仕入高,,,仕入10%,536607,48782,共通部門,312,買掛金,2,㈱Pole,00,対象外,536607,,2月1日～2月28日分仕入,㈱Pole
20220228,050,九州営業所,541,商品仕入高,,,仕入10%,165109,15009,共通部門,312,買掛金,2,㈱Pole,00,対象外,165109,,2月1日～2月28日分仕入,㈱Pole
20220228,020,東京支店,541,商品仕入高,,,仕入10%,4705170,427742,共通部門,312,買掛金,1,㈱Y2,00,対象外,4705170,,2月1日～2月28日分仕入,㈱Y2
20220228,040,大阪支店,541,商品仕入高,,,仕入10%,1046118,95101,共通部門,312,買掛金,4,㈱ｱﾀｯﾁ,00,対象外,1046118,,2月1日～2月28日分仕入,㈱ｱﾀｯﾁ
20220228,030,名古屋支店,541,商品仕入高,,,仕入10%,3221820,292892,共通部門,312,買掛金,7,㈱ｻﾝｾｯﾄ,00,対象外,3221820,,2月1日～2月28日分仕入,㈱ｻﾝｾｯﾄ
20220228,020,東京支店,541,商品仕入高,,,仕入10%,3726253,338750,共通部門,312,買掛金,3,㈱ﾁｪｯｸ,00,対象外,3726253,,2月1日～2月28日分仕入,㈱ﾁｪｯｸ
20220228,040,大阪支店,541,商品仕入高,,,仕入10%,3218877,292625,共通部門,312,買掛金,6,㈱ﾊﾅﾀﾞ,00,対象外,3218877,,2月1日～2月28日分仕入,㈱ﾊﾅﾀﾞ
20220228,030,名古屋支店,541,商品仕入高,,,仕入10%,1144940,104085,共通部門,312,買掛金,15,㈱はなまる商事,00,対象外,1144940,,2月1日～2月28日分仕入,㈱はなまる商事
20220228,020,東京支店,541,商品仕入高,,,仕入10%,3661476,332861,共通部門,312,買掛金,11,㈱まつむら,00,対象外,3661476,,2月1日～2月28日分仕入,㈱まつむら
20220228,010,札幌営業所,541,商品仕入高,,,仕入10%,26208,2382,共通部門,312,買掛金,8,㈱山下,00,対象外,26208,,2月1日～2月28日分仕入,㈱山下
20220228,020,東京支店,541,商品仕入高,,,仕入10%,361670,32879,共通部門,312,買掛金,8,㈱山下,00,対象外,361670,,2月1日～2月28日分仕入,㈱山下
20220228,030,名古屋支店,541,商品仕入高,,,仕入10%,52416,4765,共通部門,312,買掛金,8,㈱山下,00,対象外,52416,,2月1日～2月28日分仕入,㈱山下
20220228,040,大阪支店,541,商品仕入高,,,仕入10%,52416,4765,共通部門,312,買掛金,8,㈱山下,00,対象外,52416,,2月1日～2月28日分仕入,㈱山下
20220228,050,九州営業所,541,商品仕入高,,,仕入10%,26208,2382,共通部門,312,買掛金,8,㈱山下,00,対象外,26208,,2月1日～2月28日分仕入,㈱山下
20220228,020,東京支店,541,商品仕入高,,,仕入10%,255528,23229,共通部門,312,買掛金,12,㈱有江,00,対象外,255528,,2月1日～2月28日分仕入,㈱有江
20220228,040,大阪支店,541,商品仕入高,,,仕入10%,4236496,385136,共通部門,312,買掛金,5,小藤丸㈱,00,対象外,4236496,,2月1日～2月28日分仕入,小藤丸㈱
20220228,030,名古屋支店,541,商品仕入高,,,仕入10%,2042022,185638,共通部門,312,買掛金,9,斉藤産業㈱,00,対象外,2042022,,2月1日～2月28日分仕入,斉藤産業㈱
20220228,040,大阪支店,541,商品仕入高,,,仕入10%,2656388,241489,共通部門,312,買掛金,10,鈴木販売㈱,00,対象外,2656388,,2月1日～2月28日分仕入,鈴木販売㈱
20220331,020,東京支店,541,商品仕入高,,,仕入10%,3306604,300600,共通部門,312,買掛金,14,(同)ｳｪｽﾄ,00,対象外,3306604,,3月1日～3月31日分仕入,(同)ｳｪｽﾄ
20220331,020,東京支店,541,商品仕入高,,,仕入10%,1604983,145907,共通部門,312,買掛金,13,ﾅｶﾑﾗ産業㈱,00,対象外,1604983,,3月1日～3月31日分仕入,ﾅｶﾑﾗ産業㈱
20220331,010,札幌営業所,541,商品仕入高,,,仕入10%,161481,14680,共通部門,312,買掛金,2,㈱Pole,00,対象外,161481,,3月1日～3月31日分仕入,㈱Pole
20220331,020,東京支店,541,商品仕入高,,,仕入10%,708722,64429,共通部門,312,買掛金,2,㈱Pole,00,対象外,708722,,3月1日～3月31日分仕入,㈱Pole
20220331,030,名古屋支店,541,商品仕入高,,,仕入10%,320719,29156,共通部門,312,買掛金,2,㈱Pole,00,対象外,320719,,3月1日～3月31日分仕入,㈱Pole
20220331,040,大阪支店,541,商品仕入高,,,仕入10%,619008,56273,共通部門,312,買掛金,2,㈱Pole,00,対象外,619008,,3月1日～3月31日分仕入,㈱Pole
20220331,050,九州営業所,541,商品仕入高,,,仕入10%,217551,19777,共通部門,312,買掛金,2,㈱Pole,00,対象外,217551,,3月1日～3月31日分仕入,㈱Pole
20220331,020,東京支店,541,商品仕入高,,,仕入10%,7758109,705282,共通部門,312,買掛金,1,㈱Y2,00,対象外,7758109,,3月1日～3月31日分仕入,㈱Y2
20220331,040,大阪支店,541,商品仕入高,,,仕入10%,1057191,96108,共通部門,312,買掛金,4,㈱ｱﾀｯﾁ,00,対象外,1057191,,3月1日～3月31日分仕入,㈱ｱﾀｯﾁ
20220331,030,名古屋支店,541,商品仕入高,,,仕入10%,4231805,384709,共通部門,312,買掛金,7,㈱ｻﾝｾｯﾄ,00,対象外,4231805,,3月1日～3月31日分仕入,㈱ｻﾝｾｯﾄ
20220331,020,東京支店,541,商品仕入高,,,仕入10%,3861324,351029,共通部門,312,買掛金,3,㈱ﾁｪｯｸ,00,対象外,3861324,,3月1日～3月31日分仕入,㈱ﾁｪｯｸ
20220331,040,大阪支店,541,商品仕入高,,,仕入10%,4615320,419574,共通部門,312,買掛金,6,㈱ﾊﾅﾀﾞ,00,対象外,4615320,,3月1日～3月31日分仕入,㈱ﾊﾅﾀﾞ
20220331,030,名古屋支店,541,商品仕入高,,,仕入10%,1591695,144699,共通部門,312,買掛金,15,㈱はなまる商事,00,対象外,1591695,,3月1日～3月31日分仕入,㈱はなまる商事
20220331,020,東京支店,541,商品仕入高,,,仕入10%,5736237,521476,共通部門,312,買掛金,11,㈱まつむら,00,対象外,5736237,,3月1日～3月31日分仕入,㈱まつむら
20220331,010,札幌営業所,541,商品仕入高,,,仕入10%,102816,9346,共通部門,312,買掛金,8,㈱山下,00,対象外,102816,,3月1日～3月31日分仕入,㈱山下
20220331,020,東京支店,541,商品仕入高,,,仕入10%,46267,4206,共通部門,312,買掛金,8,㈱山下,00,対象外,46267,,3月1日～3月31日分仕入,㈱山下
20220331,030,名古屋支店,541,商品仕入高,,,仕入10%,102816,9346,共通部門,312,買掛金,8,㈱山下,00,対象外,102816,,3月1日～3月31日分仕入,㈱山下
20220331,040,大阪支店,541,商品仕入高,,,仕入10%,154224,14020,共通部門,312,買掛金,8,㈱山下,00,対象外,154224,,3月1日～3月31日分仕入,㈱山下
20220331,050,九州営業所,541,商品仕入高,,,仕入10%,102816,9346,共通部門,312,買掛金,8,㈱山下,00,対象外,102816,,3月1日～3月31日分仕入,㈱山下
20220331,020,東京支店,541,商品仕入高,,,仕入10%,371183,33743,共通部門,312,買掛金,12,㈱有江,00,対象外,371183,,3月1日～3月31日分仕入,㈱有江
