Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance
2021-06-30,保険積立金,10A100020,現金及び預金,20,みずほ 本店,,,0,125000,10A230570,保険積立金,,,,,84079380
2021-06-30,保険積立金,10A230570,保険積立金,,,,,125000,0,10A100020,現金及び預金,20,みずほ 本店,,,1903000
2021-06-30,借入金返済,10A100020,現金及び預金,1,みずほ銀行,,,0,653500,10B100790,短期借入金,,,,,83425880
2021-06-30,利息,10A100020,現金及び預金,1,みずほ銀行,,,0,32675,10E300020,支払利息,,,,,83393205
2021-06-30,借入金返済,10B100790,短期借入金,,,,,653500,0,10A100020,現金及び預金,1,みずほ銀行,,,5881500
2021-06-30,利息,10E300020,支払利息,,,,,32675,0,10A100020,現金及び預金,1,みずほ銀行,,,390376
2021-06-30,運賃 ヤマト運輸,10B100630,未払金,,,,,0,1637000,10E200870,運賃,,,,,81550596
2021-06-30,運賃 佐川急便,10B100630,未払金,,,,,0,805743,10E200870,運賃,,,,,82356339
2021-06-30,運賃 ヤマト運輸,10E200870,運賃,,,,,1637000,0,10B100630,未払金,,,,,8991101
2021-06-30,運賃 佐川急便,10E200870,運賃,,,,,805743,0,10B100630,未払金,,,,,9796844
2021-06-30,広告掲載,10B100630,未払金,,,,,0,50000,10E200050,広告宣伝費,,,,,82406339
2021-06-30,広告掲載,10E200050,広告宣伝費,,,,,50000,0,10B100630,未払金,,,,,507700
2021-06-30,ガソリン代,10A100020,現金及び預金,20,みずほ 本店,,,0,120000,10E201120,車両費,,,,,83273205
2021-06-30,ガソリン代,10E201120,車両費,,,,,120000,0,10A100020,現金及び預金,20,みずほ 本店,,,1587968
2021-06-30,保険料,10A100020,現金及び預金,20,みずほ 本店,,,0,81000,10E200240,保険料,,,,,83192205
2021-06-30,保険料,10E200240,保険料,,,,,81000,0,10A100020,現金及び預金,20,みずほ 本店,,,837460
2021-06-30,会費支払い,10A100020,現金及び預金,,,,,0,30000,10E201140,諸会費,,,,,83162205
2021-06-30,会費支払い,10E201140,諸会費,,,,,30000,0,10A100020,現金及び預金,,,,,348000
2021-06-30,有線,10B100630,未払金,,,,,0,6000,10E201270,雑費,,,,,82412339
2021-06-30,警備料,10B100630,未払金,,,,,0,52381,10E201270,雑費,,,,,82464720
2021-06-30,高速料,10B100630,未払金,,,,,0,63350,10E201120,車両費,,,,,82528070
2021-06-30,清掃料,10B100630,未払金,,,,,0,73500,10E201270,雑費,,,,,82601570
2021-06-30,高速料,10E201120,車両費,,,,,63350,0,10B100630,未払金,,,,,1651318
2021-06-30,有線,10E201270,雑費,,,,,6000,0,10B100630,未払金,,,,,1293800
2021-06-30,警備料,10E201270,雑費,,,,,52381,0,10B100630,未払金,,,,,1346181
2021-06-30,清掃料,10E201270,雑費,,,,,73500,0,10B100630,未払金,,,,,1419681
2021-06-30,運賃,10B100630,未払金,,,,,0,149265,10E200870,運賃,,,,,82750835
2021-06-30,運賃,10E200870,運賃,,,,,149265,0,10B100630,未払金,,,,,9946109
2021-06-30,保険料,10A100020,現金及び預金,30,三井 名古屋,,,0,62000,10E200240,保険料,,,,,83100205
2021-06-30,保険料,10E200240,保険料,,,,,62000,0,10A100020,現金及び預金,30,三井 名古屋,,,899460
2021-06-30,保険料支払い,10A100020,現金及び預金,50,福岡 北九州,,,0,57000,10E200240,保険料,,,,,83043205
2021-06-30,保険料支払い,10E200240,保険料,,,,,57000,0,10A100020,現金及び預金,50,福岡 北九州,,,956460
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,28442,0,10E200200,消耗品費,,,,,756758
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,124116,0,10E200200,消耗品費,,,,,880874
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,25857,0,10E200200,消耗品費,,,,,906731
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,62057,0,10E200200,消耗品費,,,,,968788
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,18100,0,10E200200,消耗品費,,,,,986888
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,0,28442,10E200200,消耗品費,,,,,958446
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,0,124116,10E200200,消耗品費,,,,,834330
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,0,25857,10E200200,消耗品費,,,,,808473
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,0,62057,10E200200,消耗品費,,,,,746416
2021-06-30,消耗品費 部門配賦,10E200200,消耗品費,,,,,0,18100,10E200200,消耗品費,,,,,728316
2021-06-30,ガソリン代,10A100020,現金及び預金,,,,,0,3411,10E201120,車両費,,,,,83039794
2021-06-30,ガソリン代,10E201120,車両費,,,,,3411,0,10A100020,現金及び預金,,,,,1654729
2021-06-30,6月賞与その他 0020 営業部,10A100020,現金及び預金,20,みずほ 本店,,,0,1246323,10E200130,賞与,,,,,81793471
2021-06-30,6月賞与その他 1000 札幌営業所,10A100020,現金及び預金,20,みずほ 本店,,,0,526495,10E200130,賞与,,,,,81266976
2021-06-30,6月賞与その他 3000 名古屋営業所,10A100020,現金及び預金,20,みずほ 本店,,,0,492891,10E200130,賞与,,,,,80774085
2021-06-30,6月賞与その他 4000 大阪支店,10A100020,現金及び預金,20,みずほ 本店,,,0,570872,10E200130,賞与,,,,,80203213
2021-06-30,6月賞与その他 5000 九州営業所,10A100020,現金及び預金,20,みずほ 本店,,,0,376270,10E200130,賞与,,,,,79826943
2021-06-30,6月賞与その他 0020 営業部,10B100690,預り金,1,保険料,,,0,185182,10E200130,賞与,,,,,1922903
2021-06-30,6月賞与その他 0020 営業部,10B100690,預り金,3,源泉税,,,0,129075,10E200130,賞与,,,,,2051978
2021-06-30,6月賞与その他 0020 営業部,10B100690,預り金,9,その他,,,0,9420,10E200130,賞与,,,,,2061398
2021-06-30,6月賞与その他 1000 札幌営業所,10B100690,預り金,1,保険料,,,0,77070,10E200130,賞与,,,,,2138468
2021-06-30,6月賞与その他 1000 札幌営業所,10B100690,預り金,3,源泉税,,,0,52475,10E200130,賞与,,,,,2190943
2021-06-30,6月賞与その他 1000 札幌営業所,10B100690,預り金,9,その他,,,0,3960,10E200130,賞与,,,,,2194903
2021-06-30,6月賞与その他 3000 名古屋営業所,10B100690,預り金,1,保険料,,,0,72997,10E200130,賞与,,,,,2267900
2021-06-30,6月賞与その他 3000 名古屋営業所,10B100690,預り金,3,源泉税,,,0,46416,10E200130,賞与,,,,,2314316
2021-06-30,6月賞与その他 3000 名古屋営業所,10B100690,預り金,9,その他,,,0,3696,10E200130,賞与,,,,,2318012
2021-06-30,6月賞与その他 4000 大阪支店,10B100690,預り金,1,保険料,,,0,84304,10E200130,賞与,,,,,2402316
2021-06-30,6月賞与その他 4000 大阪支店,10B100690,預り金,3,源泉税,,,0,62492,10E200130,賞与,,,,,2464808
2021-06-30,6月賞与その他 4000 大阪支店,10B100690,預り金,9,その他,,,0,4332,10E200130,賞与,,,,,2469140
2021-06-30,6月賞与その他 5000 九州営業所,10B100690,預り金,1,保険料,,,0,54135,10E200130,賞与,,,,,2523275
2021-06-30,6月賞与その他 5000 九州営業所,10B100690,預り金,3,源泉税,,,0,40751,10E200130,賞与,,,,,2564026
2021-06-30,6月賞与その他 5000 九州営業所,10B100690,預り金,9,その他,,,0,2844,10E200130,賞与,,,,,2566870
2021-06-30,6月賞与その他 0020 営業部,10E200130,賞与,,,,,1246323,0,10A100020,現金及び預金,20,みずほ 本店,,,1246323
2021-06-30,6月賞与その他 0020 営業部,10E200130,賞与,,,,,185182,0,10B100690,預り金,1,保険料,,,1431505
2021-06-30,6月賞与その他 0020 営業部,10E200130,賞与,,,,,129075,0,10B100690,預り金,3,源泉税,,,1560580
2021-06-30,6月賞与その他 0020 営業部,10E200130,賞与,,,,,9420,0,10B100690,預り金,9,その他,,,1570000
2021-06-30,6月賞与その他 1000 札幌営業所,10E200130,賞与,,,,,526495,0,10A100020,現金及び預金,20,みずほ 本店,,,2096495
2021-06-30,6月賞与その他 1000 札幌営業所,10E200130,賞与,,,,,77070,0,10B100690,預り金,1,保険料,,,2173565
2021-06-30,6月賞与その他 1000 札幌営業所,10E200130,賞与,,,,,52475,0,10B100690,預り金,3,源泉税,,,2226040
2021-06-30,6月賞与その他 1000 札幌営業所,10E200130,賞与,,,,,3960,0,10B100690,預り金,9,その他,,,2230000
2021-06-30,6月賞与その他 3000 名古屋営業所,10E200130,賞与,,,,,492891,0,10A100020,現金及び預金,20,みずほ 本店,,,2722891
2021-06-30,6月賞与その他 3000 名古屋営業所,10E200130,賞与,,,,,72997,0,10B100690,預り金,1,保険料,,,2795888
2021-06-30,6月賞与その他 3000 名古屋営業所,10E200130,賞与,,,,,46416,0,10B100690,預り金,3,源泉税,,,2842304
2021-06-30,6月賞与その他 3000 名古屋営業所,10E200130,賞与,,,,,3696,0,10B100690,預り金,9,その他,,,2846000
2021-06-30,6月賞与その他 4000 大阪支店,10E200130,賞与,,,,,570872,0,10A100020,現金及び預金,20,みずほ 本店,,,3416872
2021-06-30,6月賞与その他 4000 大阪支店,10E200130,賞与,,,,,84304,0,10B100690,預り金,1,保険料,,,3501176
2021-06-30,6月賞与その他 4000 大阪支店,10E200130,賞与,,,,,62492,0,10B100690,預り金,3,源泉税,,,3563668
2021-06-30,6月賞与その他 4000 大阪支店,10E200130,賞与,,,,,4332,0,10B100690,預り金,9,その他,,,3568000
2021-06-30,6月賞与その他 5000 九州営業所,10E200130,賞与,,,,,376270,0,10A100020,現金及び預金,20,みずほ 本店,,,3944270
2021-06-30,6月賞与その他 5000 九州営業所,10E200130,賞与,,,,,54135,0,10B100690,預り金,1,保険料,,,3998405
2021-06-30,6月賞与その他 5000 九州営業所,10E200130,賞与,,,,,40751,0,10B100690,預り金,3,源泉税,,,4039156
2021-06-30,6月賞与その他 5000 九州営業所,10E200130,賞与,,,,,2844,0,10B100690,預り金,9,その他,,,4042000
2021-06-30,5月分支払,10A100020,現金及び預金,20,みずほ 本店,,,0,7263732,10B100630,未払金,,,,,72563211
2021-06-30,5月分支払,10B100630,未払金,,,,,7263732,0,10A100020,現金及び預金,20,みずほ 本店,,,75487103
2021-06-30,警備料,10A100020,現金及び預金,30,三井 名古屋,,,0,22470,10E201270,雑費,,,,,72540741
2021-06-30,警備料,10E201270,雑費,,,,,22470,0,10A100020,現金及び預金,30,三井 名古屋,,,1442151
2021-06-30,運賃,10B100630,未払金,,,,,0,612430,10E200870,運賃,,,,,76099533
2021-06-30,運賃,10E200870,運賃,,,,,612430,0,10B100630,未払金,,,,,10558539
2021-07-01,* 月初残高,10A100020,現金及び預金,,,,,0,0,,,,,,,72540741
2021-07-01,* 月初残高,10E201230,旅費及び交通費,,,,,0,0,,,,,,,3136340
2021-07-01,* 月初残高,10E200180,通信費,,,,,0,0,,,,,,,3554991
2021-07-01,* 月初残高,10E201120,車両費,,,,,0,0,,,,,,,1654729
2021-07-01,* 月初残高,10E201270,雑費,,,,,0,0,,,,,,,1442151
2021-07-01,* 月初残高,10E201110,事務用消耗品費,,,,,0,0,,,,,,,414942
2021-07-01,* 月初残高,10E200150,交際費,,,,,0,0,,,,,,,1076222
2021-07-01,* 月初残高,10E200600,支払報酬,,,,,0,0,,,,,,,419130
2021-07-01,* 月初残高,10B100630,未払金,,,,,0,0,,,,,,,76099533
2021-07-01,* 月初残高,10E200140,福利厚生費,,,,,0,0,,,,,,,1302265
2021-07-01,* 月初残高,10A100090,売掛金,,,,,0,0,,,,,,,8064042604
2021-07-01,* 月初残高,10E200690,支払手数料,,,,,0,0,,,,,,,34963
2021-07-01,* 月初残高,10E200210,租税公課,,,,,0,0,,,,,,,135000
2021-07-01,* 月初残高,10E200720,地代家賃,,,,,0,0,,,,,,,10347000
2021-07-01,* 月初残高,10E201130,会議費,,,,,0,0,,,,,,,105464
2021-07-01,* 月初残高,10B100690,預り金,,,,,0,0,,,,,,,2566870
2021-07-01,* 月初残高,10A100060,受取手形,,,,,0,0,,,,,,,118745436
2021-07-01,* 月初残高,10B100040,買掛金,,,,,0,0,,,,,,,247591304
2021-07-01,* 月初残高,10B100030,支払手形,,,,,0,0,,,,,,,40144865
2021-07-01,* 月初残高,10E201140,諸会費,,,,,0,0,,,,,,,348000
2021-07-01,* 月初残高,10E200520,雑給,,,,,0,0,,,,,,,908002
2021-07-01,* 月初残高,10E200050,広告宣伝費,,,,,0,0,,,,,,,507700
2021-07-01,* 月初残高,10E201040,水道光熱費,,,,,0,0,,,,,,,1807719
2021-07-01,* 月初残高,10E300020,支払利息,,,,,0,0,,,,,,,390376
2021-07-01,* 月初残高,10E200200,消耗品費,,,,,0,0,,,,,,,728316
2021-07-01,* 月初残高,10E201160,図書費,,,,,0,0,,,,,,,74946
2021-07-01,* 月初残高,10E200020,販売手数料,,,,,0,0,,,,,,,6582000
2021-07-01,* 月初残高,10E200090,役員報酬,,,,,0,0,,,,,,,16152737
2021-07-01,* 月初残高,10E201000,修繕維持費,,,,,0,0,,,,,,,176400
2021-07-01,* 月初残高,10E200870,運賃,,,,,0,0,,,,,,,10558539
2021-07-01,* 月初残高,10E200240,保険料,,,,,0,0,,,,,,,956460
2021-07-01,* 月初残高,10E200730,借地借家料,,,,,0,0,,,,,,,587700
2021-07-01,* 月初残高,10E200540,法定福利費,,,,,0,0,,,,,,,2252338
2021-07-01,* 月初残高,10D100102,電子取引以外売上高,,,,,0,0,,,,,,,131998178
2021-07-01,* 月初残高,10D100110,売上値引及び戻り高,,,,,0,0,,,,,,,944484
2021-07-01,* 月初残高,10E100130,当期商品仕入高,,,,,0,0,,,,,,,109594945
2021-07-01,* 月初残高,10A100610,短期貸付金,,,,,0,0,,,,,,,360000
2021-07-01,* 月初残高,10A230570,保険積立金,,,,,0,0,,,,,,,1903000
2021-07-01,* 月初残高,10B100790,短期借入金,,,,,0,0,,,,,,,5881500
2021-07-01,* 月初残高,10E200370,給料及び手当,,,,,0,0,,,,,,,5515630
2021-07-01,* 月初残高,10D100101,電子取引売上高,,,,,0,0,,,,,,,48661545
2021-07-01,* 月初残高,10B100640,未払法人税等,,,,,0,0,,,,,,,0
2021-07-01,* 月初残高,10B100650,未払事業所税,,,,,0,0,,,,,,,0
2021-07-01,* 月初残高,10B100660,未払消費税等,,,,,0,0,,,,,,,0
2021-07-01,* 月初残高,10E200130,賞与,,,,,0,0,,,,,,,4042000
2021-07-01,* 月初残高,10A100200,電子記録債権,,,,,0,0,,,,,,,0
2021-07-01,* 月初残高,10A100280,商品,,,,,0,0,,,,,,,63013226
2021-07-01,* 月初残高,10E100140,商品期末たな卸高,,,,,0,0,,,,,,,0
2021-07-01,* 月初残高,10A210130,構築物,,,,,0,0,,,,,,,2001693400
2021-07-01,* 月初残高,10E200220,減価償却費,,,,,0,0,,,,,,,0
2021-07-01,* 月初残高,10B200080,長期借入金,,,,,0,0,,,,,,,14000000
2021-07-01,* 月初残高,10E100100,商品期首たな卸高,,,,,0,0,,,,,,,0
2021-07-01,リース料,10A100020,現金及び預金,40,三菱東京 梅田,,,0,84000,10E200730,借地借家料,,,,,72456741
2021-07-01,リース料,10E200730,借地借家料,,,,,84000,0,10A100020,現金及び預金,40,三菱東京 梅田,,,671700
2021-07-01,旅費,10A100020,現金及び預金,,,,,0,19800,10E201230,旅費及び交通費,,,,,72436941
2021-07-01,旅費,10E201230,旅費及び交通費,,,,,19800,0,10A100020,現金及び預金,,,,,3156140
2021-07-01,リース料,10A100020,現金及び預金,20,みずほ 本店,,,0,209850,10E200730,借地借家料,,,,,72227091
2021-07-01,リース料,10E200730,借地借家料,,,,,209850,0,10A100020,現金及び預金,20,みずほ 本店,,,881550
2021-07-01,電池代,10A100020,現金及び預金,,,,,0,458,10E201270,雑費,,,,,72226633
2021-07-01,電池代,10E201270,雑費,,,,,458,0,10A100020,現金及び預金,,,,,1442609
2021-07-01,景品代,10A100020,現金及び預金,,,,,0,35077,10E200140,福利厚生費,,,,,72191556
2021-07-01,景品代,10E200140,福利厚生費,,,,,35077,0,10A100020,現金及び預金,,,,,1337342
2021-07-02,洗車代,10A100020,現金及び預金,,,,,0,2458,10E201120,車両費,,,,,72189098
2021-07-02,ガソリン代,10A100020,現金及び預金,,,,,0,6229,10E201120,車両費,,,,,72182869
2021-07-02,高速代,10A100020,現金及び預金,,,,,0,3086,10E201120,車両費,,,,,72179783
2021-07-02,高速代,10A100020,現金及び預金,,,,,0,477,10E201120,車両費,,,,,72179306
2021-07-02,高速代,10A100020,現金及び預金,,,,,0,8097,10E201120,車両費,,,,,72171209
2021-07-02,ガソリン代,10A100020,現金及び預金,,,,,0,3858,10E201120,車両費,,,,,72167351
2021-07-02,洗車代,10E201120,車両費,,,,,2458,0,10A100020,現金及び預金,,,,,1657187
2021-07-02,ガソリン代,10E201120,車両費,,,,,6229,0,10A100020,現金及び預金,,,,,1663416
2021-07-02,高速代,10E201120,車両費,,,,,3086,0,10A100020,現金及び預金,,,,,1666502
2021-07-02,高速代,10E201120,車両費,,,,,477,0,10A100020,現金及び預金,,,,,1666979
2021-07-02,高速代,10E201120,車両費,,,,,8097,0,10A100020,現金及び預金,,,,,1675076
2021-07-02,ガソリン代,10E201120,車両費,,,,,3858,0,10A100020,現金及び預金,,,,,1678934
2021-07-02,食事代 ダイニング彩2名,10A100020,現金及び預金,,,,,0,6143,10E200150,交際費,,,,,72161208
2021-07-02,食事代 イタリアンレストランペンネ4名,10A100020,現金及び預金,,,,,0,8912,10E200150,交際費,,,,,72152296
2021-07-02,食事代 ダイニング彩2名,10E200150,交際費,,,,,6143,0,10A100020,現金及び預金,,,,,1082365
2021-07-02,食事代 イタリアンレストランペンネ4名,10E200150,交際費,,,,,8912,0,10A100020,現金及び預金,,,,,1091277
2021-07-02,事務用品費,10B100630,未払金,,,,,0,2233,10E201110,事務用消耗品費,,,,,76101766
2021-07-02,事務用品費,10E201110,事務用消耗品費,,,,,2233,0,10B100630,未払金,,,,,417175
2021-07-03,用紙,10A100020,現金及び預金,,,,,0,13780,10E201110,事務用消耗品費,,,,,72138516
2021-07-03,用紙,10E201110,事務用消耗品費,,,,,13780,0,10A100020,現金及び預金,,,,,430955
2021-07-03,旅費,10A100020,現金及び預金,,,,,0,10450,10E201230,旅費及び交通費,,,,,72128066
2021-07-03,旅費,10E201230,旅費及び交通費,,,,,10450,0,10A100020,現金及び預金,,,,,3166590
2021-07-03,タクシー代,10A100020,現金及び預金,,,,,0,6500,10E201230,旅費及び交通費,,,,,72121566
2021-07-03,タクシー代,10E201230,旅費及び交通費,,,,,6500,0,10A100020,現金及び預金,,,,,3173090
2021-07-04,ガソリン代,10A100020,現金及び預金,,,,,0,7320,10E201120,車両費,,,,,72114246
2021-07-04,ガソリン代,10E201120,車両費,,,,,7320,0,10A100020,現金及び預金,,,,,1686254
2021-07-04,結婚式会費,10A100020,現金及び預金,,,,,0,12000,10E200150,交際費,,,,,72102246
2021-07-04,結婚式会費,10E200150,交際費,,,,,12000,0,10A100020,現金及び預金,,,,,1103277
2021-07-04,飲食代 カフェモントレ,10A100020,現金及び預金,,,,,0,14630,10E200150,交際費,,,,,72087616
2021-07-04,飲食代 カフェモントレ,10E200150,交際費,,,,,14630,0,10A100020,現金及び預金,,,,,1117907
2021-07-04,ガソリン代,10B100630,未払金,,,,,0,18900,10E201120,車両費,,,,,76120666
2021-07-04,ガソリン代,10E201120,車両費,,,,,18900,0,10B100630,未払金,,,,,1705154
2021-07-05,税理士報酬,10A100020,現金及び預金,20,みずほ 本店,,,0,139710,10E200600,支払報酬,,,,,71947906
2021-07-05,税理士報酬,10E200600,支払報酬,,,,,139710,0,10A100020,現金及び預金,20,みずほ 本店,,,558840
2021-07-05,航空券,10A100020,現金及び預金,,,,,0,24500,10E201230,旅費及び交通費,,,,,71923406
2021-07-05,航空券,10E201230,旅費及び交通費,,,,,24500,0,10A100020,現金及び預金,,,,,3197590
2021-07-05,コーヒー代3名,10A100020,現金及び預金,,,,,0,1575,10E200150,交際費,,,,,71921831
2021-07-05,コーヒー代3名,10E200150,交際費,,,,,1575,0,10A100020,現金及び預金,,,,,1119482
2021-07-05,7月5日伝票No253株式会社 渡辺産業,10A100020,現金及び預金,50,福岡 北九州,,,950782,0,10A100090,売掛金,22,㈱渡辺産業,,,72872613
2021-07-05,7月5日伝票No253株式会社 渡辺産業,10A100090,売掛金,22,㈱渡辺産業,,,0,950782,10A100020,現金及び預金,50,福岡 北九州,,,8063091822
2021-07-05,7月5日伝票No253株式会社 渡辺産業,10A100090,売掛金,22,㈱渡辺産業,,,0,10000,10D100110,売上値引及び戻り高,,,,,8063081822
2021-07-05,7月5日伝票No253株式会社 渡辺産業,10A100090,売掛金,22,㈱渡辺産業,,,0,472,10E200690,支払手数料,,,,,8063081350
2021-07-05,7月5日伝票No253株式会社 渡辺産業,10D100110,売上値引及び戻り高,,,,,10000,0,10A100090,売掛金,22,㈱渡辺産業,,,954484
2021-07-05,7月5日伝票No253株式会社 渡辺産業,10E200690,支払手数料,,,,,472,0,10A100090,売掛金,22,㈱渡辺産業,,,35435
2021-07-05,7月5日伝票No254佐々木販売株式会社,10A100020,現金及び預金,20,みずほ 本店,,,841905,0,10A100090,売掛金,26,佐々木販売㈱,,,73714518
2021-07-05,7月5日伝票No254佐々木販売株式会社,10A100090,売掛金,26,佐々木販売㈱,,,0,841905,10A100020,現金及び預金,20,みずほ 本店,,,8062239445
2021-07-05,7月5日伝票No254佐々木販売株式会社,10A100090,売掛金,26,佐々木販売㈱,,,0,472,10E200690,支払手数料,,,,,8062238973
2021-07-05,7月5日伝票No254佐々木販売株式会社,10E200690,支払手数料,,,,,472,0,10A100090,売掛金,26,佐々木販売㈱,,,35907
2021-07-05,7月5日伝票No255岩下物産株式会社,10A100020,現金及び預金,30,三井 名古屋,,,490899,0,10A100090,売掛金,27,岩下物産㈱,,,74205417
2021-07-05,7月5日伝票No255岩下物産株式会社,10A100090,売掛金,27,岩下物産㈱,,,0,490899,10A100020,現金及び預金,30,三井 名古屋,,,8061748074
2021-07-06,タクシー代,10A100020,現金及び預金,,,,,0,2290,10E201230,旅費及び交通費,,,,,74203127
2021-07-06,タクシー代,10E201230,旅費及び交通費,,,,,2290,0,10A100020,現金及び預金,,,,,3199880
2021-07-06,出張旅費,10A100020,現金及び預金,,,,,0,12000,10E201230,旅費及び交通費,,,,,74191127
2021-07-06,出張旅費,10E201230,旅費及び交通費,,,,,12000,0,10A100020,現金及び預金,,,,,3211880
2021-07-06,昼食代 レストラン桜花3名,10A100020,現金及び預金,,,,,0,7140,10E200150,交際費,,,,,74183987
2021-07-06,昼食代 レストラン桜花3名,10E200150,交際費,,,,,7140,0,10A100020,現金及び預金,,,,,1126622
2021-07-06,食事代 ホテルランチ2名,10A100020,現金及び預金,,,,,0,5543,10E200150,交際費,,,,,74178444
2021-07-06,コーヒー代2名,10A100020,現金及び預金,,,,,0,1048,10E200150,交際費,,,,,74177396
2021-07-06,食事代 ホテルランチ2名,10E200150,交際費,,,,,5543,0,10A100020,現金及び預金,,,,,1132165
2021-07-06,コーヒー代2名,10E200150,交際費,,,,,1048,0,10A100020,現金及び預金,,,,,1133213
2021-07-06,トイレットペーパー代,10A100020,現金及び預金,,,,,0,3102,10E201270,雑費,,,,,74174294
2021-07-06,トイレットペーパー代,10E201270,雑費,,,,,3102,0,10A100020,現金及び預金,,,,,1445711
2021-07-07,JR代,10A100020,現金及び預金,,,,,0,69500,10E201230,旅費及び交通費,,,,,74104794
2021-07-07,JR代,10E201230,旅費及び交通費,,,,,69500,0,10A100020,現金及び預金,,,,,3281380
2021-07-07,旅費,10A100020,現金及び預金,,,,,0,50000,10E201230,旅費及び交通費,,,,,74054794
2021-07-07,旅費,10E201230,旅費及び交通費,,,,,50000,0,10A100020,現金及び預金,,,,,3331380
2021-07-07,ガソリン代,10A100020,現金及び預金,,,,,0,12000,10E201120,車両費,,,,,74042794
2021-07-07,ガソリン代,10E201120,車両費,,,,,12000,0,10A100020,現金及び預金,,,,,1717154
2021-07-08,コーヒー代4名,10A100020,現金及び預金,,,,,0,2210,10E200150,交際費,,,,,74040584
2021-07-08,コーヒー代4名,10E200150,交際費,,,,,2210,0,10A100020,現金及び預金,,,,,1135423
2021-07-08,ガソリン代,10B100630,未払金,,,,,0,5412,10E201120,車両費,,,,,76126078
2021-07-08,高速代,10B100630,未払金,,,,,0,4858,10E201120,車両費,,,,,76130936
2021-07-08,駐車代,10B100630,未払金,,,,,0,572,10E201120,車両費,,,,,76131508
2021-07-08,ガソリン代,10E201120,車両費,,,,,5412,0,10B100630,未払金,,,,,1722566
2021-07-08,高速代,10E201120,車両費,,,,,4858,0,10B100630,未払金,,,,,1727424
2021-07-08,駐車代,10E201120,車両費,,,,,572,0,10B100630,未払金,,,,,1727996
2021-07-08,ゴルフプレー代2名,10A100020,現金及び預金,,,,,0,18240,10E200150,交際費,,,,,74022344
2021-07-08,ゴルフプレー代2名,10E200150,交際費,,,,,18240,0,10A100020,現金及び預金,,,,,1153663
2021-07-08,航空券代,10A100020,現金及び預金,50,福岡 北九州,,,0,45000,10E201230,旅費及び交通費,,,,,73977344
2021-07-08,航空券代,10E201230,旅費及び交通費,,,,,45000,0,10A100020,現金及び預金,50,福岡 北九州,,,3376380
2021-07-08,旅費,10A100020,現金及び預金,,,,,0,42000,10E201230,旅費及び交通費,,,,,73935344
2021-07-08,旅費,10E201230,旅費及び交通費,,,,,42000,0,10A100020,現金及び預金,,,,,3418380
2021-07-08,トイレットペーパー他,10A100020,現金及び預金,,,,,0,2361,10E201270,雑費,,,,,73932983
2021-07-08,トイレットペーパー他,10E201270,雑費,,,,,2361,0,10A100020,現金及び預金,,,,,1448072
2021-07-08,景品代,10B100630,未払金,,,,,0,61050,10E200140,福利厚生費,,,,,76192558
2021-07-08,景品代,10E200140,福利厚生費,,,,,61050,0,10B100630,未払金,,,,,1398392
2021-07-09,点検作業料,10A100020,現金及び預金,,,,,0,40000,10E201120,車両費,,,,,73892983
2021-07-09,点検作業料,10E201120,車両費,,,,,40000,0,10A100020,現金及び預金,,,,,1767996
2021-07-09,ガソリン代,10A100020,現金及び預金,,,,,0,3519,10E201120,車両費,,,,,73889464
2021-07-09,ガソリン代,10E201120,車両費,,,,,3519,0,10A100020,現金及び預金,,,,,1771515
2021-07-10,電話代,10A100020,現金及び預金,40,三菱東京 梅田,,,0,246816,10E200180,通信費,,,,,73642648
2021-07-10,電話代,10E200180,通信費,,,,,246816,0,10A100020,現金及び預金,40,三菱東京 梅田,,,3801807
2021-07-10,家賃支払い,10A100020,現金及び預金,30,三井 名古屋,,,0,399000,10E200720,地代家賃,,,,,73243648
2021-07-10,家賃支払い,10E200720,地代家賃,,,,,399000,0,10A100020,現金及び預金,30,三井 名古屋,,,10746000
2021-07-10,手形期日落日 チェック,10A100020,現金及び預金,1,みずほ銀行,,,0,7368349,10B100030,支払手形,,,,,65875299
2021-07-10,手形期日落日 チェック,10B100030,支払手形,,,,,7368349,0,10A100020,現金及び預金,1,みずほ銀行,,,32776516
2021-07-10,コーヒー代2名,10A100020,現金及び預金,,,,,0,1570,10E200150,交際費,,,,,65873729
2021-07-10,コーヒー代2名,10E200150,交際費,,,,,1570,0,10A100020,現金及び預金,,,,,1155233
2021-07-10,会議 食事代,10A100020,現金及び預金,,,,,0,24995,10E201130,会議費,,,,,65848734
2021-07-10,会議 食事代,10E201130,会議費,,,,,24995,0,10A100020,現金及び預金,,,,,130459
