JP07a,JP08a,BS04c5,JP05a,BS04c6,JP05b,JP07a_GL02_01,JP07a_GL02_03,GE03dl_01,GL05c_01,BS15c_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,JP05a_01,JP05a_02,JP05a_03,GE05gP_01,GE05gS_01,JP02c_BS28_01,JP02c_BS28_02,JP06d_BS16_01,JP06d_BS16_02,JP05b_01,JP05b_02,JP05b_03,GE05hX_01,GE05h0_01,JP02d_BS28_01,JP02d_BS28_02,BS04c5_01,BS04c5_02,BS04c5_03,BS04c6_01,BS04c6_02,BS04c6_03
461,1.0,,,,1.0,,,,,,,,,,,,,,,,,,29,㈱千代ｻｰﾋﾞｽ,sub-account,,,,,,,,,,
461,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
461,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
461,2.0,,,,,,,,,,5月31日伝票No229株式会社 千代サービス,10E200690,支払手数料,,,,210.0,19.0,S10,標準10%,10A100090,売掛金,,,,210.0,0.0,O,対象外,,,,,,
461,2.0,,,,1.0,,,,,,,,,,,,,,,,,,29,㈱千代ｻｰﾋﾞｽ,sub-account,,,,,,,,,,
461,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
461,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
462,,,,,,124,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.0,,,,,,,,,,5月31日伝票No451合同会社 エイム商事,10A100020,現金及び預金,,,,641884.0,0.0,O,対象外,10A100090,売掛金,,,,641884.0,0.0,O,対象外,,,,,,
462,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,(同)ｴｲﾑ商事,sub-account,,,,,,,,,,
462,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
462,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
463,,,,,,125,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
463,1.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,72576.0,6597.0,S10,標準10%,10B100040,買掛金,,,,72576.0,0.0,O,対象外,,,,,,
463,1.0,,,,1.0,,,,,,,,,,,,,,,,,,8,㈱山下,sub-account,,,,,,,,,,
463,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
463,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
463,2.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,135474.0,12315.0,S10,標準10%,10B100040,買掛金,,,,135474.0,0.0,O,対象外,,,,,,
463,2.0,,,,1.0,,,,,,,,,,,,,,,,,,2,㈱Pole,sub-account,,,,,,,,,,
463,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
463,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,,,,,,126,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
464,1.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,4270793.0,388253.0,S10,標準10%,10B100040,買掛金,,,,4270793.0,0.0,O,対象外,,,,,,
464,1.0,,,,1.0,,,,,,,,,,,,,,,,,,11,㈱まつむら,sub-account,,,,,,,,,,
464,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,2.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,6139435.0,558130.0,S10,標準10%,10B100040,買掛金,,,,6139435.0,0.0,O,対象外,,,,,,
464,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1,㈱Y2,sub-account,,,,,,,,,,
464,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,3.0,,,,,,,,,,5月1日～5月31日分仕入,10B100040,買掛金,,,,42386.0,0.0,O,対象外,10E100120,仕入値引及び戻し高,,,,42386.0,3853.0,S10,標準10%,,,,,,
464,3.0,,1.0,,,,,,,,,,,11,㈱まつむら,sub-account,,,,,,,,,,,,,,,,,,,
464,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
464,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department
464,4.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,2895984.0,263271.0,S10,標準10%,10B100040,買掛金,,,,2895984.0,0.0,O,対象外,,,,,,
464,4.0,,,,1.0,,,,,,,,,,,,,,,,,,14,(同)ｳｪｽﾄ,sub-account,,,,,,,,,,
464,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,5.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,3107835.0,282530.0,S10,標準10%,10B100040,買掛金,,,,3107835.0,0.0,O,対象外,,,,,,
464,5.0,,,,1.0,,,,,,,,,,,,,,,,,,3,㈱ﾁｪｯｸ,sub-account,,,,,,,,,,
464,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,6.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,630800.0,57345.0,S10,標準10%,10B100040,買掛金,,,,630800.0,0.0,O,対象外,,,,,,
464,6.0,,,,1.0,,,,,,,,,,,,,,,,,,2,㈱Pole,sub-account,,,,,,,,,,
464,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,7.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,1291839.0,117439.0,S10,標準10%,10B100040,買掛金,,,,1291839.0,0.0,O,対象外,,,,,,
464,7.0,,,,1.0,,,,,,,,,,,,,,,,,,13,ﾅｶﾑﾗ産業㈱,sub-account,,,,,,,,,,
464,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,8.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,330220.0,30020.0,S10,標準10%,10B100040,買掛金,,,,330220.0,0.0,O,対象外,,,,,,
464,8.0,,,,1.0,,,,,,,,,,,,,,,,,,12,㈱有江,sub-account,,,,,,,,,,
464,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,9.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,140313.0,12755.0,S10,標準10%,10B100040,買掛金,,,,140313.0,0.0,O,対象外,,,,,,
464,9.0,,,,1.0,,,,,,,,,,,,,,,,,,8,㈱山下,sub-account,,,,,,,,,,
464,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
464,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
464,10.0,,,,,,,,,,5月1日～5月31日分仕入,10B100040,買掛金,,,,81144.0,0.0,O,対象外,10E100120,仕入値引及び戻し高,,,,81144.0,7376.0,S10,標準10%,,,,,,
464,10.0,,1.0,,,,,,,,,,,3,㈱ﾁｪｯｸ,sub-account,,,,,,,,,,,,,,,,,,,
464,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
464,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department
465,,,,,,127,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
465,1.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,3549759.0,322705.0,S10,標準10%,10B100040,買掛金,,,,3549759.0,0.0,O,対象外,,,,,,
465,1.0,,,,1.0,,,,,,,,,,,,,,,,,,7,㈱ｻﾝｾｯﾄ,sub-account,,,,,,,,,,
465,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
465,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
465,2.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,1772046.0,161095.0,S10,標準10%,10B100040,買掛金,,,,1772046.0,0.0,O,対象外,,,,,,
465,2.0,,,,1.0,,,,,,,,,,,,,,,,,,9,斉藤産業㈱,sub-account,,,,,,,,,,
465,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
465,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
465,3.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,1154355.0,104941.0,S10,標準10%,10B100040,買掛金,,,,1154355.0,0.0,O,対象外,,,,,,
465,3.0,,,,1.0,,,,,,,,,,,,,,,,,,15,㈱はなまる商事,sub-account,,,,,,,,,,
465,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
465,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
465,4.0,,,,,,,,,,5月1日～5月31日分仕入,10B100040,買掛金,,,,12903.0,0.0,O,対象外,10E100120,仕入値引及び戻し高,,,,12903.0,1173.0,S10,標準10%,,,,,,
465,4.0,,1.0,,,,,,,,,,,9,斉藤産業㈱,sub-account,,,,,,,,,,,,,,,,,,,
465,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
465,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department
465,5.0,,,,,,,,,,5月1日～5月31日分仕入,10B100040,買掛金,,,,17337.0,0.0,O,対象外,10E100120,仕入値引及び戻し高,,,,17337.0,1576.0,S10,標準10%,,,,,,
465,5.0,,1.0,,,,,,,,,,,7,㈱ｻﾝｾｯﾄ,sub-account,,,,,,,,,,,,,,,,,,,
465,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
465,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department
465,6.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,190510.0,17319.0,S10,標準10%,10B100040,買掛金,,,,190510.0,0.0,O,対象外,,,,,,
465,6.0,,,,1.0,,,,,,,,,,,,,,,,,,2,㈱Pole,sub-account,,,,,,,,,,
465,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
465,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
466,,,,,,128,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,3030717.0,275519.0,S10,標準10%,10B100040,買掛金,,,,3030717.0,0.0,O,対象外,,,,,,
466,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,鈴木販売㈱,sub-account,,,,,,,,,,
466,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
466,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
466,2.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,3530262.0,320932.0,S10,標準10%,10B100040,買掛金,,,,3530262.0,0.0,O,対象外,,,,,,
466,2.0,,,,1.0,,,,,,,,,,,,,,,,,,6,㈱ﾊﾅﾀﾞ,sub-account,,,,,,,,,,
466,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
466,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
466,3.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,3744310.0,340391.0,S10,標準10%,10B100040,買掛金,,,,3744310.0,0.0,O,対象外,,,,,,
466,3.0,,,,1.0,,,,,,,,,,,,,,,,,,5,小藤丸㈱,sub-account,,,,,,,,,,
466,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
466,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
466,4.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,926133.0,84193.0,S10,標準10%,10B100040,買掛金,,,,926133.0,0.0,O,対象外,,,,,,
466,4.0,,,,1.0,,,,,,,,,,,,,,,,,,4,㈱ｱﾀｯﾁ,sub-account,,,,,,,,,,
466,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
466,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
466,5.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,169344.0,15394.0,S10,標準10%,10B100040,買掛金,,,,169344.0,0.0,O,対象外,,,,,,
466,5.0,,,,1.0,,,,,,,,,,,,,,,,,,8,㈱山下,sub-account,,,,,,,,,,
466,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
466,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
466,6.0,,,,,,,,,,5月1日～5月31日分仕入,10B100040,買掛金,,,,56044.0,0.0,O,対象外,10E100120,仕入値引及び戻し高,,,,56044.0,5094.0,S10,標準10%,,,,,,
466,6.0,,1.0,,,,,,,,,,,10,鈴木販売㈱,sub-account,,,,,,,,,,,,,,,,,,,
466,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
466,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department
466,7.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,283648.0,25786.0,S10,標準10%,10B100040,買掛金,,,,283648.0,0.0,O,対象外,,,,,,
466,7.0,,,,1.0,,,,,,,,,,,,,,,,,,2,㈱Pole,sub-account,,,,,,,,,,
466,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
466,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
466,8.0,,,,,,,,,,5月1日～5月31日分仕入,10B100040,買掛金,,,,22176.0,0.0,O,対象外,10E100120,仕入値引及び戻し高,,,,22176.0,2016.0,S10,標準10%,,,,,,
466,8.0,,1.0,,,,,,,,,,,5,小藤丸㈱,sub-account,,,,,,,,,,,,,,,,,,,
466,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
466,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department
467,,,,,,129,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
467,1.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,24192.0,2199.0,S10,標準10%,10B100040,買掛金,,,,24192.0,0.0,O,対象外,,,,,,
467,1.0,,,,1.0,,,,,,,,,,,,,,,,,,8,㈱山下,sub-account,,,,,,,,,,
467,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
467,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
467,2.0,,,,,,,,,,5月1日～5月31日分仕入,10E100130,当期商品仕入高,,,,55036.0,5003.0,S10,標準10%,10B100040,買掛金,,,,55036.0,0.0,O,対象外,,,,,,
467,2.0,,,,1.0,,,,,,,,,,,,,,,,,,2,㈱Pole,sub-account,,,,,,,,,,
467,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
467,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
468,,,,,,130,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
468,1.0,,,,,,,,,,5月31日伝票No146株式会社 Pole,10B100040,買掛金,,,,1115850.0,0.0,O,対象外,10A100020,現金及び預金,,,,1115850.0,0.0,O,対象外,,,,,,
468,1.0,,1.0,,,,,,,,,,,2,㈱Pole,sub-account,,,,,,,,,,,,,,,,,,,
468,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
468,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
468,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
469,,,,,,131,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
469,1.0,,,,,,,,,,5月31日伝票No147小藤丸株式会社,10B100040,買掛金,,,,3467360.0,0.0,O,対象外,10B100030,支払手形,,,,3467360.0,0.0,O,対象外,,,,,,
469,1.0,,1.0,,,,,,,,,,,5,小藤丸㈱,sub-account,,,,,,,,,,,,,,,,,,,
469,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
469,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
470,,,,,,132,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.0,,,,,,,,,,5月31日伝票No148株式会社 サンセット,10B100040,買掛金,,,,3387545.0,0.0,O,対象外,10A100020,現金及び預金,,,,3387545.0,0.0,O,対象外,,,,,,
470,1.0,,1.0,,,,,,,,,,,7,㈱ｻﾝｾｯﾄ,sub-account,,,,,,,,,,,,,,,,,,,
470,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
470,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
470,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
471,,,,,,133,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
471,1.0,,,,,,,,,,5月31日伝票No149斉藤産業株式会社,10B100040,買掛金,,,,1744898.0,0.0,O,対象外,10B100030,支払手形,,,,1744898.0,0.0,O,対象外,,,,,,
471,1.0,,1.0,,,,,,,,,,,9,斉藤産業㈱,sub-account,,,,,,,,,,,,,,,,,,,
471,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
471,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
472,,,,,,134,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
472,1.0,,,,,,,,,,5月31日伝票No150鈴木販売株式会社,10B100040,買掛金,,,,2926580.0,0.0,O,対象外,10A100020,現金及び預金,,,,2926580.0,0.0,O,対象外,,,,,,
472,1.0,,1.0,,,,,,,,,,,10,鈴木販売㈱,sub-account,,,,,,,,,,,,,,,,,,,
472,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
472,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
472,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
473,,,,,,135,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
473,1.0,,,,,,,,,,5月31日伝票No151株式会社 有江,10B100040,買掛金,,,,322812.0,0.0,O,対象外,10A100020,現金及び預金,,,,322812.0,0.0,O,対象外,,,,,,
473,1.0,,1.0,,,,,,,,,,,12,㈱有江,sub-account,,,,,,,,,,,,,,,,,,,
473,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
473,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
473,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
474,,,,,,136,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.0,,,,,,,,,,5月31日伝票No152ナカムラ産業株式会社,10B100040,買掛金,,,,1985810.0,0.0,O,対象外,10A100020,現金及び預金,,,,1985810.0,0.0,O,対象外,,,,,,
474,1.0,,1.0,,,,,,,,,,,13,ﾅｶﾑﾗ産業㈱,sub-account,,,,,,,,,,,,,,,,,,,
474,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
474,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
474,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
475,,,,,,137,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
475,1.0,,,,,,,,,,5月31日伝票No153合同会社 ウェスト,10B100040,買掛金,,,,2584863.0,0.0,O,対象外,10A100020,現金及び預金,,,,2584863.0,0.0,O,対象外,,,,,,
475,1.0,,1.0,,,,,,,,,,,14,(同)ｳｪｽﾄ,sub-account,,,,,,,,,,,,,,,,,,,
475,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
475,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
475,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
476,,,,,,138,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
476,1.0,,,,,,,,,,5月31日伝票No154株式会社 はなまる商事,10B100040,買掛金,,,,1130334.0,0.0,O,対象外,10A100020,現金及び預金,,,,1130334.0,0.0,O,対象外,,,,,,
476,1.0,,1.0,,,,,,,,,,,15,㈱はなまる商事,sub-account,,,,,,,,,,,,,,,,,,,
476,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
476,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
476,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
476,2.0,,,,,,,,,,手形満期 今井百貨店,10A100020,現金及び預金,,,,13153880.0,0.0,O,対象外,10A100060,受取手形,,,,13153880.0,0.0,O,対象外,,,,,,
476,2.0,,1.0,,,,,,,,,,,1,みずほ銀行,sub-account,,,,,,,,,,,,,,,,,,,
476,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
476,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
477,,,,,,139,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
477,1.0,,,,,,,,,,手形満期 かめだデパート,10A100020,現金及び預金,,,,7756692.0,0.0,O,対象外,10A100060,受取手形,,,,7756692.0,0.0,O,対象外,,,,,,
477,1.0,,1.0,,,,,,,,,,,1,みずほ銀行,sub-account,,,,,,,,,,,,,,,,,,,
477,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
477,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
478,,,,,,140,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.0,,,,,,,,,,手形期日落日 小藤丸,10B100030,支払手形,,,,3512659.0,0.0,O,対象外,10A100020,現金及び預金,,,,3512659.0,0.0,O,対象外,,,,,,
478,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1,みずほ銀行,sub-account,,,,,,,,,,
478,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
478,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
478,2.0,,,,,,,,,,手形期日落日 斉藤産業,10B100030,支払手形,,,,1647815.0,0.0,O,対象外,10A100020,現金及び預金,,,,1647815.0,0.0,O,対象外,,,,,,
478,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1,みずほ銀行,sub-account,,,,,,,,,,
478,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
478,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
478,3.0,,,,,,,,,,手形期日落日 鈴木販売,10B100030,支払手形,,,,3005608.0,0.0,O,対象外,10A100020,現金及び預金,,,,3005608.0,0.0,O,対象外,,,,,,
478,3.0,,,,1.0,,,,,,,,,,,,,,,,,,1,みずほ銀行,sub-account,,,,,,,,,,
478,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
478,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
479,,,,,,145,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
479,1.0,,,,,,,,,,運賃,10E200870,運賃,,,,170900.0,15536.0,S10,標準10%,10B100630,未払金,,,,170900.0,0.0,O,対象外,,,,,,
479,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
479,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
480,,,,,,147,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.0,,,,,,,,,,貸付金返済,10A100020,現金及び預金,,,,40000.0,0.0,O,対象外,10A100610,短期貸付金,,,,40000.0,0.0,O,対象外,,,,,,
480,1.0,,1.0,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,,,,,,,,,,
480,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
480,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
481,,,,,,151,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
481,1.0,,,,,,,,,,事業税等支払,10B100650,未払事業所税,,,,1862000.0,0.0,O,対象外,10A100020,現金及び預金,,,,9673478.0,0.0,O,対象外,,,,,,
481,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
481,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
481,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
481,2.0,,,,,,,,,,法人税支払,10B100640,未払法人税等,,,,2864378.0,0.0,O,対象外,,,,,,,,,,,,,,,
481,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
481,3.0,,,,,,,,,,消費税支払,10B100660,未払消費税等,,,,4947100.0,0.0,O,対象外,,,,,,,,,,,,,,,
