JP07a,JP08a,BS04c5,JP05a,BS04c6,JP05b,JP07a_GL02_01,JP07a_GL02_03,GE03dl_01,GL05c_01,BS15c_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,JP05a_01,JP05a_02,JP05a_03,GE05gP_01,GE05gS_01,JP02c_BS28_01,JP02c_BS28_02,JP06d_BS16_01,JP06d_BS16_02,JP05b_01,JP05b_02,JP05b_03,GE05hX_01,GE05h0_01,JP02d_BS28_01,JP02d_BS28_02,BS04c5_01,BS04c5_02,BS04c5_03,BS04c6_01,BS04c6_02,BS04c6_03
482,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
482,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
482,2,,,,,,,,,,Insurance Reserve Fund,248,Insurance Reserve Fund,,,,125000,0,00,Out of Scope,,,,,,,,,,,,,,,
482,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
483,,,,,,153,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,,,,,,,,,,Loan Repayment,321,Short-Term Loans Payable,,,,653500,0,00,Out of Scope,121,Current Account,,,,686175,0,00,Out of Scope,,,,,,
483,1,,,,1,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
483,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
483,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
483,2,,,,,,,,,,Interest,821,Interest Expense,,,,32675,0,P0,Non-purchase,,,,,,,,,,,,,,,
483,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
484,,,,,,154,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
484,1,,,,,,,,,,Flower price,733,Entertainment Expenses,,,,12000,1090,Q5,Purchase 10%,322,Accrued Expenses,,,,22000,0,00,Out of Scope,,,,,,
484,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
484,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
484,2,,,,,,,,,,Condolence Money,733,Entertainment Expenses,,,,10000,909,Q5,Purchase 10%,,,,,,,,,,,,,,,
484,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
485,,,,,,155,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,,,,,,,,,,Fund Transfer,131,Regular Savings Account,,,,3000000,0,00,Out of Scope,121,Current Account,,,,3000000,0,00,Out of Scope,,,,,,
485,1,,1,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
485,1,,,,1,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
485,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
485,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
486,,,,,,208,2021-05-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
486,1,,,,,,,,,,Insurance Premium Advance,326,Deposits Received,,,,754807,0,00,Out of Scope,131,Regular Savings Account,,,,1519292,0,00,Out of Scope,,,,,,
486,1,,1,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,,,,,,,,,,
486,1,,,,1,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
486,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
486,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
486,2,,,,,,,,,,Employer's Share of Insurance Premiums,723,Statutory Welfare Expenses,,,,111192,0,P0,Non-purchase,,,,,,,,,,,,,,,
486,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
486,3,,,,,,,,,,Employer's Share of Insurance Premiums,723,Statutory Welfare Expenses,,,,236635,0,P0,Non-purchase,,,,,,,,,,,,,,,
486,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
486,4,,,,,,,,,,Employer's Share of Insurance Premiums,723,Statutory Welfare Expenses,,,,100704,0,P0,Non-purchase,,,,,,,,,,,,,,,
486,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
486,5,,,,,,,,,,Employer's Share of Insurance Premiums,723,Statutory Welfare Expenses,,,,92652,0,P0,Non-purchase,,,,,,,,,,,,,,,
486,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
486,6,,,,,,,,,,Employer's Share of Insurance Premiums,723,Statutory Welfare Expenses,,,,147385,0,P0,Non-purchase,,,,,,,,,,,,,,,
486,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
486,7,,,,,,,,,,Employer's Share of Insurance Premiums,723,Statutory Welfare Expenses,,,,66245,0,P0,Non-purchase,,,,,,,,,,,,,,,
486,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
486,8,,,,,,,,,,Employer's Share of Child Contribution,723,Statutory Welfare Expenses,,,,9672,0,P0,Non-purchase,,,,,,,,,,,,,,,
486,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
487,,,,,,94,2021-06-01,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
487,1,,,,,,,,,,Tea Cost,791,Miscellaneous Expenses,,,,3150,286,Q5,Purchase 10%,111,Cash,,,,3150,0,00,Out of Scope,,,,,,
487,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
487,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
488,,,,,,106,2021-06-01,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
488,1,,,,,,,,,,Meal Cost Yamabiko 4 People,733,Entertainment Expenses,,,,7267,660,Q5,Purchase 10%,111,Cash,,,,27896,0,00,Out of Scope,,,,,,
488,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
488,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
488,2,,,,,,,,,,Food and drink fee Snack Kitashinchi,733,Entertainment Expenses,,,,20629,1875,Q5,Purchase 10%,,,,,,,,,,,,,,,
488,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
489,,,,,,147,2021-06-01,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
489,1,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,5416,492,Q5,Purchase 10%,322,Accrued Expenses,,,,5988,0,00,Out of Scope,,,,,,
489,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
489,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
489,2,,,,,,,,,,Highway Toll,740,Vehicle Expenses,,,,572,52,Q5,Purchase 10%,,,,,,,,,,,,,,,
489,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
490,,,,,,10,2021-06-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
490,1,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,4224,384,Q5,Purchase 10%,111,Cash,,,,4224,0,00,Out of Scope,,,,,,
490,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
490,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
491,,,,,,18,2021-06-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,21700,1972,Q5,Purchase 10%,111,Cash,,,,21700,0,00,Out of Scope,,,,,,
491,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
491,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
492,,,,,,42,2021-06-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
492,1,,,,,,,,,,Lunch Cost Cafe Angel 3 People,733,Entertainment Expenses,,,,3420,310,Q5,Purchase 10%,111,Cash,,,,3420,0,00,Out of Scope,,,,,,
492,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
492,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
493,,,,,,56,2021-06-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
493,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,32600,2963,Q5,Purchase 10%,111,Cash,,,,32600,0,00,Out of Scope,,,,,,
493,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
493,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
494,,,,,,77,2021-06-02,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
494,1,,,,,,,,,,Golf Play Fee,733,Entertainment Expenses,,,,6800,618,Q5,Purchase 10%,111,Cash,,,,6800,0,00,Out of Scope,,,,,,
494,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
494,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
495,,,,,,19,2021-06-04,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
495,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,15000,1363,Q5,Purchase 10%,111,Cash,,,,15000,0,00,Out of Scope,,,,,,
495,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
495,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
496,,,,,,161,2021-06-04,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
496,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,7500,681,Q5,Purchase 10%,111,Cash,,,,7500,0,00,Out of Scope,,,,,,
496,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
496,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
497,,,,,,94,2021-06-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
497,1,,,,,,,,,,"June 5th Slip No. 230 Watanabe Industries Co., Ltd.",131,Regular Savings Account,,,,1359958,0,00,Out of Scope,152,Accounts Receivable,,,,1359958,0,00,Out of Scope,,,,,,
497,1,,1,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,,,,,,,,,,
497,1,,,,1,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,
497,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
497,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
497,2,,,,,,,,,,"June 5th Slip No. 230 Watanabe Industries Co., Ltd.",741,Payment Fees,,,,472,42,Q5,Purchase 10%,152,Accounts Receivable,,,,472,0,00,Out of Scope,,,,,,
497,2,,,,1,,,,,,,,,,,,,,,,,,22,"Watanabe Industries Co., Ltd.",sub-account,,,,,,,,,,
497,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
497,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
498,,,,,,95,2021-06-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
498,1,,,,,,,,,,"June 5th Slip No. 231 Sasaki Sales Co., Ltd.",131,Regular Savings Account,,,,1159610,0,00,Out of Scope,152,Accounts Receivable,,,,1159610,0,00,Out of Scope,,,,,,
498,1,,1,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
498,1,,,,1,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,
498,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
498,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
498,2,,,,,,,,,,"June 5th Slip No. 231 Sasaki Sales Co., Ltd.",741,Payment Fees,,,,472,42,Q5,Purchase 10%,152,Accounts Receivable,,,,472,0,00,Out of Scope,,,,,,
498,2,,,,1,,,,,,,,,,,,,,,,,,26,"Sasaki Sales Co., Ltd.",sub-account,,,,,,,,,,
498,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
498,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
499,,,,,,96,2021-06-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
499,1,,,,,,,,,,"June 5th Slip No. 232 Iwashita Trading Co., Ltd.",131,Regular Savings Account,,,,665205,0,00,Out of Scope,152,Accounts Receivable,,,,665205,0,00,Out of Scope,,,,,,
499,1,,1,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,,,,,,,,,,
499,1,,,,1,,,,,,,,,,,,,,,,,,27,"Iwashita Trading Co., Ltd.",sub-account,,,,,,,,,,
499,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
499,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
500,,,,,,133,2021-06-05,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
500,1,,,,,,,,,,Tax Accountant Fee,746,Professional Fees,,,,139710,12700,Q5,Purchase 10%,131,Regular Savings Account,,,,139710,0,00,Out of Scope,,,,,,
500,1,,,,1,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
500,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
500,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
501,,,,,,20,2021-06-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
501,1,,,,,,,,,,Airline Ticket Cost,726,Travel and Transportation Expenses,,,,41000,3727,Q5,Purchase 10%,111,Cash,,,,41000,0,00,Out of Scope,,,,,,
501,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
501,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
502,,,,,,84,2021-06-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,,,,,,,,,,Postage Cost,727,Communication Expenses,,,,4000,363,Q5,Purchase 10%,111,Cash,,,,4000,0,00,Out of Scope,,,,,,
502,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
502,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
503,,,,,,110,2021-06-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
503,1,,,,,,,,,,Taxi Fare,726,Travel and Transportation Expenses,,,,2290,208,Q5,Purchase 10%,111,Cash,,,,2290,0,00,Out of Scope,,,,,,
503,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
503,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
504,,,,,,122,2021-06-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,,,,,,,,,,Certificate issuance fee,727,Communication Expenses,,,,1050,95,Q5,Purchase 10%,111,Cash,,,,1050,0,00,Out of Scope,,,,,,
504,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
504,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
505,,,,,,142,2021-06-06,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,,,,,,,,,,Gasoline Cost,740,Vehicle Expenses,,,,6267,569,Q5,Purchase 10%,111,Cash,,,,9459,0,00,Out of Scope,,,,,,
505,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
505,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
505,2,,,,,,,,,,Highway Toll,740,Vehicle Expenses,,,,1572,142,Q5,Purchase 10%,,,,,,,,,,,,,,,
505,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
505,3,,,,,,,,,,Parking Fee,740,Vehicle Expenses,,,,620,56,Q5,Purchase 10%,,,,,,,,,,,,,,,
505,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
505,4,,,,,,,,,,Car wash,740,Vehicle Expenses,,,,1000,90,Q5,Purchase 10%,,,,,,,,,,,,,,,
505,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
506,,,,,,22,2021-06-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,50000,4545,Q5,Purchase 10%,111,Cash,,,,50000,0,00,Out of Scope,,,,,,
506,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
506,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
507,,,,,,58,2021-06-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
507,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,70000,6363,Q5,Purchase 10%,111,Cash,,,,70000,0,00,Out of Scope,,,,,,
507,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
507,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
508,,,,,,69,2021-06-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
508,1,,,,,,,,,,Battery Cost,791,Miscellaneous Expenses,,,,1332,121,Q5,Purchase 10%,111,Cash,,,,3090,0,00,Out of Scope,,,,,,
508,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
508,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
508,2,,,,,,,,,,"Detergent, etc.",791,Miscellaneous Expenses,,,,1758,159,Q5,Purchase 10%,,,,,,,,,,,,,,,
508,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
509,,,,,,78,2021-06-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
509,1,,,,,,,,,,Golf Play Fee,733,Entertainment Expenses,,,,12600,1145,Q5,Purchase 10%,111,Cash,,,,12600,0,00,Out of Scope,,,,,,
509,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
509,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
510,,,,,,141,2021-06-07,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
510,1,,,,,,,,,,JR,726,Travel and Transportation Expenses,,,,16000,1454,Q5,Purchase 10%,111,Cash,,,,16000,0,00,Out of Scope,,,,,,
510,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
510,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
511,,,,,,50,2021-06-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,,,,,,,,,,Highway Toll,740,Vehicle Expenses,,,,1200,109,Q5,Purchase 10%,111,Cash,,,,1200,0,00,Out of Scope,,,,,,
511,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
511,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
512,,,,,,85,2021-06-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,,,,,,,,,,Travel Expenses,726,Travel and Transportation Expenses,,,,8200,745,Q5,Purchase 10%,111,Cash,,,,8200,0,00,Out of Scope,,,,,,
512,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
512,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
513,,,,,,149,2021-06-08,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,,,,,,,,,,Coffee Cost,733,Entertainment Expenses,,,,1260,114,Q5,Purchase 10%,111,Cash,,,,1260,0,00,Out of Scope,,,,,,
513,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
513,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
514,,,,,,33,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
514,1,,,,,,,,,,Rent Payment,747,Rent,,,,320000,29090,Q5,Purchase 10%,131,Regular Savings Account,,,,320000,0,00,Out of Scope,,,,,,
514,1,,,,1,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
514,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
514,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
514,2,,,,,,,,,,Telephone Cost,727,Communication Expenses,,,,123450,11222,Q5,Purchase 10%,131,Regular Savings Account,,,,123450,0,00,Out of Scope,,,,,,
514,2,,,,1,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
514,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
514,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
515,,,,,,70,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,,,,,,,,,,Rent Payment,747,Rent,,,,1260000,114545,Q5,Purchase 10%,131,Regular Savings Account,,,,1260000,0,00,Out of Scope,,,,,,
515,1,,,,1,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
515,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
515,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
516,,,,,,71,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
516,1,,,,,,,,,,Rent Payment,747,Rent,,,,840000,76363,Q5,Purchase 10%,131,Regular Savings Account,,,,840000,0,00,Out of Scope,,,,,,
516,1,,,,1,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
516,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
516,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
517,,,,,,112,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
517,1,,,,,,,,,,Telephone Cost,727,Communication Expenses,,,,215577,19597,Q5,Purchase 10%,131,Regular Savings Account,,,,215577,0,00,Out of Scope,,,,,,
517,1,,,,1,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
517,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
517,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
518,,,,,,129,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
518,1,,,,,,,,,,Rent Payment,747,Rent,,,,399000,36272,Q5,Purchase 10%,131,Regular Savings Account,,,,399000,0,00,Out of Scope,,,,,,
518,1,,,,1,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
518,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
518,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
519,,,,,,167,2021-06-09,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
519,1,,,,,,,,,,Rent Payment,747,Rent,,,,630000,57272,Q5,Purchase 10%,131,Regular Savings Account,,,,630000,0,00,Out of Scope,,,,,,
519,1,,,,1,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
519,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
519,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
519,2,,,,,,,,,,Telephone Cost,727,Communication Expenses,,,,149355,13577,Q5,Purchase 10%,131,Regular Savings Account,,,,149355,0,00,Out of Scope,,,,,,
519,2,,,,1,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
519,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
519,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
520,,,,,,21,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,,,,,,,,,,JR,726,Travel and Transportation Expenses,,,,64580,5870,Q5,Purchase 10%,111,Cash,,,,64580,0,00,Out of Scope,,,,,,
520,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
520,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
521,,,,,,44,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,,,,,,,,,,Coffee fee 2 people,733,Entertainment Expenses,,,,1260,114,Q5,Purchase 10%,111,Cash,,,,1260,0,00,Out of Scope,,,,,,
521,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
521,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
522,,,,,,57,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,,,,,,,,,,JR,726,Travel and Transportation Expenses,,,,65870,5988,Q5,Purchase 10%,111,Cash,,,,65870,0,00,Out of Scope,,,,,,
522,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
522,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
523,,,,,,64,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
523,1,,,,,,,,,,Withdrawal,111,Cash,,,,1000000,0,00,Out of Scope,121,Current Account,,,,1000000,0,00,Out of Scope,,,,,,
523,1,,,,1,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
523,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
523,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
524,,,,,,68,2021-06-10,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
524,1,,,,,,,,,,Withholding Tax Payment,326,Deposits Received,,,,258593,0,00,Out of Scope,131,Regular Savings Account,,,,720893,0,00,Out of Scope,,,,,,
