Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81
20210430,137,21,0,1,040,Osaka Branch,791,Miscellaneous Expenses,,,Q5,Purchase 10%,42858,3896,0,,,,,,,,,,,Security Fee,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,137,21,0,1,040,Osaka Branch,740,Vehicle Expenses,,,Q5,Purchase 10%,53315,4846,1,000,Common Department,131,Regular Savings Account,40,Mitsubishi Tokyo Umeda,00,Out of Scope,53315,0,Highway Toll,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,137,21,0,1,040,Osaka Branch,791,Miscellaneous Expenses,,,Q5,Purchase 10%,73500,6681,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,73500,0,Cleaning Fee,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,138,21,0,1,040,Osaka Branch,740,Vehicle Expenses,,,Q5,Purchase 10%,3410,310,1,000,Common Department,111,Cash,,,00,Out of Scope,5934,0,Gasoline Cost,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,138,21,0,1,040,Osaka Branch,740,Vehicle Expenses,,,Q5,Purchase 10%,2524,229,0,,,,,,,,,,,Highway Toll,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,145,21,0,1,050,Kyushu Sales Office,731,Freight,,,Q5,Purchase 10%,152600,13872,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,152600,0,Freight,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,154,21,0,1,050,Kyushu Sales Office,733,Entertainment Expenses,,,Q5,Purchase 10%,12000,1090,1,000,Common Department,322,Accrued Expenses,,,00,Out of Scope,22000,0,Flower price,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,154,21,0,1,050,Kyushu Sales Office,733,Entertainment Expenses,,,Q5,Purchase 10%,10000,909,0,,,,,,,,,,,Condolence Money,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,000,Common Department,326,Deposits Received,1,Insurance Premium,00,Out of Scope,734249,0,1,000,Common Department,131,Regular Savings Account,20,Mizuho Main Branch,00,Out of Scope,1478175,0,Insurance Premium Advance,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,020,Tokyo Branch,723,Statutory Welfare Expenses,,,P0,Non-purchase,111192,0,0,,,,,,,,,,,Employer's Share of Insurance Premiums,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,020,Tokyo Branch,723,Statutory Welfare Expenses,,,P0,Non-purchase,236635,0,0,,,,,,,,,,,Employer's Share of Insurance Premiums,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,010,Sapporo Sales Office,723,Statutory Welfare Expenses,,,P0,Non-purchase,100704,0,0,,,,,,,,,,,Employer's Share of Insurance Premiums,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,030,Nagoya Branch,723,Statutory Welfare Expenses,,,P0,Non-purchase,92652,0,0,,,,,,,,,,,Employer's Share of Insurance Premiums,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,040,Osaka Branch,723,Statutory Welfare Expenses,,,P0,Non-purchase,126826,0,0,,,,,,,,,,,Employer's Share of Insurance Premiums,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,050,Kyushu Sales Office,723,Statutory Welfare Expenses,,,P0,Non-purchase,66245,0,0,,,,,,,,,,,Employer's Share of Insurance Premiums,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,230,21,0,1,020,Tokyo Branch,723,Statutory Welfare Expenses,,,P0,Non-purchase,9672,0,0,,,,,,,,,,,Employer's Share of Child Contribution,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,239,21,0,1,030,Nagoya Branch,752,Insurance Premium,,,P0,Non-purchase,62000,0,1,000,Common Department,131,Regular Savings Account,30,Mitsui Nagoya,00,Out of Scope,62000,0,Insurance Premium,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,240,21,0,1,050,Kyushu Sales Office,752,Insurance Premium,,,P0,Non-purchase,57000,0,1,000,Common Department,131,Regular Savings Account,50,Fukuoka Kitakyushu,00,Out of Scope,57000,0,Insurance Premium Payment,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,242,21,0,0,,,,,,,,,,,0,000,Common Department,737,Supplies Expenses,,,00,Out of Scope,352077,0,Consumables Cost Department Allocation,,,8,0,0,20210401,20210430,0,000,共通部門,737,消耗品費,,,352077,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,4,,,,,,,,
20210430,242,21,0,0,010,Sapporo Sales Office,737,Supplies Expenses,,,00,Out of Scope,38728,0,0,,,,,,,,,,,,,11,8,0,0,20210401,20210430,0,000,共通部門,737,消耗品費,,,352077,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,4,,,,,,,,
20210430,242,21,0,0,020,Tokyo Branch,737,Supplies Expenses,,,00,Out of Scope,168999,0,0,,,,,,,,,,,,,48,8,0,0,20210401,20210430,0,000,共通部門,737,消耗品費,,,352077,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,4,,,,,,,,
20210430,242,21,0,0,030,Nagoya Branch,737,Supplies Expenses,,,00,Out of Scope,35207,0,0,,,,,,,,,,,,,10,8,0,0,20210401,20210430,0,000,共通部門,737,消耗品費,,,352077,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,4,,,,,,,,
20210430,242,21,0,0,040,Osaka Branch,737,Supplies Expenses,,,00,Out of Scope,84498,0,0,,,,,,,,,,,,,24,8,0,0,20210401,20210430,0,000,共通部門,737,消耗品費,,,352077,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,4,,,,,,,,
20210430,242,21,0,0,050,Kyushu Sales Office,737,Supplies Expenses,,,00,Out of Scope,24645,0,0,,,,,,,,,,,,,7,8,0,0,20210401,20210430,0,000,共通部門,737,消耗品費,,,352077,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,4,,,,,,,,
20210430,251,21,0,1,030,Nagoya Branch,726,Travel and Transportation Expenses,,,Q5,Purchase 10%,9800,890,1,000,Common Department,111,Cash,,,00,Out of Scope,9800,0,Travel Expenses,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,276,21,0,1,000,Common Department,152,Accounts Receivable,5,"ABC Co., Ltd.",00,Out of Scope,1536384,0,1,010,Sapporo Sales Office,511,Sales,,,B5,Sales 10%,1536384,139671,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,276,21,0,1,000,Common Department,152,Accounts Receivable,25,"Kobayashi Market Co., Ltd.",00,Out of Scope,3664410,0,1,010,Sapporo Sales Office,511,Sales,,,B5,Sales 10%,3664410,333128,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,276,21,0,1,000,Common Department,152,Accounts Receivable,14,"Fujita Co., Ltd.",00,Out of Scope,1418200,0,1,010,Sapporo Sales Office,511,Sales,,,B5,Sales 10%,1418200,128927,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,2,Imai Department Store,00,Out of Scope,13321782,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,13321782,1211071,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,12,Momiji Department Store,00,Out of Scope,10846514,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,10846514,986046,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,11,"Saito Co., Ltd.",00,Out of Scope,620476,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,620476,56406,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,13,"Abe Trading Co., Ltd.",00,Out of Scope,1671612,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,1671612,151964,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,14,"Fujita Co., Ltd.",00,Out of Scope,2064894,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,2064894,187717,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,26,"Sasaki Sales Co., Ltd.",00,Out of Scope,976504,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,976504,88773,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,30,"YAG Co., Ltd.",00,Out of Scope,1104852,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,1104852,100441,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,020,Tokyo Branch,521,Sales Returns,,,C5,Sales Return 10%,70720,6429,1,000,Common Department,152,Accounts Receivable,13,"Abe Trading Co., Ltd.",00,Out of Scope,70720,0,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,10,Aim Trading LLC,00,Out of Scope,359744,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,359744,32704,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,020,Tokyo Branch,521,Sales Returns,,,C5,Sales Return 10%,38736,3521,1,000,Common Department,152,Accounts Receivable,12,Momiji Department Store,00,Out of Scope,38736,0,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,277,21,0,1,000,Common Department,152,Accounts Receivable,24,"Hatakeyama Trading Co., Ltd.",00,Out of Scope,430032,0,1,020,Tokyo Branch,511,Sales,,,B5,Sales 10%,430032,39093,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,278,21,0,1,000,Common Department,152,Accounts Receivable,6,"Entry Co., Ltd.",00,Out of Scope,1054408,0,1,030,Nagoya Branch,511,Sales,,,B5,Sales 10%,1054408,95855,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,278,21,0,1,000,Common Department,152,Accounts Receivable,7,"Comprehensive Management Co., Ltd.",00,Out of Scope,1246560,0,1,030,Nagoya Branch,511,Sales,,,B5,Sales 10%,1246560,113323,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,278,21,0,1,000,Common Department,152,Accounts Receivable,14,"Fujita Co., Ltd.",00,Out of Scope,1260302,0,1,030,Nagoya Branch,511,Sales,,,B5,Sales 10%,1260302,114572,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,278,21,0,1,000,Common Department,152,Accounts Receivable,19,"Minami Co., Ltd.",00,Out of Scope,818910,0,1,030,Nagoya Branch,511,Sales,,,B5,Sales 10%,818910,74446,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,278,21,0,1,000,Common Department,152,Accounts Receivable,21,Takada LLC,00,Out of Scope,845757,0,1,030,Nagoya Branch,511,Sales,,,B5,Sales 10%,845757,76887,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,278,21,0,1,000,Common Department,152,Accounts Receivable,27,"Iwashita Trading Co., Ltd.",00,Out of Scope,883909,0,1,030,Nagoya Branch,511,Sales,,,B5,Sales 10%,883909,80355,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,278,21,0,1,030,Nagoya Branch,521,Sales Returns,,,C5,Sales Return 10%,34000,3090,1,000,Common Department,152,Accounts Receivable,6,"Entry Co., Ltd.",00,Out of Scope,34000,0,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,3,"Check Co., Ltd.",00,Out of Scope,736072,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,736072,66915,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,4,Mark Market,00,Out of Scope,1200768,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,1200768,109160,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,8,"Tower Co., Ltd.",00,Out of Scope,942912,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,942912,85719,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,9,"Takahashi Trading Co., Ltd.",00,Out of Scope,1202528,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,1202528,109320,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,14,"Fujita Co., Ltd.",00,Out of Scope,1526316,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,1526316,138756,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,20,"Kujou Trading Co., Ltd.",00,Out of Scope,1136086,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,1136086,103280,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,23,"Kamata Shoten Co., Ltd.",00,Out of Scope,694821,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,694821,63165,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,000,Common Department,152,Accounts Receivable,28,Kameda Department Store,00,Out of Scope,4716787,0,1,040,Osaka Branch,511,Sales,,,B5,Sales 10%,4716787,428798,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,279,21,0,1,040,Osaka Branch,521,Sales Returns,,,C5,Sales Return 10%,24480,2225,1,000,Common Department,152,Accounts Receivable,28,Kameda Department Store,00,Out of Scope,24480,0,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,280,21,0,1,000,Common Department,152,Accounts Receivable,1,"Goketsu Co., Ltd.",00,Out of Scope,1476232,0,1,050,Kyushu Sales Office,511,Sales,,,B5,Sales 10%,1476232,134202,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,280,21,0,1,000,Common Department,152,Accounts Receivable,14,"Fujita Co., Ltd.",00,Out of Scope,1081720,0,1,050,Kyushu Sales Office,511,Sales,,,B5,Sales 10%,1081720,98338,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,280,21,0,1,000,Common Department,152,Accounts Receivable,22,"Watanabe Industries Co., Ltd.",00,Out of Scope,1041464,0,1,050,Kyushu Sales Office,511,Sales,,,B5,Sales 10%,1041464,94678,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,280,21,0,1,000,Common Department,152,Accounts Receivable,29,"Chiyo Service Co., Ltd.",00,Out of Scope,456660,0,1,050,Kyushu Sales Office,511,Sales,,,B5,Sales 10%,456660,41514,Sales for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,281,21,0,1,000,Common Department,131,Regular Savings Account,40,Mitsubishi Tokyo Umeda,00,Out of Scope,2874761,0,1,000,Common Department,152,Accounts Receivable,4,Mark Market,00,Out of Scope,2874761,0,April 30th Slip No. 204 Mark Market,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,281,21,0,1,040,Osaka Branch,741,Payment Fees,,,Q5,Purchase 10%,840,76,1,000,Common Department,152,Accounts Receivable,4,Mark Market,00,Out of Scope,840,0,April 30th Slip No. 204 Mark Market,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,282,21,0,1,000,Common Department,131,Regular Savings Account,10,Hokkaido Station Front,00,Out of Scope,4014481,0,1,000,Common Department,152,Accounts Receivable,5,"ABC Co., Ltd.",00,Out of Scope,4014481,0,"April 30th Slip No. 205 ABC Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,282,21,0,1,010,Sapporo Sales Office,741,Payment Fees,,,Q5,Purchase 10%,840,76,1,000,Common Department,152,Accounts Receivable,5,"ABC Co., Ltd.",00,Out of Scope,840,0,"April 30th Slip No. 205 ABC Co., Ltd.",,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,283,21,0,1,000,Common Department,150,Bills Receivable,,,00,Out of Scope,11435166,0,1,000,Common Department,152,Accounts Receivable,12,Momiji Department Store,00,Out of Scope,11435166,0,April 30th Slip No. 206 Momiji Department Store,200620,BOE006400,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,284,21,0,1,010,Sapporo Sales Office,541,Merchandise Purchases,,,Q5,Purchase 10%,185975,16906,1,000,Common Department,312,Accounts Payable,2,"Pole Co., Ltd.",00,Out of Scope,185975,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,284,21,0,1,010,Sapporo Sales Office,541,Merchandise Purchases,,,Q5,Purchase 10%,23688,2153,1,000,Common Department,312,Accounts Payable,8,"Yamashita Co., Ltd.",00,Out of Scope,23688,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,1263652,114877,1,000,Common Department,312,Accounts Payable,13,"Nakamura Industries Co., Ltd.",00,Out of Scope,1263652,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,6031869,548351,1,000,Common Department,312,Accounts Payable,1,"Y2 Co., Ltd.",00,Out of Scope,6031869,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,4109548,373595,1,000,Common Department,312,Accounts Payable,11,"Matsumura Co., Ltd.",00,Out of Scope,4109548,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,322812,29346,1,000,Common Department,312,Accounts Payable,12,"Arie Co., Ltd.",00,Out of Scope,322812,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,2915080,265007,1,000,Common Department,312,Accounts Payable,3,"Check Co., Ltd.",00,Out of Scope,2915080,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,2584863,234987,1,000,Common Department,312,Accounts Payable,14,West LLC,00,Out of Scope,2584863,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,409145,37195,1,000,Common Department,312,Accounts Payable,2,"Pole Co., Ltd.",00,Out of Scope,409145,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,551,Purchase Returns,,,R5,Purchase Return 10%,73207,6655,1,000,Common Department,312,Accounts Payable,1,"Y2 Co., Ltd.",00,Out of Scope,73207,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,541,Merchandise Purchases,,,Q5,Purchase 10%,189504,17227,1,000,Common Department,312,Accounts Payable,8,"Yamashita Co., Ltd.",00,Out of Scope,189504,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,285,21,0,1,020,Tokyo Branch,551,Purchase Returns,,,R5,Purchase Return 10%,21672,1970,1,000,Common Department,312,Accounts Payable,3,"Check Co., Ltd.",00,Out of Scope,21672,0,Purchases for the period from April 1th to April 30th,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,2/1/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,
