JP07a,JP08a,BS04c5,JP05a,BS04c6,JP05b,JP07a_GL02_01,JP07a_GL02_03,GE03dl_01,GL05c_01,BS15c_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,JP05a_01,JP05a_02,JP05a_03,GE05gP_01,GE05gS_01,JP02c_BS28_01,JP02c_BS28_02,JP06d_BS16_01,JP06d_BS16_02,JP05b_01,JP05b_02,JP05b_03,GE05hX_01,GE05h0_01,JP02d_BS28_01,JP02d_BS28_02,BS04c5_01,BS04c5_02,BS04c5_03,BS04c6_01,BS04c6_02,BS04c6_03
633,19,,,,1,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
633,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
633,19,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,20,,,,,,,,,,6月給与その他 3000 名古屋営業所,,,,,,,,,,326,預り金,,,,92651,0,00,対象外,,,,,,
633,20,,,,1,,,,,,,,,,,,,,,,,,1,保険料,sub-account,,,,,,,,,,
633,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,21,,,,,,,,,,6月給与その他 3000 名古屋営業所,,,,,,,,,,326,預り金,,,,21500,0,00,対象外,,,,,,
633,21,,,,1,,,,,,,,,,,,,,,,,,2,住民税,sub-account,,,,,,,,,,
633,21,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,22,,,,,,,,,,6月給与その他 3000 名古屋営業所,,,,,,,,,,326,預り金,,,,8970,0,00,対象外,,,,,,
633,22,,,,1,,,,,,,,,,,,,,,,,,3,源泉税,sub-account,,,,,,,,,,
633,22,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,23,,,,,,,,,,6月給与その他 3000 名古屋営業所,,,,,,,,,,326,預り金,,,,40759,0,00,対象外,,,,,,
633,23,,,,1,,,,,,,,,,,,,,,,,,4,貯蓄・保険,sub-account,,,,,,,,,,
633,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,24,,,,,,,,,,6月給与その他 3000 名古屋営業所,,,,,,,,,,326,預り金,,,,41327,0,00,対象外,,,,,,
633,24,,,,1,,,,,,,,,,,,,,,,,,9,その他,sub-account,,,,,,,,,,
633,24,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,25,,,,,,,,,,6月給与その他 4000 大阪支店,712,給与手当,,,,1078300,0,00,対象外,131,普通預金,,,,879567,0,00,対象外,,,,,,
633,25,,,,1,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
633,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
633,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,26,,,,,,,,,,6月給与その他 4000 大阪支店,,,,,,,,,,326,預り金,,,,119974,0,00,対象外,,,,,,
633,26,,,,1,,,,,,,,,,,,,,,,,,1,保険料,sub-account,,,,,,,,,,
633,26,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,27,,,,,,,,,,6月給与その他 4000 大阪支店,,,,,,,,,,326,預り金,,,,29900,0,00,対象外,,,,,,
633,27,,,,1,,,,,,,,,,,,,,,,,,2,住民税,sub-account,,,,,,,,,,
633,27,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,28,,,,,,,,,,6月給与その他 4000 大阪支店,,,,,,,,,,326,預り金,,,,20020,0,00,対象外,,,,,,
633,28,,,,1,,,,,,,,,,,,,,,,,,3,源泉税,sub-account,,,,,,,,,,
633,28,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,29,,,,,,,,,,6月給与その他 4000 大阪支店,,,,,,,,,,326,預り金,,,,13570,0,00,対象外,,,,,,
633,29,,,,1,,,,,,,,,,,,,,,,,,4,貯蓄・保険,sub-account,,,,,,,,,,
633,29,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,30,,,,,,,,,,6月給与その他 4000 大阪支店,,,,,,,,,,326,預り金,,,,15269,0,00,対象外,,,,,,
633,30,,,,1,,,,,,,,,,,,,,,,,,9,その他,sub-account,,,,,,,,,,
633,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,31,,,,,,,,,,6月給与その他 5000 九州営業所,712,給与手当,,,,584400,0,00,対象外,131,普通預金,,,,448753,0,00,対象外,,,,,,
633,31,,,,1,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
633,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
633,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,32,,,,,,,,,,6月給与その他 5000 九州営業所,,,,,,,,,,326,預り金,,,,66241,0,00,対象外,,,,,,
633,32,,,,1,,,,,,,,,,,,,,,,,,1,保険料,sub-account,,,,,,,,,,
633,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,33,,,,,,,,,,6月給与その他 5000 九州営業所,,,,,,,,,,326,預り金,,,,17600,0,00,対象外,,,,,,
633,33,,,,1,,,,,,,,,,,,,,,,,,2,住民税,sub-account,,,,,,,,,,
633,33,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,34,,,,,,,,,,6月給与その他 5000 九州営業所,,,,,,,,,,326,預り金,,,,7960,0,00,対象外,,,,,,
633,34,,,,1,,,,,,,,,,,,,,,,,,3,源泉税,sub-account,,,,,,,,,,
633,34,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,35,,,,,,,,,,6月給与その他 5000 九州営業所,,,,,,,,,,326,預り金,,,,18540,0,00,対象外,,,,,,
633,35,,,,1,,,,,,,,,,,,,,,,,,4,貯蓄・保険,sub-account,,,,,,,,,,
633,35,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
633,36,,,,,,,,,,6月給与その他 5000 九州営業所,,,,,,,,,,326,預り金,,,,25306,0,00,対象外,,,,,,
633,36,,,,1,,,,,,,,,,,,,,,,,,9,その他,sub-account,,,,,,,,,,
633,36,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
634,,,,,,111,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
634,1,,,,,,,,,,タクシー代,726,旅費交通費,,,,9800,890,Q5,仕入10%,322,未払金,,,,9800,0,00,対象外,,,,,,
634,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
634,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
635,,,,,,116,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
635,1,,,,,,,,,,6月25日伝票No244今井百貨店,150,受取手形,,,,15824516,0,00,対象外,152,売掛金,,,,15824516,0,00,対象外,,,,,,
635,1,,,,1,,,,,,,,,,,,,,,,,,2,今井百貨店,sub-account,,,,,,,,,,
635,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
635,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
636,,,,,,117,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
636,1,,,,,,,,,,6月25日伝票No245株式会社 総合経営,131,普通預金,,,,1354504,0,00,対象外,152,売掛金,,,,1354504,0,00,対象外,,,,,,
636,1,,1,,,,,,,,,,,30,三井 名古屋,sub-account,,,,,,,,,,,,,,,,,,,
636,1,,,,1,,,,,,,,,,,,,,,,,,7,㈱総合経営,sub-account,,,,,,,,,,
636,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
636,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
636,2,,,,,,,,,,6月25日伝票No245株式会社 総合経営,741,支払手数料,,,,735,66,Q5,仕入10%,152,売掛金,,,,735,0,00,対象外,,,,,,
636,2,,,,1,,,,,,,,,,,,,,,,,,7,㈱総合経営,sub-account,,,,,,,,,,
636,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
636,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
637,,,,,,118,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
637,1,,,,,,,,,,6月25日伝票No246株式会社 鎌田商店,131,普通預金,,,,955012,0,00,対象外,152,売掛金,,,,955012,0,00,対象外,,,,,,
637,1,,1,,,,,,,,,,,40,三菱東京 梅田,sub-account,,,,,,,,,,,,,,,,,,,
637,1,,,,1,,,,,,,,,,,,,,,,,,23,㈱鎌田商店,sub-account,,,,,,,,,,
637,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
637,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
637,2,,,,,,,,,,6月25日伝票No246株式会社 鎌田商店,741,支払手数料,,,,630,57,Q5,仕入10%,152,売掛金,,,,630,0,00,対象外,,,,,,
637,2,,,,1,,,,,,,,,,,,,,,,,,23,㈱鎌田商店,sub-account,,,,,,,,,,
637,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
637,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
638,,,,,,119,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
638,1,,,,,,,,,,6月25日伝票No247株式会社 小林マーケット,131,普通預金,,,,4269152,0,00,対象外,152,売掛金,,,,4269152,0,00,対象外,,,,,,
638,1,,1,,,,,,,,,,,10,北海道 駅前,sub-account,,,,,,,,,,,,,,,,,,,
638,1,,,,1,,,,,,,,,,,,,,,,,,25,㈱小林ﾏｰｹｯﾄ,sub-account,,,,,,,,,,
638,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
638,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
638,2,,,,,,,,,,6月25日伝票No247株式会社 小林マーケット,741,支払手数料,,,,840,76,Q5,仕入10%,152,売掛金,,,,840,0,00,対象外,,,,,,
638,2,,,,1,,,,,,,,,,,,,,,,,,25,㈱小林ﾏｰｹｯﾄ,sub-account,,,,,,,,,,
638,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
638,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
639,,,,,,121,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
639,1,,,,,,,,,,お茶代,724,福利厚生費,,,,11500,1045,Q5,仕入10%,111,現金,,,,11500,0,00,対象外,,,,,,
639,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
639,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
640,,,,,,170,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
640,1,,,,,,,,,,新聞代,739,新聞図書費,,,,3007,273,Q5,仕入10%,111,現金,,,,3007,0,00,対象外,,,,,,
640,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
640,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
641,,,,,,171,2021-06-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
641,1,,,,,,,,,,携帯代,727,通信費,,,,42103,3827,Q5,仕入10%,131,普通預金,,,,42103,0,00,対象外,,,,,,
641,1,,,,1,,,,,,,,,,,,,,,,,,50,福岡 北九州,sub-account,,,,,,,,,,
641,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
641,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
642,,,,,,13,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
642,1,,,,,,,,,,ガソリン代,740,車両費,,,,3462,314,Q5,仕入10%,111,現金,,,,3462,0,00,対象外,,,,,,
642,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
642,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
643,,,,,,14,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
643,1,,,,,,,,,,洗車代,740,車両費,,,,3000,272,Q5,仕入10%,111,現金,,,,3000,0,00,対象外,,,,,,
643,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
643,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
644,,,,,,37,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
644,1,,,,,,,,,,業務委託費,728,販売手数料,,,,1320000,120000,Q5,仕入10%,322,未払金,,,,1320000,0,00,対象外,,,,,,
644,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
644,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
645,,,,,,75,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
645,1,,,,,,,,,,香典代,733,交際接待費,,,,10000,909,Q5,仕入10%,111,現金,,,,10000,0,00,対象外,,,,,,
645,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
645,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
646,,,,,,87,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
646,1,,,,,,,,,,携帯代,727,通信費,,,,42562,3869,Q5,仕入10%,131,普通預金,,,,42562,0,00,対象外,,,,,,
646,1,,,,1,,,,,,,,,,,,,,,,,,30,三井 名古屋,sub-account,,,,,,,,,,
646,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
646,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
647,,,,,,88,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
647,1,,,,,,,,,,新聞代,739,新聞図書費,,,,3568,324,Q5,仕入10%,111,現金,,,,3568,0,00,対象外,,,,,,
647,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
647,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
648,,,,,,113,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
648,1,,,,,,,,,,携帯代,727,通信費,,,,61364,5578,Q5,仕入10%,131,普通預金,,,,61364,0,00,対象外,,,,,,
648,1,,,,1,,,,,,,,,,,,,,,,,,40,三菱東京 梅田,sub-account,,,,,,,,,,
648,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
648,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
649,,,,,,114,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
649,1,,,,,,,,,,新聞代,739,新聞図書費,,,,2540,230,Q5,仕入10%,111,現金,,,,5404,0,00,対象外,,,,,,
649,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
649,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
649,2,,,,,,,,,,新聞代,739,新聞図書費,,,,2864,260,Q5,仕入10%,,,,,,,,,,,,,,,
649,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
650,,,,,,120,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
650,1,,,,,,,,,,業務委託費,728,販売手数料,,,,472500,42954,Q5,仕入10%,322,未払金,,,,472500,0,00,対象外,,,,,,
650,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
650,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
651,,,,,,138,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
651,1,,,,,,,,,,高速代,740,車両費,,,,7093,644,Q5,仕入10%,111,現金,,,,7093,0,00,対象外,,,,,,
651,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
651,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
652,,,,,,146,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,,,,,,,,,,業務委託費,728,販売手数料,,,,147000,13363,Q5,仕入10%,322,未払金,,,,147000,0,00,対象外,,,,,,
652,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,九州営業所,department,,,
652,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
653,,,,,,172,2021-06-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
653,1,,,,,,,,,,業務委託費支払い,728,販売手数料,,,,145000,13181,Q5,仕入10%,322,未払金,,,,145000,0,00,対象外,,,,,,
653,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
653,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
654,,,,,,30,2021-06-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
654,1,,,,,,,,,,保険料支払,752,保険料,,,,54320,0,P0,非仕入,131,普通預金,,,,54320,0,00,対象外,,,,,,
654,1,,,,1,,,,,,,,,,,,,,,,,,10,北海道 駅前,sub-account,,,,,,,,,,
654,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
654,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
655,,,,,,35,2021-06-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
655,1,,,,,,,,,,新聞代,739,新聞図書費,,,,3925,356,Q5,仕入10%,111,現金,,,,3925,0,00,対象外,,,,,,
655,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
655,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
656,,,,,,39,2021-06-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
656,1,,,,,,,,,,会費,724,福利厚生費,,,,9000,818,Q5,仕入10%,111,現金,,,,9000,0,00,対象外,,,,,,
656,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
656,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
657,,,,,,78,2021-06-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
657,1,,,,,,,,,,業務委託費支払い,728,販売手数料,,,,189000,17181,Q5,仕入10%,322,未払金,,,,189000,0,00,対象外,,,,,,
657,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
657,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
658,,,,,,127,2021-06-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
658,1,,,,,,,,,,収入印紙,738,租税公課,,,,9000,0,00,対象外,111,現金,,,,9000,0,00,対象外,,,,,,
658,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
658,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
659,,,,,,60,2021-06-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
659,1,,,,,,,,,,旅費,726,旅費交通費,,,,14500,1318,Q5,仕入10%,111,現金,,,,14500,0,00,対象外,,,,,,
659,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
659,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
660,,,,,,93,2021-06-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
660,1,,,,,,,,,,修繕費,753,修繕維持費,,,,17850,1622,Q5,仕入10%,322,未払金,,,,17850,0,00,対象外,,,,,,
660,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
660,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
661,,,,,,108,2021-06-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
661,1,,,,,,,,,,コーヒー代2名,733,交際接待費,,,,1120,101,Q5,仕入10%,111,現金,,,,1120,0,00,対象外,,,,,,
661,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,大阪支店,department,,,
661,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
662,,,,,,149,2021-06-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
662,1,,,,,,,,,,資金移動,131,普通預金,,,,18500000,0,00,対象外,131,普通預金,,,,5500000,0,00,対象外,,,,,,
662,1,,1,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,,,,,,,,,,
662,1,,,,1,,,,,,,,,,,,,,,,,,10,北海道 駅前,sub-account,,,,,,,,,,
662,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department,,,
662,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
662,2,,,,,,,,,,資金移動,,,,,,,,,,131,普通預金,,,,4000000,0,00,対象外,,,,,,
662,2,,,,1,,,,,,,,,,,,,,,,,,30,三井 名古屋,sub-account,,,,,,,,,,
662,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
662,3,,,,,,,,,,資金移動,,,,,,,,,,131,普通預金,,,,3000000,0,00,対象外,,,,,,
662,3,,,,1,,,,,,,,,,,,,,,,,,40,三菱東京 梅田,sub-account,,,,,,,,,,
662,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
662,4,,,,,,,,,,資金移動,,,,,,,,,,131,普通預金,,,,6000000,0,00,対象外,,,,,,
662,4,,,,1,,,,,,,,,,,,,,,,,,50,福岡 北九州,sub-account,,,,,,,,,,
662,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
663,,,,,,83,2021-06-29,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
663,1,,,,,,,,,,車両管理費,740,車両費,,,,51500,4681,Q5,仕入10%,111,現金,,,,51500,0,00,対象外,,,,,,
663,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
663,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
664,,,,,,1,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
664,1,,,,,,,,,,運賃 佐川急便,731,運賃,,,,61350,5577,Q5,仕入10%,322,未払金,,,,61350,0,00,対象外,,,,,,
664,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,札幌営業所,department,,,
664,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
665,,,,,,36,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
665,1,,,,,,,,,,運賃 ヤマト運輸,731,運賃,,,,1637000,148818,Q5,仕入10%,322,未払金,,,,2442743,0,00,対象外,,,,,,
665,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
665,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
665,2,,,,,,,,,,運賃 佐川急便,731,運賃,,,,805743,73249,Q5,仕入10%,,,,,,,,,,,,,,,
665,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
666,,,,,,40,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
666,1,,,,,,,,,,広告掲載,732,広告宣伝費,,,,50000,4545,Q5,仕入10%,322,未払金,,,,50000,0,00,対象外,,,,,,
666,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
666,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
667,,,,,,49,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
667,1,,,,,,,,,,ガソリン代,740,車両費,,,,120000,10909,Q5,仕入10%,131,普通預金,,,,120000,0,00,対象外,,,,,,
667,1,,,,1,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
667,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
667,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
668,,,,,,63,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
668,1,,,,,,,,,,保険料,752,保険料,,,,81000,0,P0,非仕入,131,普通預金,,,,81000,0,00,対象外,,,,,,
668,1,,,,1,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
668,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
668,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
669,,,,,,67,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
669,1,,,,,,,,,,会費支払い,742,諸会費,,,,30000,0,00,対象外,111,現金,,,,30000,0,00,対象外,,,,,,
669,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
669,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
670,,,,,,70,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
670,1,,,,,,,,,,有線,791,雑費,,,,6000,545,Q5,仕入10%,322,未払金,,,,58381,0,00,対象外,,,,,,
670,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
670,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
670,2,,,,,,,,,,警備料,791,雑費,,,,52381,4761,Q5,仕入10%,,,,,,,,,,,,,,,
670,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
670,3,,,,,,,,,,高速料,740,車両費,,,,63350,5759,Q5,仕入10%,131,普通預金,,,,63350,0,00,対象外,,,,,,
670,3,,,,1,,,,,,,,,,,,,,,,,,20,みずほ 本店,sub-account,,,,,,,,,,
670,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
670,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
670,4,,,,,,,,,,清掃料,791,雑費,,,,73500,6681,Q5,仕入10%,322,未払金,,,,73500,0,00,対象外,,,,,,
670,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,東京支店,department,,,
670,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,共通部門,department
671,,,,,,77,2021-06-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
671,1,,,,,,,,,,運賃,731,運賃,,,,149265,13569,Q5,仕入10%,322,未払金,,,,149265,0,00,対象外,,,,,,
671,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,名古屋支店,department,,,
