JP07a,JP08a,BS04c5,JP05a,BS04c6,JP05b,JP07a_GL02_01,JP07a_GL02_03,GE03dl_01,GL05c_01,BS15c_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,JP05a_01,JP05a_02,JP05a_03,GE05gP_01,GE05gS_01,JP02c_BS28_01,JP02c_BS28_02,JP06d_BS16_01,JP06d_BS16_02,JP05b_01,JP05b_02,JP05b_03,GE05hX_01,GE05h0_01,JP02d_BS28_01,JP02d_BS28_02,BS04c5_01,BS04c5_02,BS04c5_03,BS04c6_01,BS04c6_02,BS04c6_03
396,5.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
396,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,6.0,,,,,,,,,,May Salary Others 0001 Executives,,,,,,,,,,10B100690,Deposits received,,,,133972.0,0.0,O,-,,,,,,
396,6.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
396,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,7.0,,,,,,,,,,May Salary Others 0001 Executives,,,,,,,,,,10B100690,Deposits received,,,,5720.0,0.0,O,-,,,,,,
396,7.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
396,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,8.0,,,,,,,,,,May Salary Others 0020 Sales Department,10E200370,Salaries and allowances,,,,1993705.0,0.0,O,-,10A100020,Cash and deposits,,,,1530273.0,0.0,O,-,,,,,,
396,8.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
396,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
396,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,9.0,,,,,,,,,,May Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,216077.0,0.0,O,-,,,,,,
396,9.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
396,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,10.0,,,,,,,,,,May Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,104300.0,0.0,O,-,,,,,,
396,10.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
396,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,11.0,,,,,,,,,,May Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,37790.0,0.0,O,-,,,,,,
396,11.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
396,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,12.0,,,,,,,,,,May Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,43305.0,0.0,O,-,,,,,,
396,12.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
396,12.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,13.0,,,,,,,,,,May Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,61960.0,0.0,O,-,,,,,,
396,13.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
396,13.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,14.0,,,,,,,,,,May Salary Others 1000 Sapporo Office,10E200370,Salaries and allowances,,,,857000.0,0.0,O,-,10A100020,Cash and deposits,,,,609096.0,0.0,O,-,,,,,,
396,14.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
396,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
396,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,15.0,,,,,,,,,,May Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,100704.0,0.0,O,-,,,,,,
396,15.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
396,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,16.0,,,,,,,,,,May Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,46300.0,0.0,O,-,,,,,,
396,16.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
396,16.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,17.0,,,,,,,,,,May Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,13710.0,0.0,O,-,,,,,,
396,17.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
396,17.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,18.0,,,,,,,,,,May Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,50648.0,0.0,O,-,,,,,,
396,18.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
396,18.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,19.0,,,,,,,,,,May Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,36542.0,0.0,O,-,,,,,,
396,19.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
396,19.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,20.0,,,,,,,,,,May Salary Others 3000 Nagoya Office,10E200370,Salaries and allowances,,,,763200.0,0.0,O,-,10A100020,Cash and deposits,,,,546572.0,0.0,O,-,,,,,,
396,20.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
396,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
396,20.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,21.0,,,,,,,,,,May Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,92651.0,0.0,O,-,,,,,,
396,21.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
396,21.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,22.0,,,,,,,,,,May Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,42600.0,0.0,O,-,,,,,,
396,22.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
396,22.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,23.0,,,,,,,,,,May Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,7540.0,0.0,O,-,,,,,,
396,23.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
396,23.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,24.0,,,,,,,,,,May Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,40759.0,0.0,O,-,,,,,,
396,24.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
396,24.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,25.0,,,,,,,,,,May Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,33078.0,0.0,O,-,,,,,,
396,25.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
396,25.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,26.0,,,,,,,,,,May Salary Others 4000 Osaka Branch,10E200370,Salaries and allowances,,,,1313199.0,0.0,O,-,10A100020,Cash and deposits,,,,1023560.0,0.0,O,-,,,,,,
396,26.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
396,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
396,26.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,27.0,,,,,,,,,,May Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,147384.0,0.0,O,-,,,,,,
396,27.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
396,27.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,28.0,,,,,,,,,,May Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,66200.0,0.0,O,-,,,,,,
396,28.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
396,28.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,29.0,,,,,,,,,,May Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,24660.0,0.0,O,-,,,,,,
396,29.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
396,29.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,30.0,,,,,,,,,,May Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,27117.0,0.0,O,-,,,,,,
396,30.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
396,30.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,31.0,,,,,,,,,,May Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,24278.0,0.0,O,-,,,,,,
396,31.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
396,31.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,32.0,,,,,,,,,,May Salary Others 5000 Kyushu Office,10E200370,Salaries and allowances,,,,588526.0,0.0,O,-,10A100020,Cash and deposits,,,,444044.0,0.0,O,-,,,,,,
396,32.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
396,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
396,32.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,33.0,,,,,,,,,,May Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,66241.0,0.0,O,-,,,,,,
396,33.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
396,33.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,34.0,,,,,,,,,,May Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,31700.0,0.0,O,-,,,,,,
396,34.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
396,34.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,35.0,,,,,,,,,,May Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,8070.0,0.0,O,-,,,,,,
396,35.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
396,35.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,36.0,,,,,,,,,,May Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,18540.0,0.0,O,-,,,,,,
396,36.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
396,36.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
396,37.0,,,,,,,,,,May Salary Others 5000 Kyushu Office,,,,,,,,,,10B100690,Deposits received,,,,19931.0,0.0,O,-,,,,,,
396,37.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
396,37.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
397,,,,,,92,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
397,1.0,,,,,,,,,,Copier Repair,10E201000,Repair and maintenance expenses,,,,105000.0,9545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,105000.0,0.0,O,-,,,,,,
397,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
397,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
398,,,,,,107,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
398,1.0,,,,,,,,,,Wedding Celebration Money,10E200150,Entertainment expenses,,,,10000.0,909.0,S10,Standard 10%,10A100020,Cash and deposits,,,,10000.0,0.0,O,-,,,,,,
398,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
398,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
399,,,,,,110,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
399,1.0,,,,,,,,,,May 25th Slip No. 221 Imai Department Store,10A100060,Notes receivable - trade,,,,13987871.0,0.0,O,-,10A100090,Accounts receivable - trade,,,,13987871.0,0.0,O,-,,,,,,
399,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Imai Department Store,sub-account,,,,,,,,,,
399,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
399,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
400,,,,,,111,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
400,1.0,,,,,,,,,,Taxi Fare,10E201230,Travel and transportation expenses,,,,14260.0,1296.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,14260.0,0.0,O,-,,,,,,
400,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
400,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
400,2.0,,,,,,,,,,"May 25th Slip No. 222 Comprehensive Management Co., Ltd.",10A100020,Cash and deposits,,,,1308153.0,0.0,O,-,10A100090,Accounts receivable - trade,,,,1308153.0,0.0,O,-,,,,,,
400,2.0,,1.0,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,,,,,,,,,,
400,2.0,,,,1.0,,,,,,,,,,,,,,,,,,7,"Comprehensive Management Co., Ltd.",sub-account,,,,,,,,,,
400,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
400,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
400,3.0,,,,,,,,,,"May 25th Slip No. 222 Comprehensive Management Co., Ltd.",10E200690,Commission expenses,,,,735.0,66.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,735.0,0.0,O,-,,,,,,
400,3.0,,,,1.0,,,,,,,,,,,,,,,,,,7,"Comprehensive Management Co., Ltd.",sub-account,,,,,,,,,,
400,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
400,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
401,,,,,,112,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
401,1.0,,,,,,,,,,"May 25th Slip No. 223 Kamata Shoten Co., Ltd.",10A100020,Cash and deposits,,,,728932.0,0.0,O,-,10A100090,Accounts receivable - trade,,,,728932.0,0.0,O,-,,,,,,
401,1.0,,1.0,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,,,,,,,,,,
401,1.0,,,,1.0,,,,,,,,,,,,,,,,,,23,"Kamata Shoten Co., Ltd.",sub-account,,,,,,,,,,
401,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
401,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
401,2.0,,,,,,,,,,"May 25th Slip No. 223 Kamata Shoten Co., Ltd.",10E200690,Commission expenses,,,,630.0,57.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,630.0,0.0,O,-,,,,,,
401,2.0,,,,1.0,,,,,,,,,,,,,,,,,,23,"Kamata Shoten Co., Ltd.",sub-account,,,,,,,,,,
401,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
401,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
402,,,,,,113,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
402,1.0,,,,,,,,,,"May 25th Slip No. 224 Kobayashi Market Co., Ltd.",10A100020,Cash and deposits,,,,3846784.0,0.0,O,-,10A100090,Accounts receivable - trade,,,,3846784.0,0.0,O,-,,,,,,
402,1.0,,1.0,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,,,,,,,,,,
402,1.0,,,,1.0,,,,,,,,,,,,,,,,,,25,"Kobayashi Market Co., Ltd.",sub-account,,,,,,,,,,
402,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
402,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
402,2.0,,,,,,,,,,"May 25th Slip No. 224 Kobayashi Market Co., Ltd.",10E200690,Commission expenses,,,,840.0,76.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,840.0,0.0,O,-,,,,,,
402,2.0,,,,1.0,,,,,,,,,,,,,,,,,,25,"Kobayashi Market Co., Ltd.",sub-account,,,,,,,,,,
402,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
402,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
403,,,,,,131,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
403,1.0,,,,,,,,,,Membership Fee,10E201140,Membership fee,,,,24000.0,0.0,O,-,10A100020,Cash and deposits,,,,24000.0,0.0,O,-,,,,,,
403,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
403,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
403,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
404,,,,,,172,2021-05-25,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
404,1.0,,,,,,,,,,Subcontracting Fee Payment,10E200020,Sales commission,,,,94000.0,8545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,94000.0,0.0,O,-,,,,,,
404,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
404,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
405,,,,,,14,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
405,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,4200.0,381.0,S10,Standard 10%,10A100020,Cash and deposits,,,,4200.0,0.0,O,-,,,,,,
405,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
405,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
406,,,,,,27,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
406,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,27239.0,2476.0,S10,Standard 10%,10A100020,Cash and deposits,,,,80097.0,0.0,O,-,,,,,,
406,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
406,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
406,2.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,31429.0,2857.0,S10,Standard 10%,,,,,,,,,,,,,,,
406,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
406,3.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,21429.0,1948.0,S10,Standard 10%,,,,,,,,,,,,,,,
406,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
407,,,,,,35,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
407,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,3925.0,356.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3925.0,0.0,O,-,,,,,,
407,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
407,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
408,,,,,,72,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
408,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,2864.0,260.0,S10,Standard 10%,10A100020,Cash and deposits,,,,9078.0,0.0,O,-,,,,,,
408,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
408,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
408,2.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,2815.0,255.0,S10,Standard 10%,,,,,,,,,,,,,,,
408,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
408,3.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,3399.0,309.0,S10,Standard 10%,,,,,,,,,,,,,,,
408,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
409,,,,,,78,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
409,1.0,,,,,,,,,,Subcontracting Fee Payment,10E200020,Sales commission,,,,189000.0,17181.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,189000.0,0.0,O,-,,,,,,
409,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
409,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
410,,,,,,83,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
410,1.0,,,,,,,,,,Vehicle Management Cost,10E201120,Vehicle expenses,,,,45000.0,4090.0,S10,Standard 10%,10A100020,Cash and deposits,,,,45000.0,0.0,O,-,,,,,,
410,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
410,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
411,,,,,,87,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
411,1.0,,,,,,,,,,Mobile Phone Cost,10E200180,Communication expenses,,,,42657.0,3877.0,S10,Standard 10%,10A100020,Cash and deposits,,,,42657.0,0.0,O,-,,,,,,
411,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
411,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
411,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
412,,,,,,113,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
412,1.0,,,,,,,,,,Mobile Phone Cost,10E200180,Communication expenses,,,,39254.0,3568.0,S10,Standard 10%,10A100020,Cash and deposits,,,,39254.0,0.0,O,-,,,,,,
412,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
412,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
412,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
413,,,,,,146,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
413,1.0,,,,,,,,,,Subcontracting Cost,10E200020,Sales commission,,,,147000.0,13363.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,147000.0,0.0,O,-,,,,,,
413,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
413,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
414,,,,,,170,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,3007.0,273.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3007.0,0.0,O,-,,,,,,
414,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
414,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
415,,,,,,171,2021-05-26,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
415,1.0,,,,,,,,,,Mobile Phone Cost,10E200180,Communication expenses,,,,86498.0,7863.0,S10,Standard 10%,10A100020,Cash and deposits,,,,86498.0,0.0,O,-,,,,,,
415,1.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
415,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
415,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
416,,,,,,15,2021-05-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
416,1.0,,,,,,,,,,Tire replacement,10E201120,Vehicle expenses,,,,75000.0,6818.0,S10,Standard 10%,10A100020,Cash and deposits,,,,75000.0,0.0,O,-,,,,,,
416,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
416,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
417,,,,,,30,2021-05-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.0,,,,,,,,,,Insurance Premium Payment,10E200240,Insurance expenses,,,,54320.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,54320.0,0.0,O,-,,,,,,
417,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
