Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50
140,0,20220718,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
141,0,20220718,0,0008,株式会社　山下,,030,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0030,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
142,0,20220719,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5745,,,0,0,,0,0
142,0,20220719,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
142,0,20220719,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
143,0,20220720,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,1641,,,0,0,,0,0
144,0,20220720,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
145,0,20220721,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
145,0,20220721,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
145,0,20220721,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
145,0,20220721,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
146,0,20220722,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
147,0,20220723,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
147,0,20220723,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
147,0,20220723,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
147,0,20220723,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
148,0,20220724,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,8,48,個,392,18816,1881,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,1881,,,0,0,,0,0
149,0,20220725,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
149,0,20220725,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
149,0,20220725,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
149,0,20220725,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
150,0,20220725,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
151,0,20220726,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,2052,,,0,0,,0,0
152,0,20220727,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5335,,,0,0,,0,0
152,0,20220727,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0050,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
152,0,20220727,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
153,0,20220727,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
154,0,20220728,0,0002,株式会社　Pole,,050,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0050,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5745,,,0,0,,0,0
154,0,20220728,0,0002,株式会社　Pole,,050,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
154,0,20220728,0,0002,株式会社　Pole,,050,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
155,0,20220729,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,1641,,,0,0,,0,0
156,0,20220729,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
157,0,20220730,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
157,0,20220730,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
157,0,20220730,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
157,0,20220730,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
158,0,20220731,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
159,0,20220801,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
159,0,20220801,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
159,0,20220801,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
159,0,20220801,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
160,0,20220802,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
161,0,20220803,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
161,0,20220803,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
161,0,20220803,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
161,0,20220803,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
162,0,20220804,0,0008,株式会社　山下,,030,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0030,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
163,0,20220805,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
163,0,20220805,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0050,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
163,0,20220805,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
163,0,20220805,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
164,0,20220805,0,0008,株式会社　山下,,010,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0010,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
165,0,20220806,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,2052,,,0,0,,0,0
166,0,20220807,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5335,,,0,0,,0,0
166,0,20220807,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
166,0,20220807,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
167,0,20220807,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
168,0,20220808,0,0002,株式会社　Pole,,050,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0050,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5745,,,0,0,,0,0
168,0,20220808,0,0002,株式会社　Pole,,050,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
168,0,20220808,0,0002,株式会社　Pole,,050,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
169,0,20220809,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,1641,,,0,0,,0,0
170,0,20220809,0,0008,株式会社　山下,,030,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0030,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
171,0,20220810,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
171,0,20220810,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
171,0,20220810,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
171,0,20220810,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
172,0,20220811,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
173,0,20220812,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
173,0,20220812,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
173,0,20220812,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
173,0,20220812,0,0002,株式会社　Pole,,030,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
174,0,20220813,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
175,0,20220814,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
175,0,20220814,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
175,0,20220814,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
175,0,20220814,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0050,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
176,0,20220815,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
177,0,20220816,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
177,0,20220816,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
177,0,20220816,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
177,0,20220816,0,0002,株式会社　Pole,,040,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
178,0,20220816,0,0008,株式会社　山下,,040,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0040,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
179,0,20220817,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,3693,,,0,0,,0,0
179,0,20220817,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
180,0,20220818,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,3693,,,0,0,,0,0
180,0,20220818,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0030,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
181,0,20220818,0,0008,株式会社　山下,,020,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0020,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
182,0,20220819,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,5745,,,0,0,,0,0
182,0,20220819,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
182,0,20220819,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
183,0,20220820,0,0002,株式会社　Pole,,010,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0010,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,1641,,,0,0,,0,0
184,0,20220820,0,0008,株式会社　山下,,010,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0010,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
185,0,20220821,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,7387,,,0,0,,0,0
185,0,20220821,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
185,0,20220821,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0040,12,10,120,個,171,20520,2052,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
185,0,20220821,0,0002,株式会社　Pole,,020,2002,0000,,0,,,,0075,0,ｱﾗﾔ 食器用洗剤 松の実,0020,12,8,96,個,171,16416,1641,0,2,0,,0,AR-Q094,,330ml,00,0,0,0,0,0,0,10,0,,,0,0,,0,0
186,0,20220822,0,0008,株式会社　山下,,010,4004,0000,,0,,,,0032,0,ｸﾙｼｱ ﾎﾞﾃﾞｨｰｿｰﾌﾟ ﾅﾁｭｰﾌﾞ,0010,6,10,60,個,392,23520,2352,0,2,0,,0,CR-B328,,350ml,00,0,0,0,0,0,0,10,2352,,,0,0,,0,0
