sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1287,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Receivable,0,(Created) Activity,GE09r_01,/AR01a_GE01_02/GE09r_01,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Created) Activity.Date,AcntRcvblAdjstLedgr.Acts.CrtdAct.Dt,,
1288,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Receivable,0,(Created) Activity,GE09r_02,/AR01a_GE01_02/GE09r_02,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Created) Activity.Time,AcntRcvblAdjstLedgr.Acts.CrtdAct.Tm,,
1289,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Receivable,0,User,GE18r,/AR01a_GE01_02/GE18r,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Created) Activity.User,AcntRcvblAdjstLedgr.Acts.CrtdAct.Usr,,
1290,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Receivable,0,User,GE18r_01,/AR01a_GE01_02/GE18r_01,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Created) Activity.User.ID,AcntRcvblAdjstLedgr.Acts.CrtdAct.Usr.Id,,
1291,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Receivable,0,(Last Modified) Activity,GE09s,/AR01a_GE01_02/GE09s,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Last Modified) Activity,AcntRcvblAdjstLedgr.Acts.LastMdfdAct,,
1292,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Receivable,0,(Last Modified) Activity,GE09s_01,/AR01a_GE01_02/GE09s_01,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Last Modified) Activity.Date,AcntRcvblAdjstLedgr.Acts.LastMdfdAct.Dt,,
1293,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Receivable,0,(Last Modified) Activity,GE09s_02,/AR01a_GE01_02/GE09s_02,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Last Modified) Activity.Time,AcntRcvblAdjstLedgr.Acts.LastMdfdAct.Tm,,
1294,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Receivable,0,User,GE18s,/AR01a_GE01_02/GE18s,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Last Modified) Activity.User,AcntRcvblAdjstLedgr.Acts.LastMdfdAct.Usr,,
1295,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Receivable,0,User,GE18s_01,/AR01a_GE01_02/GE18s_01,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Last Modified) Activity.User.ID,AcntRcvblAdjstLedgr.Acts.LastMdfdAct.Usr.Id,,
1296,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Receivable,0,(Posted) Activity,GE09t,/AR01a_GE01_02/GE09t,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Posted) Activity,AcntRcvblAdjstLedgr.Acts.PstdAct,,
1297,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Receivable,0,(Posted) Activity,GE09t_01,/AR01a_GE01_02/GE09t_01,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Posted) Activity.Date,AcntRcvblAdjstLedgr.Acts.PstdAct.Dt,,
1298,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Receivable,0,(Posted) Activity,GE09t_02,/AR01a_GE01_02/GE09t_02,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Posted) Activity.Time,AcntRcvblAdjstLedgr.Acts.PstdAct.Tm,,
1299,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Receivable,0,User,GE18t,/AR01a_GE01_02/GE18t,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Posted) Activity.User,AcntRcvblAdjstLedgr.Acts.PstdAct.Usr,,
1300,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Receivable,0,User,GE18t_01,/AR01a_GE01_02/GE18t_01,$.Account Receivable Adjustment.Accounting Ledger.Activities.(Posted) Activity.User.ID,AcntRcvblAdjstLedgr.Acts.PstdAct.Usr.Id,,
1301,2,C,,Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",Accounts Receivable,0,Amounts,GE06f,/AR01a_GE01_02/GE06f,$.Account Receivable Adjustment.Accounting Ledger.Amounts,AcntRcvblAdjstLedgr.Amnts,,
1302,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Functional) Amount,GE05y,/AR01a_GE01_02/GE05y,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Functional) Amount,AcntRcvblAdjstLedgr.Amnts.FnctnAmt,,
1303,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Functional) Amount,GE05y_01,/AR01a_GE01_02/GE05y_01,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Functional) Amount.Value,AcntRcvblAdjstLedgr.Amnts.FnctnAmt.Val,,
1304,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01y,/AR01a_GE01_02/BS01y,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Functional) Amount.Currency,AcntRcvblAdjstLedgr.Amnts.FnctnAmt.Cur,,
1305,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01y_01,/AR01a_GE01_02/BS01y_01,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Functional) Amount.Currency.Code,AcntRcvblAdjstLedgr.Amnts.FnctnAmt.Cur.Cd,,
1306,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Local) Amount,GE05z,/AR01a_GE01_02/GE05z,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Local) Amount,AcntRcvblAdjstLedgr.Amnts.LclAmt,,
1307,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Local) Amount,GE05z_01,/AR01a_GE01_02/GE05z_01,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Local) Amount.Value,AcntRcvblAdjstLedgr.Amnts.LclAmt.Val,,
1308,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01z,/AR01a_GE01_02/BS01z,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Local) Amount.Currency,AcntRcvblAdjstLedgr.Amnts.LclAmt.Cur,,
1309,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01z_01,/AR01a_GE01_02/BS01z_01,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Local) Amount.Currency.Code,AcntRcvblAdjstLedgr.Amnts.LclAmt.Cur.Cd,,
1310,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Reporting) Amount,GE05a0,/AR01a_GE01_02/GE05a0,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Reporting) Amount,AcntRcvblAdjstLedgr.Amnts.ReprtAmt,,
1311,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Reporting) Amount,GE05a0_01,/AR01a_GE01_02/GE05a0_01,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Reporting) Amount.Value,AcntRcvblAdjstLedgr.Amnts.ReprtAmt.Val,,
1312,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a0,/AR01a_GE01_02/BS01a0,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Reporting) Amount.Currency,AcntRcvblAdjstLedgr.Amnts.ReprtAmt.Cur,,
1313,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a0_01,/AR01a_GE01_02/BS01a0_01,$.Account Receivable Adjustment.Accounting Ledger.Amounts.(Reporting) Amount.Currency.Code,AcntRcvblAdjstLedgr.Amnts.ReprtAmt.Cur.Cd,,
1314,2,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Transaction) Amount,GE05a1,/AR01a_GE01_02/GE05a1,$.Account Receivable Adjustment.Accounting Ledger.(Transaction) Amount,AcntRcvblAdjstLedgr.TrnscAmt,,
1315,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Transaction) Amount,GE05a1_01,/AR01a_GE01_02/GE05a1_01,$.Account Receivable Adjustment.Accounting Ledger.(Transaction) Amount.Value,AcntRcvblAdjstLedgr.TrnscAmt.Val,,
1316,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a1,/AR01a_GE01_02/BS01a1,$.Account Receivable Adjustment.Accounting Ledger.(Transaction) Amount.Currency,AcntRcvblAdjstLedgr.TrnscAmt.Cur,,
1317,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a1_01,/AR01a_GE01_02/BS01a1_01,$.Account Receivable Adjustment.Accounting Ledger.(Transaction) Amount.Currency.Code,AcntRcvblAdjstLedgr.TrnscAmt.Cur.Cd,,
1318,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Accounts Receivable,4,Business Segment,BS04f,/AR01a_GE01_02/BS04f,$.Account Receivable Adjustment.Accounting Ledger.Business Segment,AcntRcvblAdjstLedgr.BusSg,,
1319,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Accounts Receivable,4,Business Segment,BS04f_01,/AR01a_GE01_02/BS04f/BS04f_01,$.Account Receivable Adjustment.Accounting Ledger.Business Segment.Code,AcntRcvblAdjstLedgr.BusSg.Cd,,
1320,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Accounts Receivable,4,Business Segment,BS04f_03,/AR01a_GE01_02/BS04f/BS04f_03,$.Account Receivable Adjustment.Accounting Ledger.Business Segment.Segment Reference Level,AcntRcvblAdjstLedgr.BusSg.SgRefLevl,,
1321,2,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Accounts Receivable,0,Tax,GE13c,/AR01a_GE01_02/GE13c,$.Account Receivable Adjustment.Accounting Ledger.Tax,AcntRcvblAdjstLedgr.Tx,,
1322,3,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Accounts Receivable,42,Tax Type,BS09c,/AR01a_GE01_02/GE13c/BS09c,$.Account Receivable Adjustment.Accounting Ledger.Tax.Tax Type,AcntRcvblAdjstLedgr.Tx.TxTyp,,
1323,4,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Accounts Receivable,42,Tax Type,BS09c_01,/AR01a_GE01_02/GE13c/BS09c_01,$.Account Receivable Adjustment.Accounting Ledger.Tax.Tax Type.Code,AcntRcvblAdjstLedgr.Tx.TxTyp.Cd,,
1324,3,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Accounts Receivable,0,(Credit) Ledger Account,GE24o,/AR01a_GE01_02/GE13c/GE24o,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Credit) Ledger Account,AcntRcvblAdjstLedgr.Tx.CrdtLedgrAcnt,,
1325,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Accounts Receivable,0,(Credit) Ledger Account,GE24o_01,/AR01a_GE01_02/GE13c/GE24o_01,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Credit) Ledger Account.Account Number,AcntRcvblAdjstLedgr.Tx.CrdtLedgrAcnt.AcntNr,,
1326,3,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Accounts Receivable,0,(Debit) Ledger Account,GE24p,/AR01a_GE01_02/GE13c/GE24p,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Debit) Ledger Account,AcntRcvblAdjstLedgr.Tx.DebtLedgrAcnt,,
1327,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Accounts Receivable,0,(Debit) Ledger Account,GE24p_01,/AR01a_GE01_02/GE13c/GE24p_01,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Debit) Ledger Account.Account Number,AcntRcvblAdjstLedgr.Tx.DebtLedgrAcnt.AcntNr,,
1328,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Local) Amount,GE05a2,/AR01a_GE01_02/GE13c/GE05a2,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Local) Amount,AcntRcvblAdjstLedgr.Tx.LclAmt,,
1329,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Local) Amount,GE05a2_01,/AR01a_GE01_02/GE13c/GE05a2_01,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Local) Amount.Value,AcntRcvblAdjstLedgr.Tx.LclAmt.Val,,
1330,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a2,/AR01a_GE01_02/GE13c/BS01a2,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Local) Amount.Currency,AcntRcvblAdjstLedgr.Tx.LclAmt.Cur,,
1331,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a2_01,/AR01a_GE01_02/GE13c/BS01a2_01,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Local) Amount.Currency.Code,AcntRcvblAdjstLedgr.Tx.LclAmt.Cur.Cd,,
1332,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Transaction) Amount,GE05a3,/AR01a_GE01_02/GE13c/GE05a3,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Transaction) Amount,AcntRcvblAdjstLedgr.Tx.TrnscAmt,,
1333,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Transaction) Amount,GE05a3_01,/AR01a_GE01_02/GE13c/GE05a3_01,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Transaction) Amount.Value,AcntRcvblAdjstLedgr.Tx.TrnscAmt.Val,,
1334,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a3,/AR01a_GE01_02/GE13c/BS01a3,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Transaction) Amount.Currency,AcntRcvblAdjstLedgr.Tx.TrnscAmt.Cur,,
1335,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a3_01,/AR01a_GE01_02/GE13c/BS01a3_01,$.Account Receivable Adjustment.Accounting Ledger.Tax.(Transaction) Amount.Currency.Code,AcntRcvblAdjstLedgr.Tx.TrnscAmt.Cur.Cd,,
1336,1,C,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line item within a contract.,Accounts Receivable,0,ID,AR02a_GE02_01,/AR02a_GE02_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.ID,AcntRcvblAdjLnaccLedgrLn.Id,,
1337,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line item within a contract.,Accounts Receivable,0,Accounting Ledger Line,AR02b_GE02_01,/AR02a_GE02_01/AR02b_GE02_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.ID,AcntRcvblAdjLnaccLedgrLn.Id,,
1338,2,A,,Number,Char,0..1,Char Short,"The number for a specific line within a contract, enabling distinction and reference.",Accounts Receivable,0,Accounting Ledger Line,AR02c_GE02_02,/AR02a_GE02_01/AR02c_GE02_02,$.Account Receivable Adjustment Line.Accounting Ledger Line.Number,AcntRcvblAdjLnaccLedgrLn.Nr,,
1339,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for a business document.,Accounts Receivable,0,Accounting Ledger Line,AR02d_GE02_03,/AR02a_GE02_01/AR02d_GE02_03,$.Account Receivable Adjustment Line.Accounting Ledger Line.Remark,AcntRcvblAdjLnaccLedgrLn.Remrk,,
1340,2,R,,General Ledger Journal Entry Line,,0..1,,"The reference association to the General Ledger Journal Entry Line class, which is a class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Receivable,52,General Ledger Journal Entry Line,GL04f,/AR02a_GE02_01/GL04f,$.Account Receivable Adjustment Line.Accounting Ledger Line.General Ledger Journal Entry Line,AcntRcvblAdjLnaccLedgrLn.GenrLedgrJrnEntryLn,,
1341,3,A,REF,Journal ID,Identifier,1..1,Identifier Long,"Unique identifier for each journal entry line.
",Accounts Receivable,52,General Ledger Journal Entry Line,GL04f_01,/AR02a_GE02_01/GL04f_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.General Ledger Journal Entry Line.Journal ID,AcntRcvblAdjLnaccLedgrLn.GenrLedgrJrnEntryLn.JrnId,,
1342,2,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Accounts Receivable,0,(Credit) Ledger Account,GE24q,/AR02a_GE02_01/GE24q,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Credit) Ledger Account,AcntRcvblAdjLnaccLedgrLn.CrdtLedgrAcnt,,
1343,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Accounts Receivable,0,(Credit) Ledger Account,GE24q_01,/AR02a_GE02_01/GE24q_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Credit) Ledger Account.Account Number,AcntRcvblAdjLnaccLedgrLn.CrdtLedgrAcnt.AcntNr,,
1344,2,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Accounts Receivable,0,(Debit) Ledger Account,GE24r,/AR02a_GE02_01/GE24r,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Debit) Ledger Account,AcntRcvblAdjLnaccLedgrLn.DebtLedgrAcnt,,
1345,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Accounts Receivable,0,(Debit) Ledger Account,GE24r_01,/AR02a_GE02_01/GE24r_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Debit) Ledger Account.Account Number,AcntRcvblAdjLnaccLedgrLn.DebtLedgrAcnt.AcntNr,,
1346,2,C,,Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",Accounts Receivable,0,Amounts,GE06g,/AR02a_GE02_01/GE06g,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts,AcntRcvblAdjLnaccLedgrLn.Amnts,,
1347,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Functional) Amount,GE05a4,/AR02a_GE02_01/GE05a4,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Functional) Amount,AcntRcvblAdjLnaccLedgrLn.Amnts.FnctnAmt,,
1348,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Functional) Amount,GE05a4_01,/AR02a_GE02_01/GE05a4_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Functional) Amount.Value,AcntRcvblAdjLnaccLedgrLn.Amnts.FnctnAmt.Val,,
1349,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a4,/AR02a_GE02_01/BS01a4,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Functional) Amount.Currency,AcntRcvblAdjLnaccLedgrLn.Amnts.FnctnAmt.Cur,,
1350,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a4_01,/AR02a_GE02_01/BS01a4_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Functional) Amount.Currency.Code,AcntRcvblAdjLnaccLedgrLn.Amnts.FnctnAmt.Cur.Cd,,
1351,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Local) Amount,GE05a5,/AR02a_GE02_01/GE05a5,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Local) Amount,AcntRcvblAdjLnaccLedgrLn.Amnts.LclAmt,,
1352,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Local) Amount,GE05a5_01,/AR02a_GE02_01/GE05a5_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Local) Amount.Value,AcntRcvblAdjLnaccLedgrLn.Amnts.LclAmt.Val,,
1353,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a5,/AR02a_GE02_01/BS01a5,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Local) Amount.Currency,AcntRcvblAdjLnaccLedgrLn.Amnts.LclAmt.Cur,,
1354,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a5_01,/AR02a_GE02_01/BS01a5_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Local) Amount.Currency.Code,AcntRcvblAdjLnaccLedgrLn.Amnts.LclAmt.Cur.Cd,,
1355,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Reporting) Amount,GE05a6,/AR02a_GE02_01/GE05a6,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Reporting) Amount,AcntRcvblAdjLnaccLedgrLn.Amnts.ReprtAmt,,
1356,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Reporting) Amount,GE05a6_01,/AR02a_GE02_01/GE05a6_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Reporting) Amount.Value,AcntRcvblAdjLnaccLedgrLn.Amnts.ReprtAmt.Val,,
1357,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a6,/AR02a_GE02_01/BS01a6,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Reporting) Amount.Currency,AcntRcvblAdjLnaccLedgrLn.Amnts.ReprtAmt.Cur,,
1358,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a6_01,/AR02a_GE02_01/BS01a6_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Amounts.(Reporting) Amount.Currency.Code,AcntRcvblAdjLnaccLedgrLn.Amnts.ReprtAmt.Cur.Cd,,
1359,2,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Receivable,0,(Transaction) Amount,GE05a7,/AR02a_GE02_01/GE05a7,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Transaction) Amount,AcntRcvblAdjLnaccLedgrLn.TrnscAmt,,
1360,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Receivable,0,(Transaction) Amount,GE05a7_01,/AR02a_GE02_01/GE05a7_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Transaction) Amount.Value,AcntRcvblAdjLnaccLedgrLn.TrnscAmt.Val,,
1361,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Receivable,30,Currency,BS01a7,/AR02a_GE02_01/BS01a7,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Transaction) Amount.Currency,AcntRcvblAdjLnaccLedgrLn.TrnscAmt.Cur,,
1362,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Receivable,30,Currency,BS01a7_01,/AR02a_GE02_01/BS01a7_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.(Transaction) Amount.Currency.Code,AcntRcvblAdjLnaccLedgrLn.TrnscAmt.Cur.Cd,,
1363,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Accounts Receivable,4,Business Segment,BS04g,/AR02a_GE02_01/BS04g,$.Account Receivable Adjustment Line.Accounting Ledger Line.Business Segment,AcntRcvblAdjLnaccLedgrLn.BusSg,,
1364,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Accounts Receivable,4,Business Segment,BS04g_01,/AR02a_GE02_01/BS04g/BS04g_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Business Segment.Code,AcntRcvblAdjLnaccLedgrLn.BusSg.Cd,,
1365,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Accounts Receivable,4,Business Segment,BS04g_03,/AR02a_GE02_01/BS04g/BS04g_03,$.Account Receivable Adjustment Line.Accounting Ledger Line.Business Segment.Segment Reference Level,AcntRcvblAdjLnaccLedgrLn.BusSg.SgRefLevl,,
1366,2,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Accounts Receivable,0,Tax,GE13d,/AR02a_GE02_01/GE13d,$.Account Receivable Adjustment Line.Accounting Ledger Line.Tax,AcntRcvblAdjLnaccLedgrLn.Tx,,
1367,3,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Accounts Receivable,42,Tax Type,BS09d,/AR02a_GE02_01/GE13d/BS09d,$.Account Receivable Adjustment Line.Accounting Ledger Line.Tax.Tax Type,AcntRcvblAdjLnaccLedgrLn.Tx.TxTyp,,
1368,4,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Accounts Receivable,42,Tax Type,BS09d_01,/AR02a_GE02_01/GE13d/BS09d_01,$.Account Receivable Adjustment Line.Accounting Ledger Line.Tax.Tax Type.Code,AcntRcvblAdjLnaccLedgrLn.Tx.TxTyp.Cd,,
