sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1669,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Approved) Activity,GE03y_01,/PR09a/GE03y_01,$.Purchase Requisition.Activities.(Approved) Activity.Date,PurRqstn.Acts.ApprvAct.Dt,,
1670,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Approved) Activity,GE03y_02,/PR09a/GE03y_02,$.Purchase Requisition.Activities.(Approved) Activity.Time,PurRqstn.Acts.ApprvAct.Tm,,
1671,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS29z,/PR09a/BS29z,$.Purchase Requisition.Activities.(Approved) Activity.User,PurRqstn.Acts.ApprvAct.Usr,,
1672,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS29z_01,/PR09a/BS29z_01,$.Purchase Requisition.Activities.(Approved) Activity.User.ID,PurRqstn.Acts.ApprvAct.Usr.Id,,
1673,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Created) Activity,GE03z,/PR09a/GE03z,$.Purchase Requisition.Activities.(Created) Activity,PurRqstn.Acts.CrtdAct,,
1674,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Created) Activity,GE03z_01,/PR09a/GE03z_01,$.Purchase Requisition.Activities.(Created) Activity.Date,PurRqstn.Acts.CrtdAct.Dt,,
1675,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Created) Activity,GE03z_02,/PR09a/GE03z_02,$.Purchase Requisition.Activities.(Created) Activity.Time,PurRqstn.Acts.CrtdAct.Tm,,
1676,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS29a0,/PR09a/BS29a0,$.Purchase Requisition.Activities.(Created) Activity.User,PurRqstn.Acts.CrtdAct.Usr,,
1677,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS29a0_01,/PR09a/BS29a0_01,$.Purchase Requisition.Activities.(Created) Activity.User.ID,PurRqstn.Acts.CrtdAct.Usr.Id,,
1678,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Last Modified) Activity,GE03a0,/PR09a/GE03a0,$.Purchase Requisition.Activities.(Last Modified) Activity,PurRqstn.Acts.LastMdfdAct,,
1679,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Last Modified) Activity,GE03a0_01,/PR09a/GE03a0_01,$.Purchase Requisition.Activities.(Last Modified) Activity.Date,PurRqstn.Acts.LastMdfdAct.Dt,,
1680,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Last Modified) Activity,GE03a0_02,/PR09a/GE03a0_02,$.Purchase Requisition.Activities.(Last Modified) Activity.Time,PurRqstn.Acts.LastMdfdAct.Tm,,
1681,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS29a1,/PR09a/BS29a1,$.Purchase Requisition.Activities.(Last Modified) Activity.User,PurRqstn.Acts.LastMdfdAct.Usr,,
1682,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS29a1_01,/PR09a/BS29a1_01,$.Purchase Requisition.Activities.(Last Modified) Activity.User.ID,PurRqstn.Acts.LastMdfdAct.Usr.Id,,
1683,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Posted) Activity,GE03a1,/PR09a/GE03a1,$.Purchase Requisition.Activities.(Posted) Activity,PurRqstn.Acts.PstdAct,,
1684,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Posted) Activity,GE03a1_01,/PR09a/GE03a1_01,$.Purchase Requisition.Activities.(Posted) Activity.Date,PurRqstn.Acts.PstdAct.Dt,,
1685,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Posted) Activity,GE03a1_02,/PR09a/GE03a1_02,$.Purchase Requisition.Activities.(Posted) Activity.Time,PurRqstn.Acts.PstdAct.Tm,,
1686,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS29a2,/PR09a/BS29a2,$.Purchase Requisition.Activities.(Posted) Activity.User,PurRqstn.Acts.PstdAct.Usr,,
1687,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS29a2_01,/PR09a/BS29a2_01,$.Purchase Requisition.Activities.(Posted) Activity.User.ID,PurRqstn.Acts.PstdAct.Usr.Id,,
1688,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,Business Segment,BS04u,/PR09a/BS04u,$.Purchase Requisition.Business Segment,PurRqstn.BusSg,,
1689,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,Business Segment,BS04u_01,/PR09a/BS04u/BS04u_01,$.Purchase Requisition.Business Segment.Code,PurRqstn.BusSg.Cd,,
1690,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,Business Segment,BS04u_03,/PR09a/BS04u/BS04u_03,$.Purchase Requisition.Business Segment.Segment Reference Level,PurRqstn.BusSg.SgRefLevl,,
1691,2,C,,Purchase Requisition Line,,0..*,,A class representing the specifics of goods or services requested in a purchase requisition.,Purchase,102,Purchase Requisition Line,PR10a,/PR09a/PR10a,$.Purchase Requisition.Purchase Requisition Line,PurRqstn.PurRqstnLn,,
1692,3,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line within a purchase requisition.,Purchase,102,Purchase Requisition Line,PR10a_01,/PR09a/PR10a/PR10a_01,$.Purchase Requisition.Purchase Requisition Line.ID,PurRqstn.PurRqstnLn.Id,,
1693,3,A,,Number,Char,0..1,Char Short,The number for a specific line within a purchase requisition document.,Purchase,102,Purchase Requisition Line,PR10a_02,/PR09a/PR10a/PR10a_02,$.Purchase Requisition.Purchase Requisition Line.Number,PurRqstn.PurRqstnLn.Nr,,
1694,3,A,,Due Date,Date,0..1,DATE,The final date on which delivery of materials specified in a purchase requisition is requested.,Purchase,102,Purchase Requisition Line,PR10a_03,/PR09a/PR10a/PR10a_03,$.Purchase Requisition.Purchase Requisition Line.Due Date,PurRqstn.PurRqstnLn.DDt,,
1695,3,A,,Status,Code,0..1,STATUS CODE,The current state of the purchase requisition line item's lifecycle.,Purchase,102,Purchase Requisition Line,PR10a_04,/PR09a/PR10a/PR10a_04,$.Purchase Requisition.Purchase Requisition Line.Status,PurRqstn.PurRqstnLn.Stat,,
1696,3,R,,(Purchase Organization) Business Segment,,0..1,,"The reference association to the Purchase Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Purchase Organization) Business Segment,BS04v,/PR09a/PR10a/BS04v,$.Purchase Requisition.Purchase Requisition Line.(Purchase Organization) Business Segment,PurRqstn.PurRqstnLn.PrchsOrgnzBusSg,,
1697,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Purchase Organization) Business Segment,BS04v_01,/PR09a/PR10a/BS04v_01,$.Purchase Requisition.Purchase Requisition Line.(Purchase Organization) Business Segment.Code,PurRqstn.PurRqstnLn.PrchsOrgnzBusSg.Cd,,
1698,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Purchase Organization) Business Segment,BS04v_03,/PR09a/PR10a/BS04v_03,$.Purchase Requisition.Purchase Requisition Line.(Purchase Organization) Business Segment.Segment Reference Level,PurRqstn.PurRqstnLn.PrchsOrgnzBusSg.SgRefLevl,,
1699,3,R,,(Requisition Organization) Business Segment,,0..1,,"The reference association to the Requisition Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Requisition Organization) Business Segment,BS04w,/PR09a/PR10a/BS04w,$.Purchase Requisition.Purchase Requisition Line.(Requisition Organization) Business Segment,PurRqstn.PurRqstnLn.ReqstOrgnzBusSg,,
1700,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Requisition Organization) Business Segment,BS04w_01,/PR09a/PR10a/BS04w_01,$.Purchase Requisition.Purchase Requisition Line.(Requisition Organization) Business Segment.Code,PurRqstn.PurRqstnLn.ReqstOrgnzBusSg.Cd,,
1701,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Requisition Organization) Business Segment,BS04w_03,/PR09a/PR10a/BS04w_03,$.Purchase Requisition.Purchase Requisition Line.(Requisition Organization) Business Segment.Segment Reference Level,PurRqstn.PurRqstnLn.ReqstOrgnzBusSg.SgRefLevl,,
1702,3,R,,Inventory Product,,0..1,,"The reference association to the Inventory Product class, which is a class that describes an inventory item with all its essential attributes and tracking details.",Purchase,125,Inventory Product,IV06h,/PR09a/PR10a/IV06h,$.Purchase Requisition.Purchase Requisition Line.Inventory Product,PurRqstn.PurRqstnLn.InvPrdct,,
1703,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Purchase,125,Inventory Product,IV06h_01,/PR09a/PR10a/IV06h_01,$.Purchase Requisition.Purchase Requisition Line.Inventory Product.ID,PurRqstn.PurRqstnLn.InvPrdct.Id,,
1704,3,R,,(Purchase) Measurement Unit,,0..1,,"The reference association to the Purchase Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Purchase,32,(Purchase) Measurement Unit,BS18l,/PR09a/PR10a/BS18l,$.Purchase Requisition.Purchase Requisition Line.(Purchase) Measurement Unit,PurRqstn.PurRqstnLn.PrchsMeaUnt,,
1705,4,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Purchase,32,(Purchase) Measurement Unit,BS18l_01,/PR09a/PR10a/BS18l_01,$.Purchase Requisition.Purchase Requisition Line.(Purchase) Measurement Unit.UOM Code,PurRqstn.PurRqstnLn.PrchsMeaUnt.UomCd,,
1706,3,R,,Project,,0..1,,"The reference association to the Project class, which is a class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",Purchase,36,Project,BS21a,/PR09a/PR10a/BS21a,$.Purchase Requisition.Purchase Requisition Line.Project,PurRqstn.PurRqstnLn.Proj,,
1707,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a project.,Purchase,36,Project,BS21a_01,/PR09a/PR10a/BS21a_01,$.Purchase Requisition.Purchase Requisition Line.Project.ID,PurRqstn.PurRqstnLn.Proj.Id,,
1708,3,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS23a,/PR09a/PR10a/BS23a,$.Purchase Requisition.Purchase Requisition Line.Supplier,PurRqstn.PurRqstnLn.Supl,,
1709,4,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS23a_01,/PR09a/PR10a/BS23a_01,$.Purchase Requisition.Purchase Requisition Line.Supplier.Account ID,PurRqstn.PurRqstnLn.Supl.AcntId,,
1710,3,C,,(Approved) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Purchase,0,(Approved) Quantity,GE15l,/PR09a/PR10a/GE15l,$.Purchase Requisition.Purchase Requisition Line.(Approved) Quantity,PurRqstn.PurRqstnLn.ApprvQt,,
1711,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Purchase,0,(Approved) Quantity,GE15l_01,/PR09a/PR10a/GE15l_01,$.Purchase Requisition.Purchase Requisition Line.(Approved) Quantity.Value,PurRqstn.PurRqstnLn.ApprvQt.Val,,
1712,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Purchase,32,Measurement Unit,BS18m,/PR09a/PR10a/BS18m,$.Purchase Requisition.Purchase Requisition Line.(Approved) Quantity.Measurement Unit,PurRqstn.PurRqstnLn.ApprvQt.MeaUnt,,
1713,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Purchase,32,Measurement Unit,BS18m_01,/PR09a/PR10a/BS18m_01,$.Purchase Requisition.Purchase Requisition Line.(Approved) Quantity.Measurement Unit.UOM Code,PurRqstn.PurRqstnLn.ApprvQt.MeaUnt.UomCd,,
1714,3,C,,(Requisition) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Purchase,0,(Requisition) Quantity,GE15m,/PR09a/PR10a/GE15m,$.Purchase Requisition.Purchase Requisition Line.(Requisition) Quantity,PurRqstn.PurRqstnLn.ReqstQt,,
1715,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Purchase,0,(Requisition) Quantity,GE15m_01,/PR09a/PR10a/GE15m_01,$.Purchase Requisition.Purchase Requisition Line.(Requisition) Quantity.Value,PurRqstn.PurRqstnLn.ReqstQt.Val,,
1716,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Purchase,32,Measurement Unit,BS18n,/PR09a/PR10a/BS18n,$.Purchase Requisition.Purchase Requisition Line.(Requisition) Quantity.Measurement Unit,PurRqstn.PurRqstnLn.ReqstQt.MeaUnt,,
1717,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Purchase,32,Measurement Unit,BS18n_01,/PR09a/PR10a/BS18n_01,$.Purchase Requisition.Purchase Requisition Line.(Requisition) Quantity.Measurement Unit.UOM Code,PurRqstn.PurRqstnLn.ReqstQt.MeaUnt.UomCd,,
1718,3,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,Business Segment,BS04x,/PR09a/PR10a/BS04x,$.Purchase Requisition.Purchase Requisition Line.Business Segment,PurRqstn.PurRqstnLn.BusSg,,
1719,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,Business Segment,BS04x_01,/PR09a/PR10a/BS04x/BS04x_01,$.Purchase Requisition.Purchase Requisition Line.Business Segment.Code,PurRqstn.PurRqstnLn.BusSg.Cd,,
1720,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,Business Segment,BS04x_03,/PR09a/PR10a/BS04x/BS04x_03,$.Purchase Requisition.Purchase Requisition Line.Business Segment.Segment Reference Level,PurRqstn.PurRqstnLn.BusSg.SgRefLevl,,
1721,1,C,,Purchase Contract,,,,A class representing an agreement with a vendor for the provision of goods or services within a specified period.,Purchase,104,Purchase Contract,PR01i,/PR01i,$.Purchase Contract,PurContr,,
1722,2,R,,(Purchase Organization) Business Segment,,0..1,,"The reference association to the Purchase Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Purchase Organization) Business Segment,BS04y,/PR01i/BS04y,$.Purchase Contract.(Purchase Organization) Business Segment,PurContr.PrchsOrgnzBusSg,,
1723,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Purchase Organization) Business Segment,BS04y_01,/PR01i/BS04y_01,$.Purchase Contract.(Purchase Organization) Business Segment.Code,PurContr.PrchsOrgnzBusSg.Cd,,
1724,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Purchase Organization) Business Segment,BS04y_03,/PR01i/BS04y_03,$.Purchase Contract.(Purchase Organization) Business Segment.Segment Reference Level,PurContr.PrchsOrgnzBusSg.SgRefLevl,,
1725,2,R,,(Purchaser) Employee,,0..1,,"The reference association to the Purchaser Employee class, which is a class that holds individual employee details within a specific accounting entity.",Purchase,8,(Purchaser) Employee,BS14a,/PR01i/BS14a,$.Purchase Contract.(Purchaser) Employee,PurContr.PrchsEmp,,
1726,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an employee.,Purchase,8,(Purchaser) Employee,BS14a_01,/PR01i/BS14a_01,$.Purchase Contract.(Purchaser) Employee.ID,PurContr.PrchsEmp.Id,,
1727,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS23b,/PR01i/BS23b,$.Purchase Contract.Supplier,PurContr.Supl,,
1728,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS23b_01,/PR01i/BS23b_01,$.Purchase Contract.Supplier.Account ID,PurContr.Supl.AcntId,,
1729,2,C,,Purchase Contract Line,,0..*,,A class containing essential information about suppliers.,Purchase,106,Purchase Contract Line,PR02f,/PR01i/PR02f,$.Purchase Contract.Purchase Contract Line,PurContr.PurContrLn,,
1730,3,R,,(Receipt Organization) Business Segment,,0..1,,"The reference association to the Receipt Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Receipt Organization) Business Segment,BS04z,/PR01i/PR02f/BS04z,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment,PurContr.PurContrLn.RecptOrgnzBusSg,,
1731,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Receipt Organization) Business Segment,BS04z_01,/PR01i/PR02f/BS04z_01,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment.Code,PurContr.PurContrLn.RecptOrgnzBusSg.Cd,,
1732,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Receipt Organization) Business Segment,BS04z_03,/PR01i/PR02f/BS04z_03,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment.Segment Reference Level,PurContr.PurContrLn.RecptOrgnzBusSg.SgRefLevl,,
1733,1,C,,Purchase Order,,,,A class representing a formal request to a vendor for the supply of goods or services within a specified period.,Purchase,108,Purchase Order,PR07h,/PR07h,$.Purchase Order,PurOrd,,
1734,2,R,,(Purchase Organization) Business Segment,,0..1,,"The reference association to the Purchase Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Purchase Organization) Business Segment,BS04a0,/PR07h/BS04a0,$.Purchase Order.(Purchase Organization) Business Segment,PurOrd.PrchsOrgnzBusSg,,
1735,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Purchase Organization) Business Segment,BS04a0_01,/PR07h/BS04a0_01,$.Purchase Order.(Purchase Organization) Business Segment.Code,PurOrd.PrchsOrgnzBusSg.Cd,,
1736,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Purchase Organization) Business Segment,BS04a0_03,/PR07h/BS04a0_03,$.Purchase Order.(Purchase Organization) Business Segment.Segment Reference Level,PurOrd.PrchsOrgnzBusSg.SgRefLevl,,
1737,2,R,,(Purchaser) Employee,,0..1,,"The reference association to the Purchaser Employee class, which is a class that holds individual employee details within a specific accounting entity.",Purchase,8,(Purchaser) Employee,BS14b,/PR07h/BS14b,$.Purchase Order.(Purchaser) Employee,PurOrd.PrchsEmp,,
1738,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an employee.,Purchase,8,(Purchaser) Employee,BS14b_01,/PR07h/BS14b_01,$.Purchase Order.(Purchaser) Employee.ID,PurOrd.PrchsEmp.Id,,
1739,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS23c,/PR07h/BS23c,$.Purchase Order.Supplier,PurOrd.Supl,,
1740,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS23c_01,/PR07h/BS23c_01,$.Purchase Order.Supplier.Account ID,PurOrd.Supl.AcntId,,
1741,2,C,,Purchase Order Line,,0..*,,A class representing the detailed specifications for goods or services requested in a purchase order.,Purchase,110,Purchase Order Line,PR08g,/PR07h/PR08g,$.Purchase Order.Purchase Order Line,PurOrd.PurOrdLn,,
1742,3,R,,(Receipt Organization) Business Segment,,0..1,,"The reference association to the Receipt Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Receipt Organization) Business Segment,BS04a1,/PR07h/PR08g/BS04a1,$.Purchase Order.Purchase Order Line.(Receipt Organization) Business Segment,PurOrd.PurOrdLn.RecptOrgnzBusSg,,
1743,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Receipt Organization) Business Segment,BS04a1_01,/PR07h/PR08g/BS04a1_01,$.Purchase Order.Purchase Order Line.(Receipt Organization) Business Segment.Code,PurOrd.PurOrdLn.RecptOrgnzBusSg.Cd,,
1744,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Receipt Organization) Business Segment,BS04a1_03,/PR07h/PR08g/BS04a1_03,$.Purchase Order.Purchase Order Line.(Receipt Organization) Business Segment.Segment Reference Level,PurOrd.PurOrdLn.RecptOrgnzBusSg.SgRefLevl,,
1745,3,R,,Project,,0..1,,"The reference association to the Project class, which is a class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",Purchase,36,Project,BS21b,/PR07h/PR08g/BS21b,$.Purchase Order.Purchase Order Line.Project,PurOrd.PurOrdLn.Proj,,
1746,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a project.,Purchase,36,Project,BS21b_01,/PR07h/PR08g/BS21b_01,$.Purchase Order.Purchase Order Line.Project.ID,PurOrd.PurOrdLn.Proj.Id,,
1747,3,R,,Purchase Contract,,0..1,,"The reference association to the Purchase Contract class, which is a class representing an agreement with a vendor for the provision of goods or services within a specified period.",Purchase,104,Purchase Contract,PR01j,/PR07h/PR08g/PR01j,$.Purchase Order.Purchase Order Line.Purchase Contract,PurOrd.PurOrdLn.PurContr,,
1748,3,R,,Purchase Contract Line,,0..1,,"The reference association to the Purchase Contract Line class, which is a class containing essential information about suppliers.",Purchase,106,Purchase Contract Line,PR02g,/PR07h/PR08g/PR02g,$.Purchase Order.Purchase Order Line.Purchase Contract Line,PurOrd.PurOrdLn.PurContrLn,,
1749,3,R,,Purchase Requisition,,0..1,,"The reference association to the Purchase Requisition class, which is a class representing an internal document requesting the procurement of goods or services.",Purchase,100,Purchase Requisition,PR09b,/PR07h/PR08g/PR09b,$.Purchase Order.Purchase Order Line.Purchase Requisition,PurOrd.PurOrdLn.PurRqstn,,
1750,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a purchase requisition.,Purchase,100,Purchase Requisition,PR09b_01,/PR07h/PR08g/PR09b_01,$.Purchase Order.Purchase Order Line.Purchase Requisition.ID,PurOrd.PurOrdLn.PurRqstn.Id,,
1751,3,R,,Purchase Requisition Line,,0..1,,"The reference association to the Purchase Requisition Line class, which is a class representing the specifics of goods or services requested in a purchase requisition.",Purchase,102,Purchase Requisition Line,PR10b,/PR07h/PR08g/PR10b,$.Purchase Order.Purchase Order Line.Purchase Requisition Line,PurOrd.PurOrdLn.PurRqstnLn,,
1752,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a line within a purchase requisition.,Purchase,102,Purchase Requisition Line,PR10b_01,/PR07h/PR08g/PR10b_01,$.Purchase Order.Purchase Order Line.Purchase Requisition Line.ID,PurOrd.PurOrdLn.PurRqstnLn.Id,,
1753,1,C,,Purchase Invoice,,,,A class representing a vendor-issued document that details charges for goods or services provided within a specified period.,Purchase,112,Purchase Invoice,PR03n,/PR03n,$.Purchase Invoice,PurInvoi,,
1754,2,R,,(Settlement Organization) Business Segment,,0..1,,"The reference association to the Settlement Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Settlement Organization) Business Segment,BS04a2,/PR03n/BS04a2,$.Purchase Invoice.(Settlement Organization) Business Segment,PurInvoi.SettlOrgnzBusSg,,
1755,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Settlement Organization) Business Segment,BS04a2_01,/PR03n/BS04a2_01,$.Purchase Invoice.(Settlement Organization) Business Segment.Code,PurInvoi.SettlOrgnzBusSg.Cd,,
1756,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Settlement Organization) Business Segment,BS04a2_03,/PR03n/BS04a2_03,$.Purchase Invoice.(Settlement Organization) Business Segment.Segment Reference Level,PurInvoi.SettlOrgnzBusSg.SgRefLevl,,
1757,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS23d,/PR03n/BS23d,$.Purchase Invoice.Supplier,PurInvoi.Supl,,
1758,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS23d_01,/PR03n/BS23d_01,$.Purchase Invoice.Supplier.Account ID,PurInvoi.Supl.AcntId,,
1759,2,C,,Purchase Invoice Line,,0..*,,A class representing detailed charges for individual goods or services provided as listed on a purchase invoice.,Purchase,114,Purchase Invoice Line,PR04e,/PR03n/PR04e,$.Purchase Invoice.Purchase Invoice Line,PurInvoi.PurInvoiLn,,
1760,3,R,,(Purchase) Measurement Unit,,0..1,,"The reference association to the Purchase Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Purchase,32,(Purchase) Measurement Unit,BS18o,/PR03n/PR04e/BS18o,$.Purchase Invoice.Purchase Invoice Line.(Purchase) Measurement Unit,PurInvoi.PurInvoiLn.PrchsMeaUnt,,
1761,4,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Purchase,32,(Purchase) Measurement Unit,BS18o_01,/PR03n/PR04e/BS18o_01,$.Purchase Invoice.Purchase Invoice Line.(Purchase) Measurement Unit.UOM Code,PurInvoi.PurInvoiLn.PrchsMeaUnt.UomCd,,
