Klassifikaatori elementide täielik loetelu,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
O_201,O_2,3,1,Põhivara soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks,Input VAT paid or due on acquisition of fixed assets,"Входной налог с оборота, уплаченный или подлежащий уплате с приобретения основных средств","Sisendkäibemaksu mahaarvamine põhivara soetamiselt, v.a sõiduautod ning imporditud ja ühendusesiseselt soetatud (sh kolmnurktehingu tingimustel) põhivara ja sõiduautod. Näiteks Eestist soetatud kombain. ","Deduction of input VAT on the acquisition of fixed assets, excluding passenger cars, as well as fixed assets and passenger cars imported or acquired within the Community (including by way of a triangular transaction). For example, a combine harvester purchased from Estonia.","Вычет входного налога с оборота с приобретения основных средств, за исключением легковых автомобилей, а также импортированных и приобретенных внутри Сообщества (в т.ч. на условиях треугольной сделки) основных средств и легковых автомобилей. Например, приобретённый в Эстонии комбайн. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_202,O_2,3,1,"Põhivara soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks, osaline mahaarvamine","Input VAT paid or due on acquisition of fixed assets, partial deduction","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения основных средств, частичный вычет","Sisendkäibemaksu osaline mahaarvamine põhivara soetamiselt, v.a sõiduautod ning imporditud ja ühendusesiseselt soetatud (sh kolmnurktehingu tingimustel) põhivara ja sõiduautod. Näiteks Eestist soetatud kombain. ","Partial deduction of input VAT on the acquisition of fixed assets, excluding passenger cars, as well as fixed assets and passenger cars imported or acquired within the Community (including by way of a triangular transaction). For example, a combine harvester purchased from Estonia.","Частичный вычет входного налога с оборота с приобретения основных средств, за исключением легковых автомобилей, а также импортированных и приобретенных внутри Сообщества (в т.ч. на условиях треугольной сделки) основных средств и легковых автомобилей. Например, приобретённый в Эстонии комбайн. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_203,O_2,3,1,Imporditud põhivara sisendkäibemaks,Input VAT on imported fixed assets,Входной налог с оборота импортированных основных средств,"Imporditud põhivara, v.a sõiduautod (mahaarvamise õiguse ulatuses). Näiteks kombaini import USA-st. ","Imported fixed assets, excluding passenger cars (to the extent of the right for deduction). For example, importing a combine harvester from the US.","Импортированные основные средства, за исключением легковых автомобилей (в пределах права на вычет). Например, импорт комбайна из США. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_204,O_2,3,1,Ühendusesiseselt soetatud (sh kolmnurktehingu tingimustel) põhivara sisendkäibemaks,Input VAT on intra-Community acquisition of fixed assets (including by way of a triangular transaction),"Входной налог с оборота на основные средства, приобретённые внутри Сообщества (в том числе на условиях треугольной сделки)","Ühendusesiseselt soetatud (sh kolmnurktehingu tingimustel) põhivara, v.a sõiduautod (mahaarvamise õiguse ulatuses). Näiteks Hollandist soetatud kombain. ","Intra-Community acquisition of fixed assets (including by way of a triangular transaction), excluding passenger cars (to the extent of the right for deduction). For example, a combine harvester acquired from the Netherlands.","Основные средства, приобретенные внутри Сообщества (в том числе на условиях треугольной сделки), за исключением легковых автомобилей (в пределах права на вычет). Например, приобретённый в Нидерландах комбайн. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_3,O,2,0,"Sisendkäibemaksu mahaarvamine sõiduauto soetamiselt ja sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt, v.a O_1 - O_2, O_4 - O_5 ","Deduction of input VAT on the acquisition of a passenger car and on the purchase of goods and receipt of services for a passenger car, excluding O_1 - O_2, O_4 - O_5   ","Вычет входного налога с оборота с приобретения легкового автомобиля и с приобретения товаров и получения услуг для легковых автомобилей, за исключением O_1 - O_2, O_4 - O_5 ",,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
O_301,O_3,3,1,Ettevõtluses (100%) kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (Eestist soetatud),Input VAT paid or due on the acquisition of a passenger car used for business purposes (100 %) (acquired from Estonia),"Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретённый в Эстонии), используемого в предпринимательской деятельности (100%)",Ettevõtluses (100%) kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (Eestist soetatud). ,Input VAT paid or due on the acquisition of a passenger car used for business purposes (100 %) (acquired from Estonia).,"Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретённый в Эстонии), используемого в предпринимательской деятельности (100%). ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_302,O_3,3,1,Ettevõtluses (100%) kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (import),Input VAT paid or due on the acquisition of a passenger car used for business purposes (100 %) (import),"Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (импорт), используемого в предпринимательской деятельности (100%)",Ettevõtluses (100%) kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (import). Näiteks Jaapanist imporditud sõiduauto. ,"Input VAT paid or due on the acquisition of a passenger car used for business purposes (100 %) (import). For example, a car imported from Japan.","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (импорт), используемого в предпринимательской деятельности (100%). Например, легковой автомобиль, импортированный из Японии. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_303,O_3,3,1,"Ettevõtluses (100%) kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (ühendusesisene soetamine, sh kolmnurktehingu tingimustel)","Input VAT paid or due on the acquisition of a passenger car used for business purposes (100 %) (intra-Community acquisition, including by way of a triangular transaction)","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретение внутри Сообщества, в том числе на условиях треугольной сделки), используемого в предпринимательской деятельности (100%)","Ettevõtluses (100%) kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (ühendusesisene soetamine, sh kolmnurktehingu tingimustel). Näiteks Saksamaalt soetatud sõiduauto. ","Input VAT paid or due on the acquisition of a passenger car used for business purposes (100 %) (intra-Community acquisition, including by way of a triangular transaction). For example, a car acquired from Germany.","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретение внутри Сообщества, в том числе на условиях треугольной сделки), используемого в предпринимательской деятельности (100%). Например, приобретённый в Германии легковой автомобиль. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_304,O_3,3,1,"Osaliselt ettevõtluses kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (maksimaalselt 50% sisendkäibemaksust, Eestist soetatud)","Input VAT paid or due on the acquisition of a passenger car used partly for business purposes (up to 50 % of input VAT, acquired from Estonia)","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретённый в Эстонии), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота)","Osaliselt ettevõtluses kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (maksimaalselt 50% sisendkäibemaksust, Eestist soetatud).","Input VAT paid or due on the acquisition of a passenger car used partly for business purposes (up to 50 % of input VAT, acquired from Estonia).","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретённый в Эстонии), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота).",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_305,O_3,3,1,"Osaliselt ettevõtluses kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (maksimaalselt 50% sisendkäibemaksust, import)","Input VAT paid or due on the acquisition of a passenger car used partly for business purposes (up to 50 % of input VAT, import)","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (импорт), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота)","Osaliselt ettevõtluses kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (maksimaalselt 50% sisendkäibemaksust, import). Näiteks Jaapanist imporditud sõiduauto. ","Input VAT paid or due on the acquisition of a passenger car used partly for business purposes (up to 50 % of input VAT, import). For example, a car imported from Japan.","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (импорт), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота). Например, легковой автомобиль, импортированный из Японии. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_306,O_3,3,1,"Osaliselt ettevõtluses kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (maksimaalselt 50% sisendkäibemaksust, ühendusesisene soetamine, sh kolmnurktehingu tingimustel)","Input VAT paid or due on the acquisition of a passenger car used partly for business purposes (up to 50 % of input VAT, intra-Community acquisition, including by way of a triangular transaction)","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретение внутри Сообщества), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота, в том числе на условиях треугольной сделки)","Osaliselt ettevõtluses kasutatava sõiduauto soetamiselt tasutud või tasumisele kuuluv sisendkäibemaks (maksimaalselt 50% sisendkäibemaksust, ühendusesisene soetamine, sh kolmnurktehingu tingimustel). Näiteks Saksamaalt soetatud sõiduauto. ","Input VAT paid or due on the acquisition of a passenger car used partly for business purposes (up to 50 % of input VAT, intra-Community acquisition, including by way of a triangular transaction). For example, a car acquired from Germany.","Входной налог с оборота, уплаченный или подлежащий уплате с приобретения легкового автомобиля (приобретение внутри Сообщества), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота, в том числе на условиях треугольной сделки). Например, приобретённый в Германии легковой автомобиль. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_307,O_3,3,1,Ettevõtluses (100%) kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (Eestist soetatud),VAT paid or due on the purchase of goods and receipt of services for a passenger car used for business purposes (100 %) (acquired from Estonia),"Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля (приобретённых в Эстонии), используемого в предпринимательской деятельности (100%)",Ettevõtluses (100%) kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (Eestist soetatud sõiduaoto varuosad). ,VAT paid or due on the purchase of goods and receipt of services for a passenger car used for business purposes (100 %) (spare car parts acquired from Estonia).,"Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля (приобретённые в Эстонии запчасти), используемого в предпринимательской деятельности (100%). ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_308,O_3,3,1,"Ettevõtluses (100%) kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (import ja ühendusesisene soetamine, sh kolmnurktehingu tingimustel)","VAT paid or due on the purchase of goods and receipt of services for a passenger car used for business purposes (100 %) (import and intra-Community acquisition, including by way of a triangular transaction)","Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля (импорт, приобретение внутри Сообщества, в том числе на условиях треугольной сделки), используемого в предпринимательской деятельности (100%)","Ettevõtluses (100%) kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (import ja ühendusesisene soetamine, sh kolmnurktehingu tingimustel). Näiteks Jaapanist imporditud või Saksamaalt soetatud sõiduauto varuosad. ","VAT paid or due on the purchase of goods and receipt of services for a passenger car used for business purposes (100 %) (import and intra-Community acquisition, including by way of a triangular transaction). For example, spare parts imported from Japan or acquired from Germany.","Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля (импорт, приобретение внутри Сообщества, в том числе на условиях треугольной сделки), используемого в предпринимательской деятельности (100%). Например, запчасти для легковых автомобилей, импортированных из Японии или приобретённых в Германии. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_309,O_3,3,1,"Osaliselt ettevõtluses kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (maksimaalselt 50% sisendkäibemaksust, Eestist soetatud)","VAT paid or due on the purchasing of goods and receiving of services for a passenger car used partly for business purposes (up to 50 % of input VAT, acquired in Estonia)","Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля (приобретённые в Эстонии), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота)","Osaliselt ettevõtluses kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (maksimaalselt 50% sisendkäibemaksust, Eestist soetatud sõiduauto varuosad). ","VAT paid or due on the purchase of goods and receipt of services for a passenger car used partly for business purposes (up to 50 % of input VAT, spare parts acquired in Estonia).","Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля (приобретённые в Эстонии запчасти), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота) ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_310,O_3,3,1,"Osaliselt ettevõtluses kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (maksimaalselt 50% sisendkäibemaksust, import ja ühendusesisene soetamine, sh kolmnurktehingu tingimustel)","VAT paid or due on the purchase of goods and receipt of services for a passenger car used partly for business purposes (up to 50 % of input VAT, import and intra-Community acquisition, including by way of a triangular transaction)","Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля, частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота, импорт и приобретение внутри Сообщества, в том числе на условиях треугольной сделки)","Osaliselt ettevõtluses kasutatava sõiduauto tarbeks kaupade soetamiselt ja teenuste saamiselt tasutud või tasumisele kuuluv käibemaks (maksimaalselt 50% sisendkäibemaksust, import ja ühendusesisene soetamine, sh kolmnurktehingu tingimustel). Näiteks Saksamaalt soetatud või Jaapanist imporditud sõiduauto varuosad. ","VAT paid or due on the purchase of goods and receipt of services for a passenger car used partly for business purposes (up to 50 % of input VAT, import and intra-Community acquisition, including by way of a triangular transaction). For example, spare parts imported from Japan or acquired from Germany. ","Налог с оборота, уплаченный или подлежащий уплате с приобретения товаров и получения услуг для легкового автомобиля (приобретение внутри Сообщества), частично используемого в предпринимательской деятельности (не более 50% от входного налога с оборота, импорт и приобретение внутри Сообщества, в том числе на условиях треугольной сделки) Например, запчасти для легковых автомобилей, приобретенных в Германии или импортированных из Японии. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_4,O,2,0,"Sisendkäibemaksu mahaarvamine pöördmaksustatavatelt soetustelt, v.a O_1 - O_3 ja O_5","Deduction of input VAT on acquisition on which reverse charge is applied, excluding O_1 and O_3 and O_5 ","Вычет входного налога с оборота с приобретения с обратным налогообложением, за исключением O_1, O_3 и O_5",,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
O_401,O_4,3,1,"Sisendkäibemaks, kauba ühendusesisene soetamine, v.a põhivara ja sõiduautode soetamine","Input VAT, intra-Community acquisition of goods, excluding the acquisition of fixed assets and passenger cars","Входной налог с оборота, приобретение товара внутри Сообщества, за исключением приобретения основных средств и легковых автомобилей","Sisendkäibemaksu mahaarvamine kauba ühendusesiseneselt soetamiselt, v.a põhivara ja sõiduautode soetamine.","Deduction of input VAT on intra-Community acquisitions of goods, excluding acquisition of fixed assets and passenger cars.","Вычет входного налога с оборота с приобретения товара внутри Сообщества, за исключением приобретения основных средств и легковых автомобилей.",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_402,O_4,3,1,"Sisendkäibemaks, teise liikmesriigi maksukohustuslaselt saadud teenused ","Input VAT, services received from a taxable person of another Member State","Входной налог с оборота, услуги, полученные от налогообязанного другого государства – члена ЕС ","Sisendkäibemaksu mahaarvamine teise liikmesriigi maksukohustuslaselt saadud teenuselt, sh ettemaks.","Deduction of input VAT on the services received from a taxable person of another Member State, including advance payment.","Вычет входного налога с оборота с услуги, полученной от налогообязанного другого государства – члена ЕС, включая предоплату.",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_403,O_4,3,1,"Sisendkäibemaks, kolmnurktehingu tingimustel kauba soetamine, v.a põhivara ja sõiduauto soetamine","Input VAT, acquisition of goods by way of a triangular transaction, excluding the acquisition of fixed assets and passenger cars","Входной налог с оборота, приобретение товара на условиях треугольной сделки, за исключением приобретения основных средств и легкового автомобиля","Sisendkäibemaksu mahaarvamine kolmnurktehinguga soetatud kaubalt, v.a põhivara ja sõiduauto.","Deduction of input VAT on goods acquired by way of a triangular transaction, excluding the acquisition of fixed assets and passenger  cars.","Вычет входного налога с оборота с товаров, приобретенных по треугольной сделке, за исключением основных средств и легковых автомобилей.",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_404,O_4,3,1,"Sisendkäibemaks, muu kauba soetamine ja teenuse saamine","Input VAT, acquisition of other goods and services ","Входной налог с оборота, приобретение прочего товара и получение услуги",Sisendkäibemaksu mahaarvamine muu kauba soetamiselt ja teenuse saamiselt.,Deduction of input VAT on the acquisition of other goods and services.,Вычет входного налога с оборота с приобретения прочего товара и получения услуги.,,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_405,O_4,3,1,"Sisendkäibemaks, erikorra alusel maksustatava kinnisasja, metallijäätmete, väärismetalli ja metalltoodete soetamine","Input VAT, acquisition of immovables, scrap metal, precious metal and metal products taxable under special arrangement  ","Входной налог с оборота, приобретение облагаемой налогом на основании особого порядка недвижимой вещи, металлоотходов, драгоценного металла и металлических изделий","Sisendkäibemaksu mahaarvamine erikorra alusel maksustatava kinnisasja, metallijäätmete, väärismetalli ja metalltoodete soetamiselt.","Deduction of input VAT on the acquisition of immovables, scrap metal, precious metal and metal products taxable under special arrangement.  ","Вычет входного налога с оборота с приобретения облагаемой налогом на основании особого порядка недвижимой вещи, металлоотходов, драгоценного металла и металлических изделий.",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_406,O_4,3,1,"Sisendkäibemaks, erikorra alusel maksustatava kinnisasja, metallijäätmete, väärismetalli ja metalltoodete soetamine, osaline mahaarvamine","Input VAT, acquisition of immovables, scrap metal, precious metal and metal products taxable under special arrangement, partial deduction  ","Входной налог с оборота, приобретение облагаемой налогом на основании особого порядка недвижимой вещи, металлоотходов, драгоценного металла и металлических изделий, частичный вычет","Sisendkäibemaksu osaline mahaarvamine erikorra alusel maksustatava kinnisasja, metallijäätmete, väärismetalli ja metalltoodete soetamiselt.","Partial deduction of input VAT on the acquisition of immovables, scrap metal, precious metal and metal products taxable under special arrangement.  ","Частичный вычет входного налога с оборота с приобретения облагаемой налогом на основании особого порядка недвижимой вещи, металлоотходов, драгоценного металла и металлических изделий.",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_5,O,2,0,"Sisendkäibemaksu mahaarvamine arvestuslikelt kannetelt, v.a O_1 - O_4","Deduction of input VAT on accounting entries, excluding O_1 - O_4 ","Вычет входного налога с оборота с расчётных проводок, за исключением O_1 - O_4",,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
O_501,O_5,3,1,"Sisendkäibemaks, imporditud kauba maksustatava väärtuse muutmisel käibedeklaratsioonil","Input VAT, upon amendment of the taxable value of imported goods on VAT return","Входной налог с оборота, при изменении налогооблагаемой стоимости импортированного товара в декларации об обороте",Sisendkäibemaks mahaarvamine imporditud kauba maksustatava väärtuse muutmisel käibedeklaratsiooniga.,Deduction of input VAT upon amendment of the taxable value of imported goods in VAT return.,"Входной налог с оборота, вычеты при изменении налогооблагаемой стоимости импортированного товара в декларации об обороте.",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_502,O_5,3,1,"Sisendkäibemaks, kaupade maksuladustamise lõpetamisel ilma kauba võõrandamiseta, ajutises aktsiisivabastuses olevate aktsiisikaupade aktsiisilaost välja toimetamine ilma aktsiisikauba võõrandamiseta","Input VAT, upon termination of tax warehousing without transfer of goods, taking excise goods under excise duty suspension arrangement out of an excise warehouse without the transfer of the excise goods","Входной налог с оборота, при прекращении налогового складирования товаров без отчуждения товара, вывоз с акцизного склада подакцизных товаров, находящихся во временном освобождении от акциза, без отчуждения подакцизного товара",Sisendkäibemaksu mahaarvamine kaupade maksuladustamise lõpetamisel ilma kauba võõrandamiseta; ajutises aktsiisivabastuses olevate aktsiisikaupade aktsiisilaost välja toimetamisel ilma aktsiisikauba võõrandamiseta.,Deduction of input VAT upon termination of tax warehousing without transfer of goods; taking excise goods under excise duty suspension arrangement out of an excise warehouse without the transfer of the excise goods.,"Вычет входного налога с оборота при прекращении налогового складирования товаров без отчуждения товара, при вывозе с акцизного склада подакцизных товаров, находящихся во временном освобождении от акциза, без отчуждения подакцизного товара.",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
O_6,O,2,0,Sisendkäibemaksu mahaarvamise korrigeerimised,"Deduction of input VAT, corrections",Корректировка вычета входного налога с оборота,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
O_601,O_6,3,1,Sisendkäibemaksu korrigeerimise tulemusel sisendkäibemaksu vähenemine/suurenemine,Reduction/increase of input VAT as a result of input VAT correction,Уменьшение/увеличение входного налога с оборота в результате корректировки входного налога с оборота,"Sisendkäibemaksu korrigeerimise tulemusel sisendkäibemaksu vähenemine/suurenemine. Sisendkäibemaksu vähenemisel ""+"" märgiga ja suurenemisel ""-"" märgiga. ","Reduction/increase of input VAT as a result of input VAT correction. Upon reduction of input VAT , the  symbol ‘+’,  and upon increase, the symbol ‘-’.",Уменьшение/увеличение входного налога с оборота в результате корректировки входного налога с оборота. При уменьшении входного налога с оборота со знаком „+“ и  при увеличении со знаком „-“. ,,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
A,,1,0,Arvestuslikud kanded,Accounting entries,Бухгалтерские проводки,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
A_1,A,2,0,Maksustatavad arvestuslikud kanded,Taxable accounting entries,Налогооблагаемые бухгалтерские проводки,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
A_101,A_1,3,1,Standard- või soodusmääraga arvestuslikud kanded,Accounting entries taxable at a standard or reduced rate,Бухгалтерские проводки по стандартной или льготной ставке,"Standard- või soodusmääraga maksustatavad arvestuslikud kanded, näiteks kauba või teenuse omatarve, KMKR-st kustutamise momendiks võõrandamata kaupade (v.a põhivara) maksustatav väärtus (KMS § 29), imporditud kauba maksustatava väärtuse suurendamine käibedeklaratsioonil, kauba võõrandamiseta kauba maksuladustamise lõpetamisel või aktsiisikauba aktsiisilaost välja toimetamisel maksustatav väärtus (KMS § 3). ","Accounting entries taxable at a standard or reduced rate, for example the self-supply of goods or services; the taxable value of goods (other than fixed assets) which have not been transferred up to the moment of deletion from the register of taxable persons (§ 29 of the VAT Act); increase of the taxable value of imported goods in a VAT return; the taxable value of goods upon termination of tax warehousing without transfer or upon taking excise goods out of an excise warehouse (§ 3 of the VAT Act).","Бухгалтерские проводки, облагаемые по стандартной или льготной ставке, например, собственное потребление товара или услуги, облагаемая стоимость товаров (кроме основных средств), не отчуждённых на момент исключения из регистра обязанных по налогу с оборота (статья 29 ЗоНО), увеличение облагаемой стоимости импортированного товара в декларации об обороте, облагаемая стоимость (статья 3 ЗоНО) при прекращении налогового складирования товара без отчуждения товара или вывозе подакцизного товара со акцизного склада. ",,,,,,,,,,EUR,euro,euro,евро,2024-01-01 00:00:00,
