Klassifikaatori elementide täielik loetelu,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
272,27,3,0,Patareide ja akude tootmine,Manufacture of batteries and accumulators,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
2720,272,4,0,Patareide ja akude tootmine,Manufacture of batteries and accumulators,,"Mittelaetavate ja laetavate patareide tootmine. primaarelementide ja primaarpatareide tootmine, elemendid, mis sisaldavad mangaandioksiidi, elavhõbedioksiidi, hõbeoksiidi jne., elektriakude ja nende osade tootmine: separaatorid, anumad, katted, pliiakude tootmine, nikkelkaadiumakude (NiCad) tootmine, nikkelmetallhüdriidakude (NiMH) tootmine, liitiumakude tootmine, kuivelementakude tootmine, märgelementakude tootmine, sõidukite ja jalgrataste akude tootmine, energiasalvestite tootmine","The manufacture of non-rechargeable and rechargeable batteries. manufacture of primary cells and primary batteries, cells containing manganese dioxide, mercuric dioxide, silver oxide, etc., manufacture of electric accumulators, including parts thereof: separators, containers, covers, manufacture of lead acid batteries, manufacture of nickel–cadmium (NiCad) batteries, manufacture of nickel–metal hydride (NiMH) batteries, manufacture of lithium batteries, manufacture of dry cell batteries, manufacture of wet cell batteries, manufacture of batteries for vehicles, bicycles and other cycles, manufacture of battery energy storage systems",,,,,,,,"Autode laadimisjaamade tootmine, vt 2790 hoonete elektrisalvestussüsteemide paigaldamine, vt 4321","Manufacture of charging facilities for cars, see 2790 installation of electric storage systems for buildings, see 4321",,,,,,2025-01-01 00:00:00,
27201,2720,5,1,Patareide ja akude tootmine,Manufacture of batteries and accumulators ,,"Mittelaetavate ja laetavate patareide tootmine. primaarelementide ja primaarpatareide tootmine: elemendid, mis sisaldavad mangaandioksiidi, elavhõbedioksiidi, hõbeoksiidi jne., elektriakude ja nende osade tootmine: separaatorid, anumad, katted, pliiakude tootmine, nikkelkaadiumakude (NiCad) tootmine, nikkelmetallhüdriidakude (NiMH) tootmine, liitiumakude tootmine, kuivelementakude tootmine, märgelementakude tootmine, sõidukite ja jalgrataste akude tootmine, energiasalvestite tootmine","The manufacture of non-rechargeable and rechargeable batteries. manufacture of primary cells and primary batteries: cells containing manganese dioxide, mercuric dioxide, silver oxide, etc., manufacture of electric accumulators, including parts thereof: separators, containers, covers, manufacture of lead acid batteries, manufacture of nickel–cadmium (NiCad) batteries, manufacture of nickel–metal hydride (NiMH) batteries, manufacture of lithium batteries, manufacture of dry cell batteries, manufacture of wet cell batteries, manufacture of batteries for vehicles, bicycles and other cycles, manufacture of battery energy storage systems",,,,,,,,"Autode laadimisjaamade tootmine, vt 27901 hoonete elektrisalvestussüsteemide paigaldamine, vt 43211","Manufacture of charging facilities for cars, see 27901 installation of electric storage systems for buildings, see 43211",,,,,,2025-01-01 00:00:00,
273,27,3,0,Juhtmestiku ja selle tarvikute tootmine,Manufacture of wiring and wiring devices,,Elektrivooluringi voolukandjate (ühenduskaablid) ja voolu mittekandvate seadmete tootmine (materjalist olenemata). ka juhtmete isoleerimine ja kiudoptilise kaabli tootmine.,The manufacture of current-carrying wiring devices and non-current-carrying wiring devices for wiring electrical circuits regardless of material. This group also includes the insulating of wire and the manufacture of fibre-optic cables.,,,,,,,,,,,,,,,2025-01-01 00:00:00,
2731,273,4,0,Kiudoptilise kaabli tootmine,Manufacture of fibre optic cables,,Pistikutega või pistikuteta kiudoptilise andmeedastuskaabli või kujutisandmete reaalajas ülekandmiseks mõeldud kaabli tootmine,"Manufacture of fibre-optic cables for data transmission or live transmission of images, whether or not fitted with connectors",,,,,,,,"Klaaskiu tootmine, vt 2314 pistikute tootmine optiliste kiudude, optiliste kiudude kimpude või kiudoptilise kaabli jaoks, vt 2733 kiudoptiliste vm kaablite paigaldamine hoonetes, vt 4321","Manufacture of glass fibres or strand, see 2314 manufacture of connectors for optical fibres, optical fibre bundles and cables, see 2733 installation of fibre-optic and other cables for buildings, see 4321",,,,,,2025-01-01 00:00:00,
27311,2731,5,1,Kiudoptilise kaabli tootmine,Manufacture of fibre optic cables ,,Pistikutega või pistikuteta kiudoptilise andmeedastuskaabli või kujutisandmete reaalajas ülekandmiseks mõeldud kaabli tootmine,"Manufacture of fibre-optic cables for data transmission or live transmission of images, whether or not fitted with connectors",,,,,,,,"Klaaskiu tootmine, vt 23141 pistikute tootmine optiliste kiudude, optiliste kiudude kimpude või kiudoptilise kaabli jaoks, vt 27331 kiudoptiliste vm kaablite paigaldamine hoonetes, vt 4321","Manufacture of glass fibres or strand, see 23141 manufacture of connectors for optical fibres, optical fibre bundles and cables, see 27331 installation of fibre-optic and other cables for buildings, see 4321",,,,,,2025-01-01 00:00:00,
2732,273,4,0,Muu elektroonika- ja elektrijuhtmete või -kaabli tootmine,Manufacture of other electronic and electric wires and cables,,"Terasest, vasest, alumiiniumist isoleeritud traadi ja kaabli tootmine","Manufacture of insulated wire and cable, made of steel, copper, aluminium",,,,,,,,"Traaditootmine (-tõmbamine), vt 2434, 2441, 2442, 2443, 2444, 2445 isoleeritud juhtme ja pistikutega elektrijuhtmekomplektide tootmine, vt 2790 autotööstuses kasutatavate kaablikomplektide, elektrijuhtmete, ühenduskaablite või -sõlmede tootmine, vt 2931","Manufacture (drawing) of wire, see 2434, 2441, 2442, 2443, 2444, 2445 manufacture of electrical cord sets with insulated wire and connectors, see 2790 manufacture of cable sets, wiring harnesses and similar cable sets or assemblies for automotive applications, see 2931",,,,,,2025-01-01 00:00:00,
27321,2732,5,1,Muu elektroonika- ja elektrijuhtmete või -kaabli tootmine,Manufacture of other electronic and electric wires and cables,,"Terasest, vasest, alumiiniumist isoleeritud traadi ja kaabli tootmine","Manufacture of insulated wire and cable, made of steel, copper, aluminium",,,,,,,,"Traaditootmine (-tõmbamine), vt 24341, 24411, 24421, 24431, 24441, 24451 isoleeritud juhtme ja pistikutega elektrijuhtmekomplektide tootmine, vt 27901 autotööstuses kasutatavate kaablikomplektide, elektrijuhtmete, ühenduskaablite või -sõlmede tootmine, vt 29311","Manufacture (drawing) of wire, see 24341, 24411, 24421, 24431, 24441, 24451 manufacture of electrical cord sets with insulated wire and connectors, see 27901 manufacture of cable sets, wiring harnesses and similar cable sets or assemblies for automotive applications, see 29311",,,,,,2025-01-01 00:00:00,
2733,273,4,0,Juhtmestiku tarvikute tootmine,Manufacture of wiring devices,,"Mistahes materjalist elektrivooluringi voolukandjate ja voolu mittekandvate seadmete tootmine. toitesiinide ja elektrijuhtide tootmine (v.a jaotusseadme tüüpi), maanduslülitite (GFCI) tootmine, lambipesade tootmine, pingepiirikute ja -poolide tootmine, elektrijuhtmestiku lülitite tootmine (nt rõhk-, nupp- ja hetktoimelülitid, tumblerid), elektriliste pistikupesade, pistikute või pistmike tootmine, elektrijuhtmete karpide tootmine (nt harukarbid, harutoosid, lülitikarbid), juhtmekanalite ja nende abidetailide tootmine, ülekandeliinide ja -postide armatuuri tootmine, voolu mittekandvate plastseadmete tootmine, k.a plastist harukarbid, otspinnad jms, plastist mastiliini ühendustarvikud","The manufacture of current-carrying and non-current-carrying wiring devices for electrical circuits regardless of material. manufacture of bus bars, electrical conductors (except switchgear-type), manufacture of ground fault circuit interrupters (GFCIs), manufacture of lamp-holders, manufacture of lightning arrestors and coils, manufacture of switches for electrical wiring (e.g. pressure, push-button, snap, tumbler switches), manufacture of electrical plugs, connectors or sockets, manufacture of boxes for electrical wiring (e.g. junction, outlet, switch boxes), manufacture of electrical conduit and fitting, manufacture of transmission pole and line hardware, manufacture of plastic non-current-carrying wiring devices, including plastic junction boxes, faceplates and similar, plastic pole line fittings and switch covers",,,,,,,,"Keraamiliste isolaatorite tootmine, vt 2343 elektroonikakomponentide tüüpi pistikute, pistikupesade ja lülitite tootmine, vt 2611","Manufacture of ceramic insulators, see 2343 manufacture of electronic component-type connectors, sockets and switches, see 2611",,,,,,2025-01-01 00:00:00,
27331,2733,5,1,Juhtmestiku tarvikute tootmine,Manufacture of wiring devices ,,"Mistahes materjalist elektrivooluringi voolukandjate ja voolu mittekandvate seadmete tootmine. toitesiinide ja elektrijuhtide tootmine (v.a jaotusseadme tüüpi), maanduslülitite (GFCI) tootmine, lambipesade tootmine, pingepiirikute ja -poolide tootmine, elektrijuhtmestiku lülitite tootmine (nt rõhk-, nupp- ja hetktoimelülitid, tumblerid), elektriliste pistikupesade, pistikute või pistmike tootmine, elektrijuhtmete karpide tootmine (nt harukarbid, harutoosid, lülitikarbid), juhtmekanalite ja nende abidetailide tootmine, ülekandeliinide ja -postide armatuuri tootmine, voolu mittekandvate plastseadmete tootmine, k.a plastist harukarbid, otspinnad jms, plastist mastiliini ühendustarvikud","The manufacture of current-carrying and non-current-carrying wiring devices for electrical circuits regardless of material. manufacture of bus bars, electrical conductors (except switchgear-type), manufacture of ground fault circuit interrupters (GFCIs), manufacture of lamp-holders, manufacture of lightning arrestors and coils, manufacture of switches for electrical wiring (e.g. pressure, push-button, snap, tumbler switches), manufacture of electrical plugs, connectors or sockets, manufacture of boxes for electrical wiring (e.g. junction, outlet, switch boxes), manufacture of electrical conduit and fitting, manufacture of transmission pole and line hardware, manufacture of plastic non-current-carrying wiring devices, including plastic junction boxes, faceplates and similar, plastic pole line fittings and switch covers",,,,,,,,"Keraamiliste isolaatorite tootmine, vt 23431 elektroonikakomponentide tüüpi pistikute, pistikupesade ja lülitite tootmine, vt 26111","Manufacture of ceramic insulators, see 23431 manufacture of electronic component-type connectors, sockets and switches, see 26111",,,,,,2025-01-01 00:00:00,
274,27,3,0,Valgustusseadmete tootmine,Manufacture of lighting equipment,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
2740,274,4,0,Valgustusseadmete tootmine,Manufacture of lighting equipment,,"Elektrilambipirnide ja -torude, nende osade ja komponentide (v.a lambipirnide tühjad klaaskolvid) ning elektrivalgustite ja nende osade (v.a voolu kandvate seadmete) tootmine. lampide, valgustusarmatuuride ja lambipirnide tootmine, nt lahendus-, hõõg-, fluorestsents-, ultraviolett-, infrapuna-, LED-lambid, lae- või seinavalgustite, nt lühtrite tootmine, laua- või põrandalampide, st valgustusarmatuuride tootmine, valguskettide tootmine, elektriliste tehiskaminapuude tootmine, taskulampide tootmine, elektriliste putukalampide tootmine, laternate (nt karbiid-, elektri-, gaasi-, bensiinilaternad) tootmine, prožektorite tootmine, tänavavalgustusseadmete (v.a liiklusfooride) tootmine, transpordivahendite (nt mootorsõidukite, õhusõidukite, paatide) valgustusseadmete tootmine, päikesevalgustusseadmete tootmine","The manufacture of electric light bulbs and tubes, and parts and components thereof (except glass blanks for electric light bulbs), electric lighting and other fixtures, and lighting fixture components (except current-carrying wiring devices). manufacture of lamps, fixtures and bulbs (e.g. discharge, incandescent, fluorescent, ultraviolet, infra-red, light-emitting diode (LED)), manufacture of ceiling or wall lighting fixtures (e.g. chandeliers), manufacture of table or floor-standing lamps (i.e. lighting fixtures), manufacture of light chains, manufacture of electric fireplace logs, manufacture of flashlights, manufacture of electric insect lamps, manufacture of lanterns (e.g. carbide, electric, gas, gasoline, kerosene), manufacture of spotlights, manufacture of street lighting fixtures (except traffic signals), manufacture of lighting equipment for transport equipment (e.g. for motor vehicles, aircraft, boats), manufacture of solar lighting equipment",,,,,,,,"Klaasnõude ja valgustite klaasosade tootmine, vt 2315 valgusdioodide tootmine, vt 261 valgustusseadmete voolu juhtivate ja voolu mittejuhtivate juhtmestike tootmine, vt 2733 integreeritud valgustusseadmetega laeventilaatorite või vannitoaventilaatorite tootmine, vt 2751 elektriliste signalisatsiooniseadmete, nt valgusfooride jms tootmine, vt 2790 elektriliste siltide tootmine, vt 2790","Manufacture of glassware and glass parts for lighting fixtures, see 2315 manufacture of light-emitting diodes (LEDs), see 2611 manufacture of current-carrying and non-current-carrying wiring devices for lighting fixtures, see 2733 manufacture of ceiling fans or bath fans with integrated lighting fixtures, see 2751 manufacture of electrical signalling equipment (e.g. traffic lights and pedestrian signalling equipment), see 2790 manufacture of electrical signs, see 2790",,,,,,2025-01-01 00:00:00,
27401,2740,5,1,Valgustusseadmete tootmine,Manufacture of lighting equipment,,"Elektrilambipirnide ja -torude, nende osade ja komponentide (v.a lambipirnide tühjad klaaskolvid) ning elektrivalgustite ja nende osade (v.a voolu kandvate seadmete) tootmine. lampide, valgustusarmatuuride ja lambipirnide tootmine, nt lahendus-, hõõg-, fluorestsents-, ultraviolett-, infrapuna-, LED-lambid, lae- või seinavalgustite, nt lühtrite tootmine, laua- või põrandalampide, st valgustusarmatuuride tootmine, valguskettide tootmine, elektriliste tehiskaminapuude tootmine, taskulampide tootmine, elektriliste putukalampide tootmine, laternate (nt karbiid-, elektri-, gaasi-, bensiinilaternad) tootmine, prožektorite tootmine, tänavavalgustusseadmete (v.a liiklusfooride) tootmine, transpordivahendite (nt mootorsõidukite, õhusõidukite, paatide) valgustusseadmete tootmine, päikesevalgustusseadmete tootmine","The manufacture of electric light bulbs and tubes, and parts and components thereof (except glass blanks for electric light bulbs), electric lighting and other fixtures, and lighting fixture components (except current-carrying wiring devices). manufacture of lamps, fixtures and bulbs (e.g. discharge, incandescent, fluorescent, ultraviolet, infra-red, light-emitting diode (LED)), manufacture of ceiling or wall lighting fixtures (e.g. chandeliers), manufacture of table or floor-standing lamps (i.e. lighting fixtures), manufacture of light chains, manufacture of electric fireplace logs, manufacture of flashlights, manufacture of electric insect lamps, manufacture of lanterns (e.g. carbide, electric, gas, gasoline, kerosene), manufacture of spotlights, manufacture of street lighting fixtures (except traffic signals), manufacture of lighting equipment for transport equipment (e.g. for motor vehicles, aircraft, boats), manufacture of solar lighting equipment",,,,,,,,"Klaasnõude ja valgustite klaasosade tootmine, vt 23151 valgusdioodide tootmine, vt 26111 valgustusseadmete voolu juhtivate ja voolu mittejuhtivate juhtmestike tootmine, vt 27331 integreeritud valgustusseadmetega laeventilaatorite või vannitoaventilaatorite tootmine, vt 27511 elektriliste signalisatsiooniseadmete, nt valgusfooride jms tootmine, vt 27901 elektriliste siltide tootmine, vt 27901","Manufacture of glassware and glass parts for lighting fixtures, see 23151 manufacture of light-emitting diodes (LEDs), see 26111 manufacture of current-carrying and non-current-carrying wiring devices for lighting fixtures, see 27331 manufacture of ceiling fans or bath fans with integrated lighting fixtures, see 27511 manufacture of electrical signalling equipment (e.g. traffic lights and pedestrian signalling equipment), see 27901 manufacture of electrical signs, see 27901",,,,,,2025-01-01 00:00:00,
275,27,3,0,Kodumasinate tootmine,Manufacture of domestic appliances,,"Elektri-, gaasi vm küttel töötavate kodumasinate ja väikeste elektriliste seadmete tootmine, nt majapidamises kasutatavad elektriradiaatorid, tolmuimejad, põrandahooldusmasinad, pliidid ja ahjud, pesumasinad, külmikud, sügavkülmikud vm elektrilised ja mitteelektrilised kodumasinad, nt nõudepesumasinad, boilerid, jäätmepurustajad.","The manufacture of small electric appliances and electric housewares, household-type fans, household-type vacuum cleaners, electric household-type floor care machines, household-type cooking appliances, household-type laundry equipment, household-type refrigerators, upright and chest freezers, and other electrical and non-electrical household appliances (for example, dishwashers, water heaters, garbage disposal units). the manufacture of appliances with electric, gas or other fuel sources.",,,,,,,,,,,,,,,2025-01-01 00:00:00,
2751,275,4,0,Elektriliste kodumasinate tootmine,Manufacture of electric domestic appliances,,"Elektriliste kodumasinate tootmine: külmikud, sügavkülmikud, nõudepesumasinad, pesumasinad ja kuivatid, tolmuimejad, põrandapoleerijad, jäätmepurustajad, jahvatid, blenderid, mahlapressid, konserviavajad, elektripardlid, elektrilised hambaharjad vm elektrilised hügieenitarbed, noateritajad, ventilatsiooni- ja retsirkulatsiooniseadmed, kodumajapidamistes kasutatavate elektrotermiliste seadmete tootmine: elektriboilerid, elektritekid, elektrilised föönid, kammid, harjad, lokirullid, elektritriikrauad, kantavad kütteseadmed ja ventilaatorid, elektriahjud, mikrolaineahjud, pliidid, keeduplaadid, rösterid, elektrigrillid, kohvi- või teekeetjad, fritüürid, keeduaparaadid, grillahjud, elektrilised küttetakistid jne., laua-, põranda-, seina-, akna-, lae-, katuseventilaatorid","Manufacture of domestic electric appliances: refrigerators, freezers, dishwashers, washing and drying machines, vacuum cleaners, floor polishers, waste disposal units, grinders, blenders, juice squeezers, tin openers, electric shavers, electric toothbrushes and other electric personal care devices, knife sharpeners, ventilating or recycling hoods, manufacture of domestic electrothermic appliances: electric water heaters, electric blankets, electric hairdryers, combs, brushes, curlers, electric smoothing irons, space heaters and household-type fans, portable, electric ovens, microwave ovens, cookers, hotplates, toasters, electric barbecues, coffee or tea makers, frying pans, roasters, hoods, electric heating resistors, etc., table, floor, wall, window, ceiling or roof fans",,,,,,,,"Mitteelektriliste kütteseadmete tootmine, vt 2752 kaubanduslike ja tööstuslike külmutuskappide, sügavkülmikute, kliimaseadmete, statsionaarsete õhusoojendite, pööningu-, õhutus- ja imiventilaatorite, toiduvalmistamisseadmete, pesumasinate, keemilise puhastuse seadmete, pressimis- ja triikimisseadmete, tolmuimejate tootmine, vt osa 28 püsivalt paigaldatavate keskkütteseadmete tootmine, vt 2821 kodumajapidamises kasutatavate õmblusmasinate tootmine, vt 2894 kesktolmuimejasüsteemide paigaldamine, vt 4324","Manufacture of non-electric space heaters, see 2752 manufacture of commercial and industrial refrigerators and freezers, room air conditioners, attic fans, permanently mounted space heaters, commercial ventilation and exhaust fans, commercial-type cooking equipment, commercial-type laundry, dry-cleaning and pressing equipment, commercial, industrial and institutional vacuum cleaners, see division 28 manufacture of permanently mounted central heating equipment, see 2821 manufacture of household-type sewing machines, see 2894 installation of central vacuum cleaning systems, see 4324",,,,,,2025-01-01 00:00:00,
27511,2751,5,1,Elektriliste kodumasinate tootmine,Manufacture of electric domestic appliances ,,"Elektriliste kodumasinate tootmine: külmikud, sügavkülmikud, nõudepesumasinad, pesumasinad ja kuivatid, tolmuimejad, põrandapoleerijad, jäätmepurustajad, jahvatid, blenderid, mahlapressid, konserviavajad, elektripardlid, elektrilised hambaharjad vm elektrilised hügieenitarbed, noateritajad, ventilatsiooni- ja retsirkulatsiooniseadmed Kodumajapidamistes kasutatavate elektrotermiliste seadmete tootmine: elektriboilerid, elektritekid, elektrilised föönid, kammid, harjad, lokirullid, elektritriikrauad, kantavad kütteseadmed ja ventilaatorid, elektriahjud, mikrolaineahjud, pliidid, keeduplaadid, rösterid, elektrigrillid, kohvi- või teekeetjad, fritüürid, keeduaparaadid, grillahjud, elektrilised küttetakistid jne., laua-, põranda-, seina-, akna-, lae-, katuseventilaatorid","Manufacture of domestic electric appliances: refrigerators, freezers, dishwashers, washing and drying machines, vacuum cleaners, floor polishers, waste disposal units, grinders, blenders, juice squeezers, tin openers, electric shavers, electric toothbrushes and other electric personal care devices, knife sharpeners, ventilating or recycling hoods Manufacture of domestic electrothermic appliances: electric water heaters, electric blankets, electric hairdryers, combs, brushes, curlers, electric smoothing irons, space heaters and household-type fans, portable, electric ovens, microwave ovens, cookers, hotplates, toasters, electric barbecues, coffee or tea makers, frying pans, roasters, hoods, electric heating resistors, etc., table, floor, wall, window, ceiling or roof fans",,,,,,,,"Mitteelektriliste kütteseadmete tootmine, vt 27521 kaubanduslike ja tööstuslike külmutuskappide, sügavkülmikute, kliimaseadmete, statsionaarsete õhusoojendite, pööningu-, õhutus- ja imiventilaatorite, toiduvalmistamisseadmete, pesumasinate, keemilise puhastuse seadmete, pressimis- ja triikimisseadmete, tolmuimejate tootmine, vt osa 28 püsivalt paigaldatavate keskkütteseadmete tootmine, vt 28211 kodumajapidamises kasutatavate õmblusmasinate tootmine, vt 28941 kesktolmuimejasüsteemide paigaldamine, vt 43241","Manufacture of non-electric space heaters, see 27521 manufacture of commercial and industrial refrigerators and freezers, room air conditioners, attic fans, permanently mounted space heaters, commercial ventilation and exhaust fans, commercial-type cooking equipment, commercial-type laundry, dry-cleaning and pressing equipment, commercial, industrial and institutional vacuum cleaners, see division 28 manufacture of permanently mounted central heating equipment, see 28211 manufacture of household-type sewing machines, see 28941 installation of central vacuum cleaning systems, see 43241",,,,,,2025-01-01 00:00:00,
2752,275,4,0,Mitteelektriliste kodumasinate tootmine,Manufacture of non-electric domestic appliances,,"Kodumajapidamises kasutatavate mitteelektriliste toiduvalmistamis- ja kütteseadmete tootmine: mitteelektrilised õhu- ja veesoojendid, pliidid, grillid, ahjud, toiduvalmistamisseadmed, plaatsoojendid jms","Manufacture of domestic non-electric cooking and heating equipment: non-electric space heaters, cooking ranges, grates, stoves, water heaters, cooking appliances, plate warmers, barbecues",,,,,,,,"Keskkütte ja päikesetoitel veesoojendusseadmete tootmine, vt 2821","Manufacture of central heating boilers and solar water heaters, see 2821",,,,,,2025-01-01 00:00:00,
27521,2752,5,1,Mitteelektriliste kodumasinate tootmine,Manufacture of non-electric domestic appliances ,,"Kodumajapidamises kasutatavate mitteelektriliste toiduvalmistamis- ja kütteseadmete tootmine: mitteelektrilised õhu- ja veesoojendid, pliidid, grillid, ahjud, toiduvalmistamisseadmed, plaatsoojendid jms","Manufacture of domestic non-electric cooking and heating equipment: non-electric space heaters, cooking ranges, grates, stoves, water heaters, cooking appliances, plate warmers, barbecues",,,,,,,,"Keskkütte ja päikesetoitel veesoojendusseadmete tootmine, vt 28211","Manufacture of central heating boilers and solar water heaters, see 28211",,,,,,2025-01-01 00:00:00,
279,27,3,0,Muude elektriseadmete tootmine,Manufacture of other electrical equipment,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
2790,279,4,0,Muude elektriseadmete tootmine,Manufacture of other electrical equipment,,"Mitmesuguste elektriseadmete tootmine, v.a mootorid, generaatorid ja trafod, patareid ning akud, juhtmed ja nende tarvikud, valgustusseadmed ning kodumasinad. tahkis-akulaadijate tootmine, elektriliste ukseavamis- ja uksesulgemisseadmete tootmine, elektriliste uksekellade tootmine, ostetud isoleerjuhtmest pikendusjuhtmete tootmine, ultraheli-puhastusseadmete (v.a laboratoorsete ja stomatoloogiliste seadmete) tootmine, solaariumide tootmine, kütuseelementide, reguleeritavate ja mittereguleeritavate toiteplokkide tootmine, puhvertoiteallikate (UPS) tootmine, liigpingepiirikute tootmine (v.a pingejaotussüsteemidele), seadmejuhtmete, pikendusjuhtmete vm elektrijuhtmekomplektide (isoleeritud juhtmed koos pistikutega) tootmine, süsinik- ja grafiitelektroodide, -kontaktide vm elektriliste süsinik- ja grafiittoodete tootmine, osakestekiirendite tootmine, elektriliste kondensaatorite, takistite, jahutite ja sarnaste kiirendite tootmine, elektromagnetite tootmine, sireenide tootmine, elektrooniliste tabloode tootmine, elektrisiltide tootmine, elektriliste signalisatsiooniseadmete, nt fooride tootmine, elektriisolatsiooniseadmete (v.a klaasist või portselanist) tootmine, elektriliste keevitusseadmete ja pehmejoodis-jootmisseadmete, k.a käsi-jootekolbide tootmine, galvaniseerimisseadmete tootmine, mootorsõidukite pardalaadijate tootmine, kokkupandud, pistikutega varustatud kaablite tootmine, autode laadimisjaamade tootmine","The manufacture of miscellaneous electrical equipment other than motors, generators and transformers, batteries and accumulators, wires and wiring devices, lighting equipment or domestic appliances. manufacture of battery chargers, solid-state, manufacture of door opening and closing devices, electrical, manufacture of electric bells, manufacture of extension cords made from purchased insulated wire, manufacture of ultrasonic cleaning machines (except laboratory and dental), manufacture of tanning beds, manufacture of fuel cells, regulated and unregulated power supplies, manufacture of uninterruptible power supplies (UPS), manufacture of surge suppressors (except for distribution-level voltage), manufacture of appliance cords, extension cords, and other electrical cord sets with insulated wire and connectors, manufacture of carbon and graphite electrodes, contacts, and other electrical carbon and graphite products, manufacture of particle accelerators, manufacture of electrical capacitors, resistors, condensers and similar components, manufacture of electromagnets, manufacture of sirens, manufacture of electronic scoreboards, manufacture of electrical signs, manufacture of electrical signalling equipment (e.g. traffic lights, pedestrian signalling equipment), manufacture of electrical insulators (except glass or porcelain), manufacture of electrical welding and soldering equipment, including handheld soldering irons, manufacture of electroplating machinery, manufacture of on-board chargers for motor vehicles, manufacture of assembled cables, fitted with connectors, manufacture of charging facilities for cars",,,,,,,,"Klaasist elektriisolaatorite tootmine, vt 2315 portselanist elektriisolaatorite tootmine, vt 2343 süsinik- ja grafiitkiudude jms toodete (v.a elektroodide ja elektriseadmete) tootmine, vt 2399 elektronkomponent-tüüpi alaldite, pingeregulaatorite ja võimsusmuundurite integraallülituste, elektronkondensaatorite, -takistite jms seadmete tootmine, vt 2611 päikeseelementide, -moodulite ja -paneelide tootmine, vt 2611 trafode, mootorite, generaatorite, lülitusseadmestiku, releede, tööstusjuhtimisseadmete tootmine, vt 271 patareide tootmine, vt 2720 sidekaablite ja elektrijuhtmete, voolu kandvate ja mittekandvate seadmete tootmine, vt 273 valgustusseadmete tootmine, vt 2740 kodumasinate tootmine, vt 275 mitteelektriliste keevitus- ja jootmisseadmete tootmine, vt 2829 mootorsõidukite elektriseadmete, nt generaatorite, vahelduvvoolugeneraatorite, süüteküünalde, süütejuhtmete, uste ja akende elektriliste avamismehhanismide, pingeregulaatorite tootmine, vt 2931 autode invertermoodulite ja kütuseelementide tootmine, vt 2931","Manufacture of glass electrical insulators, see 2315 manufacture of porcelain electrical insulators, see 2343 manufacture of carbon and graphite fibres and products (except electrodes and electrical applications), see 2399 manufacture of electronic component-type rectifiers, voltage regulating integrated circuits, power converting integrated circuits, electronic capacitors, electronic resistors, and similar devices, see 2611 manufacture of photovoltaic cells, modules and panels, see 2611 manufacture of transformers, motors, generators, switchgear, relays and industrial controls, see 271 manufacture of batteries, see 2720 manufacture of communication and energy wire, current-carrying and non-current-carrying wiring devices, see 273 manufacture of lighting equipment, see 2740 manufacture of household appliances, see 275 manufacture of non-electrical welding and soldering equipment, see 2829 manufacture of motor vehicle electrical equipment (e.g. generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, voltage regulators), see 2931 manufacture of inverter modules and fuel cells for cars, see 2931",,,,,,2025-01-01 00:00:00,
