sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
2444,6,A,,Purpose Description,Text,0..1,,Free format description of the accounting method purpose,gl-cor,0,Accounting Method,BU07i_04,/CO13a/CO16a/CO17a/CO07c/BU07i_04,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Accounting Method.Purpose Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AccntMethd.PrpsDscr,会計処理方法目的説明,会計処理方法の目的の説明。
2445,6,A,,Start Date,Date,0..1,,Accounting Method Start Date,gl-cor,0,Accounting Method,BU07i_05,/CO13a/CO16a/CO17a/CO07c/BU07i_05,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Accounting Method.Start Date,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AccntMethd.StrtDt,会計処理方法開始日付,会計処理方法の開始日。
2446,6,A,,End Date,Date,0..1,,Accounting Method End Date,gl-cor,0,Accounting Method,BU07i_06,/CO13a/CO16a/CO17a/CO07c/BU07i_06,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Accounting Method.End Date,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.AccntMethd.EndDt,会計処理方法終了日付,会計処理方法の終了日。
2447,5,C,,Subaccount,,0..*,,Tuple to hold multiple accountSubIDs and Descriptions,gl-cor,0,Subaccount,CO06c,/CO13a/CO16a/CO17a/CO07c/CO06c,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。
2448,6,A,PK,Code,Identifier,0..1,,"Where the primary account was placed in accountMainID, the code used for each profit center, division, gl-business unit, fund, program, branch, project, class, su-class or other modifier is placed here.",gl-cor,0,Subaccount,CO06c_01,/CO13a/CO16a/CO17a/CO07c/CO06c/CO06c_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.Cd,サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。
2449,6,A,,Description,Text,0..1,,The description that accompanies accountSubID belongs here.,gl-cor,0,Subaccount,CO06c_02,/CO13a/CO16a/CO17a/CO07c/CO06c/CO06c_02,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.Dscr,サブ科目説明,accountSubIDに関する説明。
2450,6,A,,Type,Char,0..1,,"Type of sub-account - profit center, division, gl-business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: gl-business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",gl-cor,0,Subaccount,CO06c_03,/CO13a/CO16a/CO17a/CO07c/CO06c/CO06c_03,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Type,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.Typ,サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット
2451,6,C,,Segment Parent Information,,0..*,,Tuple for showing the detail necessary to roll up from one segment (type of subaccount) to another.),gl-cor,0,Segment Parent Information,CO05c,/CO13a/CO16a/CO17a/CO07c/CO06c/CO05c,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Segment Parent Information,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.SgParInfrm,【親セグメント情報】,セグメント（小勘定科目の種別）間のロールアップ時に必要な詳細情報を示すタプル。
2452,7,A,,Parent Subaccount Code,Char,0..1,,Subaccount NUMBER this subaccount rolls up to - see also subaccount type it rolls up to.,gl-cor,0,Segment Parent Information,CO05c_01,/CO13a/CO16a/CO17a/CO07c/CO06c/CO05c/CO05c_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Segment Parent Information.Parent Subaccount Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.SgParInfrm.ParSbccnCd,親サブ科目コード,この小勘定科目のロールアップ先の小勘定科目の番号-ロールアップ先の小勘定科目の種別も参照。
2453,7,A,,Parent Subaccount Type,Char,0..1,,The describer of the segment this subaccount rolls up to.,gl-cor,0,Segment Parent Information,CO05c_02,/CO13a/CO16a/CO17a/CO07c/CO06c/CO05c/CO05c_02,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Segment Parent Information.Parent Subaccount Type,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.SgParInfrm.ParSbccnTyp,親サブ科目種別,この小勘定科目のロールアップ先のセグメントの説明。
2454,7,A,,Reporting Tree Identifier,Char,0..1,,Used for representing descriptions of reporting trees.,gl-cor,0,Segment Parent Information,CO05c_03,/CO13a/CO16a/CO17a/CO07c/CO06c/CO05c/CO05c_03,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Segment Parent Information.Reporting Tree Identifier,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.SgParInfrm.RprtTrIdntf,報告系統識別子,報告系統の説明に使用される。
2455,7,A,,Parent Subaccount Percentage,Char,0..1,,"For partial allocations of amounts to different parents, the percentage of a child that will be allocated to a parent.",gl-cor,0,Segment Parent Information,CO05c_04,/CO13a/CO16a/CO17a/CO07c/CO06c/CO05c/CO05c_04,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Account.Subaccount.Segment Parent Information.Parent Subaccount Percentage,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Acnt.Sbccn.SgParInfrm.ParSbccnPerc,親サブ科目配分パーセンテージ,異なる親科目に配分する場合に、親科目に割り当てるパーセンテージ。
2456,4,C,,Job,,0..*,,"Tuple for holding job related information, separate from jobs represented in account identifier. Would probably only have one jobinfo tuple for each entry line, but there may be a need to express more than one.",gl-cor,0,Job,BU13c,/CO13a/CO16a/CO17a/BU13c,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Job,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Jb,【ジョブ情報】,科目識別子で表現されるジョブとは別の、ジョブに関係する情報のタプル。個々の明細行に対してひとつだけ存在すると思われるが、複数必要かもしれない。
2457,5,A,,Job Identifier,Char,0..1,,"Associated job number or code. This could be built into the account, but many systems maintain a separate job coding system. Use primarily if job identification is a separate system, and not considered part of the chart of accounts.",gl-cor,0,Job,BU13c_UK13_01,/CO13a/CO16a/CO17a/BU13c/BU13c_UK13_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Job.Job Identifier,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Jb.JbIdntf,ジョブ識別子,関連するジョブ番号かジョブコード。 科目に組み込めるかもしれないが、多くのシステムでは独立したジョブコードシステムを持っている。おもに、ジョブの識別が別システムであり、科目体系に含まれないときに使用される。
2458,5,A,,Job Description,Text,0..1,,Description of job,gl-cor,0,Job,BU13c_UK13_02,/CO13a/CO16a/CO17a/BU13c/BU13c_UK13_02,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Job.Job Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Jb.JbDscr,ジョブ説明,ジョブの説明。
2459,5,A,,Job Phase,Char,0..1,,"Job code, phase, activity. Allows greater granularity than a simple job number. Although the gl-core only reaches down from job to phases, this can be customized to extend down to cost codes.",gl-cor,0,Job,BU13c_UK13_03,/CO13a/CO16a/CO17a/BU13c/BU13c_UK13_03,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Job.Job Phase,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Jb.JbPhs,ジョブフェーズ,ジョブコード、フェーズ、活動。 簡単なジョブ番号より詳細な定義が可能。基本的には、ジョブからフェーズを導くのみだが、コストコードにまでいたるように拡張可能。
2460,5,A,,Job Phase Description,Text,0..1,,"Description of Job code, phase, activity",gl-cor,0,Job,BU13c_UK13_04,/CO13a/CO16a/CO17a/BU13c/BU13c_UK13_04,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Job.Job Phase Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.Jb.JbPhsDscr,ジョブフェーズ説明,ジョブコード、フェーズ、活動の説明。
2461,4,C,,Identifier Reference TS,,0..*,,"Identification for customer, vendor, or employee.",gl-cor,0,Identifier Reference TS,CO18b,/CO13a/CO16a/CO17a/CO18b,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Identifier Reference TS,AccntEntrsTs.EntryHedrTs.EntryDetlTs.IdntfRefTs,【CVE情報】,顧客、仕入先、従業員のための識別子。
2462,5,A,PK,ID,Identifier,0..1,,Internal ID Number associated with identifierReference,gl-cor,0,Identifier Reference TS,CO18b_CO02_01,/CO13a/CO16a/CO17a/CO18b/CO18b_CO02_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Identifier Reference TS.ID,AccntEntrsTs.EntryHedrTs.EntryDetlTs.IdntfRefTs.Id,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。
2463,5,A,,Description,Text,0..1,,Textual description of identifierReference.,gl-cor,0,Identifier Reference TS,CO18b_CO02_05,/CO13a/CO16a/CO17a/CO18b/CO18b_CO02_05,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Identifier Reference TS.Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.IdntfRefTs.Dscr,CVE説明,identifierReferenceの説明。
2464,5,A,,Type,Char,0..1,,"Entity type (enumerated): e.g., customer, vendor, employee.",gl-cor,0,Identifier Reference TS,CO18b_CO02_06,/CO13a/CO16a/CO17a/CO18b/CO18b_CO02_06,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Identifier Reference TS.Type,AccntEntrsTs.EntryHedrTs.EntryDetlTs.IdntfRefTs.Typ,CVE種別,"実体の種別。例えば、顧客、仕入先、従業員。
[設定値のリスト]
(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) "
2465,4,C,,Measurable TS,,0..*,,"Parent for information regarding measurable items associated with the enclosing entryDetail line. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",gl-cor,0,Measurable TS,CO19a,/CO13a/CO16a/CO17a/CO19a,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs,シリアルロット,シリアル番号またはロット（バッチ）に関する情報を保持するためのタプル。タプルとして、これにより、単一のgl-gl-cor：measurable構造内で複数のシリアル番号または複数のロット番号のバッチが許可されます。
2466,5,A,,Code,Char,0..1,,"Code for measurable item including BP - gl-business process, FA - Fixed asset/Capitalized item, IN - Inventory, KPI - Metric, NT - Intangible, SP - Supplies, SV-P - Service by employee, vendor or contractor, SV-M - Service by equipment/machinery, OT - Other",gl-cor,0,Measurable TS,CO19a_BU12_01,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.Cd,計測可能物コード,"計測可能物のコード。ビジネスプロセス、固定資産/資産化項目、在庫、測定基準、無形資産、貯蔵品、従業員/提供元/請負者によるサービス、装置/機械によるサービス、その他
[設定値のリスト]
(BP：ビジネスプロセス)、(FA：固定資産/資産化項目)、(IN：在庫)、(KPI：測定基準)、(NT：無形資産)、(SP：貯蔵品)、(SV-P：従業員/提供元/請負者によるサービス)、(SV-M：装置/機械によるサービス)、(OT：その他)"
2467,5,A,,Code Description,Text,0..1,,Free format description of the measurable code,gl-cor,0,Measurable TS,CO19a_BU12_02,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_02,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Code Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.CdDscr,計測可能物コード説明,計測可能物のコードの説明。
2468,5,A,,Measurable Category,Char,0..1,,Category of the measurable,gl-cor,0,Measurable TS,CO19a_BU12_03,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_03,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Measurable Category,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.MesrbCatgr,計測可能物カテゴリ,計測可能物のカテゴリ。
2469,5,A,,Measurable Identification,Char,0..1,,Internal inventory part or SKU number or other code identifier for the measurable.,gl-cor,0,Measurable TS,CO19a_BU12_04,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_04,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Measurable Identification,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.MesrbIdntf,計測可能物識別子,計測可能物の社内在庫部分またはSKU番号またはその他のコード識別子。
2470,5,A,,Schema for Measurable Identification,Char,0..1,,URI or other identifier for schema with which measurable ID can be validated,gl-cor,0,Measurable TS,CO19a_BU12_05,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_05,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Schema for Measurable Identification,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.SchmFrMesrbIdntf,計測可能物識別子スキーマ,計測可能物のIDを検証するスキーマの、URIまたはその他の識別子。
2471,5,A,,Secondary Measurable Identifier,Char,0..1,,Second identifier (such as vendor's item number),gl-cor,0,Measurable TS,CO19a_BU12_06,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_06,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Secondary Measurable Identifier,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.SecndMesrbIdntf,計測可能物第二識別子,第二識別子。（例えば、ベンダーでの品目番号）。
2472,5,A,,Schema for Secondary Measurable Identification,Char,0..1,,URI or other identifier for schema with which measurable ID Other can be validated,gl-cor,0,Measurable TS,CO19a_BU12_07,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_07,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Schema for Secondary Measurable Identification,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.SchmFrSecndMesrbIdntf,計測可能物第二識別子スキーマ,計測可能物の第二IDを検証するスキーマの、URIまたはその他の識別子。
2473,5,A,,Measurable Description,Text,0..1,,Text description of measurable (e.g. inventory item or other identifier),gl-cor,0,Measurable TS,CO19a_BU12_08,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_08,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Measurable Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.MesrbDscr,計測可能物説明,計測可能物の説明。（たとえば、在庫やその他の識別子）
2474,5,A,,Qualifier,Char,0..1,,"Field that can represent grading, inspection codes, ratings and other qualifiers to properly capture PKI/Balanced Sgl-corecard information",gl-cor,0,Measurable TS,CO19a_BU12_10,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_10,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Qualifier,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.Qlfr,修飾子,PKI又はバランススコアカード情報を適正に把握するための、等級付け、検査コード、格付けその他の修飾子を示す。
2475,5,A,,Start Time,DateTime,0..1,,Start time of the duration being measured,gl-cor,0,Measurable TS,CO19a_BU12_12,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_12,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Start Time,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.StrtTm,開始日時,計量期間の開始時刻。
2476,5,A,,End Time,DateTime,0..1,,End time of the duration being measured,gl-cor,0,Measurable TS,CO19a_BU12_13,/CO13a/CO16a/CO17a/CO19a/CO19a_BU12_13,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.End Time,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.EndTm,終了日時,計量期間の終了時刻。
2477,5,A,,Measurable Class ID,Char,0..1,,"An enumerated code to identify the inventory, fixed asset or other measurable class. Enumerated as: raw material, work-in-process, finished goods, assemblies, supplies, land, building, machinery, furniture, vehicles, other.",gl-cor,0,Measurable TS,CO19a_EH12_15,/CO13a/CO16a/CO17a/CO19a/CO19a_EH12_15,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Measurable Class ID,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.MesrbClssId,測定可能なクラスID,在庫、固定資産、またはその他の測定可能なクラスを識別するための列挙されたコード。列挙：原材料、仕掛品、完成品、組立品、消耗品、土地、建物、機械、家具、車両、その他。
2478,5,A,,Measurable Class Description,Text,0..1,,Free format description associated with gl-ehm:measurableClassID to provide specialization or clarification for the enumerated value of other.,gl-cor,0,Measurable TS,CO19a_EH12_16,/CO13a/CO16a/CO17a/CO19a/CO19a_EH12_16,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Measurable Class Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.MesrbClssDscr,測定可能なクラスの説明,gl-ehm：measurableClassIDに関連付けられた自由形式の説明で、他の列挙値の特殊化または明確化を提供します。
2479,5,A,,Costing Method Code,Char,0..1,,"An enumerated code for the inventory (or other measurable) costing method. Enumerated as: LIFO, FIFO, average, weighted-average, standard-cost, tax-basis, book-basis, other.",gl-cor,0,Measurable TS,CO19a_EH12_17,/CO13a/CO16a/CO17a/CO19a/CO19a_EH12_17,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Costing Method Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.CstngMethdCd,原価計算方法コード,在庫（または他の測定可能な）原価計算方法の列挙されたコード。列挙：LIFO、FIFO、平均、加重平均、標準コスト、税ベース、帳簿ベース、その他。
2480,5,A,,Costing Method Description,Text,0..1,,Free format description associated with gl-ehm:costingMethodCode to provide specialization of clarification for the enumerated value of other.,gl-cor,0,Measurable TS,CO19a_EH12_18,/CO13a/CO16a/CO17a/CO19a/CO19a_EH12_18,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Costing Method Description,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.CstngMethdDscr,原価計算方法の説明,gl-ehm：costingMethodCodeに関連付けられた自由形式の説明。他の列挙値の明確化を専門化します。
2481,5,A,,Geospatial Coordinate,Char,0..1,,"Enter a relevant location for this item. Format can be either:
- Degrees, minutes, and seconds (DMS): 41°24'12.2""N 2°10'26.5""E
- Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418
- Decimal degrees (DD): 41.40338, 2.17403",gl-cor,0,Measurable TS,CO19a_EH12_19,/CO13a/CO16a/CO17a/CO19a/CO19a_EH12_19,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Geospatial Coordinate,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.GesptCrdnt,地理空間座標,"このアイテムに関連する場所を入力します。形式は次のいずれかになります。
-度、分、秒（DMS）：41°24'12.2""N2°10'26.5""E
-度と小数分（DMM）：41 24.2028、2 10.4418
-10度（DD）：41.40338、2.17403"
2482,5,C,,Quantity,,0..1,,A class that specifies a value of measurable in UOM code.,gl-cor,0,Quantity,GE01p,/CO13a/CO16a/CO17a/CO19a/GE01p,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Quantity,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.Qt,【数量】,特定の単位での数量を指定するクラス
2483,6,A,,Value,Decimal,0..1,,The numerical amount of a specified item or resource.,gl-cor,0,Quantity,GE01p_01,/CO13a/CO16a/CO17a/CO19a/GE01p_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Quantity.Value,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.Qt.Val,値,指定された項目またはリソースの数値量
2484,6,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",gl-cor,0,Measurement Unit,GE02q,/CO13a/CO16a/CO17a/CO19a/GE02q,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Quantity.Measurement Unit,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.Qt.MeaUnt,【測定単位】,測定値を定量化するために使用される基本測定単位
2485,7,A,REF,UOM Code,Identifier,1,,The unique code for the unit of measure used in transactions.,gl-cor,0,Measurement Unit,GE02q_01,/CO13a/CO16a/CO17a/CO19a/GE02q_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Quantity.Measurement Unit.UOM Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.Qt.MeaUnt.UomCd,測定単位コード,測定単位のコード
2486,5,C,,Unit Price,,0..1,,"A class that specifies the pricing structure of a single unit of a product or service, combining the monetary value with the associated quantity of measurement.",gl-cor,0,Unit Price,GE03d,/CO13a/CO16a/CO17a/CO19a/GE03d,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc,【単価】,製品やサービスの単一単位に対する価格構造を指定するクラスで、金銭的価値と関連する測定単位の組み合わせ
2487,6,C,,(Value) Amount,,1,,A class that specifies a value of money in a given currency.,gl-cor,0,(Value) Amount,GE04a2,/CO13a/CO16a/CO17a/CO19a/GE04a2,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Value) Amount,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.ValAmt,【金額】,特定の通貨での金額を指定するクラス
2488,7,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,gl-cor,0,(Value) Amount,GE04a2_01,/CO13a/CO16a/CO17a/CO19a/GE04a2_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Value) Amount.Value,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.ValAmt.Val,値,金額を表す数値
2489,7,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",gl-cor,0,Currency,GE05a7,/CO13a/CO16a/CO17a/CO19a/GE05a7,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Value) Amount.Currency,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.ValAmt.Cur,【通貨】,異なる通貨についての情報を保持するクラス
2490,8,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official code of the currency utilized in the accounting and/or ERP system.,gl-cor,0,Currency,GE05a7_01,/CO13a/CO16a/CO17a/CO19a/GE05a7_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Value) Amount.Currency.Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.ValAmt.Cur.Cd,コード,通貨の公式コード
2491,6,C,,(Base) Quantity,,1,,A class that specifies a value of measurable in UOM code.,gl-cor,0,(Base) Quantity,GE01q,/CO13a/CO16a/CO17a/CO19a/GE01q,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Base) Quantity,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.BasQt,【数量】,特定の単位での数量を指定するクラス
2492,7,A,,Value,Decimal,0..1,,The numerical amount of a specified item or resource.,gl-cor,0,(Base) Quantity,GE01q_01,/CO13a/CO16a/CO17a/CO19a/GE01q_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Base) Quantity.Value,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.BasQt.Val,値,指定された項目またはリソースの数値量
2493,7,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",gl-cor,0,Measurement Unit,GE02r,/CO13a/CO16a/CO17a/CO19a/GE02r,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Base) Quantity.Measurement Unit,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.BasQt.MeaUnt,【測定単位】,測定値を定量化するために使用される基本測定単位
2494,8,A,REF,UOM Code,Identifier,1,,The unique code for the unit of measure used in transactions.,gl-cor,0,Measurement Unit,GE02r_01,/CO13a/CO16a/CO17a/CO19a/GE02r_01,$.Accounting Entries TS.Entry Header TS.Entry Detail TS.Measurable TS.Unit Price.(Base) Quantity.Measurement Unit.UOM Code,AccntEntrsTs.EntryHedrTs.EntryDetlTs.MesrbTs.UntPrc.BasQt.MeaUnt.UomCd,測定単位コード,測定単位のコード
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
