sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,xpath
4228,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Posted) Activity,GE03dv_02,/PR03e/GE03dv_02,$.Purchase Contract.Activities.(Posted) Activity.Time,PurContr.Acts.PstdAct.Tm,,,
4229,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS17dy,/PR03e/BS17dy,$.Purchase Contract.Activities.(Posted) Activity.User,PurContr.Acts.PstdAct.Usr,,,
4230,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS17dy_01,/PR03e/BS17dy_01,$.Purchase Contract.Activities.(Posted) Activity.User.ID,PurContr.Acts.PstdAct.Usr.Id,,,
4231,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,Business Segment,BS05cf,/PR03e/BS05cf,$.Purchase Contract.Business Segment,PurContr.BusSg,,,
4232,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,Business Segment,BS05cf_01,/PR03e/BS05cf/BS05cf_01,$.Purchase Contract.Business Segment.Code,PurContr.BusSg.Cd,,,
4233,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,Business Segment,BS05cf_03,/PR03e/BS05cf/BS05cf_03,$.Purchase Contract.Business Segment.Segment Reference Level,PurContr.BusSg.SgRefLevl,,,
4234,2,C,,Purchase Contract Line,,0..*,,A class containing essential information about suppliers.,Purchase,106,Purchase Contract Line,PR04c,/PR03e/PR04c,$.Purchase Contract.Purchase Contract Line,PurContr.PurContrLn,,,
4235,3,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line item within a contract.,Purchase,0,Purchase Contract Line,PR04c_GE12_01,/PR03e/PR04c/PR04c_GE12_01,$.Purchase Contract.Purchase Contract Line.ID,PurContr.PurContrLn.Id,,,
4236,3,A,,Number,Char,0..1,Char Short,"The number for a specific line within a contract, enabling distinction and reference.",Purchase,0,Purchase Contract Line,PR04c_GE12_02,/PR03e/PR04c/PR04c_GE12_02,$.Purchase Contract.Purchase Contract Line.Number,PurContr.PurContrLn.Nr,,,
4237,3,A,,Due Date,Date,0..1,DATE,The final date by which delivery of products or materials is requested.,Purchase,0,Purchase Contract Line,PR04c_GE12_03,/PR03e/PR04c/PR04c_GE12_03,$.Purchase Contract.Purchase Contract Line.Due Date,PurContr.PurContrLn.DDt,,,
4238,3,A,,Status,Code,0..1,STATUS CODE,The current state of the contract line item's lifecycle.,Purchase,0,Purchase Contract Line,PR04c_GE12_04,/PR03e/PR04c/PR04c_GE12_04,$.Purchase Contract.Purchase Contract Line.Status,PurContr.PurContrLn.Stat,,,
4239,3,R,,(Settlement Organization) Business Segment,,0..1,,"The reference association to the Settlement Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Settlement Organization) Business Segment,BS05dg,/PR03e/PR04c/BS05dg,$.Purchase Contract.Purchase Contract Line.(Settlement Organization) Business Segment,PurContr.PurContrLn.SettlOrgnzBusSg,,,
4240,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Settlement Organization) Business Segment,BS05dg_01,/PR03e/PR04c/BS05dg_01,$.Purchase Contract.Purchase Contract Line.(Settlement Organization) Business Segment.Code,PurContr.PurContrLn.SettlOrgnzBusSg.Cd,,,
4241,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Settlement Organization) Business Segment,BS05dg_03,/PR03e/PR04c/BS05dg_03,$.Purchase Contract.Purchase Contract Line.(Settlement Organization) Business Segment.Segment Reference Level,PurContr.PurContrLn.SettlOrgnzBusSg.SgRefLevl,,,
4242,3,R,,Inventory Product,,0..1,,"The reference association to the Inventory Product class, which is a class that describes an inventory item with all its essential attributes and tracking details.",Purchase,125,Inventory Product,IV06q,/PR03e/PR04c/IV06q,$.Purchase Contract.Purchase Contract Line.Inventory Product,PurContr.PurContrLn.InvPrdct,,,
4243,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Purchase,125,Inventory Product,IV06q_01,/PR03e/PR04c/IV06q_01,$.Purchase Contract.Purchase Contract Line.Inventory Product.ID,PurContr.PurContrLn.InvPrdct.Id,,,
4244,3,R,,(Receipt Organization) Business Segment,,0..1,,"The reference association to the Receipt Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Receipt Organization) Business Segment,BS05dh,/PR03e/PR04c/BS05dh,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment,PurContr.PurContrLn.RecptOrgnzBusSg,,,
4245,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Receipt Organization) Business Segment,BS05dh_01,/PR03e/PR04c/BS05dh_01,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment.Code,PurContr.PurContrLn.RecptOrgnzBusSg.Cd,,,
4246,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Receipt Organization) Business Segment,BS05dh_03,/PR03e/PR04c/BS05dh_03,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment.Segment Reference Level,PurContr.PurContrLn.RecptOrgnzBusSg.SgRefLevl,,,
4247,3,C,,(Tax Exclude) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Tax Exclude) Amount,GE05gN,/PR03e/PR04c/GE05gN,$.Purchase Contract.Purchase Contract Line.(Tax Exclude) Amount,PurContr.PurContrLn.TaxExcldAmt,,,
4248,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Tax Exclude) Amount,GE05gN_01,/PR03e/PR04c/GE05gN_01,$.Purchase Contract.Purchase Contract Line.(Tax Exclude) Amount.Value,PurContr.PurContrLn.TaxExcldAmt.Val,,,
4249,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS02hW,/PR03e/PR04c/BS02hW,$.Purchase Contract.Purchase Contract Line.(Tax Exclude) Amount.Currency,PurContr.PurContrLn.TaxExcldAmt.Cur,,,
4250,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS02hW_01,/PR03e/PR04c/BS02hW_01,$.Purchase Contract.Purchase Contract Line.(Tax Exclude) Amount.Currency.Code,PurContr.PurContrLn.TaxExcldAmt.Cur.Cd,,,
4251,3,C,,(Tax Exclude Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Tax Exclude Unit Price) Amount,GE05gO,/PR03e/PR04c/GE05gO,$.Purchase Contract.Purchase Contract Line.(Tax Exclude Unit Price) Amount,PurContr.PurContrLn.TaxExclUntPrcAmt,,,
4252,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Tax Exclude Unit Price) Amount,GE05gO_01,/PR03e/PR04c/GE05gO_01,$.Purchase Contract.Purchase Contract Line.(Tax Exclude Unit Price) Amount.Value,PurContr.PurContrLn.TaxExclUntPrcAmt.Val,,,
4253,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS02hX,/PR03e/PR04c/BS02hX,$.Purchase Contract.Purchase Contract Line.(Tax Exclude Unit Price) Amount.Currency,PurContr.PurContrLn.TaxExclUntPrcAmt.Cur,,,
4254,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS02hX_01,/PR03e/PR04c/BS02hX_01,$.Purchase Contract.Purchase Contract Line.(Tax Exclude Unit Price) Amount.Currency.Code,PurContr.PurContrLn.TaxExclUntPrcAmt.Cur.Cd,,,
4255,3,C,,(Tax Include) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Tax Include) Amount,GE05gP,/PR03e/PR04c/GE05gP,$.Purchase Contract.Purchase Contract Line.(Tax Include) Amount,PurContr.PurContrLn.TaxIncldAmt,,,
4256,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Tax Include) Amount,GE05gP_01,/PR03e/PR04c/GE05gP_01,$.Purchase Contract.Purchase Contract Line.(Tax Include) Amount.Value,PurContr.PurContrLn.TaxIncldAmt.Val,,,
4257,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS02hY,/PR03e/PR04c/BS02hY,$.Purchase Contract.Purchase Contract Line.(Tax Include) Amount.Currency,PurContr.PurContrLn.TaxIncldAmt.Cur,,,
4258,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS02hY_01,/PR03e/PR04c/BS02hY_01,$.Purchase Contract.Purchase Contract Line.(Tax Include) Amount.Currency.Code,PurContr.PurContrLn.TaxIncldAmt.Cur.Cd,,,
4259,3,C,,(Tax Include Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Tax Include Unit Price) Amount,GE05gQ,/PR03e/PR04c/GE05gQ,$.Purchase Contract.Purchase Contract Line.(Tax Include Unit Price) Amount,PurContr.PurContrLn.TaxInclUntPrcAmt,,,
4260,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Tax Include Unit Price) Amount,GE05gQ_01,/PR03e/PR04c/GE05gQ_01,$.Purchase Contract.Purchase Contract Line.(Tax Include Unit Price) Amount.Value,PurContr.PurContrLn.TaxInclUntPrcAmt.Val,,,
4261,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS02hZ,/PR03e/PR04c/BS02hZ,$.Purchase Contract.Purchase Contract Line.(Tax Include Unit Price) Amount.Currency,PurContr.PurContrLn.TaxInclUntPrcAmt.Cur,,,
4262,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS02hZ_01,/PR03e/PR04c/BS02hZ_01,$.Purchase Contract.Purchase Contract Line.(Tax Include Unit Price) Amount.Currency.Code,PurContr.PurContrLn.TaxInclUntPrcAmt.Cur.Cd,,,
4263,3,C,,Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Purchase,0,Quantity,GE07ag,/PR03e/PR04c/GE07ag,$.Purchase Contract.Purchase Contract Line.Quantity,PurContr.PurContrLn.Qt,,,
4264,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Purchase,0,Quantity,GE07ag_01,/PR03e/PR04c/GE07ag_01,$.Purchase Contract.Purchase Contract Line.Quantity.Value,PurContr.PurContrLn.Qt.Val,,,
4265,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Purchase,32,Measurement Unit,BS25bx,/PR03e/PR04c/BS25bx,$.Purchase Contract.Purchase Contract Line.Quantity.Measurement Unit,PurContr.PurContrLn.Qt.MeaUnt,,,
4266,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Purchase,32,Measurement Unit,BS25bx_01,/PR03e/PR04c/BS25bx_01,$.Purchase Contract.Purchase Contract Line.Quantity.Measurement Unit.UOM Code,PurContr.PurContrLn.Qt.MeaUnt.UomCd,,,
4267,3,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,Business Segment,BS05di,/PR03e/PR04c/BS05di,$.Purchase Contract.Purchase Contract Line.Business Segment,PurContr.PurContrLn.BusSg,,,
4268,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,Business Segment,BS05di_01,/PR03e/PR04c/BS05di/BS05di_01,$.Purchase Contract.Purchase Contract Line.Business Segment.Code,PurContr.PurContrLn.BusSg.Cd,,,
4269,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,Business Segment,BS05di_03,/PR03e/PR04c/BS05di/BS05di_03,$.Purchase Contract.Purchase Contract Line.Business Segment.Segment Reference Level,PurContr.PurContrLn.BusSg.SgRefLevl,,,
4270,3,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Purchase,0,Tax,GE10m,/PR03e/PR04c/GE10m,$.Purchase Contract.Purchase Contract Line.Tax,PurContr.PurContrLn.Tx,,,
4271,4,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Purchase,20,(Credit) Ledger Account,BS23bO,/PR03e/PR04c/GE10m/BS23bO,$.Purchase Contract.Purchase Contract Line.Tax.(Credit) Ledger Account,PurContr.PurContrLn.Tx.CrdtLedgrAcnt,,,
4272,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Purchase,20,(Credit) Ledger Account,BS23bO_01,/PR03e/PR04c/GE10m/BS23bO_01,$.Purchase Contract.Purchase Contract Line.Tax.(Credit) Ledger Account.Account Number,PurContr.PurContrLn.Tx.CrdtLedgrAcnt.AcntNr,,,
4273,4,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Purchase,20,(Debit) Ledger Account,BS23bP,/PR03e/PR04c/GE10m/BS23bP,$.Purchase Contract.Purchase Contract Line.Tax.(Debit) Ledger Account,PurContr.PurContrLn.Tx.DebtLedgrAcnt,,,
4274,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Purchase,20,(Debit) Ledger Account,BS23bP_01,/PR03e/PR04c/GE10m/BS23bP_01,$.Purchase Contract.Purchase Contract Line.Tax.(Debit) Ledger Account.Account Number,PurContr.PurContrLn.Tx.DebtLedgrAcnt.AcntNr,,,
4275,4,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Purchase,42,Tax Type,BS16n,/PR03e/PR04c/GE10m/BS16n,$.Purchase Contract.Purchase Contract Line.Tax.Tax Type,PurContr.PurContrLn.Tx.TxTyp,,,
4276,5,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Purchase,42,Tax Type,BS16n_01,/PR03e/PR04c/GE10m/BS16n_01,$.Purchase Contract.Purchase Contract Line.Tax.Tax Type.Code,PurContr.PurContrLn.Tx.TxTyp.Cd,,,
4277,4,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Local) Amount,GE05gR,/PR03e/PR04c/GE10m/GE05gR,$.Purchase Contract.Purchase Contract Line.Tax.(Local) Amount,PurContr.PurContrLn.Tx.LclAmt,,,
4278,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Local) Amount,GE05gR_01,/PR03e/PR04c/GE10m/GE05gR_01,$.Purchase Contract.Purchase Contract Line.Tax.(Local) Amount.Value,PurContr.PurContrLn.Tx.LclAmt.Val,,,
4279,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS02h0,/PR03e/PR04c/GE10m/BS02h0,$.Purchase Contract.Purchase Contract Line.Tax.(Local) Amount.Currency,PurContr.PurContrLn.Tx.LclAmt.Cur,,,
4280,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS02h0_01,/PR03e/PR04c/GE10m/BS02h0_01,$.Purchase Contract.Purchase Contract Line.Tax.(Local) Amount.Currency.Code,PurContr.PurContrLn.Tx.LclAmt.Cur.Cd,,,
4281,4,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Transaction) Amount,GE05gS,/PR03e/PR04c/GE10m/GE05gS,$.Purchase Contract.Purchase Contract Line.Tax.(Transaction) Amount,PurContr.PurContrLn.Tx.TrnscAmt,,,
4282,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Transaction) Amount,GE05gS_01,/PR03e/PR04c/GE10m/GE05gS_01,$.Purchase Contract.Purchase Contract Line.Tax.(Transaction) Amount.Value,PurContr.PurContrLn.Tx.TrnscAmt.Val,,,
4283,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS02h1,/PR03e/PR04c/GE10m/BS02h1,$.Purchase Contract.Purchase Contract Line.Tax.(Transaction) Amount.Currency,PurContr.PurContrLn.Tx.TrnscAmt.Cur,,,
4284,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS02h1_01,/PR03e/PR04c/GE10m/BS02h1_01,$.Purchase Contract.Purchase Contract Line.Tax.(Transaction) Amount.Currency.Code,PurContr.PurContrLn.Tx.TrnscAmt.Cur.Cd,,,
4285,1,C,,Purchase Order,,,,A class representing a formal request to a vendor for the supply of goods or services within a specified period.,Purchase,108,Purchase Order,PR05f,/PR05f,$.Purchase Order,PurOrd,,,
4286,2,A,PK,ID,Identifier,1..1,Identifier Long,The unique identifier for an order.,Purchase,0,Purchase Order,PR05f_GE13_01,/PR05f/PR05f_GE13_01,$.Purchase Order.ID,PurOrd.Id,,,
4287,2,A,,Number,Char,0..1,Char Long,"The number for an order, generated manually or by the system.",Purchase,0,Purchase Order,PR05f_GE13_02,/PR05f/PR05f_GE13_02,$.Purchase Order.Number,PurOrd.Nr,,,
4288,2,A,,Type Name,Name,0..1,Name Medium,The label that specifies the type of order within sales or purchasing activities.,Purchase,0,Purchase Order,PR05f_GE13_03,/PR05f/PR05f_GE13_03,$.Purchase Order.Type Name,PurOrd.TypNam,,,
4289,2,A,,Date,Date,0..1,DATE,"The date on which a purchase order is made effective, distinct from the date of system entry.",Purchase,0,Purchase Order,PR05f_GE13_04,/PR05f/PR05f_GE13_04,$.Purchase Order.Date,PurOrd.Dt,,,
4290,2,A,,Status,Code,0..1,STATUS CODE,The current state of the order's lifecycle.,Purchase,0,Purchase Order,PR05f_GE13_05,/PR05f/PR05f_GE13_05,$.Purchase Order.Status,PurOrd.Stat,,,
4291,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for an order.,Purchase,0,Purchase Order,PR05f_GE13_06,/PR05f/PR05f_GE13_06,$.Purchase Order.Remark,PurOrd.Remrk,,,
4292,2,R,,Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Purchase,22,Accounting Period,BS01a1,/PR05f/BS01a1,$.Purchase Order.Accounting Period,PurOrd.AccntPer,,,
4293,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Purchase,22,Accounting Period,BS01a1_01,/PR05f/BS01a1_01,$.Purchase Order.Accounting Period.Fiscal Year,PurOrd.AccntPer.FiscYr,,,
4294,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,Purchase,22,Accounting Period,BS01a1_02,/PR05f/BS01a1_02,$.Purchase Order.Accounting Period.ID,PurOrd.AccntPer.Id,,,
4295,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS11t,/PR05f/BS11t,$.Purchase Order.Supplier,PurOrd.Supl,,,
4296,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS11t_01,/PR05f/BS11t_01,$.Purchase Order.Supplier.Account ID,PurOrd.Supl.AcntId,,,
4297,2,R,,Payment Term,,0..1,,"The reference association to the Payment Term class, which is a class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Purchase,34,Payment Term,BS26k,/PR05f/BS26k,$.Purchase Order.Payment Term,PurOrd.PayTerm,,,
4298,3,A,REF,Code,Identifier,1..1,PAYMENT TERM CODE,The unique code denoting the terms of payment.,Purchase,34,Payment Term,BS26k_01,/PR05f/BS26k_01,$.Purchase Order.Payment Term.Code,PurOrd.PayTerm.Cd,,,
4299,2,R,,Settlement Method,,0..1,,"The reference association to the Settlement Method class, which is a class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Purchase,28,Settlement Method,BS27p,/PR05f/BS27p,$.Purchase Order.Settlement Method,PurOrd.SetlMethd,,,
4300,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,Purchase,28,Settlement Method,BS27p_01,/PR05f/BS27p_01,$.Purchase Order.Settlement Method.Code,PurOrd.SetlMethd.Cd,,,
4301,2,R,,(Purchase Organization) Business Segment,,0..1,,"The reference association to the Purchase Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Purchase Organization) Business Segment,BS05dj,/PR05f/BS05dj,$.Purchase Order.(Purchase Organization) Business Segment,PurOrd.PrchsOrgnzBusSg,,,
4302,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Purchase Organization) Business Segment,BS05dj_01,/PR05f/BS05dj_01,$.Purchase Order.(Purchase Organization) Business Segment.Code,PurOrd.PrchsOrgnzBusSg.Cd,,,
4303,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Purchase Organization) Business Segment,BS05dj_03,/PR05f/BS05dj_03,$.Purchase Order.(Purchase Organization) Business Segment.Segment Reference Level,PurOrd.PrchsOrgnzBusSg.SgRefLevl,,,
4304,2,R,,(Purchaser) Employee,,0..1,,"The reference association to the Purchaser Employee class, which is a class that holds individual employee details within a specific accounting entity.",Purchase,8,(Purchaser) Employee,BS21i,/PR05f/BS21i,$.Purchase Order.(Purchaser) Employee,PurOrd.PrchsEmp,,,
4305,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an employee.,Purchase,8,(Purchaser) Employee,BS21i_01,/PR05f/BS21i_01,$.Purchase Order.(Purchaser) Employee.ID,PurOrd.PrchsEmp.Id,,,
4306,2,C,,Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Purchase,0,Activities,GE02a1,/PR05f/GE02a1,$.Purchase Order.Activities,PurOrd.Acts,,,
4307,3,C,,(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Approved) Activity,GE03dw,/PR05f/GE03dw,$.Purchase Order.Activities.(Approved) Activity,PurOrd.Acts.ApprvAct,,,
4308,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Approved) Activity,GE03dw_01,/PR05f/GE03dw_01,$.Purchase Order.Activities.(Approved) Activity.Date,PurOrd.Acts.ApprvAct.Dt,,,
4309,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Approved) Activity,GE03dw_02,/PR05f/GE03dw_02,$.Purchase Order.Activities.(Approved) Activity.Time,PurOrd.Acts.ApprvAct.Tm,,,
4310,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS17dz,/PR05f/BS17dz,$.Purchase Order.Activities.(Approved) Activity.User,PurOrd.Acts.ApprvAct.Usr,,,
4311,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS17dz_01,/PR05f/BS17dz_01,$.Purchase Order.Activities.(Approved) Activity.User.ID,PurOrd.Acts.ApprvAct.Usr.Id,,,
4312,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Created) Activity,GE03dx,/PR05f/GE03dx,$.Purchase Order.Activities.(Created) Activity,PurOrd.Acts.CrtdAct,,,
4313,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Created) Activity,GE03dx_01,/PR05f/GE03dx_01,$.Purchase Order.Activities.(Created) Activity.Date,PurOrd.Acts.CrtdAct.Dt,,,
4314,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Created) Activity,GE03dx_02,/PR05f/GE03dx_02,$.Purchase Order.Activities.(Created) Activity.Time,PurOrd.Acts.CrtdAct.Tm,,,
4315,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS17dA,/PR05f/BS17dA,$.Purchase Order.Activities.(Created) Activity.User,PurOrd.Acts.CrtdAct.Usr,,,
4316,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS17dA_01,/PR05f/BS17dA_01,$.Purchase Order.Activities.(Created) Activity.User.ID,PurOrd.Acts.CrtdAct.Usr.Id,,,
4317,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Last Modified) Activity,GE03dy,/PR05f/GE03dy,$.Purchase Order.Activities.(Last Modified) Activity,PurOrd.Acts.LastMdfdAct,,,
4318,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Last Modified) Activity,GE03dy_01,/PR05f/GE03dy_01,$.Purchase Order.Activities.(Last Modified) Activity.Date,PurOrd.Acts.LastMdfdAct.Dt,,,
4319,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Last Modified) Activity,GE03dy_02,/PR05f/GE03dy_02,$.Purchase Order.Activities.(Last Modified) Activity.Time,PurOrd.Acts.LastMdfdAct.Tm,,,
4320,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS17dB,/PR05f/BS17dB,$.Purchase Order.Activities.(Last Modified) Activity.User,PurOrd.Acts.LastMdfdAct.Usr,,,
4321,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS17dB_01,/PR05f/BS17dB_01,$.Purchase Order.Activities.(Last Modified) Activity.User.ID,PurOrd.Acts.LastMdfdAct.Usr.Id,,,
4322,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Posted) Activity,GE03dz,/PR05f/GE03dz,$.Purchase Order.Activities.(Posted) Activity,PurOrd.Acts.PstdAct,,,
4323,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Posted) Activity,GE03dz_01,/PR05f/GE03dz_01,$.Purchase Order.Activities.(Posted) Activity.Date,PurOrd.Acts.PstdAct.Dt,,,
