sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,xpath
1506,3,A,,Street Address2,Name,0..1,Name Medium,"The secondary line of the street address, if applicable.",Inventory,0,(Physical) Address,GE04a_02,/IV01a/GE04a_02,$.Inventory Location.(Physical) Address.Street Address2,InvLct.PhyscAdr.StrtAddrs,,,
1507,3,A,,City Name,Name,0..1,CITY NAME,The municipal designation within an address.,Inventory,0,(Physical) Address,GE04a_03,/IV01a/GE04a_03,$.Inventory Location.(Physical) Address.City Name,InvLct.PhyscAdr.CtyNam,,,
1508,3,A,,State Province Code,Code,0..1,STATE PROVINCE CODE,The code for the state or province of the address as specified by ISO 3166-2.,Inventory,0,(Physical) Address,GE04a_04,/IV01a/GE04a_04,$.Inventory Location.(Physical) Address.State Province Code,InvLct.PhyscAdr.SttPrvncCd,,,
1509,3,A,,Postal Code,Code,0..1,POSTAL CODE,The code that identifies a specific geographic delivery area for an address.,Inventory,0,(Physical) Address,GE04a_05,/IV01a/GE04a_05,$.Inventory Location.(Physical) Address.Postal Code,InvLct.PhyscAdr.PstlCd,,,
1510,3,A,,Country Code,Code,0..1,COUNTRY CODE,"The official code representing the country of an address, as standardized by ISO 3166-1.",Inventory,0,(Physical) Address,GE04a_06,/IV01a/GE04a_06,$.Inventory Location.(Physical) Address.Country Code,InvLct.PhyscAdr.CntryCd,,,
1511,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Inventory,4,Business Segment,BS05w,/IV01a/BS05w,$.Inventory Location.Business Segment,InvLct.BusSg,,,
1512,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Inventory,4,Business Segment,BS05w_01,/IV01a/BS05w/BS05w_01,$.Inventory Location.Business Segment.Code,InvLct.BusSg.Cd,,,
1513,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Inventory,4,Business Segment,BS05w_03,/IV01a/BS05w/BS05w_03,$.Inventory Location.Business Segment.Segment Reference Level,InvLct.BusSg.SgRefLevl,,,
1514,1,C,,Inventory Location Hierarchy,,,,A class outlines the structure and relationships of various inventory locations.,Inventory,121,Inventory Location Hierarchy,IV02a,/IV02a,$.Inventory Location Hierarchy,InvLctHrchy,,,
1515,2,R,,(Child) Inventory Location,,1..1,,"The reference association to the Child Inventory Location class, which is a class stores information about a specific location where inventory items may be tracked.",Inventory,121,(Child) Inventory Location,IV01b,/IV02a/IV01b,$.Inventory Location Hierarchy.(Child) Inventory Location,InvLctHrchy.ChldInvLct,,,
1516,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier assigned to each inventory location.,Inventory,121,(Child) Inventory Location,IV01b_01,/IV02a/IV01b_01,$.Inventory Location Hierarchy.(Child) Inventory Location.ID,InvLctHrchy.ChldInvLct.Id,,,
1517,2,R,,(Parent) Inventory Location,,1..1,,"The reference association to the Parent Inventory Location class, which is a class stores information about a specific location where inventory items may be tracked.",Inventory,121,(Parent) Inventory Location,IV01c,/IV02a/IV01c,$.Inventory Location Hierarchy.(Parent) Inventory Location,InvLctHrchy.ParntInvLct,,,
1518,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier assigned to each inventory location.,Inventory,121,(Parent) Inventory Location,IV01c_01,/IV02a/IV01c_01,$.Inventory Location Hierarchy.(Parent) Inventory Location.ID,InvLctHrchy.ParntInvLct.Id,,,
1519,1,C,,Inventory Product Type,,,,A class that categorizes inventory items into types and organizes these types within a hierarchical structure.,Inventory,123,Inventory Product Type,IV07a,/IV07a,$.Inventory Product Type,InvPrdctTyp,,,
1520,2,A,PK,ID,Identifier,1..1,Identifier Medium,"The unique identifier for the type of inventory product, reflecting hierarchy.",Inventory,123,Inventory Product Type,IV07a_01,/IV07a/IV07a_01,$.Inventory Product Type.ID,InvPrdctTyp.Id,,,
1521,2,A,,Code,Code,0..1,INVENTORY PRODUCT TYPE CODE,The code that categorizes inventory items into distinct types based on their stage in the production cycle or function.,Inventory,123,Inventory Product Type,IV07a_02,/IV07a/IV07a_02,$.Inventory Product Type.Code,InvPrdctTyp.Cd,,,
1522,2,A,,Name,Name,0..1,Name Medium,The label that identifies the classification of inventory items based on their stage in the production cycle or their function.,Inventory,123,Inventory Product Type,IV07a_03,/IV07a/IV07a_03,$.Inventory Product Type.Name,InvPrdctTyp.Nam,,,
1523,2,A,,Description,Text,0..1,Text Medium,The text that details the attributes and categorization criteria of an inventory product type.,Inventory,123,Inventory Product Type,IV07a_04,/IV07a/IV07a_04,$.Inventory Product Type.Description,InvPrdctTyp.Dscr,,,
1524,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Inventory,4,Business Segment,BS05x,/IV07a/BS05x,$.Inventory Product Type.Business Segment,InvPrdctTyp.BusSg,,,
1525,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Inventory,4,Business Segment,BS05x_01,/IV07a/BS05x/BS05x_01,$.Inventory Product Type.Business Segment.Code,InvPrdctTyp.BusSg.Cd,,,
1526,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Inventory,4,Business Segment,BS05x_03,/IV07a/BS05x/BS05x_03,$.Inventory Product Type.Business Segment.Segment Reference Level,InvPrdctTyp.BusSg.SgRefLevl,,,
1527,1,C,,Inventory Product Type Hierarchy,,,,A class outlines the structure and relationships of different product types.,Inventory,123,Inventory Product Type Hierarchy,IV08a,/IV08a,$.Inventory Product Type Hierarchy,InvPrdctTypHrchy,,,
1528,2,R,,(Child) Inventory Product Type,,1..1,,"The reference association to the Child Inventory Product Type class, which is a class that categorizes inventory items into types and organizes these types within a hierarchical structure.",Inventory,123,(Child) Inventory Product Type,IV07b,/IV08a/IV07b,$.Inventory Product Type Hierarchy.(Child) Inventory Product Type,InvPrdctTypHrchy.ChldInvPrdctTyp,,,
1529,3,A,REF,ID,Identifier,1..1,Identifier Medium,"The reference identifier for the type of inventory product, reflecting hierarchy.",Inventory,123,(Child) Inventory Product Type,IV07b_01,/IV08a/IV07b_01,$.Inventory Product Type Hierarchy.(Child) Inventory Product Type.ID,InvPrdctTypHrchy.ChldInvPrdctTyp.Id,,,
1530,2,R,,(Parent) Inventory Product Type,,1..1,,"The reference association to the Parent Inventory Product Type class, which is a class that categorizes inventory items into types and organizes these types within a hierarchical structure.",Inventory,123,(Parent) Inventory Product Type,IV07c,/IV08a/IV07c,$.Inventory Product Type Hierarchy.(Parent) Inventory Product Type,InvPrdctTypHrchy.ParntInvPrdctTyp,,,
1531,3,A,REF,ID,Identifier,1..1,Identifier Medium,"The reference identifier for the type of inventory product, reflecting hierarchy.",Inventory,123,(Parent) Inventory Product Type,IV07c_01,/IV08a/IV07c_01,$.Inventory Product Type Hierarchy.(Parent) Inventory Product Type.ID,InvPrdctTypHrchy.ParntInvPrdctTyp.Id,,,
1532,1,C,,Inventory Product,,,,A class that describes an inventory item with all its essential attributes and tracking details.,Inventory,125,Inventory Product,IV06f,/IV06f,$.Inventory Product,InvPrdct,,,
1533,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for an inventory item.,Inventory,125,Inventory Product,IV06f_01,/IV06f/IV06f_01,$.Inventory Product.ID,InvPrdct.Id,,,
1534,2,A,,Code,Char,0..1,Char Long,The exclusive code assigned to a product within an inventory system for tracking and internal management.,Inventory,125,Inventory Product,IV06f_02,/IV06f/IV06f_02,$.Inventory Product.Code,InvPrdct.Cd,,,
1535,2,A,,Product Group1,Char,0..1,Char Short,The primary category or classification to which a product belongs.,Inventory,125,Inventory Product,IV06f_03,/IV06f/IV06f_03,$.Inventory Product.Product Group1,InvPrdct.PrdctGrp,,,
1536,2,A,,Product Group2,Char,0..1,Char Short,The secondary category or classification to which a product belongs.,Inventory,125,Inventory Product,IV06f_04,/IV06f/IV06f_04,$.Inventory Product.Product Group2,InvPrdct.PrdctGrp,,,
1537,2,A,,Inventory Bar Code,Char,0..1,Char Medium,The barcode symbol assigned to a product for unique identification and tracking.,Inventory,125,Inventory Product,IV06f_05,/IV06f/IV06f_05,$.Inventory Product.Inventory Bar Code,InvPrdct.InvBarCd,,,
1538,2,A,,Default Costing Method,Char,0..1,Char Medium,"The method an organization uses to compute and record the financial value of inventory items, important for precise cost of goods sold reporting and inventory valuation on financial statements.",Inventory,125,Inventory Product,IV06f_06,/IV06f/IV06f_06,$.Inventory Product.Default Costing Method,InvPrdct.DftCstngMethd,,,
1539,2,A,,Out Of Service Date,Date,0..1,DATE,The date on which an inventory item is designated as no longer in service.,Inventory,125,Inventory Product,IV06f_07,/IV06f/IV06f_07,$.Inventory Product.Out Of Service Date,InvPrdct.OtOfSrvcDt,,,
1540,2,A,,Out Of Service Indicator,Indicator,0..1,Indicator,The indicator that denotes whether an inventory item is out of service.,Inventory,125,Inventory Product,IV06f_08,/IV06f/IV06f_08,$.Inventory Product.Out Of Service Indicator,InvPrdct.OtOfSrvcInd,,,
1541,2,A,,Lot Number,Char,0..1,Char Medium,The number for a batch of products for tracking and inventory management purposes.,Inventory,125,Inventory Product,IV06f_09,/IV06f/IV06f_09,$.Inventory Product.Lot Number,InvPrdct.LtNr,,,
1542,2,A,,Serial Number,Char,0..1,Char Medium,"The number for an individual item within a group of products, used for tracking and inventory management.",Inventory,125,Inventory Product,IV06f_10,/IV06f/IV06f_10,$.Inventory Product.Serial Number,InvPrdct.SerlNr,,,
1543,2,R,,Inventory Product Type,,0..1,,"The reference association to the Inventory Product Type class, which is a class that categorizes inventory items into types and organizes these types within a hierarchical structure.",Inventory,123,Inventory Product Type,IV07d,/IV06f/IV07d,$.Inventory Product.Inventory Product Type,InvPrdct.InvPrdctTyp,,,
1544,3,A,REF,ID,Identifier,1..1,Identifier Medium,"The reference identifier for the type of inventory product, reflecting hierarchy.",Inventory,123,Inventory Product Type,IV07d_01,/IV06f/IV07d_01,$.Inventory Product.Inventory Product Type.ID,InvPrdct.InvPrdctTyp.Id,,,
1545,2,R,,(Asset) Ledger Account,,0..1,,"The reference association to the Asset Ledger Account class, which is a class stores information about General Ledger accounts.",Inventory,20,(Asset) Ledger Account,BS23k,/IV06f/BS23k,$.Inventory Product.(Asset) Ledger Account,InvPrdct.AsstLedgrAcnt,,,
1546,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Inventory,20,(Asset) Ledger Account,BS23k_01,/IV06f/BS23k_01,$.Inventory Product.(Asset) Ledger Account.Account Number,InvPrdct.AsstLedgrAcnt.AcntNr,,,
1547,2,R,,(Cost) Ledger Account,,0..1,,"The reference association to the Cost Ledger Account class, which is a class stores information about General Ledger accounts.",Inventory,20,(Cost) Ledger Account,BS23l,/IV06f/BS23l,$.Inventory Product.(Cost) Ledger Account,InvPrdct.CstLedgrAcnt,,,
1548,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Inventory,20,(Cost) Ledger Account,BS23l_01,/IV06f/BS23l_01,$.Inventory Product.(Cost) Ledger Account.Account Number,InvPrdct.CstLedgrAcnt.AcntNr,,,
1549,2,R,,(Basic) Measurement Unit,,0..1,,"The reference association to the Basic Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Inventory,32,(Basic) Measurement Unit,BS25k,/IV06f/BS25k,$.Inventory Product.(Basic) Measurement Unit,InvPrdct.BascMeaUnt,,,
1550,3,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Inventory,32,(Basic) Measurement Unit,BS25k_01,/IV06f/BS25k_01,$.Inventory Product.(Basic) Measurement Unit.UOM Code,InvPrdct.BascMeaUnt.UomCd,,,
1551,2,R,,(Default Stocking) Measurement Unit,,0..1,,"The reference association to the Default Stocking Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Inventory,32,(Default Stocking) Measurement Unit,BS25l,/IV06f/BS25l,$.Inventory Product.(Default Stocking) Measurement Unit,InvPrdct.DefltStcknMeaUnt,,,
1552,3,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Inventory,32,(Default Stocking) Measurement Unit,BS25l_01,/IV06f/BS25l_01,$.Inventory Product.(Default Stocking) Measurement Unit.UOM Code,InvPrdct.DefltStcknMeaUnt.UomCd,,,
1553,2,R,,(Preferred) Supplier,,0..1,,"The reference association to the Preferred Supplier class, which is a class containing essential information about suppliers.",Inventory,18,(Preferred) Supplier,BS11f,/IV06f/BS11f,$.Inventory Product.(Preferred) Supplier,InvPrdct.PrfrrSupl,,,
1554,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Inventory,18,(Preferred) Supplier,BS11f_01,/IV06f/BS11f_01,$.Inventory Product.(Preferred) Supplier.Account ID,InvPrdct.PrfrrSupl.AcntId,,,
1555,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Inventory,4,Business Segment,BS05y,/IV06f/BS05y,$.Inventory Product.Business Segment,InvPrdct.BusSg,,,
1556,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Inventory,4,Business Segment,BS05y_01,/IV06f/BS05y/BS05y_01,$.Inventory Product.Business Segment.Code,InvPrdct.BusSg.Cd,,,
1557,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Inventory,4,Business Segment,BS05y_03,/IV06f/BS05y/BS05y_03,$.Inventory Product.Business Segment.Segment Reference Level,InvPrdct.BusSg.SgRefLevl,,,
1558,1,C,,Inventory On Hand,,,,A class represents the inventory currently available in stock.,Inventory,127,Inventory On Hand,IV03a,/IV03a,$.Inventory On Hand,InvOnHand,,,
1559,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier assigned to each inventory item,Inventory,127,Inventory On Hand,IV03a_01,/IV03a/IV03a_01,$.Inventory On Hand.ID,InvOnHand.Id,,,
1560,2,A,,Lot Number,Char,0..1,Char Medium,The specific identification number assigned to a batch of products produced or received together.,Inventory,127,Inventory On Hand,IV03a_02,/IV03a/IV03a_02,$.Inventory On Hand.Lot Number,InvOnHand.LtNr,,,
1561,2,A,,Serial Number,Char,0..1,Char Medium,The individualized identifier assigned to a single unit of inventory for tracking purposes.,Inventory,127,Inventory On Hand,IV03a_03,/IV03a/IV03a_03,$.Inventory On Hand.Serial Number,InvOnHand.SerlNr,,,
1562,2,A,,ABC Code,Code,0..1,INVENTORY ABC CODE,The classification code used to categorize inventory items based on their value or importance.,Inventory,127,Inventory On Hand,IV03a_04,/IV03a/IV03a_04,$.Inventory On Hand.ABC Code,InvOnHand.AbcCd,,,
1563,2,A,,As Of Date,Date,0..1,DATE,The date indicating the time at which the inventory status is recorded.,Inventory,127,Inventory On Hand,IV03a_05,/IV03a/IV03a_05,$.Inventory On Hand.As Of Date,InvOnHand.AsOfDt,,,
1564,2,A,,Last Count Date,Date,0..1,DATE,The date of the most recent physical inventory count for the item.,Inventory,127,Inventory On Hand,IV03a_06,/IV03a/IV03a_06,$.Inventory On Hand.Last Count Date,InvOnHand.LastCntDt,,,
1565,2,A,,Cost Method,Char,0..1,Char Short,The method used to calculate the cost of inventory items.,Inventory,127,Inventory On Hand,IV03a_07,/IV03a/IV03a_07,$.Inventory On Hand.Cost Method,InvOnHand.CstMethd,,,
1566,2,A,,Bin ID,Char,0..1,Char Short,The identifier for the storage location within a warehouse where the inventory is kept.,Inventory,127,Inventory On Hand,IV03a_08,/IV03a/IV03a_08,$.Inventory On Hand.Bin ID,InvOnHand.BnId,,,
1567,2,A,,Bin Location,Char,0..1,Char Medium,The specific physical location within a warehouse where the inventory is stored.,Inventory,127,Inventory On Hand,IV03a_09,/IV03a/IV03a_09,$.Inventory On Hand.Bin Location,InvOnHand.BnLct,,,
1568,2,R,,(Cost Organization) Business Segment,,0..1,,"The reference association to the Cost Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Inventory,4,(Cost Organization) Business Segment,BS05z,/IV03a/BS05z,$.Inventory On Hand.(Cost Organization) Business Segment,InvOnHand.CstOrgnzBusSg,,,
1569,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Inventory,4,(Cost Organization) Business Segment,BS05z_01,/IV03a/BS05z_01,$.Inventory On Hand.(Cost Organization) Business Segment.Code,InvOnHand.CstOrgnzBusSg.Cd,,,
1570,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Inventory,4,(Cost Organization) Business Segment,BS05z_03,/IV03a/BS05z_03,$.Inventory On Hand.(Cost Organization) Business Segment.Segment Reference Level,InvOnHand.CstOrgnzBusSg.SgRefLevl,,,
1571,2,R,,(Inventory Organization) Business Segment,,0..1,,"The reference association to the Inventory Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Inventory,4,(Inventory Organization) Business Segment,BS05a0,/IV03a/BS05a0,$.Inventory On Hand.(Inventory Organization) Business Segment,InvOnHand.InvntOrgnzBusSg,,,
1572,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Inventory,4,(Inventory Organization) Business Segment,BS05a0_01,/IV03a/BS05a0_01,$.Inventory On Hand.(Inventory Organization) Business Segment.Code,InvOnHand.InvntOrgnzBusSg.Cd,,,
1573,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Inventory,4,(Inventory Organization) Business Segment,BS05a0_03,/IV03a/BS05a0_03,$.Inventory On Hand.(Inventory Organization) Business Segment.Segment Reference Level,InvOnHand.InvntOrgnzBusSg.SgRefLevl,,,
1574,2,R,,(Functional) Currency,,0..1,,"The reference association to the Functional Currency class, which is a class holds information about different currencies.",Inventory,30,(Functional) Currency,BS02a2,/IV03a/BS02a2,$.Inventory On Hand.(Functional) Currency,InvOnHand.FnctnCur,,,
1575,3,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Inventory,30,(Functional) Currency,BS02a2_01,/IV03a/BS02a2_01,$.Inventory On Hand.(Functional) Currency.Code,InvOnHand.FnctnCur.Cd,,,
1576,2,R,,Inventory Location,,0..1,,"The reference association to the Inventory Location class, which is a class stores information about a specific location where inventory items may be tracked.",Inventory,121,Inventory Location,IV01d,/IV03a/IV01d,$.Inventory On Hand.Inventory Location,InvOnHand.InvLct,,,
1577,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier assigned to each inventory location.,Inventory,121,Inventory Location,IV01d_01,/IV03a/IV01d_01,$.Inventory On Hand.Inventory Location.ID,InvOnHand.InvLct.Id,,,
1578,2,R,,Inventory Product,,0..1,,"The reference association to the Inventory Product class, which is a class that describes an inventory item with all its essential attributes and tracking details.",Inventory,125,Inventory Product,IV06g,/IV03a/IV06g,$.Inventory On Hand.Inventory Product,InvOnHand.InvPrdct,,,
1579,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Inventory,125,Inventory Product,IV06g_01,/IV03a/IV06g_01,$.Inventory On Hand.Inventory Product.ID,InvOnHand.InvPrdct.Id,,,
1580,2,R,,(Costing) Measurement Unit,,0..1,,"The reference association to the Costing Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Inventory,32,(Costing) Measurement Unit,BS25m,/IV03a/BS25m,$.Inventory On Hand.(Costing) Measurement Unit,InvOnHand.CstngMeaUnt,,,
1581,3,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Inventory,32,(Costing) Measurement Unit,BS25m_01,/IV03a/BS25m_01,$.Inventory On Hand.(Costing) Measurement Unit.UOM Code,InvOnHand.CstngMeaUnt.UomCd,,,
1582,2,R,,(Purchasing) Measurement Unit,,0..1,,"The reference association to the Purchasing Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Inventory,32,(Purchasing) Measurement Unit,BS25n,/IV03a/BS25n,$.Inventory On Hand.(Purchasing) Measurement Unit,InvOnHand.PrchsMeaUnt,,,
1583,3,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Inventory,32,(Purchasing) Measurement Unit,BS25n_01,/IV03a/BS25n_01,$.Inventory On Hand.(Purchasing) Measurement Unit.UOM Code,InvOnHand.PrchsMeaUnt.UomCd,,,
1584,2,R,,(Selling) Measurement Unit,,0..1,,"The reference association to the Selling Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Inventory,32,(Selling) Measurement Unit,BS25o,/IV03a/BS25o,$.Inventory On Hand.(Selling) Measurement Unit,InvOnHand.SellnMeaUnt,,,
1585,3,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Inventory,32,(Selling) Measurement Unit,BS25o_01,/IV03a/BS25o_01,$.Inventory On Hand.(Selling) Measurement Unit.UOM Code,InvOnHand.SellnMeaUnt.UomCd,,,
1586,2,R,,(Stocking) Measurement Unit,,0..1,,"The reference association to the Stocking Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Inventory,32,(Stocking) Measurement Unit,BS25p,/IV03a/BS25p,$.Inventory On Hand.(Stocking) Measurement Unit,InvOnHand.StcknMeaUnt,,,
1587,3,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Inventory,32,(Stocking) Measurement Unit,BS25p_01,/IV03a/BS25p_01,$.Inventory On Hand.(Stocking) Measurement Unit.UOM Code,InvOnHand.StcknMeaUnt.UomCd,,,
1588,2,C,,(Average Cost) Amount,,0..1,,A class that specifies a value of money in a given currency.,Inventory,0,(Average Cost) Amount,GE05a1,/IV03a/GE05a1,$.Inventory On Hand.(Average Cost) Amount,InvOnHand.AvrgCstAmt,,,
1589,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Inventory,0,(Average Cost) Amount,GE05a1_01,/IV03a/GE05a1_01,$.Inventory On Hand.(Average Cost) Amount.Value,InvOnHand.AvrgCstAmt.Val,,,
1590,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Inventory,30,Currency,BS02a3,/IV03a/BS02a3,$.Inventory On Hand.(Average Cost) Amount.Currency,InvOnHand.AvrgCstAmt.Cur,,,
1591,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Inventory,30,Currency,BS02a3_01,/IV03a/BS02a3_01,$.Inventory On Hand.(Average Cost) Amount.Currency.Code,InvOnHand.AvrgCstAmt.Cur.Cd,,,
1592,2,C,,(Cost) Amount,,0..1,,A class that specifies a value of money in a given currency.,Inventory,0,(Cost) Amount,GE05a2,/IV03a/GE05a2,$.Inventory On Hand.(Cost) Amount,InvOnHand.CstAmt,,,
1593,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Inventory,0,(Cost) Amount,GE05a2_01,/IV03a/GE05a2_01,$.Inventory On Hand.(Cost) Amount.Value,InvOnHand.CstAmt.Val,,,
1594,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Inventory,30,Currency,BS02a4,/IV03a/BS02a4,$.Inventory On Hand.(Cost) Amount.Currency,InvOnHand.CstAmt.Cur,,,
1595,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Inventory,30,Currency,BS02a4_01,/IV03a/BS02a4_01,$.Inventory On Hand.(Cost) Amount.Currency.Code,InvOnHand.CstAmt.Cur.Cd,,,
1596,2,C,,(List Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Inventory,0,(List Price) Amount,GE05a3,/IV03a/GE05a3,$.Inventory On Hand.(List Price) Amount,InvOnHand.LstPrcAmt,,,
1597,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Inventory,0,(List Price) Amount,GE05a3_01,/IV03a/GE05a3_01,$.Inventory On Hand.(List Price) Amount.Value,InvOnHand.LstPrcAmt.Val,,,
1598,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Inventory,30,Currency,BS02a5,/IV03a/BS02a5,$.Inventory On Hand.(List Price) Amount.Currency,InvOnHand.LstPrcAmt.Cur,,,
1599,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Inventory,30,Currency,BS02a5_01,/IV03a/BS02a5_01,$.Inventory On Hand.(List Price) Amount.Currency.Code,InvOnHand.LstPrcAmt.Cur.Cd,,,
1600,2,C,,(Specific Cost) Amount,,0..1,,A class that specifies a value of money in a given currency.,Inventory,0,(Specific Cost) Amount,GE05a4,/IV03a/GE05a4,$.Inventory On Hand.(Specific Cost) Amount,InvOnHand.SpcfcCstAmt,,,
1601,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Inventory,0,(Specific Cost) Amount,GE05a4_01,/IV03a/GE05a4_01,$.Inventory On Hand.(Specific Cost) Amount.Value,InvOnHand.SpcfcCstAmt.Val,,,
1602,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Inventory,30,Currency,BS02a6,/IV03a/BS02a6,$.Inventory On Hand.(Specific Cost) Amount.Currency,InvOnHand.SpcfcCstAmt.Cur,,,
1603,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Inventory,30,Currency,BS02a6_01,/IV03a/BS02a6_01,$.Inventory On Hand.(Specific Cost) Amount.Currency.Code,InvOnHand.SpcfcCstAmt.Cur.Cd,,,
1604,2,C,,(Standard Cost) Amount,,0..1,,A class that specifies a value of money in a given currency.,Inventory,0,(Standard Cost) Amount,GE05a5,/IV03a/GE05a5,$.Inventory On Hand.(Standard Cost) Amount,InvOnHand.StndrCstAmt,,,
1605,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Inventory,0,(Standard Cost) Amount,GE05a5_01,/IV03a/GE05a5_01,$.Inventory On Hand.(Standard Cost) Amount.Value,InvOnHand.StndrCstAmt.Val,,,
1606,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Inventory,30,Currency,BS02a7,/IV03a/BS02a7,$.Inventory On Hand.(Standard Cost) Amount.Currency,InvOnHand.StndrCstAmt.Cur,,,
1607,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Inventory,30,Currency,BS02a7_01,/IV03a/BS02a7_01,$.Inventory On Hand.(Standard Cost) Amount.Currency.Code,InvOnHand.StndrCstAmt.Cur.Cd,,,
1608,2,C,,(Book) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Inventory,0,(Book) Quantity,GE07i,/IV03a/GE07i,$.Inventory On Hand.(Book) Quantity,InvOnHand.BkQt,,,
