version,sequence,UNID,acronym,level,label_local,type,depth,name,multiplicity,definition_local,DEN,definition,code_list,xpath
v1,112,UN01005400,BBIE,5,口座名義,field,2,PaymentMeansPayeeCreditorFinanalAccountAccountName,0..1,"債権者金融口座の、文字で表現された口座名。
半角カナ（日本の場合）",CI_ Creditor_ Financial Account. Account Name. Text,"The account name, expressed as text, of this CI creditor financial account.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/AccountName
v1,113,UN01005401,BBIE,5,口座番号,field,2,PaymentMeansPayeeCreditorFinanalAccountProprietaryID,0..1,債権者金融口座の一意の所有者ID。,CI_ Creditor_ Financial Account. Proprietary_ Identification. Identifier,The unique proprietary identifier for this CI creditor financial account.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/ProprietaryID
v4,114,UN01012127,BBIE,5,口座種別コード,field,2,PaymentMeansPayeeCreditorFinanalAccountTypeCode,0..1,債権者金融口座種別のコード。,CI_ Creditor_ Financial Account. Type. Code,The code specifying the type of financial account for this CI creditor.,預金項目コード,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/TypeCode
v1,115,UN01005679,ASBIE,4,支払手段／金融機関グループ,,,,0..1,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,The creditor financial institution of the payee party specified for this CI trade settlement payment means.,,
v1,117,UN01005426,BBIE,5,金融機関名,field,2,PaymentMeansPayeeCreditorFinanalInstitutionName,0..1,債権者金融機関の、文字で表現された名前。,CI_ Creditor_ Financial Institution. Name. Text,"The name, expressed as text, for this CI creditor financial institution.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Name
v1,118,UN01005428,ASBIE,5,金融機関／金融機関支店グループ,,,,0..1,債権者金融機関の支店金融機関グループ,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,The sub-division (branch) financial institution for this CI creditor financial institution.,,
v1,120,UN01003140,BBIE,6,金融機関支店名,field,2,PaymentMeansPayeeCreditorSub-DivisionBranchFinanalInstitutionName,0..1,金融機関のこの支店の、文字で表現された名前,Branch_ Financial Institution. Name. Text,"The name, expressed as text, for this branch of a financial institution.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Sub-DivisionBranchFinancialInstitution/Name
v4,121,UN01006057,ASBIE,4,支払手段／金融カードグループ,,,,0..1,支払手段の金融カードに関するグループ,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,The trade settlement financial card applicable to this CI trade settlement payment means.,,
v4,123,UN01004495,BBIE,5,金融カード番号,field,2,PaymentMeansFinanalCardID,1..1,支払人の金融カード番号,Trade Settlement_ Financial Card. Identification. Identifier,"The unique identifier, commonly known as the card number, of this trade settlement financial card.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/ID
v4,124,UN01004496,BBIE,5,金融カードタイプ,field,2,PaymentMeansFinanalCardTypeCode,0..1,金融カードのタイプ,Trade Settlement_ Financial Card. Type. Code,"The code specifying the type of this trade settlement financial card, such as debit or credit.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/TypeCode
v4,125,UN01004497,BBIE,5,金融カード名義人名,field,2,PaymentMeansFinanalCardCardholderName,0..1,支払人の金融カード名義人名,Trade Settlement_ Financial Card. Cardholder Name. Text,The cardholder name as it appears on this trade settlement financial card. This may include both an individual authorized to use the card as well as the organization that owns the card.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/CardholderName
v4,126,UN01009966,BBIE,5,金融カード発行企業名,field,2,PaymentMeansFinanalCardIssuingCompanyName,0..1,金融カードの発行企業名,Trade Settlement_ Financial Card. Issuing Company Name. Text,"An issuing company name, expressed as text, for this trade settlement financial card.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/IssuingCompanyName
v4,127,UN01005924,ASBIE,3,インボイス文書決済／鑑ヘッダ税グループ,dimension,1,dTransactionTax,0..n,インボイス文書の鑑ヘッダの税に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax
v4,129,UN01005833,BBIE,4,鑑ヘッダ課税分類税額,field,2,TaxCalculatedAmount,0..1,"鑑ヘッダの明細文書課税分類別税額の合計金額
鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない",CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedAmount
v4,130,UN01005841,BBIE,4,鑑ヘッダ課税分類コード,field,2,TaxCategoryCode,0..1,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode
v4,131,UN01005850,BBIE,4,鑑ヘッダ課税分類名,field,2,TaxCategoryName,0..1,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName
v4,132,UN01007174,BBIE,4,鑑ヘッダ税率,field,2,TaxRatePercent,0..1,課税分類に対応する消費税率のパーセント表示,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/RateApplicablePercent
v4,133,UN01013096,BBIE,4,鑑ヘッダ税計算方式,field,2,TaxCalculationMethodCode,0..1,"金額の税込み、税抜き指定の要否を指定
デフォルトは「空欄」（指定しない）",CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CalculationMethodCode
v4,134,UN01014650,BBIE,4,鑑ヘッダ適用税制ID,field,2,TaxLocalTaxSystemID,0..1,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID
v4,135,UN01005925,ASBIE,3,インボイス文書決済／鑑ヘッダ取引期間グループ,,,,0..1,インボイス文書の取引期間に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,,
v4,137,UN01005612,BBIE,4,鑑ヘッダ取引開始日,field,1,BillingPeriodStartDateTime,0..1,インボイス文書の取引開始日,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,138,UN01005613,BBIE,4,鑑ヘッダ取引終了日,field,1,BillingPeriodEndDateTime,0..1,インボイス文書の取引終了日,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
v4,139,UN01005929,ASBIE,3,インボイス文書決済／支払条件グループ,dimension,1,dTransactionPaymentTerms,0..n,インボイス文書の支払条件に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,Cross Industry (CI) trade payment terms specified for this CIIH supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms
v4,141,UN01005783,BBIE,4,支払条件説明,field,2,PaymentTermsDescriptionText,0..1,支払条件の文字による説明,CI_ Trade_ Payment Terms. Description. Text,A textual description of these CI trade payment terms.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/Description
v4,142,UN01005784,BBIE,4,支払期日,field,2,PaymentTermsDueDateDateTime,0..1,支払条件で示された支払期日,CI_ Trade_ Payment Terms. Due Date. Date Time,"The date, time, date time, or other date time value of the due date specified by these CI trade payment terms.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/DueDateDateTime
v4,143,UN01005930,ASBIE,3,インボイス文書決済／インボイス文書合計金額グループ,,,,0..1,インボイス文書の合計金額に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,The CIIH trade settlement monetary summation specified for this CIIH supply chain trade settlement.,,
v4.3,145,UN01005943,BBIE,4,鑑ヘッダ追加請求合計金額（税抜き）,field,1,MonetarySummationChargeTotalAmount,0..1,Σ明細文書ヘッダ追加請求合計金額（税抜き）,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,A monetary value of the total of all charge amounts being reported on header level in this CIIH trade settlement monetary summation.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/ChargeTotalAmount
v4.3,146,UN01005944,BBIE,4,鑑ヘッダ返金合計金額（税抜き）,field,1,MonetarySummationAllowanceTotalAmount,0..1,Σ明細文書ヘッダ返金合計金額（税抜き）,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,A monetary value of the total of all allowance amounts being reported on header level in this CIIH trade settlement monetary summation.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/AllowanceTotalAmount
v4,147,UN01005946,BBIE,4,鑑ヘッダ消費税総合計額,field,1,MonetarySummationTaxTotalAmount,0..1,明細文書ヘッダ税クラスで算出した税率別消費税額の合計額,CIIH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIH trade settlement monetary summation.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/TaxTotalAmount
v4,148,UN01005948,BBIE,4,鑑ヘッダ総合計金額（税込み）,field,1,MonetarySummationGrandTotalAmount,0..1,Σ明細文書ヘッダ譲渡資産合計金額(税抜き)+Σ明細文書ヘッダ返金合計金額(税抜き)+Σ明細文書ヘッダ追加請求合計金額(税抜き)＋Σ明細文書ヘッダ消費税合計額,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/GrandTotalAmount
v4,149,UN01008445,BBIE,4,支払責務金額総合計,field,1,MonetarySummationDuePayableAmount,0..1,鑑ヘッダ総合計金額（税込み）ー前払合計金額＋未決済合計金額ーΣ鑑ヘッダ調整金額ーΣ鑑ヘッダ調整税額（税率別）,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,"A monetary value that is an amount due and payable for this CIIH trade settlement monetary summation, such as the amount due to the creditor.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/DuePayableAmount
v4,150,UN01008451,BBIE,4,鑑ヘッダ譲渡資産合計金額(税抜き),field,1,MonetarySummationNetDocumentTotalAmount,0..1,∑明細文書ヘッダ譲渡資産合計金額(税抜き),CIIH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the total of all line amounts, including line level allowances and charges and excluding line level taxes, being reported in this CIIH trade settlement monetary summation.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/NetLineTotalAmount
v4,151,UN01013091,BBIE,4,鑑ヘッダ譲渡資産合計金額(税込み),field,1,MonetarySummationTaxesDocumentTotalAmount,0..1,∑明細文書ヘッダ譲渡資産合計金額（税込み）,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,"A monetary value of the line total, including taxes, being reported in this CIIH trade settlement monetary summation.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/IncludingTaxesLineTotalAmount
v4,152,UN01005931,ASBIE,3,"インボイス文書決済／鑑ヘッダ調整グループ
（修正差額調整）",,,,0..1,インボイス文書の鑑ヘッダ調整に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,,
v4,154,UN01005488,BBIE,4,鑑ヘッダ調整理由コード（修正差額調整）,field,1,FinanalAdjustmentDiscrepanvyReasonCode,0..1,"鑑ヘッダ調整金額の内容を識別するコード
62（修正差額調整：デフォルト）",CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,UNCL4465,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/ReasonCode"
v4,155,UN01005489,BBIE,4,鑑ヘッダ調整理由（修正差額調整）,field,1,FinanalAdjustmentDiscrepanvyReasonText,0..1,鑑ヘッダ調整の内容説明,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/Reason"
v4,156,UN01005490,BBIE,4,鑑ヘッダ調整金額（修正差額調整合計額）,field,1,FinanalAdjustmentDiscrepanvyActualAmount,0..1,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード62（デフォルト）＞
　前回インボイス金額ー修正インボイス金額",CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/ActualAmount"
v4,157,UN01014649,BBIE,4,鑑ヘッダ調整取引方向コード,field,1,FinanalAdjustmentDiscrepanvyDirectionCode,0..1,"鑑ヘッダ調整額の＋ーを識別するコード
マイナス金額を許容しない場合は必須",CI_ Financial_ Adjustment. Direction. Code,The code specifying whether the CI financial adjustment is an addition or a subtraction.,JECxxxx,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/DirectionCode"
v4,158,UN01014897,ASBIE,4,鑑ヘッダ調整／調整税グループ,dimension,1,dFinanalAdjustmentDiscrepanvyRelatedTax,0..n,鑑ヘッダ調整の税率別税クラスに関するグループ,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/RelatedCITradeTax"
v4,160,UN01005833,BBIE,5,鑑ヘッダ修正差額調整税率別消費税額,field,2,FinanalAdjustmentDiscrepanvyRelatedTaxCalculatedAmount,0..1,"＜鑑ヘッダ調整理由コード62（修正差額調整）＞
鑑ヘッダの修正差額調整税額修正インボイス税額ー前回インボイス税額
Σ明細行調整金額（税抜き）×税率
または
Σ明細行調整金額（税込み）×1/(1+税率)",CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/RelatedCITradeTax/CalculatedAmount"
v4,161,UN01005836,BBIE,5,鑑ヘッダ調整税率,field,2,FinanalAdjustmentDiscrepanvyRelatedTaxCalculatedRate,0..1,鑑ヘッダ調整の税率,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/RelatedCITradeTax/CalculatedRate"
v4.3,162,UN01005839,BBIE,5,鑑ヘッダ修正差額調整税率別課税資産合計金額,field,2,FinanalAdjustmentDiscrepanvyRelatedTaxBasisAmount,0..1,Σ明細行調整金額（税率別）,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/RelatedCITradeTax/BasisAmount"
v4,163,UN01005841,BBIE,5,鑑ヘッダ調整課税分類コード,field,2,FinanalAdjustmentDiscrepanvyRelatedTaxCategoryCode,0..1,鑑ヘッダ調整の課税分類コード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/RelatedCITradeTax/CategoryCode"
v4.3,164,UN01013040,BBIE,5,鑑ヘッダ修正差額調整消費税合計額,field,2,FinanalAdjustmentDiscrepanvyRelatedTaxGrandTotalAmount,0..1,鑑ヘッダ修正差額調整税率別消費税額の合計額,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[not(ReasonCode=""26"")]/RelatedCITradeTax/GrandTotalAmount"
v4,165,UN01005931,ASBIE,3,インボイス文書決済／鑑ヘッダ調整グループ,,,,0..1,インボイス文書の鑑ヘッダ調整に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,,
v4,167,UN01005488,BBIE,4,鑑ヘッダ調整理由コード（源泉徴収）,field,1,FinanalAdjustmentWithholdingTaxReasonCode,0..1,"鑑ヘッダ調整金額の内容を識別するコード
26（源泉所得税：デフォルト）",CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,UNCL4465,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26""]/ReasonCode"
v4,168,UN01005489,BBIE,4,鑑ヘッダ調整理由（源泉徴収）,field,1,FinanalAdjustmentWithholdingTaxReasonText,0..1,鑑ヘッダ調整の内容説明（源泉徴収）,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26""]/Reason"
v4,169,UN01005490,BBIE,4,鑑ヘッダ調整金額（源泉徴収額）,field,1,FinanalAdjustmentWithholdingTaxActualAmount,0..1,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード=26の場合＞
　源泉所得税金額",CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26""]/ActualAmount"
v4,170,UN01015492,ASBIE,3,インボイス文書決済／未決済合計金額グループ,,,,0..1,未決済合計金額に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Outstanding_ Specified. CIIH_ Trade Settlement_ Monetary Summation,The monetary summation totals outstanding for this CIIH supply chain trade settlement.,,
v4,172,UN01005948,BBIE,4,前回インボイス総合計金額（税込み）,field,1,OutstandingMonetarySummationGrandTotalAmount,0..1,前回インボイス文書の総合計金額（税込み）,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/GrandTotalAmount
v4,173,UN01005950,BBIE,4,入金済金額（前回インボイス分）,field,1,OutstandingMonetarySummationTotalPrepaidAmount,0..1,前回インボイス文書総合計金額のうち、入金済合計金額,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,A monetary value of a prepaid total reported in this CIIH trade settlement monetary summation.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/TotalPrepaidAmount
v4,174,UN01008445,BBIE,4,未決済合計金額,field,1,OutstandingMonetarySummationDuePayableAmount,0..1,"未決済合計金額
前回インボイス総合計金額（税込み）ー入金済金額(前回インボイス分)",CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,"A monetary value that is an amount due and payable for this CIIH trade settlement monetary summation, such as the amount due to the creditor.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/DuePayableAmount
v4.3,175,UN01015598,ASBIE,3,インボイス文書決済／前払グループ,dimension,1,dTransactionAdvancePayment,0..n,前払に関するグループ,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Advance_ Payment,An advance payment specified for this CIIH supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment
v4.2,177,UN01015591,BBIE,4,前払金額（税込み）,field,2,AdvancePaymentPaidAmount,0..1,税込みの前払金額,CI_ Advance_ Payment. Paid. Amount,The monetary value of the funds or securities paid in this CI advance payment.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/PaidAmount
v4.2,178,UN01015592,BBIE,4,前払日,field,2,AdvancePaymentFormattedReceivedDateTime,0..1,前払金額の支払日,CI_ Advance_ Payment. Formatted_ Received. Date Time,The formatted date or date time value when this CI advance payment has been received.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/FormattedReceivedDateTime
v4.2,179,UN01015593,BBIE,4,前払ID,field,2,AdvancePaymentID,0..1,前払者が付与した前払ID,CI_ Advance_ Payment. Identification. Identifier,The identifier for this CI advance payment.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/ID
v4.3,180,UN01015595,ASBIE,4,前払／参照文書グループ,,,,0..1,インボイス文書が参照する前払文書の情報に関するグループ,CI_ Advance_ Payment. Invoice_ Specified. CI_ Referenced_ Document,An invoice document referenced by this CI advance payment.,,
v4.3,182,UN01005580,BBIE,5,（前払参照）文書ID,field,2,AdvancePaymentInvoiceReferencedDocumentIssuerAssignedID,0..1,インボイス文書が参照する前払文書の文書ID,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/InvoiceSpecifiedCIReferencedDocument/IssuerAssignedID
v4.2,183,UN01015596,ASBIE,4,前払／支払条件グループ,,,,0..1,前払の支払条件に関するグループ,CI_ Advance_ Payment. Identified. CI_ Trade_ Payment Terms,The trade payment terms identified for this CI advance payment.,,
v4.1,185,UN01008502,BBIE,5,前払条件タイプコード,field,2,AdvanceIdentifiedPaymentTermsTypeCode,0..1,前払い支払条件のタイプを指定するコード,CI_ Trade_ Payment Terms. Type. Code,The code specifying the type of these CI trade payment terms.,UNCL4279,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment/IdentifiedCITradePaymentTerms/TypeCode
v4,186,UN01005940,ASBIE,2,インボイス文書取引／明細文書ヘッダグループ,,,,1..1,インボイス文書に組み込まれる明細文書ヘッダのグループ,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,A Cross Industry Invoice Line (CIIL) supply chain trade line item included in this CIIH supply chain trade transaction.,,
v4,188,UN01005989,ASBIE,3,明細文書ヘッダ／明細文書グループ,,,,1..1,明細文書ヘッダの明細文書グループ。,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,The document line associated with this CIIL supply chain trade line item.,,
