version,sequence,level,type,identifier,label_local,representation_term,multiplicity,code_list,attribute,definition_local,acronym,UNID,class_term,id,path,semantic_path,abbreviation_path,label,definition,name,element,xpath,
v4,87,6,A,,口座種別コード,Code,0..1,預金項目コード,,債権者金融口座種別のコード。,BBIE,UN01012127,Payee Party CI Creditor Financial Account,UN16a_UN17a_3,/JP00a/UN16a_UN17a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Payee Party CI Creditor Financial Account.Type,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.PayPartyCiCredtrFinnclAccnt.Type,Type Code,The code specifying the type of financial account for this CI creditor.,Payee Party Creditor Financial Account Type Code,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/TypeCode,2
v1,88,5,C,,支払手段／金融機関グループ,,0..1, ,,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,ABIE,UN01005402,Payee Specified CI Creditor Financial Institution,UN16a_UN18a,/JP00a/UN16a_UN18a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Payee Specified CI Creditor Financial Institution,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.PaySpecfdCiCredtrFinnclInsttn,Payee Specified CI Creditor Financial Institution,"A bank, building society, credit union, stock brokerage, or similar business of the Cross Industry (CI) party that receives money.",Payee Creditor Financial Institution,PayeeSpecifiedCICreditorFinancialInstitution,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution,2
v1,89,6,A,,金融機関名,Text,0..1,,ISO639言語コード,債権者金融機関の、文字で表現された名前。,BBIE,UN01005426,Payee Specified CI Creditor Financial Institution,UN16a_UN18a_1,/JP00a/UN16a_UN18a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Payee Specified CI Creditor Financial Institution.Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.PaySpecfdCiCredtrFinnclInsttn.Nam,Name ,"The name, expressed as text, for this CI creditor financial institution.",Payee Creditor Financial Institution Name ,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/Name,2
v1,90,6,C,,金融機関／金融機関支店グループ,,0..1, ,,債権者金融機関の支店金融機関グループ,ABIE,UN01003138,SubDivision Branch Financial Institution,UN16a_UN18a_UN19a,/JP00a/UN16a_UN18a_UN19a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Payee Specified CI Creditor Financial Institution.SubDivision Branch Financial Institution,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.PaySpecfdCiCredtrFinnclInsttn.SubdvsnBranchFinnclInsttn,SubDivision Branch Financial Institution,"A sub-division of a bank, building society, credit union, stock brokerage, or similar business; established primarily to provide financial services and financial transactions.",SubDivision Branch Financial Institution,SubDivisionBranchFinancialInstitution,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/SubDivisionBranchFinancialInstitution,2
v1,91,7,A,,金融機関支店名,Text,0..1,,ISO639言語コード,金融機関のこの支店の、文字で表現された名前,BBIE,UN01003140,SubDivision Branch Financial Institution,UN16a_UN18a_UN19a_1,/JP00a/UN16a_UN18a_UN19a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Payee Specified CI Creditor Financial Institution.SubDivision Branch Financial Institution.Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.PaySpecfdCiCredtrFinnclInsttn.SubdvsnBranchFinnclInsttn.Nam,Name ,"The name, expressed as text, for this branch of a financial institution.",SubDivision Branch Financial Institution Name ,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution/SubDivisionBranchFinancialInstitution/Name,2
v4,92,5,C,,支払手段／金融カードグループ,,0..1, ,,支払手段の金融カードに関するグループ,ABIE,UN01004493,Applicable Trade Settlement Financial Card,UN16a_UN20a,/JP00a/UN16a_UN20a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Applicable Trade Settlement Financial Card,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.ApplclTradSettlmntFinnclCard,Applicable Trade Settlement Financial Card,A card used to represent a financial account for a trade settlement.,Trade Settlement Financial Card,ApplicableTradeSettlementFinancialCard,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard,2
v4,93,6,A,PK,金融カード番号,Identifier,1..1, ,,支払人の金融カード番号,BBIE,UN01004495,Applicable Trade Settlement Financial Card,UN16a_UN20a_1,/JP00a/UN16a_UN20a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Applicable Trade Settlement Financial Card.Identification,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.ApplclTradSettlmntFinnclCard.Idntfn,ID,"The unique identifier, commonly known as the card number, of this trade settlement financial card.",Trade Settlement Financial Card ID,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/ID,2
v4,94,6,A,,金融カードタイプ,Code,0..1, ,,金融カードのタイプ,BBIE,UN01004496,Applicable Trade Settlement Financial Card,UN16a_UN20a_2,/JP00a/UN16a_UN20a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Applicable Trade Settlement Financial Card.Type,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.ApplclTradSettlmntFinnclCard.Type,Type Code,"The code specifying the type of this trade settlement financial card, such as debit or credit.",Trade Settlement Financial Card Type Code,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/TypeCode,2
v4,95,6,A,,金融カード名義人名,Text,0..1,,ISO639言語コード,支払人の金融カード名義人名,BBIE,UN01004497,Applicable Trade Settlement Financial Card,UN16a_UN20a_3,/JP00a/UN16a_UN20a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Applicable Trade Settlement Financial Card.Cardholder Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.ApplclTradSettlmntFinnclCard.CardhldrNam,Cardholder Name ,The cardholder name as it appears on this trade settlement financial card. This may include both an individual authorized to use the card as well as the organization that owns the card.,Trade Settlement Financial Card Cardholder Name ,CardholderName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/CardholderName,2
v4,96,6,A,,金融カード発行企業名,Text,0..1,,ISO639言語コード,金融カードの発行企業名,BBIE,UN01009966,Applicable Trade Settlement Financial Card,UN16a_UN20a_4,/JP00a/UN16a_UN20a_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Settlement Payment Means.Applicable Trade Settlement Financial Card.Issuing Company Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradSettlmntPaymntMens.ApplclTradSettlmntFinnclCard.IssngCompnyNam,Issuing Company Name ,"An issuing company name, expressed as text, for this trade settlement financial card.",Trade Settlement Financial Card Issuing Company Name ,IssuingCompanyName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/IssuingCompanyName,2
v4,97,4,C,,インボイス文書決済／鑑ヘッダ税グループ,,0..n, ,,インボイス文書の鑑ヘッダの税に関するグループ,ABIE,UN01005832,Applicable CI Trade Tax,UN21a,/JP00a/UN21a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax,Applicable CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Trade Tax,ApplicableCITradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax,2
v2,98,5,A,,課税分類税額,Amount,0..1,,ISO4217通貨コード,"課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",BBIE,UN01005833,Applicable CI Trade Tax,UN21a_1,/JP00a/UN21a/UN21a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.Calcltd,Calculated Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Trade Tax Calculated Amount,CalculatedAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedAmount,3
v4,99,5,A,,課税分類コード,Code,1..1,UNCL5305,,消費税の課税分類コード,BBIE,UN01005841,Applicable CI Trade Tax,UN21a_2,/JP00a/UN21a/UN21a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Category,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.Catgry,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Trade Tax Category Code,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode,3
v2,100,5,A,,課税分類名,Text,0..1,,ISO639言語コード,"消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称
または軽減税率表示※など",BBIE,UN01005850,Applicable CI Trade Tax,UN21a_3,/JP00a/UN21a/UN21a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Category Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.CatgryNam,Category Name ,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Trade Tax Category Name ,CategoryName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName,3
v4,101,5,A,,表示税率,Percent,0..1, ,,表示税率（パーセント表示）,BBIE,UN01007174,Applicable CI Trade Tax,UN21a_4,/JP00a/UN21a/UN21a_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Rate Applicable,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.RatApplcl,Rate Applicable Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Trade Tax Rate Percent,RateApplicablePercent,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/RateApplicablePercent,3
v2/v3,102,5,A,,税計算方式,Code,0..1,JECxxxx,,"金額の税込み、税抜きを指定。
デフォルトは「税抜き」",BBIE,UN01013096,Applicable CI Trade Tax,UN21a_5,/JP00a/UN21a/UN21a_5,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Calculation Method,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.CalcltnMethd,Calculation Method Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Trade Tax Calculation Method Code,CalculationMethodCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CalculationMethodCode,3
v4,103,5,A,,適用税制ID,Identifier,0..1,JECxxxx,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",BBIE,UN01014650,Applicable CI Trade Tax,UN21a_6,/JP00a/UN21a/UN21a_6,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Local Tax System,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.LoclTaxSystem,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,Trade Tax Local Tax System ID,LocalTaxSystemID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID,3
v4.3,104,5,A,,計算税率,Rate,0..1, ,,計算税率,BBIE,UN01005836,Applicable CI Trade Tax,UN21a_7,/JP00a/UN21a/UN21a_7,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.Calcltd,Calculated Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Trade Tax Calculated Rate,CalculatedRate,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedRate,3
v2,105,5,A,,取引金額（税抜き）,Amount,0..1,,ISO4217通貨コード,"この税抜き取引金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",BBIE,UN01005839,Applicable CI Trade Tax,UN21a_8,/JP00a/UN21a/UN21a_8,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Basis,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.Bass,Basis Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Trade Tax Basis Amount,BasisAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount,3
v2,106,5,A,,取引金額(税込み),Amount,0..1,,ISO4217通貨コード,税額を含む取引金額（税込み）,BBIE,UN01013040,Applicable CI Trade Tax,UN21a_9,/JP00a/UN21a/UN21a_9,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Grand Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.GrandTotl,Grand Total Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Trade Tax Grand Total Amount,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/GrandTotalAmount,3
v4.3,107,5,A,,調整税タイプコード,Code,0..1,UNCL5153,,税の種類を識別するコード=IND(源泉所得税 ),BBIE,UN01005834,Applicable CI Trade Tax,UN21a_10,/JP00a/UN21a/UN21a_10,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Applicable CI Trade Tax.Type,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.ApplclCiTradTax.Type,Type Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Trade Tax Type Code,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/TypeCode,3
v4,108,4,C,,インボイス文書決済／鑑ヘッダ取引期間グループ,,0..1, ,,インボイス文書の取引期間に関するグループ,ABIE,UN01005608,Billing CI Specified Period,UN08a_UN15a_UN23a,/JP00a/UN08a_UN15a_UN23a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Billing CI Specified Period,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.BillngCiSpecfdPerd,Billing CI Specified Period,An interval of time specified for Cross Industry (CI) purposes.,Document Period,BillingCISpecifiedPeriod,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod,2
v4,109,5,A,,明細行取引開始日,Date Time,0..1,日時様式 ISO8601,,この明細行の取引開始日,BBIE,UN01005612,Billing CI Specified Period,UN08a_UN15a_UN23a_1,/JP00a/UN08a_UN15a_UN23a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Billing CI Specified Period.Start,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.BillngCiSpecfdPerd.Start,Start Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Document Period Start Date Time,StartDateTime,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime,2
v4,110,5,A,,明細行取引終了日,Date Time,0..1,日時様式 ISO8601,,この明細行の取引終了日,BBIE,UN01005613,Billing CI Specified Period,UN08a_UN15a_UN23a_2,/JP00a/UN08a_UN15a_UN23a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Billing CI Specified Period.End,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.BillngCiSpecfdPerd.End,End Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",Document Period End Date Time,EndDateTime,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime,2
v4,111,4,C,,インボイス文書決済／支払条件グループ,,0..n, ,,インボイス文書の支払条件に関するグループ,ABIE,UN01005779,Specified CI Trade Payment Terms,UN24a,/JP00a/UN24a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Payment Terms,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradPaymntTerms,Specified CI Trade Payment Terms,Conditions by which payment has been or will be made for Cross Industry (CI) trade purposes.,Trade Payment Terms,SpecifiedCITradePaymentTerms,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms,2
v4,112,5,A,,支払条件説明,Text,0..1,,ISO639言語コード,支払条件の文字による説明,BBIE,UN01005783,Specified CI Trade Payment Terms,UN24a_1,/JP00a/UN24a/UN24a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Payment Terms.Description,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradPaymntTerms.Descrptn,Description ,A textual description of these CI trade payment terms.,Trade Payment Terms Description ,Description,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/Description,3
v4,113,5,A,,支払期日,Date Time,0..1,日時様式 ISO8601,,支払条件で示された支払期日,BBIE,UN01005784,Specified CI Trade Payment Terms,UN24a_2,/JP00a/UN24a/UN24a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Trade Payment Terms.Due Date,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiTradPaymntTerms.DueDat,Due Date Date Time,"The date, time, date time, or other date time value of the due date specified by these CI trade payment terms.",Trade Payment Terms Due Date Date Time,DueDateDateTime,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/DueDateDateTime,3
v4,114,4,C,,インボイス文書決済／インボイス文書合計金額グループ,,0..1,     ,,インボイス文書の合計金額に関するグループ,ABIE,UN01005941,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a,/JP00a/UN08a_UN15a_UN25a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn,Specified CIIH Trade Settlement Monetary Summation,A collection of trade settlement monetary totals specified for this Cross Industry Invoice Header (CIIH).,Trade Settlement Monetary Summation,SpecifiedCIIHTradeSettlementMonetarySummation,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation,2
v4,115,5,A,,鑑ヘッダ消費税総合計額,Amount,0..1,,ISO4217通貨コード,明細文書ヘッダ税クラスで算出した税率別消費税額の合計額,BBIE,UN01005946,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a_1,/JP00a/UN08a_UN15a_UN25a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation.Tax Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn.TaxTotl,Tax Total Amount,A monetary value of the total of all tax amounts being reported in this CIIH trade settlement monetary summation.,Trade Settlement Monetary Summation Tax Total Amount,TaxTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/TaxTotalAmount,2
v4,116,5,A,,前回インボイス総合計金額（税込み）,Amount,0..1,,ISO4217通貨コード,前回インボイス文書の総合計金額（税込み）,BBIE,UN01005948,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a_2,/JP00a/UN08a_UN15a_UN25a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation.Grand Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn.GrandTotl,Grand Total Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",Trade Settlement Monetary Summation Grand Total Amount,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/GrandTotalAmount,2
v4.3,117,5,A,,鑑ヘッダ返金・追加請求合計金額（税抜き）,Amount,0..1,,ISO4217通貨コード,Σ明細文書ヘッダ返金・追加請求合計金額（税抜き）,BBIE,UN01005952,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a_3,/JP00a/UN08a_UN15a_UN25a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation.Total Allowance Charge,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn.TotlAllwncCharg,Total Allowance Charge Amount,A monetary value of the total of allowance and charge amounts reported on header level in this CIIH trade settlement monetary summation.,Trade Settlement Monetary Summation Total Allowance Charge Amount,TotalAllowanceChargeAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/TotalAllowanceChargeAmount,2
v4,118,5,A,,未決済合計金額,Amount,0..1,,ISO4217通貨コード,"未決済合計金額＝
前回インボイス総合計金額（税込み）ー入金済金額(前回インボイス分)",BBIE,UN01008445,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a_4,/JP00a/UN08a_UN15a_UN25a_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation.Due Payable,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn.DuePaybl,Due Payable Amount,"A monetary value that is an amount due and payable for this CIIH trade settlement monetary summation, such as the amount due to the creditor.",Trade Settlement Monetary Summation Due Payable Amount,DuePayableAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/DuePayableAmount,2
