version,sme_nr,mbie_nr,level,UNID,acronym,label_local,multiplicity,multiplicity_SME,property_type,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v1,98,2206,2,UN01005880,ASBIE,インボイス文書契約／発注者グループ,0..1,1..1,Composition,CIIH_ Supply Chain_ Trade Agreement,2,,Buyer,,CI_ Trade_ Party,発注者に関するグループ。,,,CIIH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,The party that is the buyer for this CIIH supply chain trade agreement.,Buyer,TransactionBuyer,BuyerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty
v1,131,2226,2,UN01011516,ASBIE,インボイス文書契約／プロジェクト調達グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Agreement,22,,Specified,,Procuring_ Project,プロジェクト調達に関するグループ,,,CIIH_ Supply Chain_ Trade Agreement. Specified. Procuring_ Project,The procuring project specified for this CIIH supply chain trade agreement.,Procuring Project,TransactionProcuringProject,SpecifiedProcuringProject,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SpecifiedProcuringProject
v1,406,3909,1,UN01005756,ABIE,納入先クラス,,,Class,CI_ Trade_ Party,0,,,,,納入先に関する情報からなるクラス。,,,CI_ Trade_ Party. Details,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",CI Trade Party,DocumentDeliveryDetails,CITradeParty,
v1,407,3910,2,UN01005757,BBIE,納入先ID,0..n,0..1,Attribute,CI_ Trade_ Party,1,,Identification,Identifier,,納入先の企業/工場・事業所・事業部門等を表す発注者が付与したID。,,,CI_ Trade_ Party. Identification. Identifier,A unique identifier of this CI trade party.,ID,DocumentDeliveryShipToID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/ID
v1,408,3911,2,UN01005758,BBIE,納入先国際企業ID,0..n,0..1,Attribute,CI_ Trade_ Party,2,,Global_ Identification,Identifier,,納入先企業を表す国際企業ID。,ISO6523,,CI_ Trade_ Party. Global_ Identification. Identifier,A globally unique identifier of this CI trade party.,Global ID,DocumentDeliveryShipToGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/GlobalID
v1,409,3912,2,UN01005759,BBIE,納入先名称,0..1,0..1,Attribute,CI_ Trade_ Party,3,,Name,Text,,納入先の企業/工場・事業所・事業部門等の名称,,,CI_ Trade_ Party. Name. Text,"The name, expressed as text, for this CI trade party.",Name,DocumentDeliveryShipToName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/Name
v4,410,3920,2,UN01005762,ASBIE,納入先／住所グループ,0..1,0..1,Composition,CI_ Trade_ Party,3,,Postal,,CI_ Trade_ Address,納入先企業の住所情報に関するグループ。,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,The postal address for this CI trade party.,Postal Address,DocumentDeliveryShipToPostalAddress,PostalCITradeAddress,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress
v4,246,3863,1,UN01005718,ABIE,支払人連絡先クラス,,,Class,CI_ Trade_ Contact,0,,,,,連絡先に関する情報からなるクラス。,,,CI_ Trade_ Contact. Details,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.,CI Trade Contact,PayerContactDetails,CITradeContact,
v4,247,3864,2,UN01005719,BBIE,支払人部門ID,0..1,0..1,Attribute,CI_ Trade_ Contact,1,,Identification,Identifier,,支払人の支払人部門を表すID。,,,CI_ Trade_ Contact. Identification. Identifier,The unique identifier for this CI trade contact.,ID,PayerContactID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/ID
v4,248,3865,2,UN01005720,BBIE,支払人担当名,0..1,0..1,Attribute,CI_ Trade_ Contact,2,,Person Name,Text,,支払人個人の、文字で表現された名前。,,,CI_ Trade_ Contact. Person Name. Text,"The name, expressed as text, of this CI trade contact person.",Person Name,PayerContactPersonName,PersonName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/PersonName
v4,249,3866,2,UN01005721,BBIE,支払人部門名,0..1,0..1,Attribute,CI_ Trade_ Contact,3,,Department Name,Text,,支払人の請求部門の名称。,,,CI_ Trade_ Contact. Department Name. Text,"The name, expressed as text, of the department which is this CI trade contact.",Department Name,PayerContactDepartmentName,DepartmentName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/DepartmentName
v4,250,3870,2,UN01005725,BBIE,支払人担当ID,0..n,0..1,Attribute,CI_ Trade_ Contact,7,,Person_ Identification,Identifier,,支払人個人を表すID,,,CI_ Trade_ Contact. Person_ Identification. Identifier,A unique identifier for this CI trade contact person.,Person ID,PayerContactPersonID,PersonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/PersonID
v4,251,3872,2,UN01005726,ASBIE,連絡先／電話情報グループ,0..1,0..1,Composition,CI_ Trade_ Contact,1,,Telephone,,CI_ Universal_ Communication,連絡先の電話に関するグループ。,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,The telephone communication information for this CI trade contact.,Telephone,PayerContactTelephone,TelephoneCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication
v4,254,3875,2,UN01005729,ASBIE,連絡先／FAX情報グループ,0..1,0..1,Composition,CI_ Trade_ Contact,4,,Fax,,CI_ Universal_ Communication,連絡先のFAXに関するグループ。,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,The fax communication information for this CI trade contact.,Fax,PayerContactFax,FaxCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication
v4,257,3876,2,UN01005730,ASBIE,連絡先／電子メール情報グループ,0..1,0..1,Composition,CI_ Trade_ Contact,5,,Email_ URI,,CI_ Universal_ Communication,連絡先の電子メールに関するグループ。,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,The email URI communication information for this CI trade contact.,Email Address,PayerContactEmailURI,EmailURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication
v4.1,268,4093,1,UN01005857,ABIE,国際アドレスクラス,,,Class,CI_ Universal_ Communication,0,,,,,国際アドレスクラス,,,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.,CI Communication,PayerDetails,CIUniversalCommunication,
v4.1,269,4095,2,UN01005859,BBIE,国際アドレス登録機関コード,0..1,0..1,Attribute,CI_ Universal_ Communication,2,,Channel,Code,,ISOがコード表6523に登録した国際アドレス登録機関のコード,ISO6523,,CI_ Universal_ Communication. Channel. Code,"The code specifying the channel or manner in which a CI universal communication can be made, such as telephone or email.",Channel Code,PayerEndPointURIChannelCode,ChannelCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/EndPointURICIUniversalCommunication/ChannelCode
v4.1,270,4096,2,UN01005860,BBIE,支払人国際アドレス,0..1,0..1,Attribute,CI_ Universal_ Communication,3,,Complete Number,Text,,国際アドレス登録機関が付与する国際アドレス番号,,,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,PayerEndPointURICompleteNumberText,CompleteNumberText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/EndPointURICIUniversalCommunication/CompleteNumber
v4,411,3826,1,UN01005687,ABIE,納入先住所クラス,,,Class,CI_ Trade_ Address,0,,,,,住所に関する情報からなるクラス。,,,CI_ Trade_ Address. Details,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.,CI Trade Address,DocumentDeliveryShipToAddressDetails,CITradeAddress,
v4,412,3828,2,UN01005689,BBIE,納入先郵便番号,0..1,0..1,Attribute,CI_ Trade_ Address,2,,Postcode,Code,,納入先の郵便番号,,,CI_ Trade_ Address. Postcode. Code,The postcode of this CI trade address.,Postcode,DocumentDeliveryShipToPostalAddressPostcodeCode,PostcodeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/PostcodeCode
v4,413,3831,2,UN01005692,BBIE,納入先住所1,0..1,0..1,Attribute,CI_ Trade_ Address,5,,Line One,Text,,納入先の住所1行目,,,CI_ Trade_ Address. Line One. Text,"The first free form line, expressed as text, of this CI trade address.",Line One,ItemDeliveryShipToPostalAddressLineOneText,LineOneText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineOne
v4,414,3832,2,UN01005693,BBIE,納入先住所2,0..1,0..1,Attribute,CI_ Trade_ Address,6,,Line Two,Text,,納入先の住所2行目。,,,CI_ Trade_ Address. Line Two. Text,"The second free form line, expressed as text, of this CI trade address.",Line Two,ItemDeliveryShipToPostalAddressLineTwoText,LineTwoText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineTwo
v4,415,3833,2,UN01005694,BBIE,納入先住所3,0..1,0..1,Attribute,CI_ Trade_ Address,7,,Line Three,Text,,納入先の住所3行目。,,,CI_ Trade_ Address. Line Three. Text,"The third free form line, expressed as text, of this CI trade address.",Line Three,ItemDeliveryShipToPostalAddressLineThreeText,LineThreeText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineThree
v4,416,3839,2,UN01005700,BBIE,納入先国ID,0..1,0..1,Attribute,CI_ Trade_ Address,13,,Country,Identifier,,納入先の国ID。デフォルトは「JP」,ISO3166-1:Alpha2,,CI_ Trade_ Address. Country. Identifier,The unique identifier of the country for this CI trade address.,Country Code,DocumentDeliveryShipToPostalAddressCountryID,CountryID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/CountryID
v1,132,5897,1,UN01000371,ABIE,プロジェクト調達クラス,,,Class,Procuring_ Project,0,,,,,プロジェクト調達に関する情報のクラス,,,Procuring_ Project. Details,"An endeavour carefully planned to achieve a procurement of goods, works and service.",Procuring Project,TransactionProcuringProjectDetails,ProcuringProject,
v1/v4.3,133,5898,2,UN01000372,BBIE,プロジェクトID,1..1,1..1,Attribute,Procuring_ Project,1,PK,Identification,Identifier,,発注品に関するプロジェクト・工事案件等を管理するためのID。,,,Procuring_ Project. Identification. Identifier,The unique identifier of this procuring project.,ID,ProcuringProjectID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SpecifiedProcuringProject/ID
v1/v4.3,134,5900,2,UN01000374,BBIE,プロジェクト名,1..1,1..1,Attribute,Procuring_ Project,3,,Name,Text,,発注品に関するプロジェクト・工事案件等の名称。,,,Procuring_ Project. Name. Text,"The name, expressed as text, of this procuring project.",Name,ProcuringProjectName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SpecifiedProcuringProject/Name
v4.3,136,2228,1,UN01005896,ABIE,インボイス文書配送クラス,,,Class,CIIH_ Supply Chain_ Trade Delivery,0,,,,,インボイス文書の配送に関する情報のクラス,,,CIIH_ Supply Chain_ Trade Delivery. Details,Cross Industry Invoice Header (CIIH) supply chain shipping arrangements and movement of products and or services including despatch and delivery.,CIIH Trade Delivery,TransactionDeliveryDetails,CIIHSupplyChainTradeDelivery,
v4.3,137,2240,2,UN01005908,ASBIE,インボイス文書配送／参照文書クラス,0..n,0..1,Composition,CIIH_ Supply Chain_ Trade Delivery,12,,Additional_ Referenced,,CI_ Referenced_ Document,インボイス文書の配送に関する参照文書のグループ,,,CIIH_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from this CIIH supply chain trade delivery.,Additional Document,TransactionDeliveryReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument
v2,141,2243,1,UN01005909,ABIE,インボイス文書決済クラス,,,Class,CIIH_ Supply Chain_ Trade Settlement,0,,,,,インボイス文書の決済に関する情報からなるクラス。,,,CIIH_ Supply Chain_ Trade Settlement. Details,The information that enables the financial reconciliation of the Cross Industry Invoice Header (CIIH) of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,CIIH Trade Settlement,TransactionDetails,CIIHSupplyChainTradeSettlement,
v4,142,2247,2,UN01005913,BBIE,税通貨コード,0..1,0..1,Attribute,CIIH_ Supply Chain_ Trade Settlement,4,,Tax_ Currency,Code,,"税の通貨コード。
＝JPY（デフォルト）","通貨コード
ISO4217",,CIIH_ Supply Chain_ Trade Settlement. Tax_ Currency. Code,The code specifying the tax currency for this CIIH supply chain trade settlement.,Tax Currency Code,TransactionTaxCurrencyCode,TaxCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/TaxCurrencyCode
v4,143,2248,2,UN01005914,BBIE,文書通貨コード,0..1,1..1,Attribute,CIIH_ Supply Chain_ Trade Settlement,5,,Invoice_ Currency,Code,,"インボイス文書の通貨コード。
＝JPY（デフォルト）","通貨コード
ISO4217",,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Currency. Code,The code specifying the invoice currency for this CIIH supply chain trade settlement.,Invoice Currency Code,TransactionInvoiceCurrencyCode,InvoiceCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode
v4,144,2249,2,UN01005915,BBIE,支払通貨コード,0..1,0..1,Attribute,CIIH_ Supply Chain_ Trade Settlement,6,,Payment_ Currency,Code,,請求支払通貨コード（デフォルトはJPY）,"通貨コード
ISO4217",,CIIH_ Supply Chain_ Trade Settlement. Payment_ Currency. Code,The code specifying the payment currency for this CIIH supply chain trade settlement.,Payment Currency Code,TransactionPaymentCurrencyCode,PaymentCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentCurrencyCode
v2,145,2258,2,UN01005916,ASBIE,インボイス文書決済／請求者グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,1,,Invoicer,,CI_ Trade_ Party,請求者にかかわる情報,,,CIIH_ Supply Chain_ Trade Settlement. Invoicer. CI_ Trade_ Party,The Cross Industry (CI) trade party issuing the invoice for this CIIH supply chain trade settlement.,Invoicer,TransactionInvoicer,InvoicerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty
v4,178,2259,2,UN01005917,ASBIE,インボイス文書決済／請求先グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,2,,Invoicee,,CI_ Trade_ Party,請求先にかかわるグループ,,,CIIH_ Supply Chain_ Trade Settlement. Invoicee. CI_ Trade_ Party,The Cross Industry (CI) trade party to whom an invoice is issued for this CIIH supply chain trade settlement.,Invoicee,TransactionInvoicee,InvoiceeCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceeCITradeParty
v4,209,2260,2,UN01005918,ASBIE,インボイス文書決済／支払先グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,3,,Payee,,CI_ Trade_ Party,支払先にかかわる情報,,,CIIH_ Supply Chain_ Trade Settlement. Payee. CI_ Trade_ Party,The Cross Industry (CI) payee party for this CIIH supply chain trade settlement.,Payee,TransactionPayee,PayeeCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty
v4,240,2261,2,UN01005919,ASBIE,インボイス文書決済／支払人グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,4,,Payer,,CI_ Trade_ Party,支払人にかかわる情報,,,CIIH_ Supply Chain_ Trade Settlement. Payer. CI_ Trade_ Party,The Cross Industry (CI) payer party for this CIIH supply chain trade settlement.,Payer,TransactionPayer,PayerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty
v1,271,2263,2,UN01005921,ASBIE,インボイス文書決済／請求者為替グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,6,,Invoice_ Applicable,,CI_ Trade_ Currency Exchange,請求に関する為替に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the invoice in this CIIH supply chain trade settlement.,Invoice Currency Exchange,TransactionInvoiceCurrencyExchange,InvoiceApplicableCITradeCurrencyExchange,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceApplicableCITradeCurrencyExchange
v2,277,2264,2,UN01005922,ASBIE,インボイス文書決済／支払者為替グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,7,,Payment_ Applicable,,CI_ Trade_ Currency Exchange,支払いに関する為替に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the payment of this CIIH supply chain trade settlement.,Payment Currency Exchange,TransactionPaymentCurrencyExchange,PaymentApplicableCITradeCurrencyExchange,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentApplicableCITradeCurrencyExchange
v4,283,2265,2,UN01005923,ASBIE,インボイス文書決済／支払手段グループ,0..n,0..n,Composition,CIIH_ Supply Chain_ Trade Settlement,8,,Specified,,CI_ Trade Settlement_ Payment Means,インボイス文書決済に関する支払手段のグループ。,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,A Cross Industry (CI) trade settlement payment means specified for this CIIH supply chain trade settlement.,Payment Means,TransactionPaymentMeans,SpecifiedCITradeSettlementPaymentMeans,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans
v4,307,2266,2,UN01005924,ASBIE,インボイス文書決済／鑑ヘッダ税グループ,0..n,0..n,Composition,CIIH_ Supply Chain_ Trade Settlement,9,,Applicable,,CI_ Trade_ Tax,インボイス文書の鑑ヘッダの税に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,Tax,TransactionTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax
v4,315,2267,2,UN01005925,ASBIE,インボイス文書決済／鑑ヘッダ取引期間グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,10,,Billing,,CI_ Specified_ Period,インボイス文書の取引期間に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,Billing Period,TransactionBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod
v4,319,2271,2,UN01005929,ASBIE,インボイス文書決済／支払条件グループ,0..n,0..n,Composition,CIIH_ Supply Chain_ Trade Settlement,14,,Specified,,CI_ Trade_ Payment Terms,インボイス文書の支払条件に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,Cross Industry (CI) trade payment terms specified for this CIIH supply chain trade settlement.,Payment Terms,TransactionPaymentTerms,SpecifiedCITradePaymentTerms,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms
v4,326,2272,2,UN01005930,ASBIE,インボイス文書決済／インボイス文書合計金額グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,15,,Specified,,CIIH_ Trade Settlement_ Monetary Summation,インボイス文書の合計金額に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,The CIIH trade settlement monetary summation specified for this CIIH supply chain trade settlement.,Monetary Summation,TransactionMonetarySummation,SpecifiedCIIHTradeSettlementMonetarySummation,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation
v4,336,2273,2,UN01005931,ASBIE,"インボイス文書決済／鑑ヘッダ調整グループ
（修正差額調整）",0..n,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,16,,Specified,,CI_ Financial_ Adjustment,インボイス文書の鑑ヘッダ調整に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,Financial Adjustment,TransactionFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4,349,2286,2,UN01015492,ASBIE,インボイス文書決済／未決済合計金額グループ,0..1,0..1,Composition,CIIH_ Supply Chain_ Trade Settlement,29,,Outstanding_ Specified,,CIIH_ Trade Settlement_ Monetary Summation,未決済合計金額に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Outstanding_ Specified. CIIH_ Trade Settlement_ Monetary Summation,The monetary summation totals outstanding for this CIIH supply chain trade settlement.,Outstanding Monetary Summation,TransactionOutstandingMonetarySummation,OutstandingSpecifiedCIIHTradeSettlementMonetarySummation,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation
v4.3,354,2287,2,UN01015598,ASBIE,インボイス文書決済／前払グループ,0..n,0..n,Composition,CIIH_ Supply Chain_ Trade Settlement,30,,Specified,,CI_ Advance_ Payment,前払に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Advance_ Payment,An advance payment specified for this CIIH supply chain trade settlement.,Advance Payment,TransactionAdvancePayment,SpecifiedCIAdvancePayment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIAdvancePayment
v4,278,3889,1,UN01005738,ABIE,支払為替クラス,,,Class,CI_ Trade_ Currency Exchange,0,,,,,支払為替に関する情報からなるクラス,,,CI_ Trade_ Currency Exchange. Details,The conversion of one currency to another for Cross Industry (CI) trade purposes.,CI Currency Exchange,TransactionCurrencyExchangeDetails,CITradeCurrencyExchange,
v4,279,3890,2,UN01005739,BBIE,為替交換元通貨コード,1..1,0..1,Attribute,CI_ Trade_ Currency Exchange,1,,Source Currency,Code,,為替における交換元通貨を表すコード,"通貨コード
ISO4217",,CI_ Trade_ Currency Exchange. Source Currency. Code,The code specifying the source currency of a CI trade currency conversion.,Source Currency Code,PaymentCurrencyExchangeSourceCurrencyCode,SourceCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentApplicableCITradeCurrencyExchange/SourceCurrencyCode
v4,280,3892,2,UN01005741,BBIE,為替交換先通貨コード,1..1,0..1,Attribute,CI_ Trade_ Currency Exchange,3,,Target Currency,Code,,為替における交換先通貨を表すコード,"通貨コード
ISO4217",,CI_ Trade_ Currency Exchange. Target Currency. Code,The code specifying the target currency of a CI trade currency conversion.,Target Currency Code,PaymentCurrencyExchangeTargetCurrencyCode,TargetCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentApplicableCITradeCurrencyExchange/TargetCurrencyCode
v4,281,3895,2,UN01005744,BBIE,為替レート,1..1,0..1,Attribute,CI_ Trade_ Currency Exchange,6,,Conversion,Rate,,為替交換のレート,,,CI_ Trade_ Currency Exchange. Conversion. Rate,The rate used for conversion from the source currency to the target currency for CI trade purposes.,Conversion Rate,PaymentCurrencyExchangeConversionRate,ConversionRate,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentApplicableCITradeCurrencyExchange/ConversionRate
v4,282,3896,2,UN01005745,BBIE,為替レート日時,0..1,0..1,Attribute,CI_ Trade_ Currency Exchange,7,,Conversion Rate,Date Time,,為替交換レートの適用日。,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,"The date, time, date time or other date time value of the conversion rate for this CI trade currency exchange.",Conversion Rate Date Time,PaymentCurrencyExchangeConversionRateDateTime,ConversionRateDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentApplicableCITradeCurrencyExchange/ConversionRateDateTime
v4,284,3805,1,UN01005670,ABIE,支払手段クラス,,,Class,CI_ Trade Settlement_ Payment Means,0,,,,,取引決済の目的で支払が行われる、あるいは行われた手段のクラス,,,CI_ Trade Settlement_ Payment Means. Details,The means by which a payment will be or has been made for Cross Industry (CI) trade settlement purposes.,CI Trade Settlement Payment Means,TransactionPaymentMeansDetails,CITradeSettlementPaymentMeans,
